场景ID	场景类型	是否可发送组队邀请	场景类型	副本类型	小地图倍数	小地图左右偏移	小地图上下偏移	开启等级	能否使用坐骑	区域组	地图名字	最小等级	最大等级	每条线最大人数限制	背景音	探索的奖励	场景描述	副本初始任务	摄像机设置2.5D	摄像机设置3D	最长挑战时间	场景名字显示	主界面显示的活动按钮	开启场景任务	是否可以托管	评分限制	是否自动追踪任务	视野同步距离	是否回归默认镜头	场景中心点	是否有白天黑夜	小岛场景亮度设置	是否允许星之子觉醒	是否允许召唤使者	是否允许召唤元素灵	场景复活时间
1869	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560170	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1870	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560171	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1871	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560172	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1872	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560173	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1873	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560174	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1874	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560175	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1875	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560176	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1960	SoulStarScene	1	18	1	9.000000	-10	80	-1	0	-1	MapName1911	20	109	-1	26			0	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1998	TeamScene	1	2	1	2.800000	15	-20	-1	0	-1	MapName1998	20	109	5	5			450101	1	2	180	2.000000	0	0	1	100	1	50	1		0	1	0	0	0	0
1082	InvitePvpScene	0	37	0	7.500000	1	1	-1	0	-1	MapName1082	1	109	-1	19			0	1	8	180	0.000000	0	0	1	0		50	1		0	1	1	1	1	0
66	HolyBattleWaitScene	1	45	0	7.500000	-10	15	-1	0	-1	MapName66	32	109	100	3			0	1	2	0	2.000000	14	0	1	0		20	0		0	1	1	1	0	0
67	HolyBattleFightScene	1	44	0	4.000000	1	1	-1	0	-1	MapName67	1	109	-1	24			0	1	2	0	2.000000	0	0	0	0		30	0		0	1	1	1	0	15
68	HolyBattleFightScene	1	44	0	4.000000	1	1	-1	0	-1	MapName68	1	109	-1	24			0	1	2	0	2.000000	0	0	0	0		30	0		0	1	1	1	0	15
69	HolyBattleFightScene	1	44	0	4.000000	1	1	-1	0	-1	MapName69	1	109	-1	24			0	1	2	0	2.000000	0	0	0	0		30	0		0	1	1	1	0	15
1698	LostRelicScene	1	46	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560141	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1699	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560143	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1250	LostRelicScene	1	46	1	9.000000	0	0	-1	0	-1	LostTemple1250	20	109	-1	26			560177	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1251	LostRelicScene	1	46	1	9.000000	0	0	-1	0	-1	LostTemple1251	20	109	-1	26			560178	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1252	LostRelicScene	1	46	1	9.000000	0	0	-1	0	-1	LostTemple1252	20	109	-1	26			560179	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1253	LostRelicScene	1	46	1	9.000000	0	0	-1	0	-1	LostTemple1253	20	109	-1	26			560180	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1254	LostRelicScene	1	46	1	9.000000	0	0	-1	0	-1	LostTemple1254	20	109	-1	26			560181	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1255	LostRelicScene	1	46	1	9.000000	0	0	-1	0	-1	LostTemple1255	20	109	-1	26			560182	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1256	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1256	20	109	-1	26			560183	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1257	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1257	20	109	-1	26			560184	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1258	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1258	20	109	-1	26			560185	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1259	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1259	20	109	-1	26			560186	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1260	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1260	20	109	-1	26			560187	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1261	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1261	20	109	-1	26			560188	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1262	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1262	20	109	-1	26			560189	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1263	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1263	20	109	-1	26			560190	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1264	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1264	20	109	-1	26			560191	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1265	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1265	20	109	-1	26			560192	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1266	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1266	20	109	-1	26			560193	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1267	LostTowerScene	1	47	1	9.000000	0	0	-1	0	-1	LostTower1267	20	109	-1	26			560194	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1180	EclipticScene	1	48	1	9.000000	0	30	-1	0	-1	MapName1180	70	109	-1	26			560200	1	2	0	2.000000	0	0	1	0		50	1	0,7	0	1	1	0	0	0
1181	ZodiacScene	1	49	1	9.000000	0	30	-1	0	-1	MapName1181	70	109	-1	26			560201	1	2	0	2.000000	0	0	1	0		50	1	0,7	0	1	1	0	0	0
1268	StarGateScene	1	53	1	3.000000	0	0	-1	0	-1	MapName1268	20	109	5	5			400033	1	2	0	0.000000	0	0	1	100	1	100	1	10,-10	0	1	0	0	0	25
1269	StarGateScene	1	53	1	3.000000	0	0	-1	0	-1	MapName1269	20	109	5	5			400033	1	2	0	0.000000	0	0	1	100	1	100	1		0	1	0	0	0	25
1270	StarGateScene	1	53	1	3.000000	0	0	-1	0	-1	MapName1270	20	109	5	5			400033	1	2	0	0.000000	0	0	1	100	1	100	1	20,0	0	1	0	0	0	25
1271	StarGateScene	1	53	1	3.000000	0	0	-1	0	-1	MapName1271	20	109	5	5			400033	1	2	0	0.000000	0	0	1	100	1	100	1	2,2	0	1	0	0	0	25
73	ScoreFightScene	1	54	0	4.000000	1	1	-1	0	-1	MapName73	1	109	125	24			555020	1	2	0	2.000000	0	0	1	0		20	0		0	1	1	1	0	0
75	KTSTWaitScene	1	50	0	7.500000	-10	15	-1	1	-1	MapName75	32	109	100	3			0	1	2	0	0.000000	0	0	1	0		20	0		0	1	0	0	0	0
1959	KTSTBattleScene	0	51	0	3.500000	0	0	-1	0	-1	MapName1959	40	109	-1	19			0	1	2	0	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
76	ScoreFightScene	1	54	0	4.000000	1	1	-1	0	-1	MapName76	1	109	125	24			555020	1	2	0	2.000000	0	0	1	0		20	0		0	1	1	1	0	0
77	ScoreFightScene	1	54	0	4.000000	1	1	-1	0	-1	MapName77	1	109	125	24			555020	1	2	0	2.000000	0	0	1	0		20	0		0	1	1	1	0	0
78	ScoreFightScene	1	54	0	4.000000	1	1	-1	0	-1	MapName78	1	109	125	24			555020	1	2	0	2.000000	0	0	1	0		20	0		0	1	1	1	0	0
1272	MonthRacingPersonalScene	1	56	0	1.000000	1	1	-1	1	3	MapName1272	1	109	5	5			3500113	1	2	0	2.000000	0	0	1	0	1	50	1	-0.125,17.375	0	1	0	0	0	0
1273	MonthRacingTeamScene	1	57	25	1.000000	1	1	-1	1	3	MapName1273	1	109	5	5			3500114	1	2	0	2.000000	0	0	1	0	1	50	1	-0.125,17.375	0	1	0	0	0	0
1274	MonthRacingPersonalScene	1	56	0	2.800000	15	-20	-1	0	-1	MapName1274	1	109	5	5			3500115	1	2	0	2.000000	0	0	1	0	1	50	1	30.3,9	0	1	0	0	0	0
1275	MonthRacingTeamScene	1	57	25	2.800000	15	-20	-1	0	-1	MapName1275	1	109	5	5			3500116	1	2	0	2.000000	0	0	1	0	1	50	1	30.3,9	0	1	0	0	0	0
1276	MonthRacingTeamScene	1	2	1	1.600000	0	10	-1	0	-1	MapName1276	30	110	5	5			3500117	1	2	0	2.000000	0	0	1	100	1	50	1	-18.2,-23.3	0	1	0	0	0	0
1277	MonthRacingTeamScene	1	2	1	1.600000	0	10	-1	0	-1	MapName1277	30	110	5	5			3500118	1	2	0	2.000000	0	0	1	100	1	50	1	-18.2,-23.3	0	1	0	0	0	0
2000	SailSeasonPVPScene	1	60	0	4.000000	1	1	-1	0	-1	MapName2000	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2001	SailSeasonPVPScene	1	60	0	4.000000	1	1	-1	0	-1	MapName2001	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2002	SailSeasonPVPScene	1	60	0	4.000000	1	1	-1	0	-1	MapName2002	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2003	SailSeasonPVPScene	1	60	0	4.000000	1	1	-1	0	-1	MapName2003	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2004	SailSeasonPVPScene	1	60	0	4.000000	1	1	-1	0	-1	MapName2004	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2005	SailSeasonPVPScene	1	60	0	4.000000	1	1	-1	0	-1	MapName2005	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2006	SailSeasonPVPScene	1	60	0	4.000000	1	1	-1	0	-1	MapName2006	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2007	SailSeasonPVPScene	1	60	0	4.000000	1	1	-1	0	-1	MapName2007	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2008	SailSeasonPVEScene	1	59	0	4.000000	1	1	-1	0	-1	MapName2008	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2009	SailSeasonPVEScene	1	59	0	4.000000	1	1	-1	0	-1	MapName2009	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2010	SailSeasonPVEScene	1	59	0	4.000000	1	1	-1	0	-1	MapName2010	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2011	SailSeasonPVEScene	1	59	0	4.000000	1	1	-1	0	-1	MapName2011	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2012	SailSeasonPVEScene	1	59	0	4.000000	1	1	-1	0	-1	MapName2012	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2013	SailSeasonBossScene	1	58	0	4.000000	1	1	-1	0	-1	MapName2013	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2014	SailSeasonPVEScene	1	59	0	4.000000	1	1	-1	0	-1	MapName2014	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2015	SailSeasonPVEScene	1	59	0	4.000000	1	1	-1	0	-1	MapName2015	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2016	SailSeasonBossScene	1	58	0	4.000000	1	1	-1	0	-1	MapName2016	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2017	SailSeasonPVEScene	1	59	0	4.000000	1	1	-1	0	-1	MapName2017	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2018	SailSeasonBossScene	1	58	0	4.000000	1	1	-1	0	-1	MapName2018	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2019	SailSeasonBossScene	1	58	0	4.000000	1	1	-1	0	-1	MapName2019	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2020	SailSeasonBossScene	1	58	0	4.000000	1	1	-1	0	-1	MapName2020	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2021	SailSeasonBossScene	1	58	0	4.000000	1	1	-1	0	-1	MapName2021	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2022	SailSeasonBossScene	1	58	0	4.000000	1	1	-1	0	-1	MapName2022	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
2023	SailSeasonBossScene	1	58	0	4.000000	1	1	-1	0	-1	MapName2023	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
1508	SailSeasonPVEScene	1	59	0	4.000000	1	1	-1	0	-1	MapName1508	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
1509	SailSeasonBossScene	1	58	0	4.000000	1	1	-1	0	-1	MapName1509	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
1510	SailSeasonBossScene	1	58	0	4.000000	1	1	-1	0	-1	MapName1510	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	0	0	0
1083	StartLightFightWaitScene	0	61	0	9.000000	1	1	-1	0	-1	MapName1083	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	1	0	0
1084	StartLightFightAuditionScene	0	62	0	9.000000	1	1	-1	0	-1	MapName1084	1	109	-1	19			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	1	0	5
1085	StartLightFightGroupScene	0	63	0	9.000000	1	1	-1	0	-1	MapName1085	1	109	-1	19			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	1	0	0
1086	StartLightFightEliminateScene	0	64	0	9.000000	1	1	-1	0	-1	MapName1086	1	109	-1	19			0	1	2	0	0.000000	0	0	1	0		100	0		0	1	1	1	0	0
2024	AbyssWarFightScene	1	65	0	4.000000	1	1	-1	0	-1	MapName2024	1	109	-1	26			0	15	16	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2025	AbyssWarFightScene	1	65	0	4.000000	1	1	-1	0	-1	MapName2025	1	109	-1	26			0	17	18	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2026	AbyssWarFightScene	1	65	0	4.000000	1	1	-1	0	-1	MapName2026	1	109	-1	26			0	19	20	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2027	AbyssWarFightScene	1	65	0	4.000000	1	1	-1	0	-1	MapName2027	1	109	-1	26			0	21	22	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2028	AbyssWarFightScene	1	65	0	4.000000	1	1	-1	0	-1	MapName2028	1	109	-1	26			0	23	24	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2029	AbyssWarFightScene	1	65	0	4.000000	1	1	-1	0	-1	MapName2029	1	109	-1	26			0	25	26	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2030	AbyssWarFightScene	1	65	0	4.000000	1	1	-1	0	-1	MapName2030	1	109	-1	26			0	27	28	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2031	AbyssWarLilBossScene	1	66	0	4.000000	1	1	-1	0	-1	MapName2031	1	109	-1	26			0	29	30	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2032	AbyssWarLilBossScene	1	66	0	4.000000	1	1	-1	0	-1	MapName2032	1	109	-1	26			0	31	32	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2033	AbyssWarLilBossScene	1	66	0	4.000000	1	1	-1	0	-1	MapName2033	1	109	-1	26			0	33	34	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2034	AbyssWarLilBossScene	1	66	0	4.000000	1	1	-1	0	-1	MapName2034	1	109	-1	26			0	35	36	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2035	AbyssWarLilBossScene	1	66	0	4.000000	1	1	-1	0	-1	MapName2035	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2036	AbyssWarLilBossScene	1	66	0	4.000000	1	1	-1	0	-1	MapName2036	1	109	-1	26			0	37	38	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2037	AbyssWarLilBossScene	1	66	0	4.000000	1	1	-1	0	-1	MapName2037	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2038	AbyssWarBigBossScene	1	67	0	4.000000	1	1	-1	0	-1	MapName2038	1	109	-1	26			0	39	40	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2039	AbyssWarBigBossScene	1	67	0	4.000000	1	1	-1	0	-1	MapName2039	1	109	-1	26			0	41	42	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2040	AbyssWarBigBossScene	1	67	0	4.000000	1	1	-1	0	-1	MapName2040	1	109	-1	26			0	43	44	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2041	AbyssWarBigBossScene	1	67	0	4.000000	1	1	-1	0	-1	MapName2041	1	109	-1	26			0	45	46	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2042	AbyssWarBigBossScene	1	67	0	4.000000	1	1	-1	0	-1	MapName2042	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2043	AbyssWarBigBossScene	1	67	0	4.000000	1	1	-1	0	-1	MapName2043	1	109	-1	26			0	47	48	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2044	AbyssWarBigBossScene	1	67	0	4.000000	1	1	-1	0	-1	MapName2044	1	109	-1	26			0	49	50	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2045	AbyssWarFightScene	1	65	0	4.000000	1	1	-1	0	-1	MapName2045	1	109	-1	26			0	27	28	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2046	AbyssWarLilBossScene	1	66	0	4.000000	1	1	-1	0	-1	MapName2046	1	109	-1	26			0	1	2	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
2047	AbyssWarBigBossScene	1	67	0	4.000000	1	1	-1	0	-1	MapName2047	1	109	-1	26			0	49	50	0	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1090	EnvoyTeamScene	1	68	1	3.500000	-35	10	-1	0	-1	MapName1090	76	109	5	5			403011	1	2	0	2.000000	0	0	1	100	1	50	1		0	1	0	1	0	0
1091	EnvoyTeamScene	1	68	1	3.500000	-35	10	-1	0	-1	MapName1091	76	109	5	5			403012	1	2	0	2.000000	0	0	1	100	1	50	1		0	1	0	1	0	0
1092	EnvoyTeamScene	1	68	1	3.000000	5	5	-1	0	-1	MapName1092	86	109	5	5			403013	1	2	0	2.000000	0	0	1	100	1	50	1		0	1	0	1	0	0
1093	EnvoyTeamScene	1	68	1	3.000000	5	5	-1	0	-1	MapName1093	86	109	5	5			403014	1	2	0	2.000000	0	0	1	100	1	50	1		0	1	0	1	0	0
1094	EnvoyTeamScene	1	68	1	3.000000	5	5	-1	0	-1	MapName1094	91	109	5	5			403015	1	2	0	2.000000	0	0	1	100	1	50	1		0	1	0	1	0	0
1095	EnvoyTeamScene	1	68	1	3.000000	5	5	-1	0	-1	MapName1095	91	109	5	5			403016	1	2	0	2.000000	0	0	1	100	1	50	1		0	1	0	1	0	0
1511	DuelScene	0	69	0	7.500000	1	1	-1	0	-1	MapName1511	60	109	-1	19			3700105	1	8	0	0.000000	0	0	1	0		50	1		0	1	1	1	0	0
1512	DuelScene	0	69	0	7.500000	1	1	-1	0	-1	MapName1512	60	109	-1	19			3700106	51	52	0	0.000000	0	0	1	0		50	1		0	1	1	1	0	0
1513	DuelScene	0	69	0	7.500000	1	1	-1	0	-1	MapName1513	60	109	-1	19			3700107	53	54	0	0.000000	0	0	1	0		50	1		0	1	1	1	0	0
1514	DuelScene	0	69	0	7.500000	1	1	-1	0	-1	MapName1514	60	109	-1	19			3700108	55	56	0	0.000000	0	0	1	0		50	1		0	1	1	1	0	0
1515	DuelScene	0	69	0	7.500000	1	1	-1	0	-1	MapName1515	60	109	-1	19			3700101	1	8	0	0.000000	0	0	1	0		50	1		0	1	1	1	0	0
1516	DuelScene	0	69	0	7.500000	1	1	-1	0	-1	MapName1516	60	109	-1	19			3700102	51	52	0	0.000000	0	0	1	0		50	1		0	1	1	1	0	0
1517	DuelScene	0	69	0	7.500000	1	1	-1	0	-1	MapName1517	60	109	-1	19			3700103	53	54	0	0.000000	0	0	1	0		50	1		0	1	1	1	0	0
1518	DuelScene	0	69	0	7.500000	1	1	-1	0	-1	MapName1518	60	109	-1	19			3700104	55	56	0	0.000000	0	0	1	0		50	1		0	1	1	1	0	0
1520	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1520	1	109	-1	26			0	17	18	300	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1521	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1521	1	109	-1	26			0	17	18	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1522	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1522	1	109	-1	26			0	17	18	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1523	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1523	1	109	-1	26			0	25	26	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1524	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1524	1	109	-1	26			0	25	26	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1525	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1525	1	109	-1	26			0	27	28	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1526	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1526	1	109	-1	26			0	27	28	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1527	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1527	1	109	-1	26			0	17	18	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1528	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1528	1	109	-1	26			0	17	18	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1529	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1529	1	109	-1	26			0	25	26	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1530	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1530	1	109	-1	26			0	25	26	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1531	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1531	1	109	-1	26			0	27	28	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1532	TraranScene	1	70	0	4.000000	1	1	-1	0	-1	MapName1532	1	109	-1	26			0	27	28	150	0.000000	0	0	1	0		100	1		0	1	1	0	0	0
1400	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1400	1	109	-1	26			3800001	35	36	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1402	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1402	1	109	-1	26			3800002	35	36	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1403	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1403	1	109	-1	26			3800003	35	36	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1404	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1404	1	109	-1	26			3800004	35	36	300	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1405	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1405	1	109	-1	26			3800005	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1406	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1406	1	109	-1	26			3800006	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1407	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1407	1	109	-1	26			3800007	17	18	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1408	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1408	1	109	-1	26			3800008	27	28	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1409	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1409	1	109	-1	26			3800009	27	28	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1410	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1410	1	109	-1	26			3800010	27	28	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1411	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1411	1	109	-1	26			3800011	25	26	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1412	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1412	1	109	-1	26			3800012	25	26	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1413	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1413	1	109	-1	26			3800013	25	26	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1414	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1414	1	109	-1	26			3800014	35	36	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1415	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1415	1	109	-1	26			3800015	35	36	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1416	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1416	1	109	-1	26			3800016	35	36	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1417	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1417	1	109	-1	26			3800017	19	20	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1418	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1418	1	109	-1	26			3800018	19	20	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
1419	FairyCastleScene	0	71	0	4.000000	1	1	-1	0	-1	MapName1419	1	109	-1	26			3800019	19	20	180	0.000000	0	0	1	0		100	1		0	1	1	1	0	0
