编号	类型	分组标签	子标签	排序	是否公会新闻	标题	内容	图标	成就点	奖励	是否可追踪	是否可分享	追踪任务ID	引导行为类型	引导对象	引导场景	引导坐标	是否在成就中隐藏	跳转功能
1011082	11	3	4	31	1	AchievementName1011082	AchievementContent1011082	achframe_hexagon07;ach3_forge01	3	item1000,10000	0	1	0	1	npc_forging_001	2	12.9, 0.0, -11.9	0	0
1011083	11	3	4	32	1	AchievementName1011083	AchievementContent1011083	achframe_hexagon03;ach3_forge01	5	item1000,30000	0	1	0	1	npc_forging_001	2	12.9, 0.0, -11.9	0	0
1011091	11	3	4	33	0	AchievementName1011091	AchievementContent1011091	achframe_hexagon06;ach3_forge01	1	item1000,5000	0	1	0	1	npc_forging_001	2	12.9, 0.0, -11.9	0	0
1011092	11	3	4	34	1	AchievementName1011092	AchievementContent1011092	achframe_hexagon07;ach3_forge01	3	item1000,10000	0	1	0	1	npc_forging_001	2	12.9, 0.0, -11.9	0	0
1011093	11	3	4	35	1	AchievementName1011093	AchievementContent1011093	achframe_hexagon03;ach3_forge01	5	item1000,30000	0	1	0	1	npc_forging_001	2	12.9, 0.0, -11.9	0	0
1012001	12	1	3	1	0	AchievementName1012001	AchievementContent1012001	achframe_circle08;ach1_friend01	1	item1000,5000	0	1	0	5	LinkUI:SocialPanel	0		0	41
1012002	12	1	3	2	0	AchievementName1012002	AchievementContent1012002	achframe_circle04;ach1_friend01	1	item142000000020,1;item1000,5000	0	1	0	5	LinkUI:SocialPanel	0		0	0
1013001	13	1	3	3	0	AchievementName1013001	AchievementContent1013001	achframe_circle06;ach1_friend01	1	item1000,5000	0	1	0	5	LinkUI:SocialPanel	0		0	41
1013002	13	1	3	4	0	AchievementName1013002	AchievementContent1013002	achframe_circle07;ach1_friend01	1	item142000000019,1;item1000,5000	0	1	0	5	LinkUI:SocialPanel	0		0	0
1013003	13	1	3	5	0	AchievementName1013003	AchievementContent1013003	achframe_circle07;ach1_friend01	3	item1000,10000	0	1	0	5	LinkUI:SocialPanel	0		0	0
1014001	14	4	1	1	0	AchievementName1014001	AchievementContent1014001	achframe_shield08;ach4_duel01	1	item1000,5000	0	1	0	5	LinkUI:ArenaPanel	0		0	13
1014002	14	4	1	2	1	AchievementName1014002	AchievementContent1014002	achframe_shield04;ach4_duel01	3	item141000000064,1;item1000,10000	0	1	0	5	LinkUI:ArenaPanel	0		0	0
1014003	14	4	1	3	1	AchievementName1014003	AchievementContent1014003	achframe_shield06;ach4_duel01	3	item142000000030,1;item1000,10000	0	1	0	5	LinkUI:ArenaPanel	0		0	0
1015001	15	4	1	4	0	AchievementName1015001	AchievementContent1015001	achframe_shield07;ach4_duel01	1	item1000,5000	0	1	0	5	LinkUI:ArenaPanel	0		0	13
1015002	15	4	1	5	0	AchievementName1015002	AchievementContent1015002	achframe_shield03;ach4_duel01	1	item1000,5000	0	1	0	5	LinkUI:ArenaPanel	0		0	0
1015003	15	4	1	6	1	AchievementName1015003	AchievementContent1015003	achframe_shield02;ach4_duel01	3	item1000,10000	0	1	0	5	LinkUI:ArenaPanel	0		0	0
1015004	15	4	1	7	1	AchievementName1015004	AchievementContent1015004	achframe_shield01;ach4_duel01	3	item1000,10000	0	1	0	5	LinkUI:ArenaPanel	0		0	0
1015005	15	4	1	8	1	AchievementName1015005	AchievementContent1015005	achframe_shield09;ach4_duel01	5	item1000,30000	0	1	0	5	LinkUI:ArenaPanel	0		0	0
1016001	16	6	1	1	0	AchievementName1016001	AchievementContent1016001	achframe_circle08;ach5_crack01	1	item1000,5000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1016002	16	6	1	2	0	AchievementName1016002	AchievementContent1016002	achframe_circle04;ach5_crack01	3	item142000000031,1;item1000,5000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1016003	16	6	1	3	1	AchievementName1016003	AchievementContent1016003	achframe_circle06;ach5_crack01	3	item1000,5000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1016004	16	6	1	4	1	AchievementName1016004	AchievementContent1016004	achframe_circle07;ach5_crack01	5	item1000,10000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019001	19	6	3	1	0	AchievementName1019001	AchievementContent1019001	achframe_shield08;ach1_worldtask1	1	item1000,5000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019002	19	6	3	2	0	AchievementName1019002	AchievementContent1019002	achframe_shield04;ach1_worldtask1	1	item1000,5000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019003	19	6	3	3	0	AchievementName1019003	AchievementContent1019003	achframe_shield06;ach1_worldtask1	1	item1000,5000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019004	19	6	3	4	0	AchievementName1019004	AchievementContent1019004	achframe_shield07;ach1_worldtask1	3	item1000,10000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019011	19	6	3	5	0	AchievementName1019011	AchievementContent1019011	achframe_shield08;ach1_worldtask2	3	item1000,10000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019012	19	6	3	6	0	AchievementName1019012	AchievementContent1019012	achframe_shield04;ach1_worldtask2	3	item1000,10000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019013	19	6	3	7	0	AchievementName1019013	AchievementContent1019013	achframe_shield06;ach1_worldtask2	5	item1000,30000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019014	19	6	3	8	0	AchievementName1019014	AchievementContent1019014	achframe_shield07;ach1_worldtask2	5	item1000,30000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019021	19	6	3	9	0	AchievementName1019021	AchievementContent1019021	achframe_shield08;ach1_worldtask3	3	item1000,10000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019022	19	6	3	10	1	AchievementName1019022	AchievementContent1019022	achframe_shield04;ach1_worldtask3	3	item1000,10000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019023	19	6	3	11	1	AchievementName1019023	AchievementContent1019023	achframe_shield06;ach1_worldtask3	5	item1000,30000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1019024	19	6	3	12	1	AchievementName1019024	AchievementContent1019024	achframe_shield07;ach1_worldtask3	10	item1000,50000	0	1	0	5	LinkUI:AdventurePanel	0		0	0
1020001	20	6	5	1	1	AchievementName1020001	AchievementContent1020001	achframe_hexagon08;ach1_exploration01	3	item141000000059,1;item1000,10000	0	1	0	5	LinkUI:WorldMapPanel;1	0		0	63
1020011	20	6	5	2	1	AchievementName1020011	AchievementContent1020011	achframe_hexagon04;ach1_exploration01	3	item141000000060,1;item1000,10000	0	1	0	5	LinkUI:WorldMapPanel;3	0		0	63
1020021	20	6	5	3	1	AchievementName1020021	AchievementContent1020021	achframe_hexagon06;ach1_exploration01	3	item141000000061,1;item1000,10000	0	1	0	5	LinkUI:WorldMapPanel;4	0		0	63
1020031	20	6	5	4	1	AchievementName1020031	AchievementContent1020031	achframe_hexagon07;ach1_exploration01	3	item141000000062,1;item1000,10000	0	1	0	5	LinkUI:WorldMapPanel;5	0		0	63
1020041	20	6	5	5	1	AchievementName1020041	AchievementContent1020041	achframe_hexagon03;ach1_exploration01	3	item141000000096,1;item1000,10000	0	1	0	5	LinkUI:WorldMapPanel;6	0		0	63
1020051	20	6	5	6	1	AchievementName1020051	AchievementContent1020051	achframe_hexagon02;ach1_exploration01	3	item141000000178,1;item1000,10000	0	1	0	5	LinkUI:WorldMapPanel;7	0		0	63
1020061	20	6	5	7	1	AchievementName1020061	AchievementContent1020061	achframe_hexagon02;ach1_exploration01	3	item141000000214,1;item1000,10000	0	1	0	5	LinkUI:WorldMapPanel;8	0		0	63
1021001	21	7	2	1	0	AchievementName1021001	AchievementContent1021001	achframe_circle08;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel;1	0		0	38
1021002	21	7	2	2	0	AchievementName1021002	AchievementContent1021002	achframe_circle04;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel;1	0		0	0
1021003	21	7	2	3	0	AchievementName1021003	AchievementContent1021003	achframe_circle06;ach6_skill01	3	item1000,10000	0	1	0	5	LinkUI:SkillPanel;1	0		0	0
1022001	22	7	1	1	0	AchievementName1022001	AchievementContent1022001	achframe_circle07;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel	0		0	0
1022002	22	7	1	2	0	AchievementName1022002	AchievementContent1022002	achframe_circle03;ach6_skill01	3	item1000,10000	0	1	0	5	LinkUI:SkillPanel	0		0	5
1023001	23	7	3	1	0	AchievementName1023001	AchievementContent1023001	achframe_circle08;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	22
1023002	23	7	3	2	0	AchievementName1023002	AchievementContent1023002	achframe_circle04;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023003	23	7	3	3	0	AchievementName1023003	AchievementContent1023003	achframe_circle06;ach6_skill01	1	item141000000053,1;item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023004	23	7	3	4	1	AchievementName1023004	AchievementContent1023004	achframe_circle07;ach6_skill01	3	item1000,10000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023011	23	7	3	5	0	AchievementName1023011	AchievementContent1023011	achframe_circle08;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023012	23	7	3	6	0	AchievementName1023012	AchievementContent1023012	achframe_circle04;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023013	23	7	3	7	0	AchievementName1023013	AchievementContent1023013	achframe_circle06;ach6_skill01	1	item141000000054,1;item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023014	23	7	3	8	1	AchievementName1023014	AchievementContent1023014	achframe_circle07;ach6_skill01	3	item1000,10000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023021	23	7	3	9	0	AchievementName1023021	AchievementContent1023021	achframe_circle08;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023022	23	7	3	10	0	AchievementName1023022	AchievementContent1023022	achframe_circle04;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023023	23	7	3	11	0	AchievementName1023023	AchievementContent1023023	achframe_circle06;ach6_skill01	1	item141000000055,1;item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023024	23	7	3	12	1	AchievementName1023024	AchievementContent1023024	achframe_circle07;ach6_skill01	3	item1000,10000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023031	23	7	3	13	0	AchievementName1023031	AchievementContent1023031	achframe_circle08;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023032	23	7	3	14	0	AchievementName1023032	AchievementContent1023032	achframe_circle04;ach6_skill01	1	item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023033	23	7	3	15	0	AchievementName1023033	AchievementContent1023033	achframe_circle06;ach6_skill01	1	item141000000056,1;item1000,5000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1023034	23	7	3	16	1	AchievementName1023034	AchievementContent1023034	achframe_circle07;ach6_skill01	3	item1000,10000	0	1	0	5	LinkUI:SkillPanel;2	0		0	0
1024001	24	5	3	1	0	AchievementName1024001	AchievementContent1024001	achframe_shield08;ach7_sociaty01	1	item1000,5000	0	1	0	1	npc_10046	2	-13.6, 0.0, -16.8	0	0
1024002	24	5	3	2	0	AchievementName1024002	AchievementContent1024002	achframe_shield04;ach7_sociaty01	1	item1000,5000	0	1	0	1	npc_10046	2	-13.6, 0.0, -16.8	0	0
1024003	24	5	3	3	1	AchievementName1024003	AchievementContent1024003	achframe_shield06;ach7_sociaty01	1	item1000,5000	0	1	0	1	npc_10046	2	-13.6, 0.0, -16.8	0	33
1024004	24	5	3	4	1	AchievementName1024004	AchievementContent1024004	achframe_shield07;ach7_sociaty01	3	item1000,10000	0	1	0	1	npc_10046	2	-13.6, 0.0, -16.8	0	0
1024005	24	5	3	5	1	AchievementName1024005	AchievementContent1024005	achframe_shield03;ach7_sociaty01	5	item1000,30000	0	1	0	1	npc_10046	2	-13.6, 0.0, -16.8	0	0
1024006	24	5	3	6	1	AchievementName1024006	AchievementContent1024006	achframe_shield03;ach7_sociaty01	1	item1000,40000	0	1	0	1	npc_10046	2	-13.6, 0.0, -16.8	0	33
1024007	24	5	3	7	1	AchievementName1024007	AchievementContent1024007	achframe_shield02;ach7_sociaty01	3	item1000,60000	0	1	0	1	npc_10046	2	-13.6, 0.0, -16.8	0	0
1024008	24	5	3	8	1	AchievementName1024008	AchievementContent1024008	achframe_shield01;ach7_sociaty01	5	item142000000078,1;item1000,100000	0	1	0	1	npc_10046	2	-13.6, 0.0, -16.8	0	0
1025001	25	9	1	1	0	AchievementName1025001	AchievementContent1025001	achframe_shield08;ach1_findtreasure	1	item1000,5000	0	1	0	0		0		0	7
1025002	25	9	1	2	0	AchievementName1025002	AchievementContent1025002	achframe_shield04;ach1_findtreasure	1	item1000,5000	0	1	0	0		0		0	0
1025003	25	9	1	3	0	AchievementName1025003	AchievementContent1025003	achframe_shield06;ach1_findtreasure	1	item1000,5000	0	1	0	0		0		0	0
1025004	25	9	1	4	0	AchievementName1025004	AchievementContent1025004	achframe_shield07;ach1_findtreasure	1	item1000,5000	0	1	0	0		0		0	0
1025011	25	9	1	5	0	AchievementName1025011	AchievementContent1025011	achframe_circle08;ach1_findtreasure	3	item1000,10000	0	1	0	0		0		0	7
1025012	25	9	1	6	0	AchievementName1025012	AchievementContent1025012	achframe_circle04;ach1_findtreasure	3	item1000,10000	0	1	0	0		0		0	0
1025013	25	9	1	7	0	AchievementName1025013	AchievementContent1025013	achframe_circle06;ach1_findtreasure	3	item1000,10000	0	1	0	0		0		0	0
1025014	25	9	1	8	0	AchievementName1025014	AchievementContent1025014	achframe_circle07;ach1_findtreasure	3	item1000,10000	0	1	0	0		0		0	0
1025021	25	9	1	9	0	AchievementName1025021	AchievementContent1025021	achframe_hexagon08;ach1_findtreasure	5	item1000,30000	0	1	0	0		0		0	7
1025022	25	9	1	10	1	AchievementName1025022	AchievementContent1025022	achframe_hexagon04;ach1_findtreasure	5	item1000,30000	0	1	0	0		0		0	0
1025023	25	9	1	11	1	AchievementName1025023	AchievementContent1025023	achframe_hexagon06;ach1_findtreasure	5	item1000,30000	0	1	0	0		0		0	0
1025024	25	9	1	12	1	AchievementName1025024	AchievementContent1025024	achframe_hexagon07;ach1_findtreasure	10	item1000,50000	0	1	0	0		0		0	0
1026001	26	3	5	1	0	AchievementName1026001	AchievementContent1026001	achframe_circle06;ach3_gem01	1	item1000,5000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	40
1026002	26	3	5	2	0	AchievementName1026002	AchievementContent1026002	achframe_circle07;ach3_gem01	1	item1000,5000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	0
1026003	26	3	5	3	1	AchievementName1026003	AchievementContent1026003	achframe_circle03;ach3_gem01	3	item1000,10000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	40
1026004	26	3	5	4	1	AchievementName1026004	AchievementContent1026004	achframe_circle02;ach3_gem01	5	item1000,30000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	0
1026101	26	3	5	7	0	AchievementName1026101	AchievementContent1026101	achframe_circle06;ach3_gem01	1	item1000,5000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	40
1026102	26	3	5	8	0	AchievementName1026102	AchievementContent1026102	achframe_circle07;ach3_gem01	1	item1000,5000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	0
1026103	26	3	5	9	1	AchievementName1026103	AchievementContent1026103	achframe_circle03;ach3_gem01	3	item1000,10000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	40
1026104	26	3	5	10	1	AchievementName1026104	AchievementContent1026104	achframe_circle02;ach3_gem01	5	item1000,30000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	0
1026201	26	3	5	13	0	AchievementName1026201	AchievementContent1026201	achframe_circle06;ach3_gem01	1	item1000,5000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	40
1026202	26	3	5	14	0	AchievementName1026202	AchievementContent1026202	achframe_circle07;ach3_gem01	1	item1000,5000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	0
1026203	26	3	5	15	1	AchievementName1026203	AchievementContent1026203	achframe_circle03;ach3_gem01	3	item1000,10000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	40
1026204	26	3	5	16	1	AchievementName1026204	AchievementContent1026204	achframe_circle02;ach3_gem01	5	item1000,30000	0	1	0	5	LinkUI:BagPanel;OpenSoulStone	0		0	0
1030001	406	3	9	1	0	AchievementName1030001	AchievementContent1030001	achframe_circle08;ach3_attachmagic01	1	item1000,5000	0	1	0	5	LinkUI:BagPanel;OpenSoulEquip	0		0	0
1030101	407	3	9	2	0	AchievementName1030101	AchievementContent1030101	achframe_circle04;ach3_attachmagic01	1	item1000,5000	0	1	0	5	LinkUI:BagPanel;OpenSoulEquip	0		0	0
1030102	407	3	9	3	0	AchievementName1030102	AchievementContent1030102	achframe_circle06;ach3_attachmagic01	3	item1000,10000	0	1	0	5	LinkUI:BagPanel;OpenSoulEquip	0		0	0
1030103	407	3	9	4	0	AchievementName1030103	AchievementContent1030103	achframe_circle07;ach3_attachmagic01	5	item1000,30000	0	1	0	5	LinkUI:BagPanel;OpenSoulEquip	0		0	0
1030201	408	3	9	5	0	AchievementName1030201	AchievementContent1030201	achframe_circle04;ach3_attachmagic01	3	item1000,10000	0	1	0	5	LinkUI:BagPanel;OpenSoulEquip	0		0	0
1030202	408	3	9	6	0	AchievementName1030202	AchievementContent1030202	achframe_circle06;ach3_attachmagic01	5	item1000,30000	0	1	0	5	LinkUI:BagPanel;OpenSoulEquip	0		0	0
1030203	408	3	9	7	0	AchievementName1030203	AchievementContent1030203	achframe_circle07;ach3_attachmagic01	10	item1000,50000	0	1	0	5	LinkUI:BagPanel;OpenSoulEquip	0		0	0
1030301	407	3	9	8	0	AchievementName1030301	AchievementContent1030301	achframe_circle07;ach3_attachmagic01	10	item1000,50000	0	1	0	5	LinkUI:BagPanel;OpenSoulEquip	0		0	0
1027001	27	5	1	1	0	AchievementName1027001	AchievementContent1027001	achframe_circle08;ach4_worldboss01	1	item1000,5000	0	1	0	5	LinkUI:AdventurePanel;3	0		0	0
1027002	27	5	1	2	0	AchievementName1027002	AchievementContent1027002	achframe_circle04;ach4_worldboss01	1	item1000,5000	0	1	0	5	LinkUI:AdventurePanel;3	0		0	3
1027003	27	5	1	3	0	AchievementName1027003	AchievementContent1027003	achframe_circle06;ach4_worldboss01	1	item1000,5000	0	1	0	5	LinkUI:AdventurePanel;3	0		0	0
1027004	27	5	1	4	0	AchievementName1027004	AchievementContent1027004	achframe_circle07;ach4_worldboss01	1	item1000,5000	0	1	0	5	LinkUI:AdventurePanel;3	0		0	0
1027005	27	5	1	5	1	AchievementName1027005	AchievementContent1027005	achframe_circle03;ach4_worldboss01	3	item1000,10000	0	1	0	5	LinkUI:AdventurePanel;3	0		0	0
1027006	27	5	1	6	1	AchievementName1027006	AchievementContent1027006	achframe_circle03;ach4_worldboss01	5	item1000,30000	0	1	0	5	LinkUI:AdventurePanel;3	0		0	0
1027007	27	5	1	7	1	AchievementName1027007	AchievementContent1027007	achframe_circle03;ach4_worldboss01	5	item1000,30000	0	1	0	5	LinkUI:AdventurePanel;3	0		0	0
1028001	28	1	4	1	0	AchievementName1028001	AchievementContent1028001	achframe_shield08;ach7_bonus01	3	item1000,10000	0	1	0	0		0		0	0
1028002	28	1	4	2	1	AchievementName1028002	AchievementContent1028002	achframe_shield04;ach7_bonus01	5	item1000,30000	0	1	0	0		0		0	0
1028003	28	1	4	3	1	AchievementName1028003	AchievementContent1028003	achframe_shield04;ach7_bonus01	10	item1000,50000	0	1	0	0		0		0	0
1037001	37	5	1	8	0	AchievementName1037001	AchievementContent1037001	achframe_circle09;ach4_worldboss01	1	item1000,5000	0	1	0	5	LinkUI:AdventurePanel;3	0		0	0
1038001	38	8	1	1	0	AchievementName1038001	AchievementContent1038001	achframe_shield08;ach7_sociaty01	1	item1000,5000	0	1	0	0		0		0	0
1039001	39	8	1	2	0	AchievementName1039001	AchievementContent1039001	achframe_shield04;ach7_sociaty01	1	item1000,5000	0	1	0	0		0		0	0
1039002	39	8	1	3	0	AchievementName1039002	AchievementContent1039002	achframe_shield06;ach7_sociaty01	3	item1000,10000	0	1	0	0		0		0	67
1039003	39	8	1	4	1	AchievementName1039003	AchievementContent1039003	achframe_shield07;ach7_sociaty01	3	item1000,10000	0	1	0	0		0		0	0
1039004	39	8	1	5	1	AchievementName1039004	AchievementContent1039004	achframe_shield09;ach7_sociaty01	5	item1000,30000	0	1	0	0		0		0	0
1040001	40	8	2	1	0	AchievementName1040001	AchievementContent1040001	achframe_shield08;ach1_redcard	1	item1000,5000	0	1	0	0		0		0	53
1040002	40	8	2	2	1	AchievementName1040002	AchievementContent1040002	achframe_shield04;ach1_redcard	3	item1000,10000	0	1	0	0		0		0	0
1040003	40	8	2	3	1	AchievementName1040003	AchievementContent1040003	achframe_shield06;ach1_redcard	3	item1000,10000	0	1	0	0		0		0	0
1041001	41	8	2	4	0	AchievementName1041001	AchievementContent1041001	achframe_shield06;ach1_redcard	1	item141000000034,1;item1000,5000	0	1	0	0		0		0	0
1041002	41	8	2	5	0	AchievementName1041002	AchievementContent1041002	achframe_shield07;ach1_redcard	3	item141000000035,1;item1000,10000	0	1	0	0		0		0	0
1041003	41	8	2	6	1	AchievementName1041003	AchievementContent1041003	achframe_shield03;ach1_redcard	3	item141000000036,1;item1000,10000	0	1	0	0		0		0	0
1041004	41	8	2	7	1	AchievementName1041004	AchievementContent1041004	achframe_shield02;ach1_redcard	5	item1000,30000	0	1	0	0		0		0	0
1041005	41	8	2	8	1	AchievementName1041005	AchievementContent1041005	achframe_shield09;ach1_redcard	5	item1000,30000	0	1	0	0		0		0	0
1045001	45	9	2	1	0	AchievementName1045001	AchievementContent1045001	achframe_hexagon08;ach7_pet01	1	item141000000067,1;item142000000026,1;item1000,5000	0	1	0	5	LinkUI:AdventureBookPanel;2	0		0	0
1045010	218	9	2	6	0	AchievementName1045010	AchievementContent1045010	achframe_hexagon08;ach7_pet01	1	item142000000055,1;item1000,10000	0	1	0	5	LinkUI:AdventureBookPanel;2	0		0	0
1045011	218	9	2	7	0	AchievementName1045011	AchievementContent1045011	achframe_hexagon08;ach7_pet01	1	item142000000056,2;item1000,30000	0	1	0	5	LinkUI:AdventureBookPanel;2	0		0	0
1045012	218	9	2	8	0	AchievementName1045012	AchievementContent1045012	achframe_hexagon08;ach7_pet01	1	item142000000057,3;item1000,50000	0	1	0	5	LinkUI:AdventureBookPanel;2	0		0	0
1046001	46	9	2	2	0	AchievementName1046001	AchievementContent1046001	achframe_hexagon04;ach7_mount01	1	item141000000068,1;item142000000027,1;item1000,5000	0	1	0	5	LinkUI:AdventureBookPanel;2	0		0	0
1047001	47	9	2	3	0	AchievementName1047001	AchievementContent1047001	achframe_hexagon06;ach7_baby01	1	item141000000069,1;item142000000028,1;item1000,5000	0	1	0	5	LinkUI:AdventureBookPanel;2	0		0	0
