流水id	npc编号	技能分类	灵魂技能解锁需佣兵等级	灵魂技能Id	灵魂技能等级	升级灵魂技能所需消耗
1908	soldier_npc_10037	2	61	skill403002	8	item105000000069,14
1909	soldier_npc_10037	2	71	skill403002	9	item105000000069,16
1910	soldier_npc_10037	2	71	skill403002	10	item105000000069,18
1911	soldier_npc_10037	2	35	skill403003	1	
1912	soldier_npc_10037	2	35	skill403003	2	item105000000070,2
1913	soldier_npc_10037	2	35	skill403003	3	item105000000070,4
1914	soldier_npc_10037	2	35	skill403003	4	item105000000070,6
1915	soldier_npc_10037	2	41	skill403003	5	item105000000070,8
1916	soldier_npc_10037	2	41	skill403003	6	item105000000070,10
1917	soldier_npc_10037	2	61	skill403003	7	item105000000070,12
1918	soldier_npc_10037	2	61	skill403003	8	item105000000070,14
1919	soldier_npc_10037	2	71	skill403003	9	item105000000070,16
1920	soldier_npc_10037	2	71	skill403003	10	item105000000070,18
1921	soldier_npc_10037	2	35	skill403004	1	
1922	soldier_npc_10037	2	35	skill403004	2	item105000000071,2
1923	soldier_npc_10037	2	35	skill403004	3	item105000000071,4
1924	soldier_npc_10037	2	35	skill403004	4	item105000000071,6
1925	soldier_npc_10037	2	41	skill403004	5	item105000000071,8
1926	soldier_npc_10037	2	41	skill403004	6	item105000000071,10
1927	soldier_npc_10037	2	61	skill403004	7	item105000000071,12
1928	soldier_npc_10037	2	61	skill403004	8	item105000000071,14
1929	soldier_npc_10037	2	71	skill403004	9	item105000000071,16
1930	soldier_npc_10037	2	71	skill403004	10	item105000000071,18
1931	soldier_npc_10037	3	0	skill403006	1	
1932	soldier_npc_10037	3	0	skill403007	1	
1933	soldier_npc_10037	3	0	skill403008	1	
1934	soldier_npc_10037	3	0	skill403009	1	
1935	soldier_npc_10038	1	0	skill402905	1	
1936	soldier_npc_10038	1	0	skill402905	2	
1937	soldier_npc_10038	1	0	skill402905	3	
1938	soldier_npc_10038	1	0	skill402905	4	
1939	soldier_npc_10038	1	0	skill402905	5	
1940	soldier_npc_10038	1	0	skill402905	6	
1941	soldier_npc_10038	1	0	skill402905	7	
1942	soldier_npc_10038	1	0	skill402905	8	
1943	soldier_npc_10038	1	0	skill402905	9	
1944	soldier_npc_10038	1	0	skill402905	10	
1945	soldier_npc_10038	2	35	skill402901	1	
1946	soldier_npc_10038	2	35	skill402901	2	item105000000068,2
1947	soldier_npc_10038	2	35	skill402901	3	item105000000068,4
1948	soldier_npc_10038	2	35	skill402901	4	item105000000068,6
1949	soldier_npc_10038	2	41	skill402901	5	item105000000068,8
1950	soldier_npc_10038	2	41	skill402901	6	item105000000068,10
1951	soldier_npc_10038	2	61	skill402901	7	item105000000068,12
1952	soldier_npc_10038	2	61	skill402901	8	item105000000068,14
1953	soldier_npc_10038	2	71	skill402901	9	item105000000068,16
1954	soldier_npc_10038	2	71	skill402901	10	item105000000068,18
1955	soldier_npc_10038	2	35	skill402902	1	
1956	soldier_npc_10038	2	35	skill402902	2	item105000000069,2
1957	soldier_npc_10038	2	35	skill402902	3	item105000000069,4
1958	soldier_npc_10038	2	35	skill402902	4	item105000000069,6
1959	soldier_npc_10038	2	41	skill402902	5	item105000000069,8
1960	soldier_npc_10038	2	41	skill402902	6	item105000000069,10
1961	soldier_npc_10038	2	61	skill402902	7	item105000000069,12
1962	soldier_npc_10038	2	61	skill402902	8	item105000000069,14
1963	soldier_npc_10038	2	71	skill402902	9	item105000000069,16
1964	soldier_npc_10038	2	71	skill402902	10	item105000000069,18
1965	soldier_npc_10038	2	35	skill402903	1	
1966	soldier_npc_10038	2	35	skill402903	2	item105000000070,2
1967	soldier_npc_10038	2	35	skill402903	3	item105000000070,4
1968	soldier_npc_10038	2	35	skill402903	4	item105000000070,6
1969	soldier_npc_10038	2	41	skill402903	5	item105000000070,8
1970	soldier_npc_10038	2	41	skill402903	6	item105000000070,10
1971	soldier_npc_10038	2	61	skill402903	7	item105000000070,12
1972	soldier_npc_10038	2	61	skill402903	8	item105000000070,14
1973	soldier_npc_10038	2	71	skill402903	9	item105000000070,16
1974	soldier_npc_10038	2	71	skill402903	10	item105000000070,18
1975	soldier_npc_10038	2	35	skill402904	1	
1976	soldier_npc_10038	2	35	skill402904	2	item105000000071,2
1977	soldier_npc_10038	2	35	skill402904	3	item105000000071,4
1978	soldier_npc_10038	2	35	skill402904	4	item105000000071,6
1979	soldier_npc_10038	2	41	skill402904	5	item105000000071,8
1980	soldier_npc_10038	2	41	skill402904	6	item105000000071,10
1981	soldier_npc_10038	2	61	skill402904	7	item105000000071,12
1982	soldier_npc_10038	2	61	skill402904	8	item105000000071,14
1983	soldier_npc_10038	2	71	skill402904	9	item105000000071,16
1984	soldier_npc_10038	2	71	skill402904	10	item105000000071,18
1985	soldier_npc_10038	3	0	skill402906	1	
1986	soldier_npc_10038	3	0	skill402907	1	
1987	soldier_npc_10038	3	0	skill402908	1	
1988	soldier_npc_10038	3	0	skill402909	1	
1989	soldier_npc_10039	1	0	skill403105	1	
1990	soldier_npc_10039	1	0	skill403105	2	
1991	soldier_npc_10039	1	0	skill403105	3	
1992	soldier_npc_10039	1	0	skill403105	4	
1993	soldier_npc_10039	1	0	skill403105	5	
1994	soldier_npc_10039	1	0	skill403105	6	
1995	soldier_npc_10039	1	0	skill403105	7	
1996	soldier_npc_10039	1	0	skill403105	8	
1997	soldier_npc_10039	1	0	skill403105	9	
1998	soldier_npc_10039	1	0	skill403105	10	
1999	soldier_npc_10039	2	35	skill403101	1	
2000	soldier_npc_10039	2	35	skill403101	2	item105000000068,2
2001	soldier_npc_10039	2	35	skill403101	3	item105000000068,4
2002	soldier_npc_10039	2	35	skill403101	4	item105000000068,6
2003	soldier_npc_10039	2	41	skill403101	5	item105000000068,8
2004	soldier_npc_10039	2	41	skill403101	6	item105000000068,10
2005	soldier_npc_10039	2	61	skill403101	7	item105000000068,12
2006	soldier_npc_10039	2	61	skill403101	8	item105000000068,14
2007	soldier_npc_10039	2	71	skill403101	9	item105000000068,16
2008	soldier_npc_10039	2	71	skill403101	10	item105000000068,18
2009	soldier_npc_10039	2	35	skill403102	1	
2010	soldier_npc_10039	2	35	skill403102	2	item105000000069,2
2011	soldier_npc_10039	2	35	skill403102	3	item105000000069,4
2012	soldier_npc_10039	2	35	skill403102	4	item105000000069,6
2013	soldier_npc_10039	2	41	skill403102	5	item105000000069,8
2014	soldier_npc_10039	2	41	skill403102	6	item105000000069,10
2015	soldier_npc_10039	2	61	skill403102	7	item105000000069,12
2016	soldier_npc_10039	2	61	skill403102	8	item105000000069,14
2017	soldier_npc_10039	2	71	skill403102	9	item105000000069,16
2018	soldier_npc_10039	2	71	skill403102	10	item105000000069,18
2019	soldier_npc_10039	2	35	skill403103	1	
2020	soldier_npc_10039	2	35	skill403103	2	item105000000070,2
2021	soldier_npc_10039	2	35	skill403103	3	item105000000070,4
2022	soldier_npc_10039	2	35	skill403103	4	item105000000070,6
2023	soldier_npc_10039	2	41	skill403103	5	item105000000070,8
2024	soldier_npc_10039	2	41	skill403103	6	item105000000070,10
2025	soldier_npc_10039	2	61	skill403103	7	item105000000070,12
2026	soldier_npc_10039	2	61	skill403103	8	item105000000070,14
2027	soldier_npc_10039	2	71	skill403103	9	item105000000070,16
2028	soldier_npc_10039	2	71	skill403103	10	item105000000070,18
2029	soldier_npc_10039	2	35	skill403104	1	
2030	soldier_npc_10039	2	35	skill403104	2	item105000000071,2
2031	soldier_npc_10039	2	35	skill403104	3	item105000000071,4
2032	soldier_npc_10039	2	35	skill403104	4	item105000000071,6
2033	soldier_npc_10039	2	41	skill403104	5	item105000000071,8
2034	soldier_npc_10039	2	41	skill403104	6	item105000000071,10
2035	soldier_npc_10039	2	61	skill403104	7	item105000000071,12
2036	soldier_npc_10039	2	61	skill403104	8	item105000000071,14
2037	soldier_npc_10039	2	71	skill403104	9	item105000000071,16
2038	soldier_npc_10039	2	71	skill403104	10	item105000000071,18
2039	soldier_npc_10039	3	0	skill403106	1	
2040	soldier_npc_10039	3	0	skill403107	1	
2041	soldier_npc_10039	3	0	skill403108	1	
2042	soldier_npc_10039	3	0	skill403109	1	
2043	soldier_npc_10040	1	0	skill403205	1	
2044	soldier_npc_10040	1	0	skill403205	2	
2045	soldier_npc_10040	1	0	skill403205	3	
2046	soldier_npc_10040	1	0	skill403205	4	
2047	soldier_npc_10040	1	0	skill403205	5	
2048	soldier_npc_10040	1	0	skill403205	6	
2049	soldier_npc_10040	1	0	skill403205	7	
2050	soldier_npc_10040	1	0	skill403205	8	
2051	soldier_npc_10040	1	0	skill403205	9	
2052	soldier_npc_10040	1	0	skill403205	10	
2053	soldier_npc_10040	2	35	skill403201	1	
2054	soldier_npc_10040	2	35	skill403201	2	item105000000068,2
2055	soldier_npc_10040	2	35	skill403201	3	item105000000068,4
2056	soldier_npc_10040	2	35	skill403201	4	item105000000068,6
2057	soldier_npc_10040	2	41	skill403201	5	item105000000068,8
2058	soldier_npc_10040	2	41	skill403201	6	item105000000068,10
2059	soldier_npc_10040	2	61	skill403201	7	item105000000068,12
2060	soldier_npc_10040	2	61	skill403201	8	item105000000068,14
2061	soldier_npc_10040	2	71	skill403201	9	item105000000068,16
2062	soldier_npc_10040	2	71	skill403201	10	item105000000068,18
2063	soldier_npc_10040	2	35	skill403202	1	
2064	soldier_npc_10040	2	35	skill403202	2	item105000000069,2
2065	soldier_npc_10040	2	35	skill403202	3	item105000000069,4
2066	soldier_npc_10040	2	35	skill403202	4	item105000000069,6
2067	soldier_npc_10040	2	41	skill403202	5	item105000000069,8
2068	soldier_npc_10040	2	41	skill403202	6	item105000000069,10
2069	soldier_npc_10040	2	61	skill403202	7	item105000000069,12
2070	soldier_npc_10040	2	61	skill403202	8	item105000000069,14
2071	soldier_npc_10040	2	71	skill403202	9	item105000000069,16
2072	soldier_npc_10040	2	71	skill403202	10	item105000000069,18
2073	soldier_npc_10040	2	35	skill403203	1	
2074	soldier_npc_10040	2	35	skill403203	2	item105000000070,2
2075	soldier_npc_10040	2	35	skill403203	3	item105000000070,4
2076	soldier_npc_10040	2	35	skill403203	4	item105000000070,6
2077	soldier_npc_10040	2	41	skill403203	5	item105000000070,8
2078	soldier_npc_10040	2	41	skill403203	6	item105000000070,10
2079	soldier_npc_10040	2	61	skill403203	7	item105000000070,12
2080	soldier_npc_10040	2	61	skill403203	8	item105000000070,14
2081	soldier_npc_10040	2	71	skill403203	9	item105000000070,16
2082	soldier_npc_10040	2	71	skill403203	10	item105000000070,18
2083	soldier_npc_10040	2	35	skill403204	1	
2084	soldier_npc_10040	2	35	skill403204	2	item105000000071,2
2085	soldier_npc_10040	2	35	skill403204	3	item105000000071,4
2086	soldier_npc_10040	2	35	skill403204	4	item105000000071,6
2087	soldier_npc_10040	2	41	skill403204	5	item105000000071,8
2088	soldier_npc_10040	2	41	skill403204	6	item105000000071,10
2089	soldier_npc_10040	2	61	skill403204	7	item105000000071,12
2090	soldier_npc_10040	2	61	skill403204	8	item105000000071,14
2091	soldier_npc_10040	2	71	skill403204	9	item105000000071,16
2092	soldier_npc_10040	2	71	skill403204	10	item105000000071,18
2093	soldier_npc_10040	3	0	skill403206	1	
2094	soldier_npc_10040	3	0	skill403207	1	
2095	soldier_npc_10040	3	0	skill403208	1	
2096	soldier_npc_10040	3	0	skill403209	1	
2097	soldier_npc_10041	1	0	skill403305	1	
2098	soldier_npc_10041	1	0	skill403305	2	
2099	soldier_npc_10041	1	0	skill403305	3	
2100	soldier_npc_10041	1	0	skill403305	4	
2101	soldier_npc_10041	1	0	skill403305	5	
2102	soldier_npc_10041	1	0	skill403305	6	
2103	soldier_npc_10041	1	0	skill403305	7	
2104	soldier_npc_10041	1	0	skill403305	8	
2105	soldier_npc_10041	1	0	skill403305	9	
2106	soldier_npc_10041	1	0	skill403305	10	
2107	soldier_npc_10041	2	35	skill403301	1	
2108	soldier_npc_10041	2	35	skill403301	2	item105000000068,2
2109	soldier_npc_10041	2	35	skill403301	3	item105000000068,4
2110	soldier_npc_10041	2	35	skill403301	4	item105000000068,6
2111	soldier_npc_10041	2	41	skill403301	5	item105000000068,8
2112	soldier_npc_10041	2	41	skill403301	6	item105000000068,10
2113	soldier_npc_10041	2	61	skill403301	7	item105000000068,12
2114	soldier_npc_10041	2	61	skill403301	8	item105000000068,14
2115	soldier_npc_10041	2	71	skill403301	9	item105000000068,16
2116	soldier_npc_10041	2	71	skill403301	10	item105000000068,18
2117	soldier_npc_10041	2	35	skill403302	1	
2118	soldier_npc_10041	2	35	skill403302	2	item105000000069,2
2119	soldier_npc_10041	2	35	skill403302	3	item105000000069,4
2120	soldier_npc_10041	2	35	skill403302	4	item105000000069,6
2121	soldier_npc_10041	2	41	skill403302	5	item105000000069,8
2122	soldier_npc_10041	2	41	skill403302	6	item105000000069,10
2123	soldier_npc_10041	2	61	skill403302	7	item105000000069,12
2124	soldier_npc_10041	2	61	skill403302	8	item105000000069,14
2125	soldier_npc_10041	2	71	skill403302	9	item105000000069,16
2126	soldier_npc_10041	2	71	skill403302	10	item105000000069,18
2127	soldier_npc_10041	2	35	skill403303	1	
2128	soldier_npc_10041	2	35	skill403303	2	item105000000070,2
2129	soldier_npc_10041	2	35	skill403303	3	item105000000070,4
2130	soldier_npc_10041	2	35	skill403303	4	item105000000070,6
2131	soldier_npc_10041	2	41	skill403303	5	item105000000070,8
2132	soldier_npc_10041	2	41	skill403303	6	item105000000070,10
2133	soldier_npc_10041	2	61	skill403303	7	item105000000070,12
2134	soldier_npc_10041	2	61	skill403303	8	item105000000070,14
2135	soldier_npc_10041	2	71	skill403303	9	item105000000070,16
2136	soldier_npc_10041	2	71	skill403303	10	item105000000070,18
2137	soldier_npc_10041	2	35	skill403304	1	
2138	soldier_npc_10041	2	35	skill403304	2	item105000000071,2
2139	soldier_npc_10041	2	35	skill403304	3	item105000000071,4
2140	soldier_npc_10041	2	35	skill403304	4	item105000000071,6
2141	soldier_npc_10041	2	41	skill403304	5	item105000000071,8
2142	soldier_npc_10041	2	41	skill403304	6	item105000000071,10
2143	soldier_npc_10041	2	61	skill403304	7	item105000000071,12
2144	soldier_npc_10041	2	61	skill403304	8	item105000000071,14
2145	soldier_npc_10041	2	71	skill403304	9	item105000000071,16
2146	soldier_npc_10041	2	71	skill403304	10	item105000000071,18
2147	soldier_npc_10041	3	0	skill403306	1	
2148	soldier_npc_10041	3	0	skill403307	1	
2149	soldier_npc_10041	3	0	skill403308	1	
2150	soldier_npc_10041	3	0	skill403309	1	
2151	soldier_npc_10042	1	0	skill403805	1	
2152	soldier_npc_10042	1	0	skill403805	2	
2153	soldier_npc_10042	1	0	skill403805	3	
2154	soldier_npc_10042	1	0	skill403805	4	
2155	soldier_npc_10042	1	0	skill403805	5	
2156	soldier_npc_10042	1	0	skill403805	6	
2157	soldier_npc_10042	1	0	skill403805	7	
2158	soldier_npc_10042	1	0	skill403805	8	
2159	soldier_npc_10042	1	0	skill403805	9	
2160	soldier_npc_10042	1	0	skill403805	10	
2161	soldier_npc_10042	2	35	skill403801	1	
2162	soldier_npc_10042	2	35	skill403801	2	item105000000068,2
2163	soldier_npc_10042	2	35	skill403801	3	item105000000068,4
2164	soldier_npc_10042	2	35	skill403801	4	item105000000068,6
2165	soldier_npc_10042	2	41	skill403801	5	item105000000068,8
2166	soldier_npc_10042	2	41	skill403801	6	item105000000068,10
2167	soldier_npc_10042	2	61	skill403801	7	item105000000068,12
2168	soldier_npc_10042	2	61	skill403801	8	item105000000068,14
2169	soldier_npc_10042	2	71	skill403801	9	item105000000068,16
2170	soldier_npc_10042	2	71	skill403801	10	item105000000068,18
2171	soldier_npc_10042	2	35	skill403802	1	
2172	soldier_npc_10042	2	35	skill403802	2	item105000000069,2
2173	soldier_npc_10042	2	35	skill403802	3	item105000000069,4
2174	soldier_npc_10042	2	35	skill403802	4	item105000000069,6
2175	soldier_npc_10042	2	41	skill403802	5	item105000000069,8
2176	soldier_npc_10042	2	41	skill403802	6	item105000000069,10
2177	soldier_npc_10042	2	61	skill403802	7	item105000000069,12
2178	soldier_npc_10042	2	61	skill403802	8	item105000000069,14
2179	soldier_npc_10042	2	71	skill403802	9	item105000000069,16
2180	soldier_npc_10042	2	71	skill403802	10	item105000000069,18
2181	soldier_npc_10042	2	35	skill403803	1	
2182	soldier_npc_10042	2	35	skill403803	2	item105000000070,2
2183	soldier_npc_10042	2	35	skill403803	3	item105000000070,4
2184	soldier_npc_10042	2	35	skill403803	4	item105000000070,6
2185	soldier_npc_10042	2	41	skill403803	5	item105000000070,8
2186	soldier_npc_10042	2	41	skill403803	6	item105000000070,10
2187	soldier_npc_10042	2	61	skill403803	7	item105000000070,12
2188	soldier_npc_10042	2	61	skill403803	8	item105000000070,14
2189	soldier_npc_10042	2	71	skill403803	9	item105000000070,16
2190	soldier_npc_10042	2	71	skill403803	10	item105000000070,18
2191	soldier_npc_10042	2	35	skill403804	1	
2192	soldier_npc_10042	2	35	skill403804	2	item105000000071,2
2193	soldier_npc_10042	2	35	skill403804	3	item105000000071,4
2194	soldier_npc_10042	2	35	skill403804	4	item105000000071,6
2195	soldier_npc_10042	2	41	skill403804	5	item105000000071,8
2196	soldier_npc_10042	2	41	skill403804	6	item105000000071,10
2197	soldier_npc_10042	2	61	skill403804	7	item105000000071,12
2198	soldier_npc_10042	2	61	skill403804	8	item105000000071,14
2199	soldier_npc_10042	2	71	skill403804	9	item105000000071,16
2200	soldier_npc_10042	2	71	skill403804	10	item105000000071,18
2201	soldier_npc_10042	3	0	skill403806	1	
2202	soldier_npc_10042	3	0	skill403807	1	
2203	soldier_npc_10042	3	0	skill403808	1	
2204	soldier_npc_10042	3	0	skill403809	1	
2205	soldier_npc_10043	1	0	skill403505	1	
2206	soldier_npc_10043	1	0	skill403505	2	
2207	soldier_npc_10043	1	0	skill403505	3	
2208	soldier_npc_10043	1	0	skill403505	4	
2209	soldier_npc_10043	1	0	skill403505	5	
2210	soldier_npc_10043	1	0	skill403505	6	
2211	soldier_npc_10043	1	0	skill403505	7	
2212	soldier_npc_10043	1	0	skill403505	8	
2213	soldier_npc_10043	1	0	skill403505	9	
2214	soldier_npc_10043	1	0	skill403505	10	
2215	soldier_npc_10043	2	35	skill403501	1	
2216	soldier_npc_10043	2	35	skill403501	2	item105000000068,2
2217	soldier_npc_10043	2	35	skill403501	3	item105000000068,4
2218	soldier_npc_10043	2	35	skill403501	4	item105000000068,6
2219	soldier_npc_10043	2	41	skill403501	5	item105000000068,8
2220	soldier_npc_10043	2	41	skill403501	6	item105000000068,10
2221	soldier_npc_10043	2	61	skill403501	7	item105000000068,12
2222	soldier_npc_10043	2	61	skill403501	8	item105000000068,14
2223	soldier_npc_10043	2	71	skill403501	9	item105000000068,16
2224	soldier_npc_10043	2	71	skill403501	10	item105000000068,18
2225	soldier_npc_10043	2	35	skill403502	1	
2226	soldier_npc_10043	2	35	skill403502	2	item105000000069,2
2227	soldier_npc_10043	2	35	skill403502	3	item105000000069,4
2228	soldier_npc_10043	2	35	skill403502	4	item105000000069,6
2229	soldier_npc_10043	2	41	skill403502	5	item105000000069,8
2230	soldier_npc_10043	2	41	skill403502	6	item105000000069,10
2231	soldier_npc_10043	2	61	skill403502	7	item105000000069,12
2232	soldier_npc_10043	2	61	skill403502	8	item105000000069,14
2233	soldier_npc_10043	2	71	skill403502	9	item105000000069,16
2234	soldier_npc_10043	2	71	skill403502	10	item105000000069,18
2235	soldier_npc_10043	2	35	skill403503	1	
2236	soldier_npc_10043	2	35	skill403503	2	item105000000070,2
2237	soldier_npc_10043	2	35	skill403503	3	item105000000070,4
2238	soldier_npc_10043	2	35	skill403503	4	item105000000070,6
2239	soldier_npc_10043	2	41	skill403503	5	item105000000070,8
2240	soldier_npc_10043	2	41	skill403503	6	item105000000070,10
2241	soldier_npc_10043	2	61	skill403503	7	item105000000070,12
2242	soldier_npc_10043	2	61	skill403503	8	item105000000070,14
2243	soldier_npc_10043	2	71	skill403503	9	item105000000070,16
2244	soldier_npc_10043	2	71	skill403503	10	item105000000070,18
2245	soldier_npc_10043	2	35	skill403504	1	
2246	soldier_npc_10043	2	35	skill403504	2	item105000000071,2
2247	soldier_npc_10043	2	35	skill403504	3	item105000000071,4
2248	soldier_npc_10043	2	35	skill403504	4	item105000000071,6
2249	soldier_npc_10043	2	41	skill403504	5	item105000000071,8
2250	soldier_npc_10043	2	41	skill403504	6	item105000000071,10
2251	soldier_npc_10043	2	61	skill403504	7	item105000000071,12
2252	soldier_npc_10043	2	61	skill403504	8	item105000000071,14
2253	soldier_npc_10043	2	71	skill403504	9	item105000000071,16
2254	soldier_npc_10043	2	71	skill403504	10	item105000000071,18
2255	soldier_npc_10043	3	0	skill403506	1	
2256	soldier_npc_10043	3	0	skill403507	1	
2257	soldier_npc_10043	3	0	skill403508	1	
2258	soldier_npc_10043	3	0	skill403509	1	
2259	soldier_npc_10044	1	0	skill403705	1	
2260	soldier_npc_10044	1	0	skill403705	2	
2261	soldier_npc_10044	1	0	skill403705	3	
2262	soldier_npc_10044	1	0	skill403705	4	
2263	soldier_npc_10044	1	0	skill403705	5	
2264	soldier_npc_10044	1	0	skill403705	6	
2265	soldier_npc_10044	1	0	skill403705	7	
2266	soldier_npc_10044	1	0	skill403705	8	
2267	soldier_npc_10044	1	0	skill403705	9	
2268	soldier_npc_10044	1	0	skill403705	10	
2269	soldier_npc_10044	2	35	skill403701	1	
2270	soldier_npc_10044	2	35	skill403701	2	item105000000068,2
2271	soldier_npc_10044	2	35	skill403701	3	item105000000068,4
2272	soldier_npc_10044	2	35	skill403701	4	item105000000068,6
2273	soldier_npc_10044	2	41	skill403701	5	item105000000068,8
2274	soldier_npc_10044	2	41	skill403701	6	item105000000068,10
2275	soldier_npc_10044	2	61	skill403701	7	item105000000068,12
2276	soldier_npc_10044	2	61	skill403701	8	item105000000068,14
2277	soldier_npc_10044	2	71	skill403701	9	item105000000068,16
2278	soldier_npc_10044	2	71	skill403701	10	item105000000068,18
2279	soldier_npc_10044	2	35	skill403702	1	
2280	soldier_npc_10044	2	35	skill403702	2	item105000000069,2
2281	soldier_npc_10044	2	35	skill403702	3	item105000000069,4
2282	soldier_npc_10044	2	35	skill403702	4	item105000000069,6
2283	soldier_npc_10044	2	41	skill403702	5	item105000000069,8
2284	soldier_npc_10044	2	41	skill403702	6	item105000000069,10
2285	soldier_npc_10044	2	61	skill403702	7	item105000000069,12
2286	soldier_npc_10044	2	61	skill403702	8	item105000000069,14
2287	soldier_npc_10044	2	71	skill403702	9	item105000000069,16
2288	soldier_npc_10044	2	71	skill403702	10	item105000000069,18
2289	soldier_npc_10044	2	35	skill403703	1	
2290	soldier_npc_10044	2	35	skill403703	2	item105000000070,2
2291	soldier_npc_10044	2	35	skill403703	3	item105000000070,4
2292	soldier_npc_10044	2	35	skill403703	4	item105000000070,6
2293	soldier_npc_10044	2	41	skill403703	5	item105000000070,8
2294	soldier_npc_10044	2	41	skill403703	6	item105000000070,10
2295	soldier_npc_10044	2	61	skill403703	7	item105000000070,12
2296	soldier_npc_10044	2	61	skill403703	8	item105000000070,14
2297	soldier_npc_10044	2	71	skill403703	9	item105000000070,16
2298	soldier_npc_10044	2	71	skill403703	10	item105000000070,18
2299	soldier_npc_10044	2	35	skill403704	1	
2300	soldier_npc_10044	2	35	skill403704	2	item105000000071,2
2301	soldier_npc_10044	2	35	skill403704	3	item105000000071,4
2302	soldier_npc_10044	2	35	skill403704	4	item105000000071,6
2303	soldier_npc_10044	2	41	skill403704	5	item105000000071,8
2304	soldier_npc_10044	2	41	skill403704	6	item105000000071,10
2305	soldier_npc_10044	2	61	skill403704	7	item105000000071,12
2306	soldier_npc_10044	2	61	skill403704	8	item105000000071,14
2307	soldier_npc_10044	2	71	skill403704	9	item105000000071,16
2308	soldier_npc_10044	2	71	skill403704	10	item105000000071,18
2309	soldier_npc_10044	3	0	skill403706	1	
2310	soldier_npc_10044	3	0	skill403707	1	
2311	soldier_npc_10044	3	0	skill403708	1	
2312	soldier_npc_10044	3	0	skill403709	1	
2313	soldier_npc_10045	1	0	skill403605	1	
2314	soldier_npc_10045	1	0	skill403605	2	
2315	soldier_npc_10045	1	0	skill403605	3	
2316	soldier_npc_10045	1	0	skill403605	4	
2317	soldier_npc_10045	1	0	skill403605	5	
2318	soldier_npc_10045	1	0	skill403605	6	
2319	soldier_npc_10045	1	0	skill403605	7	
2320	soldier_npc_10045	1	0	skill403605	8	
2321	soldier_npc_10045	1	0	skill403605	9	
2322	soldier_npc_10045	1	0	skill403605	10	
2323	soldier_npc_10045	2	35	skill403601	1	
2324	soldier_npc_10045	2	35	skill403601	2	item105000000068,2
2325	soldier_npc_10045	2	35	skill403601	3	item105000000068,4
2326	soldier_npc_10045	2	35	skill403601	4	item105000000068,6
2327	soldier_npc_10045	2	41	skill403601	5	item105000000068,8
2328	soldier_npc_10045	2	41	skill403601	6	item105000000068,10
2329	soldier_npc_10045	2	61	skill403601	7	item105000000068,12
2330	soldier_npc_10045	2	61	skill403601	8	item105000000068,14
2331	soldier_npc_10045	2	71	skill403601	9	item105000000068,16
2332	soldier_npc_10045	2	71	skill403601	10	item105000000068,18
2333	soldier_npc_10045	2	35	skill403602	1	
2334	soldier_npc_10045	2	35	skill403602	2	item105000000069,2
2335	soldier_npc_10045	2	35	skill403602	3	item105000000069,4
2336	soldier_npc_10045	2	35	skill403602	4	item105000000069,6
2337	soldier_npc_10045	2	41	skill403602	5	item105000000069,8
2338	soldier_npc_10045	2	41	skill403602	6	item105000000069,10
2339	soldier_npc_10045	2	61	skill403602	7	item105000000069,12
2340	soldier_npc_10045	2	61	skill403602	8	item105000000069,14
2341	soldier_npc_10045	2	71	skill403602	9	item105000000069,16
2342	soldier_npc_10045	2	71	skill403602	10	item105000000069,18
2343	soldier_npc_10045	2	35	skill403603	1	
2344	soldier_npc_10045	2	35	skill403603	2	item105000000070,2
2345	soldier_npc_10045	2	35	skill403603	3	item105000000070,4
2346	soldier_npc_10045	2	35	skill403603	4	item105000000070,6
2347	soldier_npc_10045	2	41	skill403603	5	item105000000070,8
2348	soldier_npc_10045	2	41	skill403603	6	item105000000070,10
2349	soldier_npc_10045	2	61	skill403603	7	item105000000070,12
2350	soldier_npc_10045	2	61	skill403603	8	item105000000070,14
2351	soldier_npc_10045	2	71	skill403603	9	item105000000070,16
2352	soldier_npc_10045	2	71	skill403603	10	item105000000070,18
2353	soldier_npc_10045	2	35	skill403604	1	
2354	soldier_npc_10045	2	35	skill403604	2	item105000000071,2
2355	soldier_npc_10045	2	35	skill403604	3	item105000000071,4
2356	soldier_npc_10045	2	35	skill403604	4	item105000000071,6
2357	soldier_npc_10045	2	41	skill403604	5	item105000000071,8
2358	soldier_npc_10045	2	41	skill403604	6	item105000000071,10
2359	soldier_npc_10045	2	61	skill403604	7	item105000000071,12
2360	soldier_npc_10045	2	61	skill403604	8	item105000000071,14
2361	soldier_npc_10045	2	71	skill403604	9	item105000000071,16
2362	soldier_npc_10045	2	71	skill403604	10	item105000000071,18
2363	soldier_npc_10045	3	0	skill403606	1	
2364	soldier_npc_10045	3	0	skill403607	1	
2365	soldier_npc_10045	3	0	skill403608	1	
2366	soldier_npc_10045	3	0	skill403609	1	
2367	soldier_npc_10046	1	0	skill403405	1	
2368	soldier_npc_10046	1	0	skill403405	2	
2369	soldier_npc_10046	1	0	skill403405	3	
2370	soldier_npc_10046	1	0	skill403405	4	
2371	soldier_npc_10046	1	0	skill403405	5	
2372	soldier_npc_10046	1	0	skill403405	6	
2373	soldier_npc_10046	1	0	skill403405	7	
2374	soldier_npc_10046	1	0	skill403405	8	
2375	soldier_npc_10046	1	0	skill403405	9	
2376	soldier_npc_10046	1	0	skill403405	10	
2377	soldier_npc_10046	2	35	skill403401	1	
