ID		标签类型	拍卖类型	等待竞价时间	生命时长（开始竞价后）	货币类型	起拍竞价	每次竞价提升百分比	一口价	重置时间的节点	购买限制
951	item8230000000207	2	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
952	item8230000000208	2	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
953	item8230000000210	2	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
954	item8230000000111	2	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
955	item8230000000211	2	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
956	item8102020061003	2	2	300	7200	2	180000	1000	360000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
957	item8102020061004	2	2	300	7200	2	6250000	1000	12500000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
958	item8102020061005	2	2	300	7200	2	625000	1000	1250000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
959	item8102020061006	2	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
960	item8103010121008	1	2	300	7200	2	300000	1000	600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
961	item8200000515001	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
962	item8200000515002	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
963	item8200000515003	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
964	item8200000515004	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
965	item8200000515005	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
966	item8200000515006	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
967	item8200000515007	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
968	item8200000515008	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
969	item8200000515009	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
970	item8200000800002	2	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
971	item107100030101	3	3	300	3600	2	2400	1000	4800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
972	item107100030102	3	3	300	3600	2	2400	1000	4800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
973	item107100030103	3	3	300	3600	2	2400	1000	4800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
974	item107100030201	3	3	300	3600	2	2400	1000	4800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
975	item107100030202	3	3	300	3600	2	2400	1000	4800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
976	item107100030203	3	3	300	3600	2	2400	1000	4800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
977	item107100030301	3	3	300	3600	2	2400	1000	4800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
978	item107100030302	3	3	300	3600	2	2400	1000	4800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
979	item107100030303	3	3	300	3600	2	2400	1000	4800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
980	item107100041101	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
981	item107100041102	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
982	item107100041103	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
983	item107100041104	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
984	item107100041201	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
985	item107100041202	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
986	item107100041203	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
987	item107100041204	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
988	item107100041301	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
989	item107100041302	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
990	item107100041303	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
991	item107100041304	3	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
992	item107100041305	3	3	300	3600	2	32000	1000	64000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
993	item107100042101	3	3	300	3600	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
994	item107100042102	3	3	300	3600	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
995	item107100042103	3	3	300	3600	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
996	item107100042201	3	3	300	3600	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
997	item107100042202	3	3	300	3600	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
998	item107100042203	3	3	300	3600	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
999	item107100042301	3	3	300	3600	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1000	item107100042302	3	3	300	3600	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1001	item107100042303	3	3	300	3600	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1002	item107100043101	3	3	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1003	item107100043102	3	3	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1004	item107100043103	3	3	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1005	item107100043201	3	3	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1006	item107100043202	3	3	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1007	item107100043203	3	3	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1008	item107100043301	3	3	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1009	item107100043302	3	3	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1010	item107100043303	3	3	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1011	item107100051101	3	3	300	7200	2	540000	1000	1080000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1012	item107100051102	3	3	300	7200	2	540000	1000	1080000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1013	item107100051103	3	3	300	7200	2	540000	1000	1080000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1014	item107100051201	3	3	300	7200	2	540000	1000	1080000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1015	item107100051202	3	3	300	7200	2	540000	1000	1080000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1016	item107100051203	3	3	300	7200	2	540000	1000	1080000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1017	item107100051204	3	3	300	7200	2	540000	1000	1080000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1018	item107100051301	3	3	300	7200	2	540000	1000	1080000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1019	item107100051302	3	3	300	7200	2	540000	1000	1080000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1020	item107100051303	3	3	300	7200	2	540000	1000	1080000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1021	item107100052101	3	3	300	7200	2	1080000	1000	2160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1022	item107100052102	3	3	300	7200	2	1080000	1000	2160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1023	item107100052103	3	3	300	7200	2	1080000	1000	2160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1024	item107100052201	3	3	300	7200	2	1080000	1000	2160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1025	item107100052202	3	3	300	7200	2	1080000	1000	2160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1026	item107100052203	3	3	300	7200	2	1080000	1000	2160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1027	item107100052301	3	3	300	7200	2	1080000	1000	2160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1028	item107100052302	3	3	300	7200	2	1080000	1000	2160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1029	item107100052303	3	3	300	7200	2	1080000	1000	2160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1030	item107100053101	3	3	300	7200	2	2160000	1000	4320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1031	item107100053102	3	3	300	7200	2	2160000	1000	4320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1032	item107100053103	3	3	300	7200	2	2160000	1000	4320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1033	item107100053201	3	3	300	7200	2	2160000	1000	4320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1034	item107100053202	3	3	300	7200	2	2160000	1000	4320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1035	item107100053203	3	3	300	7200	2	2160000	1000	4320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1036	item107100053204	3	3	300	7200	2	2160000	1000	4320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1037	item107100053301	3	3	300	7200	2	2160000	1000	4320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1038	item107100053302	3	3	300	7200	2	2160000	1000	4320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1039	item107100053303	3	3	300	7200	2	2160000	1000	4320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1040	item107200041001	3	3	300	3600	2	400	1000	800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1041	item107200042001	3	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1042	item107200043001	3	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1043	item107200051001	3	3	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1044	item107200052001	3	3	300	3600	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1045	item107200053001	3	3	300	3600	2	72000	1000	144000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1046	item119100000000	2	3	300	3600	2	2400	1000	4800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1047	item119100000001	2	3	300	3600	2	8000	1000	16000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1048	item119100000002	2	3	300	3600	2	24000	1000	48000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1049	item119100000004	2	3	300	3600	2	12800	1000	25600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1050	item119100000005	2	3	300	3600	2	12800	1000	25600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1051	item119100000006	2	3	300	3600	2	12800	1000	25600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1052	item162000120103	2	3	300	7200	2	244320	1000	488640	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1053	item162000120203	2	3	300	7200	2	244320	1000	488640	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1054	item162000220103	2	3	300	7200	2	244320	1000	488640	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1055	item162000220203	2	3	300	7200	2	244320	1000	488640	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1056	item162000320103	2	3	300	7200	2	244320	1000	488640	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1057	item162000320203	2	3	300	7200	2	244320	1000	488640	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1058	item103010121005	1	3	300	3600	2	6400	1000	12800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1059	item103010121006	1	3	300	3600	2	25600	1000	51200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1060	item103010121007	1	3	300	7200	2	102400	1000	204800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1061	item103010111001	1	3	300	3600	2	80	1000	160	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1062	item103010111002	1	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1063	item103010111003	1	3	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1064	item103010111004	1	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1065	item103010111005	1	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1066	item103010111006	1	3	300	3600	2	80	1000	160	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1067	item103010111007	1	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1068	item103010111008	1	3	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1069	item103010111009	1	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1070	item103010111010	1	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1071	item103010111011	1	3	300	3600	2	80	1000	160	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1072	item103010111012	1	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1073	item103010111013	1	3	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1074	item103010111014	1	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1075	item103010111015	1	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1076	item103010111016	1	3	300	3600	2	80	1000	160	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1077	item103010111017	1	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1078	item103010111018	1	3	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1079	item103010111019	1	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1080	item8103010111019	1	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1081	item103010111020	1	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1082	item8103010111020	1	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1083	item106210100001	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1084	item106210100002	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1085	item106210100003	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1086	item106210100004	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1087	item106210100005	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1088	item106210100006	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1089	item106210100007	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1090	item106210100008	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1091	item106210100009	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1092	item106210100010	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1093	item106210100011	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1094	item106210100012	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1095	item106210100013	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1096	item106210100014	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1097	item106210100015	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1098	item106210100016	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1099	item106210100017	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1100	item106210100018	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1101	item106210100019	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1102	item106210100020	2	3	300	3600	2	1600	1000	3200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1103	item101020501011	5	3	300	3600	2	30400	1000	60800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1104	item101020501012	5	3	300	7200	2	752000	1000	1504000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1105	item101020503011	5	3	300	7200	2	518400	1000	1036800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1106	item101020503012	5	3	300	7200	2	518400	1000	1036800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1107	item101020503013	5	3	300	7200	2	1024000	1000	2048000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1108	item8101020503013	5	3	300	7200	2	1024000	1000	2048000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1109	item101020507311	5	3	300	7200	2	518400	1000	1036800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1110	item101020503001	5	3	300	3600	2	8000	1000	16000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1111	item101020503002	5	3	300	3600	2	8000	1000	16000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1112	item101020503003	5	3	300	3600	2	8000	1000	16000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1113	item101020503004	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1114	item101020503005	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1115	item101020503021	5	3	300	3600	2	8000	1000	16000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1116	item101020503022	5	3	300	3600	2	8000	1000	16000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1117	item101020503023	5	3	300	3600	2	8000	1000	16000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1118	item101020503024	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1119	item101020503025	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1120	item101020503026	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1121	item101020503027	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1122	item101020503028	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1123	item101020503029	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1124	item101020503030	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1125	item101020503031	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1126	item101020503032	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1127	item101020503033	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1128	item101020503034	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1129	item101020503035	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1130	item101020503036	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1131	item101020503037	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1132	item101020503038	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1133	item101020503039	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1134	item101020503040	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1135	item101020503041	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1136	item101020503042	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1137	item101020503043	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1138	item101020503044	5	3	300	7200	2	1440000	1000	2880000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1139	item101020503045	5	3	300	7200	2	1440000	1000	2880000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1140	item101020503046	5	3	300	7200	2	1440000	1000	2880000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1141	item101020503047	5	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1142	item101020503048	5	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1143	item101020503049	5	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1144	item101020503050	5	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1145	item101020503051	5	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1146	item101020503052	5	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1147	item101020503053	5	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1148	item101020503054	5	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1149	item101020503055	5	3	300	7200	2	4000000	1000	8000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1150	item101020503056	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1151	item101020503057	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1152	item101020503062	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1153	item101020503101	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1154	item101020503102	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1155	item101020503103	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1156	item101020503104	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1157	item101020503105	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1158	item101020503106	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1159	item101020503107	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1160	item101020503108	5	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1161	item101020503109	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1162	item101020503110	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1163	item101020503111	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1164	item101020503112	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1165	item101020503113	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1166	item101020503114	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1167	item101020503115	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1168	item101020503116	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1169	item101020503117	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1170	item101020503118	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1171	item101020503119	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1172	item101020503120	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1173	item101020503121	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1174	item101020503122	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1175	item101020503123	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1176	item101020503124	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1177	item101020503125	5	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1178	item101020503126	5	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1179	item101020505209	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1180	item101020505210	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1181	item101020505211	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1182	item101020505212	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1183	item101020505213	5	3	300	3600	2	800	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1184	item101020505214	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1185	item101020505215	5	3	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
