流水id	技能宝石	进阶等级	最大等级	收集属性倍率	镶嵌属性倍率	收集额外属性	镶嵌额外属性	技能效果评分	突破所需材料	进阶需求货币数量
921	40504001	3	80	0.000000	1.500000	1,654;24,218	3,113;1,1133;24,377;25,377	450	item17902040504001,70	item1000,1000000
922	40504001	4	100	0.000000	1.670000	1,744;24,248	3,139;1,1396;24,465;25,465	500	item17902040504001,110	item1000,1250000
923	40504001	5	120	0.000000	1.830000	1,862;24,288	3,173;1,1734;24,578;25,578	550	item17902040504001,160	item1000,1500000
924	40504001	6	140	0.000000	2.000000	1,1010;24,337	3,216;1,2164;24,721;25,721	600		
925	40505001	0	20	0.000000	1.000000	4,45;26,150	4,70;1,700;23,233;26,233	300	item17902040505001,10	item1000,250000
926	40505001	1	40	0.000000	1.170000	4,51;26,170	4,80;1,800;23,266;26,266	350	item17902040505001,20	item1000,500000
927	40505001	2	60	0.000000	1.330000	4,59;26,197	4,93;1,938;23,312;26,312	400	item17902040505001,40	item1000,750000
928	40505001	3	80	0.000000	1.500000	4,66;26,218	4,113;1,1133;23,377;26,377	450	item17902040505001,70	item1000,1000000
929	40505001	4	100	0.000000	1.670000	4,75;26,248	4,139;1,1396;23,465;26,465	500	item17902040505001,110	item1000,1250000
930	40505001	5	120	0.000000	1.830000	4,87;26,288	4,173;1,1734;23,578;26,578	550	item17902040505001,160	item1000,1500000
931	40505001	6	140	0.000000	2.000000	4,101;26,337	4,216;1,2164;23,721;26,721	600		
932	40506001	0	20	0.000000	1.000000	4,45;21,150	3,70;4,70;24,233;21,233	300	item17902040506001,10	item1000,250000
933	40506001	1	40	0.000000	1.170000	4,51;21,170	3,80;4,80;24,266;21,266	350	item17902040506001,20	item1000,500000
934	40506001	2	60	0.000000	1.330000	4,59;21,197	3,93;4,93;24,312;21,312	400	item17902040506001,40	item1000,750000
935	40506001	3	80	0.000000	1.500000	4,66;21,218	3,113;4,113;24,377;21,377	450	item17902040506001,70	item1000,1000000
936	40506001	4	100	0.000000	1.670000	4,75;21,248	3,139;4,139;24,465;21,465	500	item17902040506001,110	item1000,1250000
937	40506001	5	120	0.000000	1.830000	4,87;21,288	3,173;4,173;24,578;21,578	550	item17902040506001,160	item1000,1500000
938	40506001	6	140	0.000000	2.000000	4,101;21,337	3,216;4,216;24,721;21,721	600		
939	40507001	0	20	0.000000	1.000000	3,45;22,150	3,70;1,700;25,233;22,233	300	item17902040507001,10	item1000,250000
940	40507001	1	40	0.000000	1.170000	3,51;22,170	3,80;1,800;25,266;22,266	350	item17902040507001,20	item1000,500000
941	40507001	2	60	0.000000	1.330000	3,59;22,197	3,93;1,938;25,312;22,312	400	item17902040507001,40	item1000,750000
942	40507001	3	80	0.000000	1.500000	3,66;22,218	3,113;1,1133;25,377;22,377	450	item17902040507001,70	item1000,1000000
943	40507001	4	100	0.000000	1.670000	3,75;22,248	3,139;1,1396;25,465;22,465	500	item17902040507001,110	item1000,1250000
944	40507001	5	120	0.000000	1.830000	3,87;22,288	3,173;1,1734;25,578;22,578	550	item17902040507001,160	item1000,1500000
945	40507001	6	140	0.000000	2.000000	3,101;22,337	3,216;1,2164;25,721;22,721	600		
946	40508001	0	20	0.000000	1.000000	3,45;25,150	3,70;1,700;25,233;22,233	300	item17902040508001,10	item1000,250000
947	40508001	1	40	0.000000	1.170000	3,51;25,170	3,80;1,800;25,266;22,266	350	item17902040508001,20	item1000,500000
948	40508001	2	60	0.000000	1.330000	3,59;25,197	3,93;1,938;25,312;22,312	400	item17902040508001,40	item1000,750000
949	40508001	3	80	0.000000	1.500000	3,66;25,218	3,113;1,1133;25,377;22,377	450	item17902040508001,70	item1000,1000000
950	40508001	4	100	0.000000	1.670000	3,75;25,248	3,139;1,1396;25,465;22,465	500	item17902040508001,110	item1000,1250000
951	40508001	5	120	0.000000	1.830000	3,87;25,288	3,173;1,1734;25,578;22,578	550	item17902040508001,160	item1000,1500000
952	40508001	6	140	0.000000	2.000000	3,101;25,337	3,216;1,2164;25,721;22,721	600		
953	40601001	0	20	0.000000	1.000000	1,450;26,150	4,70;1,700;26,233;21,233	300	item17902040601001,10	item1000,250000
954	40601001	1	40	0.000000	1.170000	1,510;26,170	4,80;1,800;26,266;21,266	350	item17902040601001,20	item1000,500000
955	40601001	2	60	0.000000	1.330000	1,590;26,197	4,93;1,938;26,312;21,312	400	item17902040601001,40	item1000,750000
956	40601001	3	80	0.000000	1.500000	1,654;26,218	4,113;1,1133;26,377;21,377	450	item17902040601001,70	item1000,1000000
957	40601001	4	100	0.000000	1.670000	1,744;26,248	4,139;1,1396;26,465;21,465	500	item17902040601001,110	item1000,1250000
958	40601001	5	120	0.000000	1.830000	1,862;26,288	4,173;1,1734;26,578;21,578	550	item17902040601001,160	item1000,1500000
959	40601001	6	140	0.000000	2.000000	1,1010;26,337	4,216;1,2164;26,721;21,721	600		
960	40602001	0	20	0.000000	1.000000	1,450;24,150	4,70;1,700;24,233;21,233	300	item17902040602001,10	item1000,250000
961	40602001	1	40	0.000000	1.170000	1,510;24,170	4,80;1,800;24,266;21,266	350	item17902040602001,20	item1000,500000
962	40602001	2	60	0.000000	1.330000	1,590;24,197	4,93;1,938;24,312;21,312	400	item17902040602001,40	item1000,750000
963	40602001	3	80	0.000000	1.500000	1,654;24,218	4,113;1,1133;24,377;21,377	450	item17902040602001,70	item1000,1000000
964	40602001	4	100	0.000000	1.670000	1,744;24,248	4,139;1,1396;24,465;21,465	500	item17902040602001,110	item1000,1250000
965	40602001	5	120	0.000000	1.830000	1,862;24,288	4,173;1,1734;24,578;21,578	550	item17902040602001,160	item1000,1500000
966	40602001	6	140	0.000000	2.000000	1,1010;24,337	4,216;1,2164;24,721;21,721	600		
967	40603001	0	20	0.000000	1.000000	4,45;23,150	4,70;1,700;23,233;22,233	300	item17902040603001,10	item1000,250000
968	40603001	1	40	0.000000	1.170000	4,51;23,170	4,80;1,800;23,266;22,266	350	item17902040603001,20	item1000,500000
969	40603001	2	60	0.000000	1.330000	4,59;23,197	4,93;1,938;23,312;22,312	400	item17902040603001,40	item1000,750000
970	40603001	3	80	0.000000	1.500000	4,66;23,218	4,113;1,1133;23,377;22,377	450	item17902040603001,70	item1000,1000000
971	40603001	4	100	0.000000	1.670000	4,75;23,248	4,139;1,1396;23,465;22,465	500	item17902040603001,110	item1000,1250000
972	40603001	5	120	0.000000	1.830000	4,87;23,288	4,173;1,1734;23,578;22,578	550	item17902040603001,160	item1000,1500000
973	40603001	6	140	0.000000	2.000000	4,101;23,337	4,216;1,2164;23,721;22,721	600		
974	40604001	0	20	0.000000	1.000000	1,450;24,150	3,70;1,700;24,233;25,233	300	item17902040604001,10	item1000,250000
975	40604001	1	40	0.000000	1.170000	1,510;24,170	3,80;1,800;24,266;25,266	350	item17902040604001,20	item1000,500000
976	40604001	2	60	0.000000	1.330000	1,590;24,197	3,93;1,938;24,312;25,312	400	item17902040604001,40	item1000,750000
977	40604001	3	80	0.000000	1.500000	1,654;24,218	3,113;1,1133;24,377;25,377	450	item17902040604001,70	item1000,1000000
978	40604001	4	100	0.000000	1.670000	1,744;24,248	3,139;1,1396;24,465;25,465	500	item17902040604001,110	item1000,1250000
979	40604001	5	120	0.000000	1.830000	1,862;24,288	3,173;1,1734;24,578;25,578	550	item17902040604001,160	item1000,1500000
980	40604001	6	140	0.000000	2.000000	1,1010;24,337	3,216;1,2164;24,721;25,721	600		
981	40605001	0	20	0.000000	1.000000	4,45;26,150	4,70;1,700;23,233;26,233	300	item17902040605001,10	item1000,250000
982	40605001	1	40	0.000000	1.170000	4,51;26,170	4,80;1,800;23,266;26,266	350	item17902040605001,20	item1000,500000
983	40605001	2	60	0.000000	1.330000	4,59;26,197	4,93;1,938;23,312;26,312	400	item17902040605001,40	item1000,750000
984	40605001	3	80	0.000000	1.500000	4,66;26,218	4,113;1,1133;23,377;26,377	450	item17902040605001,70	item1000,1000000
985	40605001	4	100	0.000000	1.670000	4,75;26,248	4,139;1,1396;23,465;26,465	500	item17902040605001,110	item1000,1250000
986	40605001	5	120	0.000000	1.830000	4,87;26,288	4,173;1,1734;23,578;26,578	550	item17902040605001,160	item1000,1500000
987	40605001	6	140	0.000000	2.000000	4,101;26,337	4,216;1,2164;23,721;26,721	600		
988	40606001	0	20	0.000000	1.000000	4,45;21,150	3,70;4,70;24,233;21,233	300	item17902040606001,10	item1000,250000
989	40606001	1	40	0.000000	1.170000	4,51;21,170	3,80;4,80;24,266;21,266	350	item17902040606001,20	item1000,500000
990	40606001	2	60	0.000000	1.330000	4,59;21,197	3,93;4,93;24,312;21,312	400	item17902040606001,40	item1000,750000
991	40606001	3	80	0.000000	1.500000	4,66;21,218	3,113;4,113;24,377;21,377	450	item17902040606001,70	item1000,1000000
992	40606001	4	100	0.000000	1.670000	4,75;21,248	3,139;4,139;24,465;21,465	500	item17902040606001,110	item1000,1250000
993	40606001	5	120	0.000000	1.830000	4,87;21,288	3,173;4,173;24,578;21,578	550	item17902040606001,160	item1000,1500000
994	40606001	6	140	0.000000	2.000000	4,101;21,337	3,216;4,216;24,721;21,721	600		
995	40607001	0	20	0.000000	1.000000	3,45;22,150	3,70;1,700;25,233;22,233	300	item17902040607001,10	item1000,250000
996	40607001	1	40	0.000000	1.170000	3,51;22,170	3,80;1,800;25,266;22,266	350	item17902040607001,20	item1000,500000
997	40607001	2	60	0.000000	1.330000	3,59;22,197	3,93;1,938;25,312;22,312	400	item17902040607001,40	item1000,750000
998	40607001	3	80	0.000000	1.500000	3,66;22,218	3,113;1,1133;25,377;22,377	450	item17902040607001,70	item1000,1000000
999	40607001	4	100	0.000000	1.670000	3,75;22,248	3,139;1,1396;25,465;22,465	500	item17902040607001,110	item1000,1250000
1000	40607001	5	120	0.000000	1.830000	3,87;22,288	3,173;1,1734;25,578;22,578	550	item17902040607001,160	item1000,1500000
1001	40607001	6	140	0.000000	2.000000	3,101;22,337	3,216;1,2164;25,721;22,721	600		
1002	40608001	0	20	0.000000	1.000000	3,45;25,150	3,70;1,700;25,233;22,233	300	item17902040608001,10	item1000,250000
1003	40608001	1	40	0.000000	1.170000	3,51;25,170	3,80;1,800;25,266;22,266	350	item17902040608001,20	item1000,500000
1004	40608001	2	60	0.000000	1.330000	3,59;25,197	3,93;1,938;25,312;22,312	400	item17902040608001,40	item1000,750000
1005	40608001	3	80	0.000000	1.500000	3,66;25,218	3,113;1,1133;25,377;22,377	450	item17902040608001,70	item1000,1000000
1006	40608001	4	100	0.000000	1.670000	3,75;25,248	3,139;1,1396;25,465;22,465	500	item17902040608001,110	item1000,1250000
1007	40608001	5	120	0.000000	1.830000	3,87;25,288	3,173;1,1734;25,578;22,578	550	item17902040608001,160	item1000,1500000
1008	40608001	6	140	0.000000	2.000000	3,101;25,337	3,216;1,2164;25,721;22,721	600		
1009	50101001	0	20	0.000000	1.000000	1,1200;26,400	4,190;1,1900;26,633;21,633	600	item17902050101001,10	item1000,500000
1010	50101001	1	40	0.000000	1.170000	1,1440;26,480	4,217;1,2175;26,725;21,725	700	item17902050101001,20	item1000,1000000
1011	50101001	2	60	0.000000	1.330000	1,1632;26,544	4,255;1,2555;26,851;21,851	800	item17902050101001,40	item1000,1500000
1012	50101001	3	80	0.000000	1.500000	1,1872;26,624	4,307;1,3070;26,1023;21,1023	900	item17902050101001,70	item1000,2000000
1013	50101001	4	100	0.000000	1.670000	1,2172;26,724	4,376;1,3762;26,1254;21,1254	1000	item17902050101001,110	item1000,2500000
1014	50101001	5	120	0.000000	1.830000	1,2572;26,858	4,463;1,4633;26,1544;21,1544	1100	item17902050101001,160	item1000,3000000
1015	50101001	6	140	0.000000	2.000000	1,3132;26,1044	4,573;1,5733;26,1911;21,1911	1200		
1016	50102001	0	20	0.000000	1.000000	1,1200;24,400	4,190;1,1900;24,633;21,633	600	item17902050102001,10	item1000,500000
1017	50102001	1	40	0.000000	1.170000	1,1440;24,480	4,217;1,2175;24,725;21,725	700	item17902050102001,20	item1000,1000000
1018	50102001	2	60	0.000000	1.330000	1,1632;24,544	4,255;1,2555;24,851;21,851	800	item17902050102001,40	item1000,1500000
1019	50102001	3	80	0.000000	1.500000	1,1872;24,624	4,307;1,3070;24,1023;21,1023	900	item17902050102001,70	item1000,2000000
1020	50102001	4	100	0.000000	1.670000	1,2172;24,724	4,376;1,3762;24,1254;21,1254	1000	item17902050102001,110	item1000,2500000
1021	50102001	5	120	0.000000	1.830000	1,2572;24,858	4,463;1,4633;24,1544;21,1544	1100	item17902050102001,160	item1000,3000000
1022	50102001	6	140	0.000000	2.000000	1,3132;24,1044	4,573;1,5733;24,1911;21,1911	1200		
1023	50103001	0	20	0.000000	1.000000	4,120;23,400	4,190;1,1900;23,633;22,633	600	item17902050103001,10	item1000,500000
1024	50103001	1	40	0.000000	1.170000	4,144;23,480	4,217;1,2175;23,725;22,725	700	item17902050103001,20	item1000,1000000
1025	50103001	2	60	0.000000	1.330000	4,164;23,544	4,255;1,2555;23,851;22,851	800	item17902050103001,40	item1000,1500000
1026	50103001	3	80	0.000000	1.500000	4,188;23,624	4,307;1,3070;23,1023;22,1023	900	item17902050103001,70	item1000,2000000
1027	50103001	4	100	0.000000	1.670000	4,218;23,724	4,376;1,3762;23,1254;22,1254	1000	item17902050103001,110	item1000,2500000
1028	50103001	5	120	0.000000	1.830000	4,258;23,858	4,463;1,4633;23,1544;22,1544	1100	item17902050103001,160	item1000,3000000
1029	50103001	6	140	0.000000	2.000000	4,314;23,1044	4,573;1,5733;23,1911;22,1911	1200		
1030	50104001	0	20	0.000000	1.000000	1,1200;24,400	3,190;1,1900;24,633;25,633	600	item17902050104001,10	item1000,500000
1031	50104001	1	40	0.000000	1.170000	1,1440;24,480	3,217;1,2175;24,725;25,725	700	item17902050104001,20	item1000,1000000
1032	50104001	2	60	0.000000	1.330000	1,1632;24,544	3,255;1,2555;24,851;25,851	800	item17902050104001,40	item1000,1500000
1033	50104001	3	80	0.000000	1.500000	1,1872;24,624	3,307;1,3070;24,1023;25,1023	900	item17902050104001,70	item1000,2000000
1034	50104001	4	100	0.000000	1.670000	1,2172;24,724	3,376;1,3762;24,1254;25,1254	1000	item17902050104001,110	item1000,2500000
1035	50104001	5	120	0.000000	1.830000	1,2572;24,858	3,463;1,4633;24,1544;25,1544	1100	item17902050104001,160	item1000,3000000
1036	50104001	6	140	0.000000	2.000000	1,3132;24,1044	3,573;1,5733;24,1911;25,1911	1200		
1037	50105001	0	20	0.000000	1.000000	4,120;26,400	4,190;1,1900;23,633;26,633	600	item17902050105001,10	item1000,500000
1038	50105001	1	40	0.000000	1.170000	4,144;26,480	4,217;1,2175;23,725;26,725	700	item17902050105001,20	item1000,1000000
1039	50105001	2	60	0.000000	1.330000	4,164;26,544	4,255;1,2555;23,851;26,851	800	item17902050105001,40	item1000,1500000
1040	50105001	3	80	0.000000	1.500000	4,188;26,624	4,307;1,3070;23,1023;26,1023	900	item17902050105001,70	item1000,2000000
1041	50105001	4	100	0.000000	1.670000	4,218;26,724	4,376;1,3762;23,1254;26,1254	1000	item17902050105001,110	item1000,2500000
1042	50105001	5	120	0.000000	1.830000	4,258;26,858	4,463;1,4633;23,1544;26,1544	1100	item17902050105001,160	item1000,3000000
1043	50105001	6	140	0.000000	2.000000	4,314;26,1044	4,573;1,5733;23,1911;26,1911	1200		
1044	50106001	0	20	0.000000	1.000000	4,120;21,400	3,190;4,190;24,633;21,633	600	item17902050106001,10	item1000,500000
1045	50106001	1	40	0.000000	1.170000	4,144;21,480	3,217;4,217;24,725;21,725	700	item17902050106001,20	item1000,1000000
1046	50106001	2	60	0.000000	1.330000	4,164;21,544	3,255;4,255;24,851;21,851	800	item17902050106001,40	item1000,1500000
1047	50106001	3	80	0.000000	1.500000	4,188;21,624	3,307;4,307;24,1023;21,1023	900	item17902050106001,70	item1000,2000000
1048	50106001	4	100	0.000000	1.670000	4,218;21,724	3,376;4,376;24,1254;21,1254	1000	item17902050106001,110	item1000,2500000
1049	50106001	5	120	0.000000	1.830000	4,258;21,858	3,463;4,463;24,1544;21,1544	1100	item17902050106001,160	item1000,3000000
1050	50106001	6	140	0.000000	2.000000	4,314;21,1044	3,573;4,573;24,1911;21,1911	1200		
1051	50107001	0	20	0.000000	1.000000	3,120;22,400	3,190;1,1900;25,633;22,633	600	item17902050107001,10	item1000,500000
1052	50107001	1	40	0.000000	1.170000	3,144;22,480	3,217;1,2175;25,725;22,725	700	item17902050107001,20	item1000,1000000
1053	50107001	2	60	0.000000	1.330000	3,164;22,544	3,255;1,2555;25,851;22,851	800	item17902050107001,40	item1000,1500000
1054	50107001	3	80	0.000000	1.500000	3,188;22,624	3,307;1,3070;25,1023;22,1023	900	item17902050107001,70	item1000,2000000
1055	50107001	4	100	0.000000	1.670000	3,218;22,724	3,376;1,3762;25,1254;22,1254	1000	item17902050107001,110	item1000,2500000
1056	50107001	5	120	0.000000	1.830000	3,258;22,858	3,463;1,4633;25,1544;22,1544	1100	item17902050107001,160	item1000,3000000
1057	50107001	6	140	0.000000	2.000000	3,314;22,1044	3,573;1,5733;25,1911;22,1911	1200		
1058	50108001	0	20	0.000000	1.000000	3,120;25,400	3,190;1,1900;25,633;22,633	600	item17902050108001,10	item1000,500000
1059	50108001	1	40	0.000000	1.170000	3,144;25,480	3,217;1,2175;25,725;22,725	700	item17902050108001,20	item1000,1000000
1060	50108001	2	60	0.000000	1.330000	3,164;25,544	3,255;1,2555;25,851;22,851	800	item17902050108001,40	item1000,1500000
1061	50108001	3	80	0.000000	1.500000	3,188;25,624	3,307;1,3070;25,1023;22,1023	900	item17902050108001,70	item1000,2000000
1062	50108001	4	100	0.000000	1.670000	3,218;25,724	3,376;1,3762;25,1254;22,1254	1000	item17902050108001,110	item1000,2500000
1063	50108001	5	120	0.000000	1.830000	3,258;25,858	3,463;1,4633;25,1544;22,1544	1100	item17902050108001,160	item1000,3000000
1064	50108001	6	140	0.000000	2.000000	3,314;25,1044	3,573;1,5733;25,1911;22,1911	1200		
1065	50201001	0	20	0.000000	1.000000	1,1200;26,400	4,190;1,1900;26,633;21,633	600	item17902050201001,10	item1000,500000
1066	50201001	1	40	0.000000	1.170000	1,1440;26,480	4,217;1,2175;26,725;21,725	700	item17902050201001,20	item1000,1000000
1067	50201001	2	60	0.000000	1.330000	1,1632;26,544	4,255;1,2555;26,851;21,851	800	item17902050201001,40	item1000,1500000
1068	50201001	3	80	0.000000	1.500000	1,1872;26,624	4,307;1,3070;26,1023;21,1023	900	item17902050201001,70	item1000,2000000
1069	50201001	4	100	0.000000	1.670000	1,2172;26,724	4,376;1,3762;26,1254;21,1254	1000	item17902050201001,110	item1000,2500000
1070	50201001	5	120	0.000000	1.830000	1,2572;26,858	4,463;1,4633;26,1544;21,1544	1100	item17902050201001,160	item1000,3000000
1071	50201001	6	140	0.000000	2.000000	1,3132;26,1044	4,573;1,5733;26,1911;21,1911	1200		
1072	50202001	0	20	0.000000	1.000000	1,1200;24,400	4,190;1,1900;24,633;21,633	600	item17902050202001,10	item1000,500000
1073	50202001	1	40	0.000000	1.170000	1,1440;24,480	4,217;1,2175;24,725;21,725	700	item17902050202001,20	item1000,1000000
1074	50202001	2	60	0.000000	1.330000	1,1632;24,544	4,255;1,2555;24,851;21,851	800	item17902050202001,40	item1000,1500000
1075	50202001	3	80	0.000000	1.500000	1,1872;24,624	4,307;1,3070;24,1023;21,1023	900	item17902050202001,70	item1000,2000000
1076	50202001	4	100	0.000000	1.670000	1,2172;24,724	4,376;1,3762;24,1254;21,1254	1000	item17902050202001,110	item1000,2500000
1077	50202001	5	120	0.000000	1.830000	1,2572;24,858	4,463;1,4633;24,1544;21,1544	1100	item17902050202001,160	item1000,3000000
1078	50202001	6	140	0.000000	2.000000	1,3132;24,1044	4,573;1,5733;24,1911;21,1911	1200		
1079	50203001	0	20	0.000000	1.000000	4,120;23,400	4,190;1,1900;23,633;22,633	600	item17902050203001,10	item1000,500000
1080	50203001	1	40	0.000000	1.170000	4,144;23,480	4,217;1,2175;23,725;22,725	700	item17902050203001,20	item1000,1000000
1081	50203001	2	60	0.000000	1.330000	4,164;23,544	4,255;1,2555;23,851;22,851	800	item17902050203001,40	item1000,1500000
1082	50203001	3	80	0.000000	1.500000	4,188;23,624	4,307;1,3070;23,1023;22,1023	900	item17902050203001,70	item1000,2000000
1083	50203001	4	100	0.000000	1.670000	4,218;23,724	4,376;1,3762;23,1254;22,1254	1000	item17902050203001,110	item1000,2500000
1084	50203001	5	120	0.000000	1.830000	4,258;23,858	4,463;1,4633;23,1544;22,1544	1100	item17902050203001,160	item1000,3000000
1085	50203001	6	140	0.000000	2.000000	4,314;23,1044	4,573;1,5733;23,1911;22,1911	1200		
1086	50204001	0	20	0.000000	1.000000	1,1200;24,400	3,190;1,1900;24,633;25,633	600	item17902050204001,10	item1000,500000
1087	50204001	1	40	0.000000	1.170000	1,1440;24,480	3,217;1,2175;24,725;25,725	700	item17902050204001,20	item1000,1000000
1088	50204001	2	60	0.000000	1.330000	1,1632;24,544	3,255;1,2555;24,851;25,851	800	item17902050204001,40	item1000,1500000
1089	50204001	3	80	0.000000	1.500000	1,1872;24,624	3,307;1,3070;24,1023;25,1023	900	item17902050204001,70	item1000,2000000
1090	50204001	4	100	0.000000	1.670000	1,2172;24,724	3,376;1,3762;24,1254;25,1254	1000	item17902050204001,110	item1000,2500000
1091	50204001	5	120	0.000000	1.830000	1,2572;24,858	3,463;1,4633;24,1544;25,1544	1100	item17902050204001,160	item1000,3000000
1092	50204001	6	140	0.000000	2.000000	1,3132;24,1044	3,573;1,5733;24,1911;25,1911	1200		
1093	50205001	0	20	0.000000	1.000000	4,120;26,400	4,190;1,1900;23,633;26,633	600	item17902050205001,10	item1000,500000
1094	50205001	1	40	0.000000	1.170000	4,144;26,480	4,217;1,2175;23,725;26,725	700	item17902050205001,20	item1000,1000000
1095	50205001	2	60	0.000000	1.330000	4,164;26,544	4,255;1,2555;23,851;26,851	800	item17902050205001,40	item1000,1500000
1096	50205001	3	80	0.000000	1.500000	4,188;26,624	4,307;1,3070;23,1023;26,1023	900	item17902050205001,70	item1000,2000000
1097	50205001	4	100	0.000000	1.670000	4,218;26,724	4,376;1,3762;23,1254;26,1254	1000	item17902050205001,110	item1000,2500000
1098	50205001	5	120	0.000000	1.830000	4,258;26,858	4,463;1,4633;23,1544;26,1544	1100	item17902050205001,160	item1000,3000000
1099	50205001	6	140	0.000000	2.000000	4,314;26,1044	4,573;1,5733;23,1911;26,1911	1200		
1100	50206001	0	20	0.000000	1.000000	4,120;21,400	3,190;4,190;24,633;21,633	600	item17902050206001,10	item1000,500000
1101	50206001	1	40	0.000000	1.170000	4,144;21,480	3,217;4,217;24,725;21,725	700	item17902050206001,20	item1000,1000000
1102	50206001	2	60	0.000000	1.330000	4,164;21,544	3,255;4,255;24,851;21,851	800	item17902050206001,40	item1000,1500000
1103	50206001	3	80	0.000000	1.500000	4,188;21,624	3,307;4,307;24,1023;21,1023	900	item17902050206001,70	item1000,2000000
1104	50206001	4	100	0.000000	1.670000	4,218;21,724	3,376;4,376;24,1254;21,1254	1000	item17902050206001,110	item1000,2500000
1105	50206001	5	120	0.000000	1.830000	4,258;21,858	3,463;4,463;24,1544;21,1544	1100	item17902050206001,160	item1000,3000000
1106	50206001	6	140	0.000000	2.000000	4,314;21,1044	3,573;4,573;24,1911;21,1911	1200		
1107	50207001	0	20	0.000000	1.000000	3,120;22,400	3,190;1,1900;25,633;22,633	600	item17902050207001,10	item1000,500000
1108	50207001	1	40	0.000000	1.170000	3,144;22,480	3,217;1,2175;25,725;22,725	700	item17902050207001,20	item1000,1000000
1109	50207001	2	60	0.000000	1.330000	3,164;22,544	3,255;1,2555;25,851;22,851	800	item17902050207001,40	item1000,1500000
1110	50207001	3	80	0.000000	1.500000	3,188;22,624	3,307;1,3070;25,1023;22,1023	900	item17902050207001,70	item1000,2000000
1111	50207001	4	100	0.000000	1.670000	3,218;22,724	3,376;1,3762;25,1254;22,1254	1000	item17902050207001,110	item1000,2500000
1112	50207001	5	120	0.000000	1.830000	3,258;22,858	3,463;1,4633;25,1544;22,1544	1100	item17902050207001,160	item1000,3000000
1113	50207001	6	140	0.000000	2.000000	3,314;22,1044	3,573;1,5733;25,1911;22,1911	1200		
1114	50208001	0	20	0.000000	1.000000	3,120;25,400	3,190;1,1900;25,633;22,633	600	item17902050208001,10	item1000,500000
1115	50208001	1	40	0.000000	1.170000	3,144;25,480	3,217;1,2175;25,725;22,725	700	item17902050208001,20	item1000,1000000
1116	50208001	2	60	0.000000	1.330000	3,164;25,544	3,255;1,2555;25,851;22,851	800	item17902050208001,40	item1000,1500000
1117	50208001	3	80	0.000000	1.500000	3,188;25,624	3,307;1,3070;25,1023;22,1023	900	item17902050208001,70	item1000,2000000
1118	50208001	4	100	0.000000	1.670000	3,218;25,724	3,376;1,3762;25,1254;22,1254	1000	item17902050208001,110	item1000,2500000
1119	50208001	5	120	0.000000	1.830000	3,258;25,858	3,463;1,4633;25,1544;22,1544	1100	item17902050208001,160	item1000,3000000
1120	50208001	6	140	0.000000	2.000000	3,314;25,1044	3,573;1,5733;25,1911;22,1911	1200		
1121	50301001	0	20	0.000000	1.000000	1,1200;26,400	4,190;1,1900;26,633;21,633	600	item17902050301001,10	item1000,500000
1122	50301001	1	40	0.000000	1.170000	1,1440;26,480	4,217;1,2175;26,725;21,725	700	item17902050301001,20	item1000,1000000
1123	50301001	2	60	0.000000	1.330000	1,1632;26,544	4,255;1,2555;26,851;21,851	800	item17902050301001,40	item1000,1500000
1124	50301001	3	80	0.000000	1.500000	1,1872;26,624	4,307;1,3070;26,1023;21,1023	900	item17902050301001,70	item1000,2000000
1125	50301001	4	100	0.000000	1.670000	1,2172;26,724	4,376;1,3762;26,1254;21,1254	1000	item17902050301001,110	item1000,2500000
1126	50301001	5	120	0.000000	1.830000	1,2572;26,858	4,463;1,4633;26,1544;21,1544	1100	item17902050301001,160	item1000,3000000
1127	50301001	6	140	0.000000	2.000000	1,3132;26,1044	4,573;1,5733;26,1911;21,1911	1200		
1128	50302001	0	20	0.000000	1.000000	1,1200;24,400	4,190;1,1900;24,633;21,633	600	item17902050302001,10	item1000,500000
1129	50302001	1	40	0.000000	1.170000	1,1440;24,480	4,217;1,2175;24,725;21,725	700	item17902050302001,20	item1000,1000000
1130	50302001	2	60	0.000000	1.330000	1,1632;24,544	4,255;1,2555;24,851;21,851	800	item17902050302001,40	item1000,1500000
1131	50302001	3	80	0.000000	1.500000	1,1872;24,624	4,307;1,3070;24,1023;21,1023	900	item17902050302001,70	item1000,2000000
1132	50302001	4	100	0.000000	1.670000	1,2172;24,724	4,376;1,3762;24,1254;21,1254	1000	item17902050302001,110	item1000,2500000
1133	50302001	5	120	0.000000	1.830000	1,2572;24,858	4,463;1,4633;24,1544;21,1544	1100	item17902050302001,160	item1000,3000000
1134	50302001	6	140	0.000000	2.000000	1,3132;24,1044	4,573;1,5733;24,1911;21,1911	1200		
1135	50303001	0	20	0.000000	1.000000	4,120;23,400	4,190;1,1900;23,633;22,633	600	item17902050303001,10	item1000,500000
1136	50303001	1	40	0.000000	1.170000	4,144;23,480	4,217;1,2175;23,725;22,725	700	item17902050303001,20	item1000,1000000
1137	50303001	2	60	0.000000	1.330000	4,164;23,544	4,255;1,2555;23,851;22,851	800	item17902050303001,40	item1000,1500000
1138	50303001	3	80	0.000000	1.500000	4,188;23,624	4,307;1,3070;23,1023;22,1023	900	item17902050303001,70	item1000,2000000
1139	50303001	4	100	0.000000	1.670000	4,218;23,724	4,376;1,3762;23,1254;22,1254	1000	item17902050303001,110	item1000,2500000
1140	50303001	5	120	0.000000	1.830000	4,258;23,858	4,463;1,4633;23,1544;22,1544	1100	item17902050303001,160	item1000,3000000
