流水	装备ID	等级	属性
2894	444	10	4,399;24,994;26,840
2895	444	11	4,448;24,1113;26,938
2896	444	12	4,497;24,1232;26,1036
2897	444	13	4,546;24,1351;26,1134
2898	444	14	4,595;24,1470;26,1232
2899	444	15	4,644;24,1589;26,1330
2900	444	16	4,700;24,1736;26,1449
2901	444	17	4,756;24,1883;26,1568
2902	444	18	4,812;24,2030;26,1687
2903	444	19	4,868;24,2177;26,1806
2904	444	20	4,924;24,2324;26,1925
2905	444	21	4,994;24,2499;26,2072
2906	444	22	4,1064;24,2674;26,2219
2907	444	23	4,1134;24,2849;26,2366
2908	444	24	4,1204;24,3024;26,2513
2909	444	25	4,1274;24,3199;26,2660
2910	444	26	4,1393;24,3493;26,2905
2911	444	27	4,1512;24,3787;26,3150
2912	444	28	4,1631;24,4081;26,3395
2913	444	29	4,1750;24,4375;26,3640
2914	444	30	4,1869;24,4669;26,3885
2915	445	0	1,1841;22,133;23,84
2916	445	1	1,2205;22,154;23,98
2917	445	2	1,2569;22,175;23,112
2918	445	3	1,2933;22,196;23,126
2919	445	4	1,3297;22,217;23,140
2920	445	5	1,3661;22,238;23,154
2921	445	6	1,4214;22,273;23,175
2922	445	7	1,4767;22,308;23,196
2923	445	8	1,5320;22,343;23,217
2924	445	9	1,5873;22,378;23,238
2925	445	10	1,6426;22,413;23,259
2926	445	11	1,7161;22,462;23,294
2927	445	12	1,7896;22,511;23,329
2928	445	13	1,8631;22,560;23,364
2929	445	14	1,9366;22,609;23,399
2930	445	15	1,10101;22,658;23,434
2931	445	16	1,11018;22,721;23,476
2932	445	17	1,11935;22,784;23,518
2933	445	18	1,12852;22,847;23,560
2934	445	19	1,13769;22,910;23,602
2935	445	20	1,14686;22,973;23,644
2936	445	21	1,15792;22,1050;23,693
2937	445	22	1,16898;22,1127;23,742
2938	445	23	1,18004;22,1204;23,791
2939	445	24	1,19110;22,1281;23,840
2940	445	25	1,20216;22,1358;23,889
2941	445	26	1,22057;22,1491;23,973
2942	445	27	1,23898;22,1624;23,1057
2943	445	28	1,25739;22,1757;23,1141
2944	445	29	1,27580;22,1890;23,1225
2945	445	30	1,29421;22,2023;23,1309
2946	446	0	4,63;22,203;25,119
2947	446	1	4,70;22,238;25,140
2948	446	2	4,77;22,273;25,161
2949	446	3	4,84;22,308;25,182
2950	446	4	4,91;22,343;25,203
2951	446	5	4,98;22,378;25,224
2952	446	6	4,112;22,434;25,259
2953	446	7	4,126;22,490;25,294
2954	446	8	4,140;22,546;25,329
2955	446	9	4,154;22,602;25,364
2956	446	10	4,168;22,658;25,399
2957	446	11	4,189;22,735;25,441
2958	446	12	4,210;22,812;25,483
2959	446	13	4,231;22,889;25,525
2960	446	14	4,252;22,966;25,567
2961	446	15	4,273;22,1043;25,609
2962	446	16	4,301;22,1141;25,665
2963	446	17	4,329;22,1239;25,721
2964	446	18	4,357;22,1337;25,777
2965	446	19	4,385;22,1435;25,833
2966	446	20	4,413;22,1533;25,889
2967	446	21	4,448;22,1652;25,959
2968	446	22	4,483;22,1771;25,1029
2969	446	23	4,518;22,1890;25,1099
2970	446	24	4,553;22,2009;25,1169
2971	446	25	4,588;22,2128;25,1239
2972	446	26	4,651;22,2331;25,1358
2973	446	27	4,714;22,2534;25,1477
2974	446	28	4,777;22,2737;25,1596
2975	446	29	4,840;22,2940;25,1715
2976	446	30	4,903;22,3143;25,1834
2977	451	0	3,273;21,231;25,427
2978	451	1	3,322;21,273;25,511
2979	451	2	3,371;21,315;25,595
2980	451	3	3,420;21,357;25,679
2981	451	4	3,469;21,399;25,763
2982	451	5	3,518;21,441;25,847
2983	451	6	3,595;21,504;25,973
2984	451	7	3,672;21,567;25,1099
2985	451	8	3,749;21,630;25,1225
2986	451	9	3,826;21,693;25,1351
2987	451	10	3,903;21,756;25,1477
2988	451	11	3,1008;21,847;25,1645
2989	451	12	3,1113;21,938;25,1813
2990	451	13	3,1218;21,1029;25,1981
2991	451	14	3,1323;21,1120;25,2149
2992	451	15	3,1428;21,1211;25,2317
2993	451	16	3,1561;21,1323;25,2527
2994	451	17	3,1694;21,1435;25,2737
2995	451	18	3,1827;21,1547;25,2947
2996	451	19	3,1960;21,1659;25,3157
2997	451	20	3,2093;21,1771;25,3367
2998	451	21	3,2254;21,1904;25,3619
2999	451	22	3,2415;21,2037;25,3871
3000	451	23	3,2576;21,2170;25,4123
3001	451	24	3,2737;21,2303;25,4375
3002	451	25	3,2898;21,2436;25,4627
3003	451	26	3,3171;21,2667;25,5054
3004	451	27	3,3444;21,2898;25,5481
3005	451	28	3,3717;21,3129;25,5908
3006	451	29	3,3990;21,3360;25,6335
3007	451	30	3,4263;21,3591;25,6762
3008	452	0	1,1008;21,196;24,140
3009	452	1	1,1204;21,231;24,168
3010	452	2	1,1400;21,266;24,196
3011	452	3	1,1596;21,301;24,224
3012	452	4	1,1792;21,336;24,252
3013	452	5	1,1988;21,371;24,280
3014	452	6	1,2289;21,427;24,322
3015	452	7	1,2590;21,483;24,364
3016	452	8	1,2891;21,539;24,406
3017	452	9	1,3192;21,595;24,448
3018	452	10	1,3493;21,651;24,490
3019	452	11	1,3892;21,728;24,546
3020	452	12	1,4291;21,805;24,602
3021	452	13	1,4690;21,882;24,658
3022	452	14	1,5089;21,959;24,714
3023	452	15	1,5488;21,1036;24,770
3024	452	16	1,5992;21,1134;24,840
3025	452	17	1,6496;21,1232;24,910
3026	452	18	1,7000;21,1330;24,980
3027	452	19	1,7504;21,1428;24,1050
3028	452	20	1,8008;21,1526;24,1120
3029	452	21	1,8610;21,1645;24,1204
3030	452	22	1,9212;21,1764;24,1288
3031	452	23	1,9814;21,1883;24,1372
3032	452	24	1,10416;21,2002;24,1456
3033	452	25	1,11018;21,2121;24,1540
3034	452	26	1,12026;21,2317;24,1680
3035	452	27	1,13034;21,2513;24,1820
3036	452	28	1,14042;21,2709;24,1960
3037	452	29	1,15050;21,2905;24,2100
3038	452	30	1,16058;21,3101;24,2240
3039	453	0	4,84;23,301;26,105
3040	453	1	4,98;23,357;26,126
3041	453	2	4,112;23,413;26,147
3042	453	3	4,126;23,469;26,168
3043	453	4	4,140;23,525;26,189
3044	453	5	4,154;23,581;26,210
3045	453	6	4,175;23,665;26,238
3046	453	7	4,196;23,749;26,266
3047	453	8	4,217;23,833;26,294
3048	453	9	4,238;23,917;26,322
3049	453	10	4,259;23,1001;26,350
3050	453	11	4,287;23,1120;26,392
3051	453	12	4,315;23,1239;26,434
3052	453	13	4,343;23,1358;26,476
3053	453	14	4,371;23,1477;26,518
3054	453	15	4,399;23,1596;26,560
3055	453	16	4,441;23,1743;26,609
3056	453	17	4,483;23,1890;26,658
3057	453	18	4,525;23,2037;26,707
3058	453	19	4,567;23,2184;26,756
3059	453	20	4,609;23,2331;26,805
3060	453	21	4,658;23,2506;26,868
3061	453	22	4,707;23,2681;26,931
3062	453	23	4,756;23,2856;26,994
3063	453	24	4,805;23,3031;26,1057
3064	453	25	4,854;23,3206;26,1120
3065	453	26	4,938;23,3507;26,1225
3066	453	27	4,1022;23,3808;26,1330
3067	453	28	4,1106;23,4109;26,1435
3068	453	29	4,1190;23,4410;26,1540
3069	453	30	4,1274;23,4711;26,1645
3070	454	0	4,112;24,210;26,154
3071	454	1	4,133;24,252;26,182
3072	454	2	4,154;24,294;26,210
3073	454	3	4,175;24,336;26,238
3074	454	4	4,196;24,378;26,266
3075	454	5	4,217;24,420;26,294
3076	454	6	4,252;24,483;26,336
3077	454	7	4,287;24,546;26,378
3078	454	8	4,322;24,609;26,420
3079	454	9	4,357;24,672;26,462
3080	454	10	4,392;24,735;26,504
3081	454	11	4,434;24,819;26,567
3082	454	12	4,476;24,903;26,630
3083	454	13	4,518;24,987;26,693
3084	454	14	4,560;24,1071;26,756
3085	454	15	4,602;24,1155;26,819
3086	454	16	4,658;24,1260;26,896
3087	454	17	4,714;24,1365;26,973
3088	454	18	4,770;24,1470;26,1050
3089	454	19	4,826;24,1575;26,1127
3090	454	20	4,882;24,1680;26,1204
3091	454	21	4,952;24,1806;26,1295
3092	454	22	4,1022;24,1932;26,1386
3093	454	23	4,1092;24,2058;26,1477
3094	454	24	4,1162;24,2184;26,1568
3095	454	25	4,1232;24,2310;26,1659
3096	454	26	4,1344;24,2520;26,1813
3097	454	27	4,1456;24,2730;26,1967
3098	454	28	4,1568;24,2940;26,2121
3099	454	29	4,1680;24,3150;26,2275
3100	454	30	4,1792;24,3360;26,2429
3101	455	0	1,1764;22,133;23,175
3102	455	1	1,2114;22,154;23,210
3103	455	2	1,2464;22,175;23,245
3104	455	3	1,2814;22,196;23,280
3105	455	4	1,3164;22,217;23,315
3106	455	5	1,3514;22,238;23,350
3107	455	6	1,4039;22,273;23,399
3108	455	7	1,4564;22,308;23,448
3109	455	8	1,5089;22,343;23,497
3110	455	9	1,5614;22,378;23,546
3111	455	10	1,6139;22,413;23,595
3112	455	11	1,6839;22,462;23,665
3113	455	12	1,7539;22,511;23,735
3114	455	13	1,8239;22,560;23,805
3115	455	14	1,8939;22,609;23,875
3116	455	15	1,9639;22,658;23,945
3117	455	16	1,10521;22,721;23,1029
3118	455	17	1,11403;22,784;23,1113
3119	455	18	1,12285;22,847;23,1197
3120	455	19	1,13167;22,910;23,1281
3121	455	20	1,14049;22,973;23,1365
3122	455	21	1,15106;22,1050;23,1470
3123	455	22	1,16163;22,1127;23,1575
3124	455	23	1,17220;22,1204;23,1680
3125	455	24	1,18277;22,1281;23,1785
3126	455	25	1,19334;22,1358;23,1890
3127	455	26	1,21098;22,1491;23,2065
3128	455	27	1,22862;22,1624;23,2240
3129	455	28	1,24626;22,1757;23,2415
3130	455	29	1,26390;22,1890;23,2590
3131	455	30	1,28154;22,2023;23,2765
3132	456	0	4,63;22,203;25,140
3133	456	1	4,70;22,238;25,168
3134	456	2	4,77;22,273;25,196
3135	456	3	4,84;22,308;25,224
3136	456	4	4,91;22,343;25,252
3137	456	5	4,98;22,378;25,280
3138	456	6	4,112;22,434;25,322
3139	456	7	4,126;22,490;25,364
3140	456	8	4,140;22,546;25,406
3141	456	9	4,154;22,602;25,448
3142	456	10	4,168;22,658;25,490
3143	456	11	4,189;22,735;25,546
3144	456	12	4,210;22,812;25,602
3145	456	13	4,231;22,889;25,658
3146	456	14	4,252;22,966;25,714
3147	456	15	4,273;22,1043;25,770
3148	456	16	4,301;22,1141;25,840
3149	456	17	4,329;22,1239;25,910
3150	456	18	4,357;22,1337;25,980
3151	456	19	4,385;22,1435;25,1050
3152	456	20	4,413;22,1533;25,1120
3153	456	21	4,448;22,1652;25,1204
3154	456	22	4,483;22,1771;25,1288
3155	456	23	4,518;22,1890;25,1372
3156	456	24	4,553;22,2009;25,1456
3157	456	25	4,588;22,2128;25,1540
3158	456	26	4,651;22,2331;25,1680
3159	456	27	4,714;22,2534;25,1820
3160	456	28	4,777;22,2737;25,1960
3161	456	29	4,840;22,2940;25,2100
3162	456	30	4,903;22,3143;25,2240
3163	461	0	3,203;21,203;25,245
3164	461	1	3,238;21,238;25,294
3165	461	2	3,273;21,273;25,343
3166	461	3	3,308;21,308;25,392
3167	461	4	3,343;21,343;25,441
3168	461	5	3,378;21,378;25,490
3169	461	6	3,434;21,434;25,560
3170	461	7	3,490;21,490;25,630
3171	461	8	3,546;21,546;25,700
3172	461	9	3,602;21,602;25,770
3173	461	10	3,658;21,658;25,840
3174	461	11	3,735;21,735;25,938
3175	461	12	3,812;21,812;25,1036
3176	461	13	3,889;21,889;25,1134
3177	461	14	3,966;21,966;25,1232
3178	461	15	3,1043;21,1043;25,1330
3179	461	16	3,1141;21,1141;25,1449
3180	461	17	3,1239;21,1239;25,1568
3181	461	18	3,1337;21,1337;25,1687
3182	461	19	3,1435;21,1435;25,1806
3183	461	20	3,1533;21,1533;25,1925
3184	461	21	3,1652;21,1652;25,2072
3185	461	22	3,1771;21,1771;25,2219
3186	461	23	3,1890;21,1890;25,2366
3187	461	24	3,2009;21,2009;25,2513
3188	461	25	3,2128;21,2128;25,2660
3189	461	26	3,2331;21,2331;25,2905
3190	461	27	3,2534;21,2534;25,3150
3191	461	28	3,2737;21,2737;25,3395
3192	461	29	3,2940;21,2940;25,3640
3193	461	30	3,3143;21,3143;25,3885
3194	462	0	1,1113;21,175;24,217
3195	462	1	1,1330;21,210;24,259
3196	462	2	1,1547;21,245;24,301
3197	462	3	1,1764;21,280;24,343
3198	462	4	1,1981;21,315;24,385
3199	462	5	1,2198;21,350;24,427
3200	462	6	1,2527;21,399;24,490
3201	462	7	1,2856;21,448;24,553
3202	462	8	1,3185;21,497;24,616
3203	462	9	1,3514;21,546;24,679
3204	462	10	1,3843;21,595;24,742
3205	462	11	1,4284;21,665;24,826
3206	462	12	1,4725;21,735;24,910
3207	462	13	1,5166;21,805;24,994
3208	462	14	1,5607;21,875;24,1078
3209	462	15	1,6048;21,945;24,1162
3210	462	16	1,6601;21,1029;24,1267
3211	462	17	1,7154;21,1113;24,1372
3212	462	18	1,7707;21,1197;24,1477
3213	462	19	1,8260;21,1281;24,1582
3214	462	20	1,8813;21,1365;24,1687
3215	462	21	1,9478;21,1470;24,1820
3216	462	22	1,10143;21,1575;24,1953
3217	462	23	1,10808;21,1680;24,2086
3218	462	24	1,11473;21,1785;24,2219
3219	462	25	1,12138;21,1890;24,2352
3220	462	26	1,13251;21,2065;24,2569
3221	462	27	1,14364;21,2240;24,2786
3222	462	28	1,15477;21,2415;24,3003
3223	462	29	1,16590;21,2590;24,3220
3224	462	30	1,17703;21,2765;24,3437
3225	463	0	4,91;23,238;26,147
3226	463	1	4,105;23,280;26,175
3227	463	2	4,119;23,322;26,203
3228	463	3	4,133;23,364;26,231
3229	463	4	4,147;23,406;26,259
3230	463	5	4,161;23,448;26,287
3231	463	6	4,189;23,518;26,329
3232	463	7	4,217;23,588;26,371
3233	463	8	4,245;23,658;26,413
3234	463	9	4,273;23,728;26,455
3235	463	10	4,301;23,798;26,497
3236	463	11	4,336;23,889;26,553
3237	463	12	4,371;23,980;26,609
3238	463	13	4,406;23,1071;26,665
3239	463	14	4,441;23,1162;26,721
3240	463	15	4,476;23,1253;26,777
3241	463	16	4,518;23,1372;26,847
3242	463	17	4,560;23,1491;26,917
3243	463	18	4,602;23,1610;26,987
3244	463	19	4,644;23,1729;26,1057
3245	463	20	4,686;23,1848;26,1127
3246	463	21	4,742;23,1988;26,1211
3247	463	22	4,798;23,2128;26,1295
3248	463	23	4,854;23,2268;26,1379
3249	463	24	4,910;23,2408;26,1463
3250	463	25	4,966;23,2548;26,1547
3251	463	26	4,1057;23,2786;26,1694
3252	463	27	4,1148;23,3024;26,1841
3253	463	28	4,1239;23,3262;26,1988
3254	463	29	4,1330;23,3500;26,2135
3255	463	30	4,1421;23,3738;26,2282
3256	464	0	4,126;24,322;26,217
3257	464	1	4,147;24,385;26,259
3258	464	2	4,168;24,448;26,301
3259	464	3	4,189;24,511;26,343
3260	464	4	4,210;24,574;26,385
3261	464	5	4,231;24,637;26,427
3262	464	6	4,266;24,735;26,490
3263	464	7	4,301;24,833;26,553
3264	464	8	4,336;24,931;26,616
3265	464	9	4,371;24,1029;26,679
3266	464	10	4,406;24,1127;26,742
3267	464	11	4,455;24,1253;26,826
3268	464	12	4,504;24,1379;26,910
3269	464	13	4,553;24,1505;26,994
3270	464	14	4,602;24,1631;26,1078
3271	464	15	4,651;24,1757;26,1162
3272	464	16	4,714;24,1918;26,1267
3273	464	17	4,777;24,2079;26,1372
3274	464	18	4,840;24,2240;26,1477
3275	464	19	4,903;24,2401;26,1582
3276	464	20	4,966;24,2562;26,1687
3277	464	21	4,1043;24,2758;26,1813
3278	464	22	4,1120;24,2954;26,1939
3279	464	23	4,1197;24,3150;26,2065
3280	464	24	4,1274;24,3346;26,2191
3281	464	25	4,1351;24,3542;26,2317
3282	464	26	4,1477;24,3864;26,2534
3283	464	27	4,1603;24,4186;26,2751
3284	464	28	4,1729;24,4508;26,2968
3285	464	29	4,1855;24,4830;26,3185
3286	464	30	4,1981;24,5152;26,3402
3287	465	0	1,1953;22,168;23,140
3288	465	1	1,2338;22,196;23,168
3289	465	2	1,2723;22,224;23,196
3290	465	3	1,3108;22,252;23,224
3291	465	4	1,3493;22,280;23,252
3292	465	5	1,3878;22,308;23,280
3293	465	6	1,4459;22,357;23,322
3294	465	7	1,5040;22,406;23,364
3295	465	8	1,5621;22,455;23,406
3296	465	9	1,6202;22,504;23,448
3297	465	10	1,6783;22,553;23,490
3298	465	11	1,7560;22,616;23,546
3299	465	12	1,8337;22,679;23,602
3300	465	13	1,9114;22,742;23,658
3301	465	14	1,9891;22,805;23,714
3302	465	15	1,10668;22,868;23,770
3303	465	16	1,11641;22,952;23,840
3304	465	17	1,12614;22,1036;23,910
3305	465	18	1,13587;22,1120;23,980
3306	465	19	1,14560;22,1204;23,1050
3307	465	20	1,15533;22,1288;23,1120
3308	465	21	1,16702;22,1386;23,1204
3309	465	22	1,17871;22,1484;23,1288
3310	465	23	1,19040;22,1582;23,1372
3311	465	24	1,20209;22,1680;23,1456
3312	465	25	1,21378;22,1778;23,1540
3313	465	26	1,23331;22,1946;23,1680
3314	465	27	1,25284;22,2114;23,1820
3315	465	28	1,27237;22,2282;23,1960
3316	465	29	1,29190;22,2450;23,2100
3317	465	30	1,31143;22,2618;23,2240
3318	466	0	4,70;22,259;25,77
3319	466	1	4,84;22,308;25,91
3320	466	2	4,98;22,357;25,105
3321	466	3	4,112;22,406;25,119
3322	466	4	4,126;22,455;25,133
3323	466	5	4,140;22,504;25,147
3324	466	6	4,161;22,581;25,168
3325	466	7	4,182;22,658;25,189
3326	466	8	4,203;22,735;25,210
3327	466	9	4,224;22,812;25,231
3328	466	10	4,245;22,889;25,252
3329	466	11	4,273;22,994;25,280
3330	466	12	4,301;22,1099;25,308
3331	466	13	4,329;22,1204;25,336
3332	466	14	4,357;22,1309;25,364
3333	466	15	4,385;22,1414;25,392
3334	466	16	4,420;22,1540;25,427
3335	466	17	4,455;22,1666;25,462
3336	466	18	4,490;22,1792;25,497
3337	466	19	4,525;22,1918;25,532
3338	466	20	4,560;22,2044;25,567
3339	466	21	4,602;22,2198;25,616
3340	466	22	4,644;22,2352;25,665
3341	466	23	4,686;22,2506;25,714
3342	466	24	4,728;22,2660;25,763
3343	466	25	4,770;22,2814;25,812
3344	466	26	4,840;22,3073;25,889
3345	466	27	4,910;22,3332;25,966
3346	466	28	4,980;22,3591;25,1043
3347	466	29	4,1050;22,3850;25,1120
3348	466	30	4,1120;22,4109;25,1197
