配方ID	显示用装备ID	职业	部位	等级	绿色最小装等	绿色最大装等	蓝色最小装等	蓝色最大装等	紫色最小装等	紫色最大装等	金色最小装等	金色最大装等	货币类型	货币数量	基础经验	基础熟练	蓝色魔法属性等级掉落库	紫色魔法属性等级掉落库	金色魔法属性等级掉落库	1条魔法属性概率	2条魔法属性概率	3条魔法属性概率	4条魔法属性概率	5条魔法属性概率	消耗的道具数量	展示用魔法属性	使用的炼魔金属	需求材料1	材料1数量	需求材料2	材料2数量	需求材料3	材料3数量	需求材料4	材料4数量	需求材料5	材料5数量	熟练度等级1要求	熟练度影响1类型	熟练度影响1结果	熟练度等级2要求	熟练度影响2类型	熟练度影响2结果	熟练度等级3要求	熟练度影响3类型	熟练度影响3结果	熟练度等级4要求	熟练度影响4类型	熟练度影响4结果	熟练度等级5要求	熟练度影响5类型	熟练度影响5结果	熟练度等级6要求	熟练度影响6类型	熟练度影响6结果
306100200002	equip306100211002	2	6	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	306110200002	30	2	2000	0	0		0	0	
301100200003	equip301100211003	3	1	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	301110200003	30	2	2000	0	0		0	0	
302100200003	equip302100211003	3	2	100	324	324	648	648	729	810	842	936	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	302110200003	30	2	2000	0	0		0	0	
303100200003	equip303100211003	3	3	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	303110200003	30	2	2000	0	0		0	0	
304100200003	equip304100211003	3	4	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	304110200003	30	2	2000	0	0		0	0	
305100200003	equip305100211003	3	5	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	305110200003	30	2	2000	0	0		0	0	
306100200003	equip306100211003	3	6	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	306110200003	30	2	2000	0	0		0	0	
301100200004	equip301100211004	4	1	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	301110200004	30	2	2000	0	0		0	0	
302100200004	equip302100211004	4	2	100	324	324	648	648	729	810	842	936	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	302110200004	30	2	2000	0	0		0	0	
303100200004	equip303100211004	4	3	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	303110200004	30	2	2000	0	0		0	0	
304100200004	equip304100211004	4	4	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	304110200004	30	2	2000	0	0		0	0	
305100200004	equip305100211004	4	5	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	305110200004	30	2	2000	0	0		0	0	
306100200004	equip306100211004	4	6	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	306110200004	30	2	2000	0	0		0	0	
301100200005	equip301100211005	5	1	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	301110200005	30	2	2000	0	0		0	0	
302100200005	equip302100211005	5	2	100	324	324	648	648	729	810	842	936	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	302110200005	30	2	2000	0	0		0	0	
303100200005	equip303100211005	5	3	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	303110200005	30	2	2000	0	0		0	0	
304100200005	equip304100211005	5	4	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	304110200005	30	2	2000	0	0		0	0	
305100200005	equip305100211005	5	5	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	305110200005	30	2	2000	0	0		0	0	
306100200005	equip306100211005	5	6	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	306110200005	30	2	2000	0	0		0	0	
301100200006	equip301100211006	6	1	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	301110200006	30	2	2000	0	0		0	0	
302100200006	equip302100211006	6	2	100	324	324	648	648	729	810	842	936	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	302110200006	30	2	2000	0	0		0	0	
303100200006	equip303100211006	6	3	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	303110200006	30	2	2000	0	0		0	0	
304100200006	equip304100211006	6	4	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	304110200006	30	2	2000	0	0		0	0	
305100200006	equip305100211006	6	5	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	305110200006	30	2	2000	0	0		0	0	
306100200006	equip306100211006	6	6	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	306110200006	30	2	2000	0	0		0	0	
307100200999	equip307100211999	0	7	100	417	417	835	835	939	1044	939	1044	1	150000	15	1	1002001	1003001	1004001	10000	4000	1000	682	46	item103010131003,5	100055;100056;100072;100022;100024;100026;100001;100016;100018;100020	100055,100056,100072,100076,100082,100022,100024,100026,100001,100016,100018,100020	item103010111108	3	item108100102208	8		0		0		0	5	11	1	10	12	2	15	1	307110200999	30	2	2000	0	0		0	0	
308100200999	equip308100211999	0	8	100	417	417	835	835	939	1044	939	1044	1	150000	15	1	1002001	1003001	1004001	10000	4000	1000	682	46	item103010131003,5	100057;100058;100004;100024;100027;100001;100016;100018;100020	100057,100058,100004,100024,100027,100001,100016,100018,100020,100087	item103010111108	3	item108100102208	8		0		0		0	5	11	1	10	12	2	15	1	308110200999	30	2	2000	0	0		0	0	
309100200999	equip309100211999	0	9	100	417	417	835	835	939	1044	939	1044	1	150000	15	1	1002001	1003001	1004001	10000	4000	1000	682	46	item103010131003,5	100059;100060;100071;100005;100022;100025;100001;100016;100018;100020	100059,100060,100071,100077,100084,100005,100022,100025,100001,100016,100018,100020,100092	item103010111108	3	item108100102208	8		0		0		0	5	11	1	10	12	2	15	1	309110200999	30	2	2000	0	0		0	0	
310100200999	equip310100211999	0	10	100	417	417	835	835	939	1044	939	1044	1	150000	15	1	1002001	1003001	1004001	10000	4000	1000	682	46	item103010131003,5	100061;100062;100063;100064;100005;100026;100001;100016;100018;100020	100061,100062,100063,100064,100005,100026,100001,100016,100018,100020,100089	item103010111108	3	item108100102208	8		0		0		0	5	11	1	10	12	2	15	1	310110200999	30	2	2000	0	0		0	0	
301110200001	equip301110211001	1	1	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
302110200001	equip302110211001	1	2	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
303110200001	equip303110211001	1	3	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
304110200001	equip304110211001	1	4	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
305110200001	equip305110211001	1	5	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
306110200001	equip306110211001	1	6	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
301110200002	equip301110211002	2	1	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
302110200002	equip302110211002	2	2	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
303110200002	equip303110211002	2	3	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
304110200002	equip304110211002	2	4	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
305110200002	equip305110211002	2	5	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
306110200002	equip306110211002	2	6	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
301110200003	equip301110211003	3	1	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
302110200003	equip302110211003	3	2	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
303110200003	equip303110211003	3	3	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
304110200003	equip304110211003	3	4	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
305110200003	equip305110211003	3	5	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
306110200003	equip306110211003	3	6	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
301110200004	equip301110211004	4	1	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
302110200004	equip302110211004	4	2	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
303110200004	equip303110211004	4	3	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
304110200004	equip304110211004	4	4	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
305110200004	equip305110211004	4	5	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
306110200004	equip306110211004	4	6	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
301110200005	equip301110211005	5	1	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
302110200005	equip302110211005	5	2	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
303110200005	equip303110211005	5	3	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
304110200005	equip304110211005	5	4	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
305110200005	equip305110211005	5	5	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
306110200005	equip306110211005	5	6	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
301110200006	equip301110211006	6	1	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
302110200006	equip302110211006	6	2	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
303110200006	equip303110211006	6	3	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111109	3	item108100102109	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
304110200006	equip304110211006	6	4	110	453	453	907	907	1020	1134	1020	1134	1	250000	15	1	1002001	1003001	1004001	10000	4000	1000	864	58	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111109	3	item108100101209	8		0		0		0	5	11	1	10	12	2	30	2	2000	0	0		0	0		0	0	
