宝图id	道具类型	掉落预览	奖励展示类型	奖励展示模型id	模型展示缩放	模型展示位置偏移	模型初始展示角度	展示语言包
item101020501298	2		3	pet_196	0.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020501300	2		3	pet_198	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020501302	2		3	pet_301	0.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020501304	2		3	pet_303	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020501306	2		3	pet_305	0.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020501308	2		3	pet_307	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020501310	2		3	pet_309	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020501312	2		3	pet_311	0.600000	0,0	150	UI_TreasureMap_TipsTittle
item101020501314	2		3	pet_313	1.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020501316	2		3	pet_315	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020501318	2		3	pet_317	1.200000	0,0	180	UI_TreasureMap_TipsTittle
item101020501320	2		3	pet_319	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020501322	2		3	pet_321	2.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020501324	2		3	pet_323	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020501326	2		3	pet_325	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020501328	2		3	pet_327	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020501331	2		3	pet_331	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020501402	2		3	baby_101	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020501404	2		3	baby_105	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020501406	2		3	baby_111	1.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020501408	2		3	baby_115	1.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020501410	2		3	baby_121	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020501412	2		3	baby_125	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020501414	2		3	baby_131	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020501416	2		3	baby_134	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020501418	2		3	baby_135	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020501420	2		3	baby_136	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503001	2		3	pet_101	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503002	2		3	pet_111	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020503003	2		3	pet_121	1.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020503004	2		3	pet_131	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503005	2		3	pet_141	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503006	2		3	baby_101	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020503007	2		3	baby_111	1.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020503008	2		3	baby_121	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503009	2		3	baby_131	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503011	2		3	ride_105	0.650000	0,0	150	UI_TreasureMap_TipsTittle
item101020503012	2		3	ride_107	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503013	2		3	ride_109	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503021	2		3	pet_154	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020503022	2		3	pet_156	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503023	2		3	pet_158	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503024	2		3	pet_160	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503025	2		3	pet_162	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503026	2		3	pet_164	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503027	2		3	pet_166	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020503028	2		3	pet_168	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503029	2		3	pet_170	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503030	2		3	pet_172	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503031	2		3	pet_174	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503032	2		3	pet_176	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503033	2		3	pet_179	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020503034	2		3	pet_180	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503035	2		3	pet_182	0.600000	0,0	150	UI_TreasureMap_TipsTittle
item101020503036	2		3	pet_184	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503037	2		3	pet_186	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503038	2		3	pet_188	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503039	2		3	pet_190	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503040	2		3	pet_192	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503041	2		3	pet_194	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503042	2		3	pet_196	0.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020503043	2		3	pet_198	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503044	2		3	pet_301	0.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020503045	2		3	pet_303	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503046	2		3	pet_305	0.500000	0,-0.5	150	UI_TreasureMap_TipsTittle
item101020503047	2		3	pet_307	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503048	2		3	pet_309	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503049	2		3	pet_311	0.600000	0,-0.7	150	UI_TreasureMap_TipsTittle
item101020503050	2		3	pet_313	1.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020503051	2		3	pet_315	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020503052	2		3	pet_317	1.200000	0,0	180	UI_TreasureMap_TipsTittle
item101020503053	2		3	pet_319	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503054	2		3	pet_321	2.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503055	2		3	pet_323	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020503056	2		3	pet_325	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503057	2		3	pet_327	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020503058	2		3	baby_135	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503059	2		3	pet_199	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503060	2		3	pet_329	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020503061	2		3	pet_200	1.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020503062	2		3	pet_201	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503063	2		3	pet_331	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503064	2		3	ride_131	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503065	2		3	ride_132	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503066	2		3	ride_133	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503067	2		3	ride_134	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503068	2		3	ride_129	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503069	2		3	pet_333	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503070	2		3	ride_135	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503071	2		3	ride_136	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503072	2		3	ride_137	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503073	2		3	ride_138	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503074	2		3	ride_139	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503075	2		3	ride_140	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503076	2		3	ride_141	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503077	2		3	ride_142	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503078	2		3	ride_143	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503079	2		3	pet_203	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503080	2		3	ride_144	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503081	2		3	pet_335	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503082	2		3	ride_145	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503083	2		3	pet_205	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503084	2		3	ride_146	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503085	2		3	ride_147	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503086	2		3	pet_337	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503087	2		3	ride_148	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503088	2		3	ride_149	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503089	2		3	ride_150	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503090	2		3	ride_151	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503091	2		3	ride_152	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503092	2		3	ride_153	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503093	2		3	pet_338	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503094	2		3	ride_154	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503095	2		3	ride_155	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503096	2		3	ride_156	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503097	2		3	pet_339	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020503098	2		3	ride_157	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503099	2		3	pet_340	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503100	2		3	pet_341	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503101	2		3	pet_104	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503102	2		3	pet_115	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020503103	2		3	pet_124	1.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020503104	2		3	pet_134	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020503105	2		3	pet_144	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503106	2		3	pet_155	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020503107	2		3	pet_157	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503108	2		3	pet_159	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503109	2		3	pet_161	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503110	2		3	pet_163	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503111	2		3	pet_165	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503112	2		3	pet_167	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020503113	2		3	pet_169	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503114	2		3	pet_171	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503115	2		3	pet_173	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503116	2		3	pet_175	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503117	2		3	pet_177	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503118	2		3	pet_181	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503119	2		3	pet_183	0.600000	0,0	150	UI_TreasureMap_TipsTittle
item101020503120	2		3	pet_185	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020503121	2		3	pet_187	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020503122	2		3	baby_105	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020503123	2		3	baby_115	1.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020503124	2		3	baby_125	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020503125	2		3	baby_134	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item101020503126	2		3	pet_202	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020503127	2		3	pet_204	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020505348	2		3	pet_344	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505349	2		3	pet_345	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505350	2		3	pet_346	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505351	2		3	pet_347	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505352	2		3	pet_348	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505353	2		3	pet_349	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505354	2		3	pet_350	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505355	2		3	pet_351	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505356	2		3	pet_352	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505357	2		3	pet_353	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020507101	2		3	ride_101	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507102	2		3	ride_104	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507103	2		3	ride_105	0.650000	0,0	150	UI_TreasureMap_TipsTittle
item101020507104	2		3	ride_107	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507105	2		3	ride_109	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020507106	2		3	ride_111	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507109	2		3	ride_115	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507111	2		3	ride_117	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020507112	2		3	ride_119	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507113	2		3	ride_121	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507114	2		3	ride_123	0.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020507115	2		3	ride_124	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507116	2		3	ride_125	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507117	2		3	ride_126	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507118	2		3	ride_127	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507119	2		3	ride_128	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507120	2		3	ride_130	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507122	2		3	ride_161	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507123	2		3	ride_208	0.500000	0,0.05	140	UI_TreasureMap_TipsTittle
item101020507201	2		3	ride_101	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507202	2		3	ride_104	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507203	2		3	ride_105	0.650000	0,0	150	UI_TreasureMap_TipsTittle
item101020507204	2		3	ride_107	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507205	2		3	ride_109	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020507206	2		3	ride_111	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507209	2		3	ride_115	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507211	2		3	ride_117	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020507212	2		3	ride_119	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507213	2		3	ride_121	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507214	2		3	ride_123	0.400000	0,0	150	UI_TreasureMap_TipsTittle
item101020507215	2		3	ride_124	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507216	2		3	ride_125	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507217	2		3	ride_126	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507218	2		3	ride_127	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507219	2		3	ride_128	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507301	2		3	ride_101	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507302	2		3	ride_104	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507303	2		3	ride_105	0.650000	0,0	150	UI_TreasureMap_TipsTittle
item101020507304	2		3	ride_107	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507305	2		3	ride_109	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020507306	2		3	ride_111	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507309	2		3	ride_115	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item101020507311	2		3	ride_117	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020507312	2		3	ride_119	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020507313	2		3	ride_121	1.000000	0,0	150	UI_TreasureMap_TipsTittle
