流水ID	NPC	等级	经验	阶段文本	相识历程文本	比较喜欢礼物	喜欢礼物	邮件回礼奖励	谢礼文本	每日好感交互类型	交互增加好感度	每日好感度上限	羁绊类型	羁绊效果	羁绊名称	羁绊说明
454	npc_109020	2	2000	Relationship_Name_2	Relationship_Des_2	item102010411001;item103010411001	item106210100016	item107999900001,17	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	3000	0		BondNameDes_Hello	BondDes_Hello
455	npc_109020	3	4000	Relationship_Name_3	Relationship_Des_3	item102010411001;item103010411001	item106210100016	item1000,2000000	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	3000	2	0,25,50	BondNameDes2_npc_109020	BondDes2_npc_109020
456	npc_109020	4	10000	Relationship_Name_4	Relationship_Des_4	item102010411001;item103010411001	item106210100016	item101040101015,35	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	6000	0		BondNameDes_Gift1	BondDes_Gift1
457	npc_109020	5	20000	Relationship_Name_5	Relationship_Des_5	item102010411001;item103010411001	item106210100016	item101040101015,90	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	6000	2	0,25,75	BondNameDes3_npc_109020	BondDes3_npc_109020
458	npc_109020	6	40000	Relationship_Name_6	Relationship_Des_6	item102010411001;item103010411001	item106210100016	item8103010121004,80	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	12000	0		BondNameDes_Gift2	BondDes_Gift2
459	npc_109020	7	80000	Relationship_Name_7	Relationship_Des_7	item102010411001;item103010411001	item106210100016	item101040101015,200	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	12000	2	0,25,100	BondNameDes4_npc_109020	BondDes4_npc_109020
460	npc_109020	8	140000	Relationship_Name_8	Relationship_Des_8	item102010411001;item103010411001	item106210100016	item8103010121005,33	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	12000	0		BondNameDes_None	BondDes_None
461	npc_109020	9	220000	Relationship_Name_9	Relationship_Des_9	item102010411001;item103010411001	item106210100016	item8103010121005,40	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	12000	2	0,25,125	BondNameDes5_npc_109020	BondDes5_npc_109020
462	npc_109020	10	320000	Relationship_Name_10	Relationship_Des_10	item102010411001;item103010411001	item106210100016	item8103010121005,63	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	12000	2	0,34,100	BondNameDes6_npc_109020	BondDes6_npc_109020
463	npc_110041	0	0				item106210100008					4000	0			
464	npc_110041	1	500	Relationship_Name_1	Relationship_Des_1	item170000104010;item170000104020;item170000104030	item106210100008	item8103010121003,10	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	0	4000	2	0,21,50	BondNameDes1_npc_110041	BondDes1_npc_110041
465	npc_110041	2	4000	Relationship_Name_2	Relationship_Des_2	item170000104010;item170000104020;item170000104030	item106210100008	item101040101015,20	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	4000	0		BondNameDes_Hello	BondDes_Hello
466	npc_110041	3	8000	Relationship_Name_3	Relationship_Des_3	item170000104010;item170000104020;item170000104030	item106210100008	item107200042001,15	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	4000	2	0,21,75	BondNameDes2_npc_110041	BondDes2_npc_110041
467	npc_110041	4	20000	Relationship_Name_4	Relationship_Des_4	item170000104010;item170000104020;item170000104030	item106210100008	item1000,8000000	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	8000	0		BondNameDes_Gift1	BondDes_Gift1
468	npc_110041	5	40000	Relationship_Name_5	Relationship_Des_5	item170000104010;item170000104020;item170000104030	item106210100008	item107200043001,28	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	8000	2	0,21,100	BondNameDes3_npc_110041	BondDes3_npc_110041
469	npc_110041	6	80000	Relationship_Name_6	Relationship_Des_6	item170000104010;item170000104020;item170000104030	item106210100008	item8103010111018,24	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	0		BondNameDes_Gift2	BondDes_Gift2
470	npc_110041	7	160000	Relationship_Name_7	Relationship_Des_7	item170000104010;item170000104020;item170000104030	item106210100008	item107200051001,19	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	2	0,21,125	BondNameDes4_npc_110041	BondDes4_npc_110041
471	npc_110041	8	280000	Relationship_Name_8	Relationship_Des_8	item170000104010;item170000104020;item170000104030	item106210100008	item107200052001,13	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	0		BondNameDes_None	BondDes_None
472	npc_110041	9	440000	Relationship_Name_9	Relationship_Des_9	item170000104010;item170000104020;item170000104030	item106210100008	item8103010111019,7	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	2	0,21,150	BondNameDes5_npc_110041	BondDes5_npc_110041
473	npc_110041	10	640000	Relationship_Name_10	Relationship_Des_10	item170000104010;item170000104020;item170000104030	item106210100008	item107200053001,12	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	2	0,30,200	BondNameDes6_npc_110041	BondDes6_npc_110041
474	npc_110034	0	0				item106210100015					4000	0			
475	npc_110034	1	500	Relationship_Name_1	Relationship_Des_1	item103010121003;item103010121004;item103010121005	item106210100015	item8170000120010,10	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	0	4000	2	0,51,100	BondNameDes1_npc_110034	BondDes1_npc_110034
476	npc_110034	2	4000	Relationship_Name_2	Relationship_Des_2	item103010121003;item103010121004;item103010121005	item106210100015	item1000,2000000	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	4000	0		BondNameDes_Hello	BondDes_Hello
477	npc_110034	3	8000	Relationship_Name_3	Relationship_Des_3	item103010121003;item103010121004;item103010121005	item106210100015	item8103010121004,15	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	4000	2	0,51,100	BondNameDes2_npc_110034	BondDes2_npc_110034
478	npc_110034	4	20000	Relationship_Name_4	Relationship_Des_4	item103010121003;item103010121004;item103010121005	item106210100015	item1000,8000000	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	8000	0		BondNameDes_Gift1	BondDes_Gift1
479	npc_110034	5	40000	Relationship_Name_5	Relationship_Des_5	item103010121003;item103010121004;item103010121005	item106210100015	item1000,14000000	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	8000	2	0,51,100	BondNameDes3_npc_110034	BondDes3_npc_110034
480	npc_110034	6	80000	Relationship_Name_6	Relationship_Des_6	item103010121003;item103010121004;item103010121005	item106210100015	item107300000002,59	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	0		BondNameDes_Gift2	BondDes_Gift2
481	npc_110034	7	160000	Relationship_Name_7	Relationship_Des_7	item103010121003;item103010121004;item103010121005	item106210100015	item101040101015,420	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	2	0,51,300	BondNameDes4_npc_110034	BondDes4_npc_110034
482	npc_110034	8	280000	Relationship_Name_8	Relationship_Des_8	item103010121003;item103010121004;item103010121005	item106210100015	item8103010111018,46	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	0		BondNameDes_None	BondDes_None
483	npc_110034	9	440000	Relationship_Name_9	Relationship_Des_9	item103010121003;item103010121004;item103010121005	item106210100015	item101040101015,640	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	2	0,51,400	BondNameDes5_npc_110034	BondDes5_npc_110034
484	npc_110034	10	640000	Relationship_Name_10	Relationship_Des_10	item103010121003;item103010121004;item103010121005	item106210100015	item107200053001,12	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	2	0,51,500	BondNameDes6_npc_110034	BondDes6_npc_110034
485	npc_110029	0	0				item106210100017					4000	0			
486	npc_110029	1	500	Relationship_Name_1	Relationship_Des_1	item103010111102;item103010111103	item106210100017	item8103010121003,10	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	0	4000	2	0,52,100	BondNameDes1_npc_110029	BondDes1_npc_110029
487	npc_110029	2	4000	Relationship_Name_2	Relationship_Des_2	item103010111102;item103010111103	item106210100017	item8103010121003,40	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	4000	0		BondNameDes_Hello	BondDes_Hello
488	npc_110029	3	8000	Relationship_Name_3	Relationship_Des_3	item103010111102;item103010111103	item106210100017	item107300000001,15	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	4000	2	0,52,100	BondNameDes2_npc_110029	BondDes2_npc_110029
489	npc_110029	4	20000	Relationship_Name_4	Relationship_Des_4	item103010111102;item103010111103	item106210100017	item107200043001,16	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	8000	0		BondNameDes_Gift1	BondDes_Gift1
490	npc_110029	5	40000	Relationship_Name_5	Relationship_Des_5	item103010111102;item103010111103	item106210100017	item1000,14000000	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	8000	2	0,52,100	BondNameDes3_npc_110029	BondDes3_npc_110029
491	npc_110029	6	80000	Relationship_Name_6	Relationship_Des_6	item103010111102;item103010111103	item106210100017	item107300000002,59	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	0		BondNameDes_Gift2	BondDes_Gift2
492	npc_110029	7	160000	Relationship_Name_7	Relationship_Des_7	item103010111102;item103010111103	item106210100017	item1000,42000000	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	2	0,52,300	BondNameDes4_npc_110029	BondDes4_npc_110029
493	npc_110029	8	280000	Relationship_Name_8	Relationship_Des_8	item103010111102;item103010111103	item106210100017	item1000,57000000	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	0		BondNameDes_None	BondDes_None
494	npc_110029	9	440000	Relationship_Name_9	Relationship_Des_9	item103010111102;item103010111103	item106210100017	item107200052001,15	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	2	0,52,400	BondNameDes5_npc_110029	BondDes5_npc_110029
495	npc_110029	10	640000	Relationship_Name_10	Relationship_Des_10	item103010111102;item103010111103	item106210100017	item8103010111020,2	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	16000	2	0,52,500	BondNameDes6_npc_110029	BondDes6_npc_110029
496	npc_110048	0	0				item106210100010					3000	0			
497	npc_110048	1	500	Relationship_Name_1	Relationship_Des_1	item107999900001;item107999900002;item107999900003	item106210100010	item107999900001,9	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	0	3000	2	0,23,25	BondNameDes1_npc_110048	BondDes1_npc_110048
498	npc_110048	2	2000	Relationship_Name_2	Relationship_Des_2	item107999900001;item107999900002;item107999900003	item106210100010	item1000,1000000	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	3000	0		BondNameDes_Hello	BondDes_Hello
499	npc_110048	3	4000	Relationship_Name_3	Relationship_Des_3	item107999900001;item107999900002;item107999900003	item106210100010	item103010131001,8	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	3000	2	0,23,50	BondNameDes2_npc_110048	BondDes2_npc_110048
500	npc_110048	4	10000	Relationship_Name_4	Relationship_Des_4	item107999900001;item107999900002;item107999900003	item106210100010	item107999900001,59	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	6000	0		BondNameDes_Gift1	BondDes_Gift1
501	npc_110048	5	20000	Relationship_Name_5	Relationship_Des_5	item107999900001;item107999900002;item107999900003	item106210100010	item8103010111018,8	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	50	6000	2	0,23,75	BondNameDes3_npc_110048	BondDes3_npc_110048
502	npc_110048	6	40000	Relationship_Name_6	Relationship_Des_6	item107999900001;item107999900002;item107999900003	item106210100010	item1000,16000000	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	12000	0		BondNameDes_Gift2	BondDes_Gift2
503	npc_110048	7	80000	Relationship_Name_7	Relationship_Des_7	item107999900001;item107999900002;item107999900003	item106210100010	item103010131001,80	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	12000	2	0,23,100	BondNameDes4_npc_110048	BondDes4_npc_110048
504	npc_110048	8	140000	Relationship_Name_8	Relationship_Des_8	item107999900001;item107999900002;item107999900003	item106210100010	item107999900002,87	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	12000	0		BondNameDes_None	BondDes_None
505	npc_110048	9	220000	Relationship_Name_9	Relationship_Des_9	item107999900001;item107999900002;item107999900003	item106210100010	item107999900002,107	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	12000	2	0,23,125	BondNameDes5_npc_110048	BondDes5_npc_110048
506	npc_110048	10	320000	Relationship_Name_10	Relationship_Des_10	item107999900001;item107999900002;item107999900003	item106210100010	item8103010111019,5	GoodThankDes_1000,BetterThankDes_1000,BestThankDes_1000	1	100	12000	2	0,32,100	BondNameDes6_npc_110048	BondDes6_npc_110048
507	apprentic_1001	0	0			item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	0			
508	apprentic_1001	1	100	apprentic_LoveIntroduce_1		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
509	apprentic_1001	2	500	apprentic_LoveIntroduce_2		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
510	apprentic_1001	3	1000	apprentic_LoveIntroduce_3		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
511	apprentic_1001	4	5000	apprentic_LoveIntroduce_4		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
512	apprentic_1001	5	10000	apprentic_LoveIntroduce_5		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
513	apprentic_1001	6	99999	apprentic_LoveIntroduce_6		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
514	apprentic_1002	0	0			item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	0			
515	apprentic_1002	1	100	apprentic_LoveIntroduce_1		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
516	apprentic_1002	2	500	apprentic_LoveIntroduce_2		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
517	apprentic_1002	3	1000	apprentic_LoveIntroduce_3		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
518	apprentic_1002	4	5000	apprentic_LoveIntroduce_4		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
519	apprentic_1002	5	10000	apprentic_LoveIntroduce_5		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
520	apprentic_1002	6	99999	apprentic_LoveIntroduce_6		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
521	apprentic_1003	0	0			item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	0			
522	apprentic_1003	1	100	apprentic_LoveIntroduce_1		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
523	apprentic_1003	2	500	apprentic_LoveIntroduce_2		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
524	apprentic_1003	3	1000	apprentic_LoveIntroduce_3		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
525	apprentic_1003	4	5000	apprentic_LoveIntroduce_4		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
526	apprentic_1003	5	10000	apprentic_LoveIntroduce_5		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
527	apprentic_1003	6	99999	apprentic_LoveIntroduce_6		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
528	apprentic_1004	0	0			item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	0			
529	apprentic_1004	1	100	apprentic_LoveIntroduce_1		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
530	apprentic_1004	2	500	apprentic_LoveIntroduce_2		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
531	apprentic_1004	3	1000	apprentic_LoveIntroduce_3		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
532	apprentic_1004	4	5000	apprentic_LoveIntroduce_4		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
533	apprentic_1004	5	10000	apprentic_LoveIntroduce_5		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
534	apprentic_1004	6	99999	apprentic_LoveIntroduce_6		item172000001012;item127000063021	item172000005022;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
535	apprentic_2001	0	0			item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	0			
536	apprentic_2001	1	100	apprentic_LoveIntroduce_1		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
537	apprentic_2001	2	500	apprentic_LoveIntroduce_2		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
538	apprentic_2001	3	1000	apprentic_LoveIntroduce_3		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
539	apprentic_2001	4	5000	apprentic_LoveIntroduce_4		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
540	apprentic_2001	5	10000	apprentic_LoveIntroduce_5		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
541	apprentic_2001	6	99999	apprentic_LoveIntroduce_6		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
542	apprentic_2002	0	0			item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	0			
543	apprentic_2002	1	100	apprentic_LoveIntroduce_1		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
544	apprentic_2002	2	500	apprentic_LoveIntroduce_2		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
545	apprentic_2002	3	1000	apprentic_LoveIntroduce_3		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
546	apprentic_2002	4	5000	apprentic_LoveIntroduce_4		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
547	apprentic_2002	5	10000	apprentic_LoveIntroduce_5		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
548	apprentic_2002	6	99999	apprentic_LoveIntroduce_6		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
549	apprentic_2003	0	0			item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	0			
550	apprentic_2003	1	100	apprentic_LoveIntroduce_1		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
551	apprentic_2003	2	500	apprentic_LoveIntroduce_2		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
552	apprentic_2003	3	1000	apprentic_LoveIntroduce_3		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
553	apprentic_2003	4	5000	apprentic_LoveIntroduce_4		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
554	apprentic_2003	5	10000	apprentic_LoveIntroduce_5		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
555	apprentic_2003	6	99999	apprentic_LoveIntroduce_6		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
556	apprentic_2004	0	0			item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	0			
557	apprentic_2004	1	100	apprentic_LoveIntroduce_1		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
558	apprentic_2004	2	500	apprentic_LoveIntroduce_2		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
559	apprentic_2004	3	1000	apprentic_LoveIntroduce_3		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
560	apprentic_2004	4	5000	apprentic_LoveIntroduce_4		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
561	apprentic_2004	5	10000	apprentic_LoveIntroduce_5		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
562	apprentic_2004	6	99999	apprentic_LoveIntroduce_6		item172000001022;item127000063021	item172000005032;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
563	apprentic_3001	0	0			item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	0			
564	apprentic_3001	1	100	apprentic_LoveIntroduce_1		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
565	apprentic_3001	2	500	apprentic_LoveIntroduce_2		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
566	apprentic_3001	3	1000	apprentic_LoveIntroduce_3		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
567	apprentic_3001	4	5000	apprentic_LoveIntroduce_4		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
568	apprentic_3001	5	10000	apprentic_LoveIntroduce_5		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
569	apprentic_3001	6	99999	apprentic_LoveIntroduce_6		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
570	apprentic_3002	0	0			item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	0			
571	apprentic_3002	1	100	apprentic_LoveIntroduce_1		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
572	apprentic_3002	2	500	apprentic_LoveIntroduce_2		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
573	apprentic_3002	3	1000	apprentic_LoveIntroduce_3		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
574	apprentic_3002	4	5000	apprentic_LoveIntroduce_4		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
575	apprentic_3002	5	10000	apprentic_LoveIntroduce_5		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
576	apprentic_3002	6	99999	apprentic_LoveIntroduce_6		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
577	apprentic_3003	0	0			item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	0			
578	apprentic_3003	1	100	apprentic_LoveIntroduce_1		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
579	apprentic_3003	2	500	apprentic_LoveIntroduce_2		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
580	apprentic_3003	3	1000	apprentic_LoveIntroduce_3		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_3	BoneDes3_apprentic_1001
581	apprentic_3003	4	5000	apprentic_LoveIntroduce_4		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_4	BoneDes4_apprentic_1001
582	apprentic_3003	5	10000	apprentic_LoveIntroduce_5		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_5	BoneDes5_apprentic_1001
583	apprentic_3003	6	99999	apprentic_LoveIntroduce_6		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_6	BoneDes6_apprentic_1001
584	apprentic_3004	0	0			item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	0			
585	apprentic_3004	1	100	apprentic_LoveIntroduce_1		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	15		apprentic_LoveIntroduceName_1	BoneDes1_apprentic_1001
586	apprentic_3004	2	500	apprentic_LoveIntroduce_2		item172000001032;item127000063021	item172000005042;item127000063022;item127000063020					10	16	200	apprentic_LoveIntroduceName_2	BoneDes2_apprentic_1001
