道具ID	开启奖励数量	开启获得道具
item91000001017	1	item101032405601,1;item101032405701,1;item101032405801,1;item101032405901,1
item91000001018	1	item8101020505346,1;item8101020505347,1
item91000001024	1	item91000000295,1;item891000000694,1
item91000001029	1	item171000113515,1;item171000113516,1;item171000113518,1
item91000001032	1	item8106210100001,5;item8106210100002,5;item8106210100003,5;item8106210100004,5;item8106210100005,5;item8106210100006,5;item8106210100007,5;item8106210100008,5;item8106210100009,5;item8106210100010,5;item8106210100011,5;item8106210100012,5;item8106210100013,5;item8106210100014,5;item8106210100015,5;item8106210100016,5;item8106210100017,5;item8106210100018,5;item8106210100019,5;item8106210100020,5
item91000001034	1	item8101020503056,1;item101020507340,1
item91000001042	1	item91000000029,1;item891000000694,1;item8103010132341,1
item91000001043	1	hero101:item130000001269,1|hero102:item130000002269,1|hero103:item130000003269,1|hero104:item130000004269,1|hero105:item130000005269,1|hero106:item130000006269,1|hero107:item130000007269,1|hero108:item130000008269,1
item91000001044	1	hero101:item130000001369,1|hero102:item130000002369,1|hero103:item130000003369,1|hero104:item130000004369,1|hero105:item130000005369,1|hero106:item130000006369,1|hero107:item130000007369,1|hero108:item130000008369,1
item91000001050	1	item127000053101,1;item127000053201,1;item127000053301,1
item91000001051	1	item127000051102,1;item127000051302,1;item127000051301,1;item127000051101,1;item127000051201,1;item127000051203,1
item91000001053	1	item82120900100071,1;item82120400100078,1;item82120700100072,1;item82120700100055,1;item82120600100066,1;item82120600100065,1;item82120400100044,1;item82120300100041,1;item82120000100054,1;item82121000100063,1
item91000001054	1	item103010132341,1;item91000000694,1
item91000001057	1	item171000113519,1;item171000113520,1
item91000001058	1	item144300007082,1;item144300007085,1;item144300007086,1;item144300007087,1;item144300007088,1;item144300007089,1;item144300007090,1;item144300007091,1
item91000001059	1	item144300007080,1;item144300007081,1;item144300007083,1;item144300007084,1
item91000001071	1	item175000130001,1;item175000130002,1;item175000130003,1;item175000130004,1;item175000130005,1;item175000130006,1;item175000230001,1;item175000230002,1;item175000230003,1;item175000230004,1;item175000230005,1;item175000230006,1
item91000001072	1	item175000120001,6;item175000120002,6;item175000220001,6;item175000220002,6
item91000001073	1	item175000130001,3;item175000130002,3;item175000130003,3;item175000130004,3;item175000130005,3;item175000130006,3;item175000230001,3;item175000230002,3;item175000230003,3;item175000230004,3;item175000230005,3;item175000230006,3
item91000001081	1	hero101:item130000001381,1|hero102:item130000002381,1|hero103:item130000003381,1|hero104:item130000004381,1|hero105:item130000005381,1|hero106:item130000006381,1|hero107:item130000007381,1|hero108:item130000008381,1
item91000001082	1	hero101:item130000001281,1|hero102:item130000002281,1|hero103:item130000003281,1|hero104:item130000004281,1|hero105:item130000005281,1|hero106:item130000006281,1|hero107:item130000007281,1|hero108:item130000008281,1
item91000001083	1	item103015110421,1;item91000000029,1
item91000001084	1	item91000000019,1;item8101020505346,35;item8101020505347,35
item91000001090	1	item127000053205,1;item127000053206,1;item127000053207,1
item91000001211	1	hero101:item133000001358,1|hero102:item133000002358,1|hero103:item133000003358,1|hero104:item133000004358,1|hero105:item133000005358,1|hero106:item133000006358,1|hero107:item133000007358,1|hero108:item133000008358,1|
item91000001212	1	hero101:item133000001258,1|hero102:item133000002258,1|hero103:item133000003258,1|hero104:item133000004258,1|hero105:item133000005258,1|hero106:item133000006258,1|hero107:item133000007258,1|hero108:item133000008258,1|
item91000001213	1	hero101:item133000001158,1|hero102:item133000002158,1|hero103:item133000003158,1|hero104:item133000004158,1|hero105:item133000005158,1|hero106:item133000006158,1|hero107:item133000007158,1|hero108:item133000008158,1|
item91000001127	1	item101032406401,1;item101032406501,1;item101032406601,1;item101032406701,1;item101032406801,1;item101032406901,1
item91000001132	1	item140000003045,1;item140000003046,1
item91000001148	1	hero101:item133000701251,1|hero102:item133000702251,1|hero103:item133000703251,1|hero104:item133000704251,1|hero105:item133000705251,1|hero106:item133000706251,1|hero107:item133000707251,1|hero108:item133000708251,1
item91000001149	1	item230000000101,1;item230000000102,1;item230000000103,1;item230000000104,1
item92000000044	1	item82130000100051,1;item82130800100058,1;item82131000100064,1
item92000000056	1	item107000053205,1;item107000053206,1;item107000053207,1
item92000000126	1	item140000003039,1;item140000003040,1;item140000003021,1
item92000000128	1	item101020507347,1;item101020507348,1
item92000000129	1	item107100052101,1;item107100052102,1;item107100052201,1;item107100052202,1;item107100052301,1;item107100052302,1;item107100052103,1;item107100052203,1;item107100052303,1
item92000000141	1	item171000113515,1;item171000113516,1;item171000113518,1
item92000000180	1	item140000011042,1;item140000003044,1
item93000000020	1	item82130000100051,1;item82130000100052,1
item93000000045	1	item8101020505310,1;item8101020505312,1;item8101020505313,1;item8101020505314,1;item8101020505315,1;item8101020505316,1;item8101020505317,1
item93000000055	1	item162000120507,1;item162000320607,1
item93000000095	1	item101020507331,1;item100500000111,1
item93000000159	1	item130000940501,1;item130000940504,1
item93000000165	1	item107100043301,1;item107100043101,1;item107100043102,1;item107100043303,1
item93000000166	1	item107100051201,1;item107100051301,1
item93000000172	1	hero101:item130000001268,1|hero102:item130000002268,1|hero103:item130000003268,1|hero104:item130000004268,1|hero105:item130000005268,1|hero106:item130000006268,1|hero107:item130000007268,1|hero108:item130000008268,1
item93000000173	1	hero101:item130000001168,1|hero102:item130000002168,1|hero103:item130000003168,1|hero104:item130000004168,1|hero105:item130000005168,1|hero106:item130000006168,1|hero107:item130000007168,1|hero108:item130000008168,1
item93000000174	1	hero101:item130000001368,1|hero102:item130000002368,1|hero103:item130000003368,1|hero104:item130000004368,1|hero105:item130000005368,1|hero106:item130000006368,1|hero107:item130000007368,1|hero108:item130000008368,1
item93000000179	1	hero101:item130000001365,1|hero102:item130000002365,1|hero103:item130000003365,1|hero104:item130000004365,1|hero105:item130000005365,1|hero106:item130000006365,1|hero107:item130000007365,1|hero108:item130000008365,1
item93000000180	1	hero101:item130000001265,1|hero102:item130000002265,1|hero103:item130000003265,1|hero104:item130000004265,1|hero105:item130000005265,1|hero106:item130000006265,1|hero107:item130000007265,1|hero108:item130000008265,1
item93000000300	1	item144300012007,1;item144300012008,1;item144300012009,1;item144300013007,1;item144300013008,1;item144300013009,1;item144300007094,1;item144300007095,1;item144300007096,1;item144300007097,1;item144300007098,1;item144300007101,1;item144300007103,1;item144300007104,1;item144300007107,1;item144300007108,1;item144300007109,1
item94000000014	1	hero101:item130000001259,1|hero102:item130000002259,1|hero103:item130000003259,1|hero104:item130000004259,1|hero105:item130000005259,1|hero106:item130000006259,1|hero107:item130000007259,1|hero108:item130000008259,1
item94000000015	1	hero101:item130000001159,1|hero102:item130000002159,1|hero103:item130000003159,1|hero104:item130000004159,1|hero105:item130000005159,1|hero106:item130000006159,1|hero107:item130000007159,1|hero108:item130000008159,1
item94000000016	1	hero101:item130000001359,1|hero102:item130000002359,1|hero103:item130000003359,1|hero104:item130000004359,1|hero105:item130000005359,1|hero106:item130000006359,1|hero107:item130000007359,1|hero108:item130000008359,1
item94000000035	1	hero101:equip303030541001,1|hero102:equip303030541002,1|hero103:equip303030541003,1|hero104:equip303030541004,1|hero105:equip303030541005,1|hero106:equip303030541006,1|hero107:equip303030541003,1|hero108:equip303030541004,1
item94000000036	1	hero101:equip306030541001,1|hero102:equip306030541002,1|hero103:equip306030541003,1|hero104:equip306030541004,1|hero105:equip306030541005,1|hero106:equip306030541006,1|hero107:equip306030541003,1|hero108:equip306030541004,1
item94000000037	1	item101020507340,1;item130000040325,1
item94000000053	1	item105100000004,1;item105000000020,1;item105000000045,1;item105000000046,1;item105000000047,1;item105000000044,1;item105000000048,1;item105100000001,1;item105100000002,1;item105100000003,1;item105100000004,1
item94000000055	1	item101020507338,1;item100500000108,1
item94000000059	1	item8101020505309,1;item8101020505312,1;item8101020505313,1;item8101020505314,1;item8101020505315,1;item8101020505316,1;item8101020505339,1
item94000000075	1	item101020507323,1;item100500000110,1
item94000000095	3	item94000000019,1;item94000000022,1;item94000000025,1;item94000000031,1
item94000000096	1	item94000000019,1;item94000000022,1;item94000000025,1;item94000000031,1
item94000000098	1	hero101:item130000001254,1|hero102:item130000002254,1|hero103:item130000003254,1|hero104:item130000004254,1|hero105:item130000005254,1|hero106:item130000006254,1|hero107:item130000007254,1|hero108:item130000008254,1
item94000000099	1	hero101:item130000001354,1|hero102:item130000002354,1|hero103:item130000003354,1|hero104:item130000004354,1|hero105:item130000005354,1|hero106:item130000006354,1|hero107:item130000007354,1|hero108:item130000008354,1
item94000000100	1	hero101:item130000001154,1|hero102:item130000002154,1|hero103:item130000003154,1|hero104:item130000004154,1|hero105:item130000005154,1|hero106:item130000006154,1|hero107:item130000007154,1|hero108:item130000008154,1
item94000000104	1	item82130000100051,1;item82130800100058,1
item94000000105	1	item101200000009,1;item101200000010,1;item101200000011,1;item101200000012,1;item101200000013,1
item94000000106	1	item91000000674,1;item91000000675,1;item91000000676,1
item94000000107	1	item130000040328,1;item101020507341,1
item94000000124	1	item101020507409,1;item101020507414,1;item101020507401,1;item101020507405,1
item94000000125	1	hero101:item130000001263,1|hero102:item130000002263,1|hero103:item130000003263,1|hero104:item130000004263,1|hero105:item130000005263,1|hero106:item130000006263,1|hero107:item130000007263,1|hero108:item130000008263,1
item94000000126	1	hero101:item130000001363,1|hero102:item130000002363,1|hero103:item130000003363,1|hero104:item130000004363,1|hero105:item130000005363,1|hero106:item130000006363,1|hero107:item130000007363,1|hero108:item130000008363,1
item94000000130	1	hero101:item130000001257,1;item130000001156,1;item130000001357,1;item101020507327,1|hero102:item130000002257,1;item130000002156,1;item130000002357,1;item101020507327,1|hero103:item130000003257,1;item130000003156,1;item130000003357,1;item101020507327,1|hero104:item130000004257,1;item130000004156,1;item130000004357,1;item101020507327,1|hero105:item130000005257,1;item130000005156,1;item130000005357,1;item101020507327,1|hero106:item130000006257,1;item130000006156,1;item130000006357,1;item101020507327,1|hero107:item130000007257,1;item130000007156,1;item130000007357,1;item101020507327,1|hero108:item130000008257,1;item130000008156,1;item130000008357,1;item101020507327,1
item94000000131	1	item105000000068,11;item105000000069,11;item105000000070,11;item105000000071,11;item105000000028,20;item105000000074,1;item105000000073,1
item94000000132	1	item107100053306,1;item107100053208,1;item107100053106,1;item107100053308,1;item107100053104,1
item94000000133	1	item140000021026,1;item140000021027,1;item140000021028,1
item94000000134	1	item105100000004,1;item105000000020,1;item105000000045,1;item105000000046,1;item105000000047,1;item105000000044,1;item105000000048,1;item105100000001,1;item105100000002,1;item105100000003,1;item105100000005,1
item94000000135	1	item101031500101,1;item101031500201,1;item101031500301,1;item101031500401,1;item101031500501,1;item101031500601,1;item101031500701,1;item101031500801,1;item101031500901,1;item101031501001,1;item101031501101,1;item101031501201,1;item101031501301,1;item101031501401,1;item101031501501,1;item101031501601,1;item101031501701,1;item101031501801,1;item101032404601,1;item101032404701,1
item94000000158	1	item130000040326,1;item130000040316,1
item94000000159	1	hero101:item130000001261,1|hero102:item130000002261,1|hero103:item130000003261,1|hero104:item130000004261,1|hero105:item130000005261,1|hero106:item130000006261,1|hero107:item130000007261,1|hero108:item130000008261,1
item94000000160	1	hero101:item130000001361,1|hero102:item130000002361,1|hero103:item130000003361,1|hero104:item130000004361,1|hero105:item130000005361,1|hero106:item130000006361,1|hero107:item130000007361,1|hero108:item130000008361,1
item94000000166	1	item101020507319,1;item130000040328,1
item94000000170	1	hero101:item130000001266,1|hero102:item130000002266,1|hero103:item130000003266,1|hero104:item130000004266,1|hero105:item130000005266,1|hero106:item130000006266,1|hero107:item130000007266,1|hero108:item130000008266,1
