时装id	英雄ID	SDKAreaType	低模长相	高模长相	类型	衣服配色	缩放比例	展示icon	激活道具	展示文本	转换性别时装id	穿戴属性	收藏属性	套装id	展示类型
fashion_302303	hero102		c002|face|c002_face001_t1|head|c002_head303_t1	c002h|face|c002h_face001_t1|head|c002h_head303_t1	3			item130000302303	item130000302303,-1	FashionDes_130000301303		1,500;12,150;52,100;32,100;34,100	1,200;3,20;32,50;34,50	0	0
fashion_103102	hero103		c003|weapon|c003_weapon003_t1	c003h|weapon|c003h_weapon003_t1	1			item130000003102	item130000003102,-1	FashionDes_130000003102	fashion_107102			0	0
fashion_103103	hero103		c003|weapon|c003_weapon002_t1	c003h|weapon|c003h_weapon002_t1	1			item130000003103	item130000003103,-1	FashionDes_130000003103	fashion_107103			0	0
fashion_103104	hero103		c003|weapon|c003_weapon013_t1	c003h|weapon|c003h_weapon013_t1	1			item130000003104	item130000003104,-1	FashionDes_130000003104	fashion_107104			0	0
fashion_103105	hero103		c003|weapon|c003_weapon014_t1	c003h|weapon|c003h_weapon014_t1	1			item130000003105	item130000003105,-1	FashionDes_130000003105	fashion_107105			0	0
fashion_103106	hero103		c003|weapon|c003_weapon016_t1	c003h|weapon|c003h_weapon016_t1	1			item130000003106	item130000003106,-1	FashionDes_130000003106	fashion_107106			0	0
fashion_103107	hero103		c003|weapon|c003_weapon107_t1	c003h|weapon|c003h_weapon107_t1	1			item130000003107	item130000003107,-1	FashionDes_130000003107	fashion_107107			0	0
fashion_103108	hero103		c003|weapon|c003_weapon108_t1	c003h|weapon|c003h_weapon108_t1	1			item130000003108	item130000003108,-1	FashionDes_130000003108	fashion_107108			0	0
fashion_103131	hero103		c003|weapon|c003_weapon004_t1	c003h|weapon|c003h_weapon004_t1	1			item130000003131	item131000003131,2592000	FashionDes_130000003131	fashion_107131			0	0
fashion_103151	hero103		c003|weapon|c003_weapon005_t1	c003h|weapon|c003h_weapon005_t1	1			item130000003151	item130000003151,-1;item133000703151,604800	FashionDes_130000003151	fashion_107151	3,15	3,5;30,25	40031401	0
fashion_103152	hero103		c003|weapon|c003_weapon006_t1	c003h|weapon|c003h_weapon006_t1	1			item130000003152	item130000003152,-1	FashionDes_130000003152	fashion_107152	3,15	3,5;30,25	40031402	0
fashion_103153	hero103		c003|weapon|c003_weapon012_t1	c003h|weapon|c003h_weapon012_t1	1			item130000003153	item130000003153,-1	FashionDes_130000003153	fashion_107153	3,15	3,5;30,25	40031403	0
fashion_103154	hero103		c003|weapon|c003_weapon504_t1	c003h|weapon|c003h_weapon504_t1	1			item130000003154	item130000003154,-1;item132000003154,86400	FashionDes_130000003154	fashion_107154	3,15	3,5;30,25	40031404	0
fashion_103155	hero103		c003|weapon|c003_weapon507_t1	c003h|weapon|c003h_weapon507_t1	1			item130000003155	item130000003155,-1	FashionDes_130000003155	fashion_107155	3,15	3,5;30,25	40031406	0
fashion_103156	hero103		c003|weapon|c003_weapon508_t1	c003h|weapon|c003h_weapon508_t1	1			item130000003156	item130000003156,-1	FashionDes_130000003156	fashion_107156	3,15	3,5;30,25	40031407	0
fashion_103158	hero103		c003|weapon|c003_weapon506_t1	c003h|weapon|c003h_weapon506_t1	1			item130000003158	item130000003158,-1;item133000003158,259200	FashionDes_130000003158	fashion_107158	3,15	3,5;30,25	40031408	0
fashion_103159	hero103		c003|weapon|c003_weapon509_t1	c003h|weapon|c003h_weapon509_t1	1			item130000003159	item130000003159,-1	FashionDes_130000003159	fashion_107159	3,15	3,5;30,25	40031409	0
fashion_103171	hero103		c003|weapon|c003_weapon007_t1	c003h|weapon|c003h_weapon007_t1	1			item130000003171	item130000003171,-1	FashionDes_130000003171	fashion_107171	3,5	3,2	0	0
fashion_103172	hero103		c003|weapon|c003_weapon008_t1	c003h|weapon|c003h_weapon008_t1	1			item130000003172	item130000003172,-1	FashionDes_130000003172	fashion_107172	3,5	3,2	0	0
fashion_103173	hero103		c003|weapon|c003_weapon009_t1	c003h|weapon|c003h_weapon009_t1	1			item130000003173	item130000003173,-1	FashionDes_130000003173	fashion_107173	3,5	3,2	0	0
fashion_103174	hero103		c003|weapon|c003_weapon010_t1	c003h|weapon|c003h_weapon010_t1	1			item130000003174	item130000003174,-1	FashionDes_130000003174	fashion_107174	3,5	3,2	0	0
fashion_103175	hero103		c003|weapon|c003_weapon011_t1	c003h|weapon|c003h_weapon011_t1	1			item130000003175	item130000003175,-1;item132000703175,604800;item132000003175,432000	FashionDes_130000003175	fashion_107175	3,5	3,2	0	0
fashion_103202	hero103		c003|bottoms|c003_bottoms003_t1|clothes|c003_clothes003_t1|shoulder|c003_shoulder003_t1	c003h|bottoms|c003h_bottoms003_t1|clothes|c003h_clothes003_t1|shoulder|c003h_shoulder003_t1|parta|c003h_parta001_t1	2			item130000003202	item130000003202,-1	FashionDes_130000003202	fashion_107202			0	0
fashion_103203	hero103		c003|bottoms|c003_bottoms002_t1|clothes|c003_clothes002_t1|shoulder|c003_shoulder002_t1	c003h|bottoms|c003h_bottoms002_t1|clothes|c003h_clothes002_t1|shoulder|c003h_shoulder002_t1|parta|c003h_parta001_t1	2			item130000003203	item130000003203,-1	FashionDes_130000003203	fashion_107203			0	0
fashion_103204	hero103		c003|bottoms|c003_bottoms004_t1|clothes|c003_clothes004_t1|shoulder|c003_shoulder004_t1	c003h|bottoms|c003h_bottoms004_t1|clothes|c003h_clothes004_t1|shoulder|c003h_shoulder004_t1|parta|c003h_parta001_t1	2			item130000003204	item130000003204,-1	FashionDes_130000003204	fashion_107204			0	0
fashion_103205	hero103		c003|bottoms|c003_bottoms005_t1|clothes|c003_clothes005_t1|shoulder|c003_shoulder005_t1	c003h|bottoms|c003h_bottoms005_t1|clothes|c003h_clothes005_t1|shoulder|c003h_shoulder005_t1|parta|c003h_parta001_t1	2			item130000003205	item130000003205,-1	FashionDes_130000003205	fashion_107205			0	0
fashion_103206	hero103		c003|bottoms|c003_bottoms006_t1|clothes|c003_clothes006_t1|shoulder|c003_shoulder006_t1	c003h|bottoms|c003h_bottoms006_t1|clothes|c003h_clothes006_t1|shoulder|c003h_shoulder006_t1|parta|c003h_parta001_t1	2			item130000003206	item130000003206,-1	FashionDes_130000003206	fashion_107206			0	0
fashion_103207	hero103		c003|bottoms|c003_bottoms007_t1|clothes|c003_clothes007_t1|shoulder|c003_shoulder007_t1	c003h|bottoms|c003h_bottoms007_t1|clothes|c003h_clothes007_t1|shoulder|c003h_shoulder007_t1|parta|c003h_parta001_t1	2			item130000003207	item130000003207,-1	FashionDes_130000003207	fashion_107207			0	0
fashion_103208	hero103		c003|bottoms|c003_bottoms008_t1|clothes|c003_clothes008_t1|shoulder|c003_shoulder008_t1	c003h|bottoms|c003h_bottoms008_t1|clothes|c003h_clothes008_t1|shoulder|c003h_shoulder008_t1|parta|c003h_parta001_t1	2			item130000003208	item130000003208,-1	FashionDes_130000003208	fashion_107208			0	0
fashion_103231	hero103		c003|bottoms|c003_bottoms801_t1|clothes|c003_clothes801_t1|shoulder|c003_shoulder801_t1	c003h|bottoms|c003h_bottoms801_t1|clothes|c003h_clothes801_t1|shoulder|c003h_shoulder801_t1|parta|c003h_parta001_t1	2			item130000003231	item131000007231,2592000	FashionDes_130000003231	fashion_107231			0	0
fashion_103251	hero103		c003|bottoms||clothes|c003_clothes501_t1|shoulder||parta||	c003h|bottoms||clothes|c003h_clothes501_t1|shoulder||parta|c003h_parta001_t1	2			item130000003251	item130000003251,-1;item132000003251,604800;item133000703251,604800	FashionDes_130000003251	fashion_107251	4,15	4,5;33,25	40031401	0
fashion_103252	hero103		c003|bottoms||clothes|c003_clothes502_t1|shoulder||parta||	c003h|bottoms||clothes|c003h_clothes502_t1|shoulder||parta|c003h_parta001_t1	2			item130000003252	item130000003252,-1;item132000003252,604800;item132000003452,86400	FashionDes_130000003252	fashion_107252	4,15	4,5;33,25	40031402	0
fashion_103253	hero103		c003|bottoms||clothes|c003_clothes503_t1|shoulder||parta||	c003h|bottoms||clothes|c003h_clothes503_t1|shoulder||parta|c003h_parta001_t1	2			item130000003253	item130000003253,-1	FashionDes_130000003253	fashion_107253	4,15	4,5;33,25	40031403	0
fashion_103254	hero103		c003|bottoms||clothes|c003_clothes504_t1|shoulder||parta||	c003h|bottoms||clothes|c003h_clothes504_t1|shoulder||parta|c003h_parta001_t1	2			item130000003254	item130000003254,-1;item132000003254,86400	FashionDes_130000003254	fashion_107254	4,15	4,5;33,25	40031404	0
fashion_103255	hero103		c003|bottoms||clothes|c003_clothes505_t1|shoulder||parta||	c003h|bottoms||clothes|c003h_clothes505_t1|shoulder||parta|c003h_parta001_t1	2			item130000003255	item130000003255,-1	FashionDes_130000003255	fashion_107255	4,15	4,5;33,25	40031405	0
fashion_103256	hero103		c003|bottoms||clothes|c003_clothes507_t1|shoulder||parta||	c003h|bottoms||clothes|c003h_clothes507_t1|shoulder||parta|c003h_parta001_t1	2			item130000003256	item130000003256,-1	FashionDes_130000003256	fashion_107256	4,15	4,5;33,25	40031406	0
fashion_103257	hero103		c003|bottoms||clothes|c003_clothes508_t1|shoulder||parta||	c003h|bottoms||clothes|c003h_clothes508_t1|shoulder||parta|c003h_parta001_t1	2			item130000003257	item130000003257,-1;item133000103257,86400	FashionDes_130000003257	fashion_107257	4,15	4,5;33,25	40031407	0
fashion_103258	hero103		c003|bottoms||clothes|c003_clothes506_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes506_t1|shoulder||	2			item130000003258	item130000003258,-1;item133000003258,259200	FashionDes_130000003258	fashion_107258	4,15	4,5;33,25	40031408	0
fashion_103259	hero103		c003|bottoms||clothes|c003_clothes509_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes509_t1|shoulder||	2			item130000003259	item130000003259,-1	FashionDes_130000003259	fashion_107259	4,15	4,5;33,25	40031409	0
fashion_103304	hero103		c003|face|c003_face001_t1|head|c003_head009_t1	c003h|face|c003h_face001_t1|head|c003h_head009_t1	3			item130000003304	item130000003304,-1	FashionDes_130000003304	fashion_107304			0	0
fashion_103305	hero103		c003|face|c003_face001_t1|head|c003_head010_t1	c003h|face|c003h_face001_t1|head|c003h_head010_t1	3			item130000003305	item130000003305,-1	FashionDes_130000003305	fashion_107305			0	0
fashion_103306	hero103		c003|face|c003_face001_t1|head|c003_head013_t1	c003h|face|c003h_face001_t1|head|c003h_head013_t1	3			item130000003306	item130000003306,-1	FashionDes_130000003306	fashion_107306			0	0
fashion_103307	hero103		c003|face|c003_face001_t1|head|c003_head107_t1	c003h|face|c003h_face001_t1|head|c003h_head107_t1	3			item130000003307	item130000003307,-1	FashionDes_130000003307	fashion_107307			0	0
fashion_103308	hero103		c003|face|c003_face001_t1|head|c003_head108_t1	c003h|face|c003h_face001_t1|head|c003h_head108_t1	3			item130000003308	item130000003308,-1	FashionDes_130000003308	fashion_107308			0	0
fashion_103331	hero103		c003|face|c003_face001_t1|head|c003_head002_t1	c003h|face|c003h_face001_t1|head|c003h_head002_t1	3			item130000003331	item130000003331,-1	FashionDes_130000003331	fashion_107331			0	0
fashion_103351	hero103		c003|face|c003_face001_t1|head|c003_head003_t1	c003h|face|c003h_face001_t1|head|c003h_head003_t1	3			item130000003351	item130000003351,-1;item133000703351,604800	FashionDes_130000003351	fashion_107351	1,150	1,50;35,25	40031401	0
fashion_103352	hero103		c003|face|c003_face001_t1|head|c003_head004_t1	c003h|face|c003h_face001_t1|head|c003h_head004_t1	3			item130000003352	item130000003352,-1;item132000003352,604800;item132000003552,86400	FashionDes_130000003352	fashion_107352	1,150	1,50;35,25	40031402	0
fashion_103353	hero103		c003|face|c003_face001_t1|head|c003_head008_t1	c003h|face|c003h_face001_t1|head|c003h_head008_t1	3			item130000003353	item130000003353,-1	FashionDes_130000003353	fashion_107353	1,150	1,50;35,25	40031403	0
fashion_103354	hero103		c003|face|c003_face001_t1|head|c003_head504_t1	c003h|face|c003h_face001_t1|head|c003h_head504_t1	3			item130000003354	item130000003354,-1	FashionDes_130000003354	fashion_107354	1,150	1,50;35,25	40031404	0
fashion_103355	hero103		c003|face|c003_face001_t1|head|c003_head505_t1	c003h|face|c003h_face001_t1|head|c003h_head505_t1	3			item130000003355	item130000003355,-1	FashionDes_130000003355	fashion_107355	1,150	1,50;35,25	40031405	0
fashion_103356	hero103		c003|face|c003_face001_t1|head|c003_head507_t1	c003h|face|c003h_face001_t1|head|c003h_head507_t1	3			item130000003356	item130000003356,-1	FashionDes_130000003356	fashion_107356	1,150	1,50;35,25	40031406	0
fashion_103357	hero103		c003|face|c003_face001_t1|head|c003_head508_t1	c003h|face|c003h_face001_t1|head|c003h_head508_t1	3			item130000003357	item130000003357,-1	FashionDes_130000003357	fashion_107357	1,150	1,50;35,25	40031407	0
fashion_103358	hero103		c003|face|c003_face001_t1|head|c003_head506_t1	c003h|face|c003h_face001_t1|head|c003h_head506_t1	3			item130000003358	item130000003358,-1;item133000003358,259200	FashionDes_130000003358	fashion_107358	1,150	1,50;35,25	40031408	0
fashion_103359	hero103		c003|face|c003_face001_t1|head|c003_head509_t1	c003h|face|c003h_face001_t1|head|c003h_head509_t1	3			item130000003359	item130000003359,-1	FashionDes_130000003359	fashion_107359	1,150	1,50;35,25	40031409	0
fashion_103371	hero103		c003|face|c003_face001_t1|head|c003_head005_t1	c003h|face|c003h_face001_t1|head|c003h_head005_t1	3	10320221,10320222,10320223		item130000003371	item130000003371,-1	FashionDes_130000003371		1,50	1,20	0	0
fashion_103372	hero103		c003|face|c003_face001_t1|head|c003_head006_t1	c003h|face|c003h_face001_t1|head|c003h_head006_t1	3	10320231,10320232,10320233		item130000003372	item130000003372,-1	FashionDes_130000003372		1,50	1,20	0	0
fashion_103373	hero103		c003|face|c003_face001_t1|head|c003_head007_t1	c003h|face|c003h_face001_t1|head|c003h_head007_t1	3	10320211,10320212,10320213		item130000003373	item130000003373,-1	FashionDes_130000003373		1,50	1,20	0	0
fashion_103374	hero103		c003|face|c003_face001_t1|head|c003_head011_t1	c003h|face|c003h_face001_t1|head|c003h_head011_t1	3			item130000003374	item130000003374,-1	FashionDes_130000003374	fashion_107374	1,50	1,20	0	0
fashion_103375	hero103		c003|face|c003_face001_t1|head|c003_head012_t1	c003h|face|c003h_face001_t1|head|c003h_head012_t1	3	10320241,10320242,10320243		item130000003375	item130000003375,-1	FashionDes_130000003375		1,50	1,20	0	0
fashion_303301	hero103		c003|face||head|c003_head301_t1	c003h|face||head|c003h_head301_t1	3			item130000303301	item130000303301,-1	FashionDes_130000301301	fashion_307301	1,150	1,50;35,25	0	0
fashion_303302	hero103		c003|face|c003_face001_t1|head|c003_head302_t1	c003h|face|c003h_face001_t1|head|c003h_head302_t1	3			item130000303302	item130000303302,-1	FashionDes_130000301302	fashion_307302	1,500;12,150;52,100;32,100;34,100	1,200;3,20;32,50;34,50	0	0
fashion_303303	hero103		c003|face|c003_face001_t1|head|c003_head303_t1	c003h|face|c003h_face001_t1|head|c003h_head303_t1	3			item130000303303	item130000303303,-1	FashionDes_130000301303	fashion_307303	1,500;12,150;52,100;32,100;34,100	1,200;3,20;32,50;34,50	0	0
fashion_104102	hero104		c004|weapon|c004_weapon003_t1	c004h|weapon|c004h_weapon003_t1	1			item130000004102	item130000004102,-1	FashionDes_130000004102	fashion_108102			0	0
fashion_104103	hero104		c004|weapon|c004_weapon002_t1	c004h|weapon|c004h_weapon002_t1	1			item130000004103	item130000004103,-1	FashionDes_130000004103	fashion_108103			0	0
fashion_104104	hero104		c004|weapon|c004_weapon013_t1	c004h|weapon|c004h_weapon013_t1	1			item130000004104	item130000004104,-1	FashionDes_130000004104	fashion_108104			0	0
fashion_104105	hero104		c004|weapon|c004_weapon014_t1	c004h|weapon|c004h_weapon014_t1	1			item130000004105	item130000004105,-1	FashionDes_130000004105	fashion_108105			0	0
fashion_104106	hero104		c004|weapon|c004_weapon015_t1	c004h|weapon|c004h_weapon015_t1	1			item130000004106	item130000004106,-1	FashionDes_130000004106	fashion_108106			0	0
fashion_104107	hero104		c004|weapon|c004_weapon107_t1	c004h|weapon|c004h_weapon107_t1	1			item130000004107	item130000004107,-1	FashionDes_130000004107	fashion_108107			0	0
fashion_104108	hero104		c004|weapon|c004_weapon108_t1	c004h|weapon|c004h_weapon108_t1	1			item130000004108	item130000004108,-1	FashionDes_130000004108	fashion_108108			0	0
fashion_104131	hero104		c004|weapon|c004_weapon004_t1	c004h|weapon|c004h_weapon004_t1	1			item130000004131	item131000004131,2592000	FashionDes_130000004131	fashion_108131			0	0
fashion_104151	hero104		c004|weapon|c004_weapon005_t1	c004h|weapon|c004h_weapon005_t1	1			item130000004151	item130000004151,-1;item133000704151,604800	FashionDes_130000004151	fashion_108151	3,15	3,5;30,25	40041401	0
fashion_104152	hero104		c004|weapon|c004_weapon006_t1	c004h|weapon|c004h_weapon006_t1	1			item130000004152	item130000004152,-1	FashionDes_130000004152	fashion_108152	3,15	3,5;30,25	40041402	0
fashion_104153	hero104		c004|weapon|c004_weapon012_t1	c004h|weapon|c004h_weapon012_t1	1			item130000004153	item130000004153,-1	FashionDes_130000004153	fashion_108153	3,15	3,5;30,25	40041403	0
fashion_104154	hero104		c004|weapon|c004_weapon504_t1	c004h|weapon|c004h_weapon504_t1	1			item130000004154	item130000004154,-1;item132000004154,86400	FashionDes_130000004154	fashion_108154	3,15	3,5;30,25	40041404	0
fashion_104155	hero104		c004|weapon|c004_weapon507_t1	c004h|weapon|c004h_weapon507_t1	1			item130000004155	item130000004155,-1	FashionDes_130000004155	fashion_108155	3,15	3,5;30,25	40041406	0
fashion_104156	hero104		c004|weapon|c004_weapon508_t1	c004h|weapon|c004h_weapon508_t1	1			item130000004156	item130000004156,-1	FashionDes_130000004156	fashion_108156	3,15	3,5;30,25	40041407	0
fashion_104158	hero104		c004|weapon|c004_weapon506_t1	c004h|weapon|c004h_weapon506_t1	1			item130000004158	item130000004158,-1;item133000004158,259200	FashionDes_130000004158	fashion_108158	3,15	3,5;30,25	40041408	0
fashion_104159	hero104		c004|weapon|c004_weapon509_t1	c004h|weapon|c004h_weapon509_t1	1			item130000004159	item130000004159,-1	FashionDes_130000004159	fashion_108159	3,15	3,5;30,25	40041409	0
fashion_104171	hero104		c004|weapon|c004_weapon007_t1	c004h|weapon|c004h_weapon007_t1	1			item130000004171	item130000004171,-1	FashionDes_130000004171	fashion_108171	3,5	3,2	0	0
fashion_104172	hero104		c004|weapon|c004_weapon008_t1	c004h|weapon|c004h_weapon008_t1	1			item130000004172	item130000004172,-1	FashionDes_130000004172	fashion_108172	3,5	3,2	0	0
fashion_104173	hero104		c004|weapon|c004_weapon009_t1	c004h|weapon|c004h_weapon009_t1	1			item130000004173	item130000004173,-1	FashionDes_130000004173	fashion_108173	3,5	3,2	0	0
fashion_104174	hero104		c004|weapon|c004_weapon010_t1	c004h|weapon|c004h_weapon010_t1	1			item130000004174	item130000004174,-1	FashionDes_130000004174	fashion_108174	3,5	3,2	0	0
fashion_104175	hero104		c004|weapon|c004_weapon011_t1	c004h|weapon|c004h_weapon011_t1	1			item130000004175	item130000004175,-1;item132000704175,604800;item132000004175,432000	FashionDes_130000004175	fashion_108175	3,5	3,2	0	0
fashion_104202	hero104		c004|bottoms|c004_bottoms003_t1|clothes|c004_clothes003_t1|shoulder|c004_shoulder003_t1	c004h|bottoms|c004h_bottoms003_t1|clothes|c004h_clothes003_t1|shoulder|c004h_shoulder003_t1|parta|c004h_parta001_t1	2			item130000004202	item130000004202,-1	FashionDes_130000004202	fashion_108202			0	0
