流水	活动id	第几周	任务组	任务id	能量	功能检测和自动关闭
2989	6218	3	60	181450	30	37,0
2990	6218	3	61	183100	100	0,1
2991	6218	3	62	182160	50	25,1
2992	6218	3	63	181520	30	0,1
2993	6218	3	63	181530	30	0,1
2994	6218	3	63	181540	30	0,1
2995	6218	4	64	183010	100	0,1
2996	6218	4	65	182010	50	69,0
2997	6218	4	66	181100	30	0,1
2998	6218	4	66	181110	30	0,1
2999	6218	4	66	181120	30	0,1
3000	6218	4	67	183030	100	80,1
3001	6218	4	68	182030	50	39,0
3002	6218	4	69	182050	50	0,0
3003	6218	4	70	183040	100	0,1
3004	6218	4	71	182070	50	2,1
3005	6218	4	72	181280	30	0,0
3006	6218	4	72	181290	30	0,0
3007	6218	4	72	181300	30	0,0
3008	6218	4	73	183050	100	23,1
3009	6218	4	74	182080	50	33,1
3010	6218	4	75	181370	30	138,1
3011	6218	4	75	181380	30	138,1
3012	6218	4	75	181390	30	138,1
3013	6218	4	76	183060	100	14,1
3014	6218	4	77	182100	50	41,0
3015	6218	4	78	182110	50	0,0
3016	6218	4	79	183080	100	13,1
3017	6218	4	80	182130	50	145,1
3018	6218	4	81	181430	30	37,0
3019	6218	4	81	181440	30	37,0
3020	6218	4	81	181450	30	37,0
3021	6218	4	82	183110	100	0,1
3022	6218	4	83	182170	50	25,1
3023	6218	4	84	181550	30	0,1
3024	6218	4	84	181560	30	0,1
3025	6218	4	84	181570	30	0,1
3026	6218	5	85	183010	100	0,1
3027	6218	5	86	182010	50	69,0
3028	6218	5	87	181310	30	138,1
3029	6218	5	87	181320	30	138,1
3030	6218	5	87	181330	30	138,1
3031	6218	5	88	183020	100	106,1
3032	6218	5	89	182020	50	12,0
3033	6218	5	90	182030	50	39,0
3034	6218	5	91	183030	100	80,1
3035	6218	5	93	181340	30	138,1
3036	6218	5	93	181350	30	138,1
3037	6218	5	93	181360	30	138,1
3038	6218	5	94	183040	100	0,1
3039	6218	5	95	182050	50	0,0
3040	6218	5	96	182060	50	1,1
3041	6218	5	97	183050	100	23,1
3042	6218	5	98	182070	50	2,1
3043	6218	5	99	181370	30	138,1
3044	6218	5	99	181380	30	138,1
3045	6218	5	99	181390	30	138,1
3046	6218	5	100	183060	100	14,1
3047	6218	5	101	182080	50	33,1
3048	6218	5	102	181400	30	0,1
3049	6218	5	102	181410	30	0,1
3050	6218	5	102	181420	30	0,1
3051	6218	5	103	183070	100	0,1
3052	6218	5	104	182090	50	34,1
3053	6218	5	105	181430	30	37,0
3054	6218	5	105	181440	30	37,0
3055	6218	5	105	181450	30	37,0
3056	6218	5	106	183080	100	13,1
3057	6218	5	107	182100	50	41,0
3058	6218	5	108	182110	50	0,0
3059	6218	5	109	183090	100	0,1
3060	6218	5	110	182120	50	127,0
3061	6218	5	111	181580	30	0,1
3062	6218	5	111	181590	30	0,1
3063	6218	5	111	181600	30	0,1
3064	6218	5	112	183100	100	0,1
3065	6218	5	113	182130	50	145,1
3066	6218	5	114	181130	30	0,1
3067	6218	5	114	181140	30	0,1
3068	6218	5	114	181150	30	0,1
3069	6218	5	115	183110	100	0,1
3070	6218	5	116	182140	50	25,1
3071	6218	5	117	181160	30	0,1
3072	6218	5	117	181170	30	0,1
3073	6218	5	117	181180	30	0,1
3074	6218	5	118	183120	100	0,1
3075	6218	5	119	182150	50	25,1
3076	6218	5	120	181250	30	0,0
3077	6218	5	120	181250	30	0,0
3078	6218	5	120	181270	30	0,0
3079	6218	5	121	182160	50	25,1
3080	6218	5	122	182170	50	25,1
3081	6218	5	123	181190	30	0,0
3082	6218	5	123	181200	30	0,0
3083	6218	5	123	181210	30	0,0
3084	6218	5	124	182180	50	25,1
3085	6219	1	1	183010	100	0,1
3086	6219	1	2	182010	50	69,0
3087	6219	1	3	181430	30	37,0
3088	6219	1	3	181440	30	37,0
3089	6219	1	3	181450	30	37,0
3090	6219	1	4	183020	100	106,1
3091	6219	1	5	182020	50	12,0
3092	6219	1	6	182050	50	0,0
3093	6219	1	7	183040	100	0,1
3094	6219	1	8	182060	50	1,1
3095	6219	1	9	181010	30	0,1
3096	6219	1	9	181020	30	0,1
3097	6219	1	9	181030	30	0,1
3098	6219	1	10	183050	100	23,1
3099	6219	1	11	182080	50	33,1
3100	6219	1	12	181190	30	0,0
3101	6219	1	12	181200	30	0,0
3102	6219	1	12	181210	30	0,0
3103	6219	1	13	183070	100	0,1
3104	6219	1	14	182100	50	41,0
3105	6219	1	15	182110	50	0,0
3106	6219	1	16	183080	100	13,1
3107	6219	1	17	182130	50	145,1
3108	6219	1	18	181400	30	0,1
3109	6219	1	18	181410	30	0,1
3110	6219	1	18	181420	30	0,1
3111	6219	1	19	183100	100	0,1
3112	6219	1	20	182140	50	25,1
3113	6219	1	21	181460	30	0,1
3114	6219	1	21	181470	30	0,1
3115	6219	1	21	181480	30	0,1
3116	6219	1	125	183130	30	183,1
3117	6219	2	22	183010	100	0,1
3118	6219	2	23	182010	50	69,0
3119	6219	2	24	181040	30	0,1
3120	6219	2	24	181050	30	0,1
3121	6219	2	24	181060	30	0,1
3122	6219	2	25	183030	100	80,1
3123	6219	2	26	182030	50	39,0
3124	6219	2	27	182050	50	0,0
3125	6219	2	28	183040	100	0,1
3126	6219	2	29	182060	50	1,1
3127	6219	2	30	181220	30	0,0
3128	6219	2	30	181230	30	0,0
3129	6219	2	30	181240	30	0,0
3130	6219	2	31	183050	100	23,1
3131	6219	2	32	182080	50	33,1
3132	6219	2	33	181310	30	138,1
3133	6219	2	33	181320	30	138,1
3134	6219	2	33	181330	30	138,1
3135	6219	2	34	183060	100	14,1
3136	6219	2	35	182090	50	34,1
3137	6219	2	36	182100	50	41,0
3138	6219	2	37	183080	100	13,1
3139	6219	2	38	182130	50	145,1
3140	6219	2	39	181430	30	37,0
3141	6219	2	39	181440	30	37,0
3142	6219	2	39	181450	30	37,0
3143	6219	2	40	183110	100	0,1
3144	6219	2	41	182150	50	25,1
3145	6219	2	42	181490	30	0,1
3146	6219	2	42	181500	30	0,1
3147	6219	2	42	181510	30	0,1
3148	6219	3	43	183010	100	0,1
3149	6219	3	44	182010	50	69,0
3150	6219	3	45	181070	30	0,1
3151	6219	3	45	181080	30	0,1
3152	6219	3	45	181090	30	0,1
3153	6219	3	46	183020	100	106,1
3154	6219	3	47	182070	50	2,1
3155	6219	3	48	182050	50	0,0
3156	6219	3	49	183070	100	0,1
3157	6219	3	50	182060	50	1,1
3158	6219	3	51	181250	30	0,0
3159	6219	3	51	181260	30	0,0
3160	6219	3	51	181270	30	0,0
3161	6219	3	52	183050	100	23,1
3162	6219	3	53	182080	50	33,1
3163	6219	3	54	181340	30	138,1
3164	6219	3	54	181350	30	138,1
3165	6219	3	54	181360	30	138,1
3166	6219	3	55	183040	100	0,1
3167	6219	3	56	182100	50	41,0
3168	6219	3	57	182120	50	127,0
3169	6219	3	58	183080	100	13,1
3170	6219	3	59	182130	50	145,1
3171	6219	3	60	181430	30	37,0
3172	6219	3	60	181440	30	37,0
3173	6219	3	60	181450	30	37,0
3174	6219	3	61	183100	100	0,1
3175	6219	3	62	182160	50	25,1
3176	6219	3	63	181520	30	0,1
3177	6219	3	63	181530	30	0,1
3178	6219	3	63	181540	30	0,1
3179	6219	4	64	183010	100	0,1
3180	6219	4	65	182010	50	69,0
3181	6219	4	66	181100	30	0,1
3182	6219	4	66	181110	30	0,1
3183	6219	4	66	181120	30	0,1
3184	6219	4	67	183030	100	80,1
3185	6219	4	68	182030	50	39,0
3186	6219	4	69	182050	50	0,0
3187	6219	4	70	183040	100	0,1
3188	6219	4	71	182070	50	2,1
3189	6219	4	72	181280	30	0,0
3190	6219	4	72	181290	30	0,0
3191	6219	4	72	181300	30	0,0
3192	6219	4	73	183050	100	23,1
3193	6219	4	74	182080	50	33,1
3194	6219	4	75	181370	30	138,1
3195	6219	4	75	181380	30	138,1
3196	6219	4	75	181390	30	138,1
3197	6219	4	76	183060	100	14,1
3198	6219	4	77	182100	50	41,0
3199	6219	4	78	182110	50	0,0
3200	6219	4	79	183080	100	13,1
3201	6219	4	80	182130	50	145,1
3202	6219	4	81	181430	30	37,0
3203	6219	4	81	181440	30	37,0
3204	6219	4	81	181450	30	37,0
3205	6219	4	82	183110	100	0,1
3206	6219	4	83	182170	50	25,1
3207	6219	4	84	181550	30	0,1
3208	6219	4	84	181560	30	0,1
3209	6219	4	84	181570	30	0,1
3210	6219	5	85	183010	100	0,1
3211	6219	5	86	182010	50	69,0
3212	6219	5	87	181310	30	138,1
3213	6219	5	87	181320	30	138,1
3214	6219	5	87	181330	30	138,1
3215	6219	5	88	183020	100	106,1
3216	6219	5	89	182020	50	12,0
3217	6219	5	90	182030	50	39,0
3218	6219	5	91	183030	100	80,1
3219	6219	5	93	181340	30	138,1
3220	6219	5	93	181350	30	138,1
3221	6219	5	93	181360	30	138,1
3222	6219	5	94	183040	100	0,1
3223	6219	5	95	182050	50	0,0
3224	6219	5	96	182060	50	1,1
3225	6219	5	97	183050	100	23,1
3226	6219	5	98	182070	50	2,1
3227	6219	5	99	181370	30	138,1
3228	6219	5	99	181380	30	138,1
3229	6219	5	99	181390	30	138,1
3230	6219	5	100	183060	100	14,1
3231	6219	5	101	182080	50	33,1
3232	6219	5	102	181400	30	0,1
3233	6219	5	102	181410	30	0,1
3234	6219	5	102	181420	30	0,1
3235	6219	5	103	183070	100	0,1
3236	6219	5	104	182090	50	34,1
3237	6219	5	105	181430	30	37,0
3238	6219	5	105	181440	30	37,0
3239	6219	5	105	181450	30	37,0
3240	6219	5	106	183080	100	13,1
3241	6219	5	107	182100	50	41,0
3242	6219	5	108	182110	50	0,0
3243	6219	5	109	183090	100	0,1
3244	6219	5	110	182120	50	127,0
3245	6219	5	111	181580	30	0,1
3246	6219	5	111	181590	30	0,1
3247	6219	5	111	181600	30	0,1
3248	6219	5	112	183100	100	0,1
3249	6219	5	113	182130	50	145,1
3250	6219	5	114	181130	30	0,1
3251	6219	5	114	181140	30	0,1
3252	6219	5	114	181150	30	0,1
3253	6219	5	115	183110	100	0,1
3254	6219	5	116	182140	50	25,1
3255	6219	5	117	181160	30	0,1
3256	6219	5	117	181170	30	0,1
3257	6219	5	117	181180	30	0,1
3258	6219	5	118	183120	100	0,1
3259	6219	5	119	182150	50	25,1
3260	6219	5	120	181250	30	0,0
3261	6219	5	120	181250	30	0,0
3262	6219	5	120	181270	30	0,0
3263	6219	5	121	182160	50	25,1
3264	6219	5	122	182170	50	25,1
3265	6219	5	123	181190	30	0,0
3266	6219	5	123	181200	30	0,0
3267	6219	5	123	181210	30	0,0
3268	6219	5	124	182180	50	25,1
3269	6220	1	1	183010	100	0,1
3270	6220	1	2	182010	50	69,0
3271	6220	1	3	181430	30	37,0
3272	6220	1	3	181440	30	37,0
3273	6220	1	3	181450	30	37,0
3274	6220	1	4	183020	100	106,1
3275	6220	1	5	182020	50	12,0
3276	6220	1	6	182050	50	0,0
3277	6220	1	7	183040	100	0,1
3278	6220	1	8	182060	50	1,1
3279	6220	1	9	181010	30	0,1
3280	6220	1	9	181020	30	0,1
3281	6220	1	9	181030	30	0,1
3282	6220	1	10	183050	100	23,1
3283	6220	1	11	182080	50	33,1
3284	6220	1	12	181190	30	0,0
3285	6220	1	12	181200	30	0,0
3286	6220	1	12	181210	30	0,0
3287	6220	1	13	183070	100	0,1
3288	6220	1	14	182100	50	41,0
3289	6220	1	15	182110	50	0,0
3290	6220	1	16	183080	100	13,1
3291	6220	1	17	182130	50	145,1
3292	6220	1	18	181400	30	0,1
3293	6220	1	18	181410	30	0,1
3294	6220	1	18	181420	30	0,1
3295	6220	1	19	183100	100	0,1
3296	6220	1	20	182140	50	25,1
3297	6220	1	21	181460	30	0,1
3298	6220	1	21	181470	30	0,1
3299	6220	1	21	181480	30	0,1
3300	6220	1	125	183130	30	183,1
3301	6220	2	22	183010	100	0,1
3302	6220	2	23	182010	50	69,0
3303	6220	2	24	181040	30	0,1
3304	6220	2	24	181050	30	0,1
3305	6220	2	24	181060	30	0,1
3306	6220	2	25	183030	100	80,1
3307	6220	2	26	182030	50	39,0
3308	6220	2	27	182050	50	0,0
3309	6220	2	28	183040	100	0,1
3310	6220	2	29	182060	50	1,1
3311	6220	2	30	181220	30	0,0
3312	6220	2	30	181230	30	0,0
3313	6220	2	30	181240	30	0,0
3314	6220	2	31	183050	100	23,1
3315	6220	2	32	182080	50	33,1
3316	6220	2	33	181310	30	138,1
3317	6220	2	33	181320	30	138,1
3318	6220	2	33	181330	30	138,1
3319	6220	2	34	183060	100	14,1
3320	6220	2	35	182090	50	34,1
3321	6220	2	36	182100	50	41,0
3322	6220	2	37	183080	100	13,1
3323	6220	2	38	182130	50	145,1
3324	6220	2	39	181430	30	37,0
3325	6220	2	39	181440	30	37,0
3326	6220	2	39	181450	30	37,0
3327	6220	2	40	183110	100	0,1
3328	6220	2	41	182150	50	25,1
3329	6220	2	42	181490	30	0,1
3330	6220	2	42	181500	30	0,1
3331	6220	2	42	181510	30	0,1
3332	6220	3	43	183010	100	0,1
3333	6220	3	44	182010	50	69,0
3334	6220	3	45	181070	30	0,1
3335	6220	3	45	181080	30	0,1
3336	6220	3	45	181090	30	0,1
3337	6220	3	46	183020	100	106,1
3338	6220	3	47	182070	50	2,1
3339	6220	3	48	182050	50	0,0
3340	6220	3	49	183070	100	0,1
3341	6220	3	50	182060	50	1,1
3342	6220	3	51	181250	30	0,0
3343	6220	3	51	181260	30	0,0
3344	6220	3	51	181270	30	0,0
3345	6220	3	52	183050	100	23,1
3346	6220	3	53	182080	50	33,1
3347	6220	3	54	181340	30	138,1
3348	6220	3	54	181350	30	138,1
3349	6220	3	54	181360	30	138,1
3350	6220	3	55	183040	100	0,1
3351	6220	3	56	182100	50	41,0
3352	6220	3	57	182120	50	127,0
3353	6220	3	58	183080	100	13,1
3354	6220	3	59	182130	50	145,1
3355	6220	3	60	181430	30	37,0
3356	6220	3	60	181440	30	37,0
3357	6220	3	60	181450	30	37,0
3358	6220	3	61	183100	100	0,1
3359	6220	3	62	182160	50	25,1
3360	6220	3	63	181520	30	0,1
3361	6220	3	63	181530	30	0,1
3362	6220	3	63	181540	30	0,1
3363	6220	4	64	183010	100	0,1
3364	6220	4	65	182010	50	69,0
3365	6220	4	66	181100	30	0,1
3366	6220	4	66	181110	30	0,1
3367	6220	4	66	181120	30	0,1
3368	6220	4	67	183030	100	80,1
3369	6220	4	68	182030	50	39,0
3370	6220	4	69	182050	50	0,0
3371	6220	4	70	183040	100	0,1
3372	6220	4	71	182070	50	2,1
3373	6220	4	72	181280	30	0,0
3374	6220	4	72	181290	30	0,0
3375	6220	4	72	181300	30	0,0
3376	6220	4	73	183050	100	23,1
3377	6220	4	74	182080	50	33,1
3378	6220	4	75	181370	30	138,1
3379	6220	4	75	181380	30	138,1
3380	6220	4	75	181390	30	138,1
3381	6220	4	76	183060	100	14,1
3382	6220	4	77	182100	50	41,0
3383	6220	4	78	182110	50	0,0
3384	6220	4	79	183080	100	13,1
3385	6220	4	80	182130	50	145,1
3386	6220	4	81	181430	30	37,0
3387	6220	4	81	181440	30	37,0
3388	6220	4	81	181450	30	37,0
3389	6220	4	82	183110	100	0,1
3390	6220	4	83	182170	50	25,1
3391	6220	4	84	181550	30	0,1
3392	6220	4	84	181560	30	0,1
3393	6220	4	84	181570	30	0,1
3394	6220	5	85	183010	100	0,1
3395	6220	5	86	182010	50	69,0
3396	6220	5	87	181310	30	138,1
3397	6220	5	87	181320	30	138,1
3398	6220	5	87	181330	30	138,1
3399	6220	5	88	183020	100	106,1
3400	6220	5	89	182020	50	12,0
3401	6220	5	90	182030	50	39,0
3402	6220	5	91	183030	100	80,1
3403	6220	5	93	181340	30	138,1
3404	6220	5	93	181350	30	138,1
3405	6220	5	93	181360	30	138,1
3406	6220	5	94	183040	100	0,1
3407	6220	5	95	182050	50	0,0
3408	6220	5	96	182060	50	1,1
3409	6220	5	97	183050	100	23,1
3410	6220	5	98	182070	50	2,1
3411	6220	5	99	181370	30	138,1
3412	6220	5	99	181380	30	138,1
3413	6220	5	99	181390	30	138,1
3414	6220	5	100	183060	100	14,1
3415	6220	5	101	182080	50	33,1
3416	6220	5	102	181400	30	0,1
3417	6220	5	102	181410	30	0,1
3418	6220	5	102	181420	30	0,1
3419	6220	5	103	183070	100	0,1
3420	6220	5	104	182090	50	34,1
3421	6220	5	105	181430	30	37,0
3422	6220	5	105	181440	30	37,0
3423	6220	5	105	181450	30	37,0
3424	6220	5	106	183080	100	13,1
3425	6220	5	107	182100	50	41,0
3426	6220	5	108	182110	50	0,0
3427	6220	5	109	183090	100	0,1
3428	6220	5	110	182120	50	127,0
3429	6220	5	111	181580	30	0,1
3430	6220	5	111	181590	30	0,1
3431	6220	5	111	181600	30	0,1
3432	6220	5	112	183100	100	0,1
3433	6220	5	113	182130	50	145,1
3434	6220	5	114	181130	30	0,1
3435	6220	5	114	181140	30	0,1
3436	6220	5	114	181150	30	0,1
3437	6220	5	115	183110	100	0,1
3438	6220	5	116	182140	50	25,1
3439	6220	5	117	181160	30	0,1
3440	6220	5	117	181170	30	0,1
3441	6220	5	117	181180	30	0,1
3442	6220	5	118	183120	100	0,1
3443	6220	5	119	182150	50	25,1
3444	6220	5	120	181250	30	0,0
3445	6220	5	120	181250	30	0,0
3446	6220	5	120	181270	30	0,0
3447	6220	5	121	182160	50	25,1
3448	6220	5	122	182170	50	25,1
3449	6220	5	123	181190	30	0,0
3450	6220	5	123	181200	30	0,0
3451	6220	5	123	181210	30	0,0
3452	6220	5	124	182180	50	25,1
3453	6221	1	1	183010	100	0,1
3454	6221	1	2	182010	50	69,0
3455	6221	1	3	181430	30	37,0
3456	6221	1	3	181440	30	37,0
3457	6221	1	3	181450	30	37,0
3458	6221	1	4	183020	100	106,1
3459	6221	1	5	182020	50	12,0
3460	6221	1	6	182050	50	0,0
3461	6221	1	7	183040	100	0,1
3462	6221	1	8	182060	50	1,1
3463	6221	1	9	181010	30	0,1
3464	6221	1	9	181020	30	0,1
3465	6221	1	9	181030	30	0,1
3466	6221	1	10	183050	100	23,1
3467	6221	1	11	182080	50	33,1
3468	6221	1	12	181190	30	0,0
3469	6221	1	12	181200	30	0,0
3470	6221	1	12	181210	30	0,0
3471	6221	1	13	183070	100	0,1
3472	6221	1	14	182100	50	41,0
3473	6221	1	15	182110	50	0,0
3474	6221	1	16	183080	100	13,1
3475	6221	1	17	182130	50	145,1
3476	6221	1	18	181400	30	0,1
3477	6221	1	18	181410	30	0,1
3478	6221	1	18	181420	30	0,1
3479	6221	1	19	183100	100	0,1
3480	6221	1	20	182140	50	25,1
3481	6221	1	21	181460	30	0,1
3482	6221	1	21	181470	30	0,1
3483	6221	1	21	181480	30	0,1
3484	6221	1	125	183130	30	183,1
3485	6221	2	22	183010	100	0,1
3486	6221	2	23	182010	50	69,0
3487	6221	2	24	181040	30	0,1
3488	6221	2	24	181050	30	0,1
3489	6221	2	24	181060	30	0,1
3490	6221	2	25	183030	100	80,1
3491	6221	2	26	182030	50	39,0
3492	6221	2	27	182050	50	0,0
3493	6221	2	28	183040	100	0,1
3494	6221	2	29	182060	50	1,1
3495	6221	2	30	181220	30	0,0
3496	6221	2	30	181230	30	0,0
3497	6221	2	30	181240	30	0,0
3498	6221	2	31	183050	100	23,1
3499	6221	2	32	182080	50	33,1
3500	6221	2	33	181310	30	138,1
3501	6221	2	33	181320	30	138,1
3502	6221	2	33	181330	30	138,1
3503	6221	2	34	183060	100	14,1
3504	6221	2	35	182090	50	34,1
3505	6221	2	36	182100	50	41,0
3506	6221	2	37	183080	100	13,1
3507	6221	2	38	182130	50	145,1
3508	6221	2	39	181430	30	37,0
3509	6221	2	39	181440	30	37,0
3510	6221	2	39	181450	30	37,0
3511	6221	2	40	183110	100	0,1
3512	6221	2	41	182150	50	25,1
3513	6221	2	42	181490	30	0,1
3514	6221	2	42	181500	30	0,1
3515	6221	2	42	181510	30	0,1
3516	6221	3	43	183010	100	0,1
3517	6221	3	44	182010	50	69,0
3518	6221	3	45	181070	30	0,1
3519	6221	3	45	181080	30	0,1
3520	6221	3	45	181090	30	0,1
3521	6221	3	46	183020	100	106,1
3522	6221	3	47	182070	50	2,1
3523	6221	3	48	182050	50	0,0
3524	6221	3	49	183070	100	0,1
3525	6221	3	50	182060	50	1,1
3526	6221	3	51	181250	30	0,0
3527	6221	3	51	181260	30	0,0
3528	6221	3	51	181270	30	0,0
3529	6221	3	52	183050	100	23,1
3530	6221	3	53	182080	50	33,1
3531	6221	3	54	181340	30	138,1
3532	6221	3	54	181350	30	138,1
3533	6221	3	54	181360	30	138,1
3534	6221	3	55	183040	100	0,1
3535	6221	3	56	182100	50	41,0
3536	6221	3	57	182120	50	127,0
3537	6221	3	58	183080	100	13,1
3538	6221	3	59	182130	50	145,1
3539	6221	3	60	181430	30	37,0
3540	6221	3	60	181440	30	37,0
3541	6221	3	60	181450	30	37,0
3542	6221	3	61	183100	100	0,1
3543	6221	3	62	182160	50	25,1
3544	6221	3	63	181520	30	0,1
3545	6221	3	63	181530	30	0,1
3546	6221	3	63	181540	30	0,1
3547	6221	4	64	183010	100	0,1
3548	6221	4	65	182010	50	69,0
3549	6221	4	66	181100	30	0,1
3550	6221	4	66	181110	30	0,1
3551	6221	4	66	181120	30	0,1
3552	6221	4	67	183030	100	80,1
3553	6221	4	68	182030	50	39,0
3554	6221	4	69	182050	50	0,0
3555	6221	4	70	183040	100	0,1
3556	6221	4	71	182070	50	2,1
3557	6221	4	72	181280	30	0,0
3558	6221	4	72	181290	30	0,0
3559	6221	4	72	181300	30	0,0
3560	6221	4	73	183050	100	23,1
3561	6221	4	74	182080	50	33,1
3562	6221	4	75	181370	30	138,1
3563	6221	4	75	181380	30	138,1
3564	6221	4	75	181390	30	138,1
3565	6221	4	76	183060	100	14,1
3566	6221	4	77	182100	50	41,0
3567	6221	4	78	182110	50	0,0
3568	6221	4	79	183080	100	13,1
3569	6221	4	80	182130	50	145,1
3570	6221	4	81	181430	30	37,0
3571	6221	4	81	181440	30	37,0
3572	6221	4	81	181450	30	37,0
3573	6221	4	82	183110	100	0,1
3574	6221	4	83	182170	50	25,1
3575	6221	4	84	181550	30	0,1
3576	6221	4	84	181560	30	0,1
3577	6221	4	84	181570	30	0,1
3578	6221	5	85	183010	100	0,1
3579	6221	5	86	182010	50	69,0
3580	6221	5	87	181310	30	138,1
3581	6221	5	87	181320	30	138,1
3582	6221	5	87	181330	30	138,1
3583	6221	5	88	183020	100	106,1
3584	6221	5	89	182020	50	12,0
3585	6221	5	90	182030	50	39,0
3586	6221	5	91	183030	100	80,1
3587	6221	5	93	181340	30	138,1
3588	6221	5	93	181350	30	138,1
3589	6221	5	93	181360	30	138,1
3590	6221	5	94	183040	100	0,1
3591	6221	5	95	182050	50	0,0
3592	6221	5	96	182060	50	1,1
3593	6221	5	97	183050	100	23,1
3594	6221	5	98	182070	50	2,1
3595	6221	5	99	181370	30	138,1
3596	6221	5	99	181380	30	138,1
3597	6221	5	99	181390	30	138,1
3598	6221	5	100	183060	100	14,1
3599	6221	5	101	182080	50	33,1
3600	6221	5	102	181400	30	0,1
3601	6221	5	102	181410	30	0,1
3602	6221	5	102	181420	30	0,1
3603	6221	5	103	183070	100	0,1
3604	6221	5	104	182090	50	34,1
3605	6221	5	105	181430	30	37,0
3606	6221	5	105	181440	30	37,0
3607	6221	5	105	181450	30	37,0
3608	6221	5	106	183080	100	13,1
3609	6221	5	107	182100	50	41,0
3610	6221	5	108	182110	50	0,0
3611	6221	5	109	183090	100	0,1
3612	6221	5	110	182120	50	127,0
3613	6221	5	111	181580	30	0,1
3614	6221	5	111	181590	30	0,1
3615	6221	5	111	181600	30	0,1
3616	6221	5	112	183100	100	0,1
3617	6221	5	113	182130	50	145,1
3618	6221	5	114	181130	30	0,1
3619	6221	5	114	181140	30	0,1
3620	6221	5	114	181150	30	0,1
3621	6221	5	115	183110	100	0,1
3622	6221	5	116	182140	50	25,1
3623	6221	5	117	181160	30	0,1
3624	6221	5	117	181170	30	0,1
3625	6221	5	117	181180	30	0,1
3626	6221	5	118	183120	100	0,1
3627	6221	5	119	182150	50	25,1
3628	6221	5	120	181250	30	0,0
3629	6221	5	120	181250	30	0,0
3630	6221	5	120	181270	30	0,0
3631	6221	5	121	182160	50	25,1
3632	6221	5	122	182170	50	25,1
3633	6221	5	123	181190	30	0,0
3634	6221	5	123	181200	30	0,0
3635	6221	5	123	181210	30	0,0
3636	6221	5	124	182180	50	25,1
3637	6222	1	1	183010	100	0,1
3638	6222	1	2	182010	50	69,0
3639	6222	1	3	181430	30	37,0
3640	6222	1	3	181440	30	37,0
3641	6222	1	3	181450	30	37,0
3642	6222	1	4	183020	100	106,1
3643	6222	1	5	182020	50	12,0
3644	6222	1	6	182050	50	0,0
3645	6222	1	7	183040	100	0,1
3646	6222	1	8	182060	50	1,1
3647	6222	1	9	181010	30	0,1
3648	6222	1	9	181020	30	0,1
3649	6222	1	9	181030	30	0,1
3650	6222	1	10	183050	100	23,1
3651	6222	1	11	182080	50	33,1
3652	6222	1	12	181190	30	0,0
3653	6222	1	12	181200	30	0,0
3654	6222	1	12	181210	30	0,0
3655	6222	1	13	183070	100	0,1
3656	6222	1	14	182100	50	41,0
3657	6222	1	15	182110	50	0,0
3658	6222	1	16	183080	100	13,1
3659	6222	1	17	182130	50	145,1
3660	6222	1	18	181400	30	0,1
3661	6222	1	18	181410	30	0,1
3662	6222	1	18	181420	30	0,1
3663	6222	1	19	183100	100	0,1
3664	6222	1	20	182140	50	25,1
3665	6222	1	21	181460	30	0,1
3666	6222	1	21	181470	30	0,1
3667	6222	1	21	181480	30	0,1
3668	6222	1	125	183130	30	183,1
3669	6222	2	22	183010	100	0,1
3670	6222	2	23	182010	50	69,0
3671	6222	2	24	181040	30	0,1
3672	6222	2	24	181050	30	0,1
3673	6222	2	24	181060	30	0,1
3674	6222	2	25	183030	100	80,1
3675	6222	2	26	182030	50	39,0
3676	6222	2	27	182050	50	0,0
3677	6222	2	28	183040	100	0,1
3678	6222	2	29	182060	50	1,1
3679	6222	2	30	181220	30	0,0
3680	6222	2	30	181230	30	0,0
3681	6222	2	30	181240	30	0,0
3682	6222	2	31	183050	100	23,1
3683	6222	2	32	182080	50	33,1
3684	6222	2	33	181310	30	138,1
3685	6222	2	33	181320	30	138,1
3686	6222	2	33	181330	30	138,1
3687	6222	2	34	183060	100	14,1
3688	6222	2	35	182090	50	34,1
3689	6222	2	36	182100	50	41,0
3690	6222	2	37	183080	100	13,1
3691	6222	2	38	182130	50	145,1
3692	6222	2	39	181430	30	37,0
3693	6222	2	39	181440	30	37,0
3694	6222	2	39	181450	30	37,0
3695	6222	2	40	183110	100	0,1
3696	6222	2	41	182150	50	25,1
3697	6222	2	42	181490	30	0,1
3698	6222	2	42	181500	30	0,1
3699	6222	2	42	181510	30	0,1
3700	6222	3	43	183010	100	0,1
3701	6222	3	44	182010	50	69,0
3702	6222	3	45	181070	30	0,1
3703	6222	3	45	181080	30	0,1
3704	6222	3	45	181090	30	0,1
3705	6222	3	46	183020	100	106,1
3706	6222	3	47	182070	50	2,1
3707	6222	3	48	182050	50	0,0
3708	6222	3	49	183070	100	0,1
3709	6222	3	50	182060	50	1,1
3710	6222	3	51	181250	30	0,0
3711	6222	3	51	181260	30	0,0
3712	6222	3	51	181270	30	0,0
3713	6222	3	52	183050	100	23,1
3714	6222	3	53	182080	50	33,1
3715	6222	3	54	181340	30	138,1
3716	6222	3	54	181350	30	138,1
3717	6222	3	54	181360	30	138,1
3718	6222	3	55	183040	100	0,1
3719	6222	3	56	182100	50	41,0
3720	6222	3	57	182120	50	127,0
3721	6222	3	58	183080	100	13,1
3722	6222	3	59	182130	50	145,1
3723	6222	3	60	181430	30	37,0
