流水	战宠	个性	权重
4369	pet_377	11301	156
4370	pet_377	11302	429
4371	pet_377	11303	683
4372	pet_377	11401	52
4373	pet_377	11402	144
4374	pet_377	11403	229
4375	pet_377	11501	90
4376	pet_377	11502	247
4377	pet_377	11503	394
4378	pet_377	11601	96
4379	pet_377	11602	264
4380	pet_377	11603	420
4381	pet_377	11701	90
4382	pet_377	11702	247
4383	pet_377	11703	394
4384	pet_377	11801	52
4385	pet_377	11802	144
4386	pet_377	11803	229
4387	pet_377	11901	52
4388	pet_377	11902	144
4389	pet_377	11903	230
4390	pet_385	10401	240
4391	pet_385	10701	52
4392	pet_385	10702	144
4393	pet_385	10703	229
4394	pet_385	10901	90
4395	pet_385	10902	247
4396	pet_385	10903	394
4397	pet_385	11001	156
4398	pet_385	11002	429
4399	pet_385	11003	683
4400	pet_385	11101	156
4401	pet_385	11102	429
4402	pet_385	11103	683
4403	pet_385	11201	156
4404	pet_385	11202	429
4405	pet_385	11203	683
4406	pet_385	11301	156
4407	pet_385	11302	429
4408	pet_385	11303	683
4409	pet_385	11401	52
4410	pet_385	11402	144
4411	pet_385	11403	229
4412	pet_385	11501	90
4413	pet_385	11502	247
4414	pet_385	11503	394
4415	pet_385	11601	96
4416	pet_385	11602	264
4417	pet_385	11603	420
4418	pet_385	11701	90
4419	pet_385	11702	247
4420	pet_385	11703	394
4421	pet_385	11801	52
4422	pet_385	11802	144
4423	pet_385	11803	229
4424	pet_385	11901	52
4425	pet_385	11902	144
4426	pet_385	11903	230
4427	pet_386	10501	240
4428	pet_386	10701	52
4429	pet_386	10702	144
4430	pet_386	10703	229
4431	pet_386	10901	90
4432	pet_386	10902	247
4433	pet_386	10903	394
4434	pet_386	11001	156
4435	pet_386	11002	429
4436	pet_386	11003	683
4437	pet_386	11101	156
4438	pet_386	11102	429
4439	pet_386	11103	683
4440	pet_386	11201	156
4441	pet_386	11202	429
4442	pet_386	11203	683
4443	pet_386	11301	156
4444	pet_386	11302	429
4445	pet_386	11303	683
4446	pet_386	11401	52
4447	pet_386	11402	144
4448	pet_386	11403	229
4449	pet_386	11501	90
4450	pet_386	11502	247
4451	pet_386	11503	394
4452	pet_386	11601	96
4453	pet_386	11602	264
4454	pet_386	11603	420
4455	pet_386	11701	90
4456	pet_386	11702	247
4457	pet_386	11703	394
4458	pet_386	11801	52
4459	pet_386	11802	144
4460	pet_386	11803	229
4461	pet_386	11901	52
4462	pet_386	11902	144
4463	pet_386	11903	230
4464	pet_387	10101	240
4465	pet_387	10801	52
4466	pet_387	10802	144
4467	pet_387	10803	229
4468	pet_387	10901	90
4469	pet_387	10902	247
4470	pet_387	10903	394
4471	pet_387	11001	156
4472	pet_387	11002	429
4473	pet_387	11003	683
4474	pet_387	11101	156
4475	pet_387	11102	429
4476	pet_387	11103	683
4477	pet_387	11201	156
4478	pet_387	11202	429
4479	pet_387	11203	683
4480	pet_387	11301	156
4481	pet_387	11302	429
4482	pet_387	11303	683
4483	pet_387	11401	52
4484	pet_387	11402	144
4485	pet_387	11403	229
4486	pet_387	11501	90
4487	pet_387	11502	247
4488	pet_387	11503	394
4489	pet_387	11601	96
4490	pet_387	11602	264
4491	pet_387	11603	420
4492	pet_387	11701	90
4493	pet_387	11702	247
4494	pet_387	11703	394
4495	pet_387	11801	52
4496	pet_387	11802	144
4497	pet_387	11803	229
4498	pet_387	11901	52
4499	pet_387	11902	144
4500	pet_387	11903	230
4501	pet_391	12001	240
4502	pet_391	10801	52
4503	pet_391	10802	144
4504	pet_391	10803	229
4505	pet_391	10901	90
4506	pet_391	10902	247
4507	pet_391	10903	394
4508	pet_391	11001	156
4509	pet_391	11002	429
4510	pet_391	11003	683
4511	pet_391	11101	156
4512	pet_391	11102	429
4513	pet_391	11103	683
4514	pet_391	11201	156
4515	pet_391	11202	429
4516	pet_391	11203	683
4517	pet_391	11301	156
4518	pet_391	11302	429
4519	pet_391	11303	683
4520	pet_391	11401	52
4521	pet_391	11402	144
4522	pet_391	11403	229
4523	pet_391	11501	90
4524	pet_391	11502	247
4525	pet_391	11503	394
4526	pet_391	11601	96
4527	pet_391	11602	264
4528	pet_391	11603	420
4529	pet_391	11701	90
4530	pet_391	11702	247
4531	pet_391	11703	394
4532	pet_391	11801	52
4533	pet_391	11802	144
4534	pet_391	11803	229
4535	pet_391	11901	52
4536	pet_391	11902	144
4537	pet_391	11903	230
4538	pet_392	10702	56
4539	pet_392	10703	183
4540	pet_392	10704	196
4541	pet_392	10902	97
4542	pet_392	10903	315
4543	pet_392	10904	337
4544	pet_392	11002	169
4545	pet_392	11003	546
4546	pet_392	11004	585
4547	pet_392	11102	169
4548	pet_392	11103	546
4549	pet_392	11104	585
4550	pet_392	11202	169
4551	pet_392	11203	546
4552	pet_392	11204	585
4553	pet_392	11302	169
4554	pet_392	11303	546
4555	pet_392	11304	585
4556	pet_392	11402	56
4557	pet_392	11403	183
4558	pet_392	11404	196
4559	pet_392	11502	97
4560	pet_392	11503	315
4561	pet_392	11504	337
4562	pet_392	11602	104
4563	pet_392	11603	336
4564	pet_392	11604	360
4565	pet_392	11702	97
4566	pet_392	11703	315
4567	pet_392	11704	337
4568	pet_392	11802	56
4569	pet_392	11803	183
4570	pet_392	11804	196
4571	pet_392	11902	57
4572	pet_392	11903	184
4573	pet_392	11904	197
4574	pet_393	10301	240
4575	pet_393	10701	52
4576	pet_393	10702	144
4577	pet_393	10703	229
4578	pet_393	10901	90
4579	pet_393	10902	247
4580	pet_393	10903	394
4581	pet_393	11001	156
4582	pet_393	11002	429
4583	pet_393	11003	683
4584	pet_393	11101	156
4585	pet_393	11102	429
4586	pet_393	11103	683
4587	pet_393	11201	156
4588	pet_393	11202	429
4589	pet_393	11203	683
4590	pet_393	11301	156
4591	pet_393	11302	429
4592	pet_393	11303	683
4593	pet_393	11401	52
4594	pet_393	11402	144
4595	pet_393	11403	229
4596	pet_393	11501	90
4597	pet_393	11502	247
4598	pet_393	11503	394
4599	pet_393	11601	96
4600	pet_393	11602	264
4601	pet_393	11603	420
4602	pet_393	11701	90
4603	pet_393	11702	247
4604	pet_393	11703	394
4605	pet_393	11801	52
4606	pet_393	11802	144
4607	pet_393	11803	229
4608	pet_393	11901	52
4609	pet_393	11902	144
4610	pet_393	11903	230
4611	pet_378	10101	240
4612	pet_378	10701	52
4613	pet_378	10702	144
4614	pet_378	10703	229
4615	pet_378	10901	90
4616	pet_378	10902	247
4617	pet_378	10903	394
4618	pet_378	11001	156
4619	pet_378	11002	429
4620	pet_378	11003	683
4621	pet_378	11101	156
4622	pet_378	11102	429
4623	pet_378	11103	683
4624	pet_378	11201	156
4625	pet_378	11202	429
4626	pet_378	11203	683
4627	pet_378	11301	156
4628	pet_378	11302	429
4629	pet_378	11303	683
4630	pet_378	11401	52
4631	pet_378	11402	144
4632	pet_378	11403	229
4633	pet_378	11501	90
4634	pet_378	11502	247
4635	pet_378	11503	394
4636	pet_378	11601	96
4637	pet_378	11602	264
4638	pet_378	11603	420
4639	pet_378	11701	90
4640	pet_378	11702	247
4641	pet_378	11703	394
4642	pet_378	11801	52
4643	pet_378	11802	144
4644	pet_378	11803	229
4645	pet_378	11901	52
4646	pet_378	11902	144
4647	pet_378	11903	230
4648	pet_379	10501	240
4649	pet_379	10701	52
4650	pet_379	10702	144
4651	pet_379	10703	229
4652	pet_379	10901	90
4653	pet_379	10902	247
4654	pet_379	10903	394
4655	pet_379	11001	156
4656	pet_379	11002	429
4657	pet_379	11003	683
4658	pet_379	11101	156
4659	pet_379	11102	429
4660	pet_379	11103	683
4661	pet_379	11201	156
4662	pet_379	11202	429
4663	pet_379	11203	683
4664	pet_379	11301	156
4665	pet_379	11302	429
4666	pet_379	11303	683
4667	pet_379	11401	52
4668	pet_379	11402	144
4669	pet_379	11403	229
4670	pet_379	11501	90
4671	pet_379	11502	247
4672	pet_379	11503	394
4673	pet_379	11601	96
4674	pet_379	11602	264
4675	pet_379	11603	420
4676	pet_379	11701	90
4677	pet_379	11702	247
4678	pet_379	11703	394
4679	pet_379	11801	52
4680	pet_379	11802	144
4681	pet_379	11803	229
4682	pet_379	11901	52
4683	pet_379	11902	144
4684	pet_379	11903	230
4685	pet_380	12001	240
4686	pet_380	10701	52
4687	pet_380	10702	144
4688	pet_380	10703	229
4689	pet_380	10901	90
4690	pet_380	10902	247
4691	pet_380	10903	394
4692	pet_380	11001	156
4693	pet_380	11002	429
4694	pet_380	11003	683
4695	pet_380	11101	156
4696	pet_380	11102	429
4697	pet_380	11103	683
4698	pet_380	11201	156
4699	pet_380	11202	429
4700	pet_380	11203	683
4701	pet_380	11301	156
4702	pet_380	11302	429
4703	pet_380	11303	683
4704	pet_380	11401	52
4705	pet_380	11402	144
4706	pet_380	11403	229
4707	pet_380	11501	90
4708	pet_380	11502	247
4709	pet_380	11503	394
4710	pet_380	11601	96
4711	pet_380	11602	264
4712	pet_380	11603	420
4713	pet_380	11701	90
4714	pet_380	11702	247
4715	pet_380	11703	394
4716	pet_380	11801	52
4717	pet_380	11802	144
4718	pet_380	11803	229
4719	pet_380	11901	52
4720	pet_380	11902	144
4721	pet_380	11903	230
4722	pet_381	10301	240
4723	pet_381	10701	52
4724	pet_381	10702	144
4725	pet_381	10703	229
4726	pet_381	10901	90
4727	pet_381	10902	247
4728	pet_381	10903	394
4729	pet_381	11001	156
4730	pet_381	11002	429
4731	pet_381	11003	683
4732	pet_381	11101	156
4733	pet_381	11102	429
4734	pet_381	11103	683
4735	pet_381	11201	156
4736	pet_381	11202	429
4737	pet_381	11203	683
4738	pet_381	11301	156
4739	pet_381	11302	429
4740	pet_381	11303	683
4741	pet_381	11401	52
4742	pet_381	11402	144
4743	pet_381	11403	229
4744	pet_381	11501	90
4745	pet_381	11502	247
4746	pet_381	11503	394
4747	pet_381	11601	96
4748	pet_381	11602	264
4749	pet_381	11603	420
4750	pet_381	11701	90
4751	pet_381	11702	247
4752	pet_381	11703	394
4753	pet_381	11801	52
4754	pet_381	11802	144
4755	pet_381	11803	229
4756	pet_381	11901	52
4757	pet_381	11902	144
4758	pet_381	11903	230
4759	pet_382	10601	240
4760	pet_382	10801	52
4761	pet_382	10802	144
4762	pet_382	10803	229
4763	pet_382	10901	90
4764	pet_382	10902	247
4765	pet_382	10903	394
4766	pet_382	11001	156
4767	pet_382	11002	429
4768	pet_382	11003	683
4769	pet_382	11101	156
4770	pet_382	11102	429
4771	pet_382	11103	683
4772	pet_382	11201	156
4773	pet_382	11202	429
4774	pet_382	11203	683
4775	pet_382	11301	156
4776	pet_382	11302	429
4777	pet_382	11303	683
4778	pet_382	11401	52
4779	pet_382	11402	144
4780	pet_382	11403	229
4781	pet_382	11501	90
4782	pet_382	11502	247
4783	pet_382	11503	394
4784	pet_382	11601	96
4785	pet_382	11602	264
4786	pet_382	11603	420
4787	pet_382	11701	90
4788	pet_382	11702	247
4789	pet_382	11703	394
4790	pet_382	11801	52
4791	pet_382	11802	144
4792	pet_382	11803	229
4793	pet_382	11901	52
4794	pet_382	11902	144
4795	pet_382	11903	230
4796	pet_383	10301	240
4797	pet_383	10801	52
4798	pet_383	10802	144
4799	pet_383	10803	229
4800	pet_383	10901	90
4801	pet_383	10902	247
4802	pet_383	10903	394
4803	pet_383	11001	156
4804	pet_383	11002	429
4805	pet_383	11003	683
4806	pet_383	11101	156
4807	pet_383	11102	429
4808	pet_383	11103	683
4809	pet_383	11201	156
4810	pet_383	11202	429
4811	pet_383	11203	683
4812	pet_383	11301	156
4813	pet_383	11302	429
4814	pet_383	11303	683
4815	pet_383	11401	52
4816	pet_383	11402	144
4817	pet_383	11403	229
4818	pet_383	11501	90
4819	pet_383	11502	247
4820	pet_383	11503	394
4821	pet_383	11601	96
4822	pet_383	11602	264
4823	pet_383	11603	420
4824	pet_383	11701	90
4825	pet_383	11702	247
4826	pet_383	11703	394
4827	pet_383	11801	52
4828	pet_383	11802	144
4829	pet_383	11803	229
4830	pet_383	11901	52
4831	pet_383	11902	144
4832	pet_383	11903	230
4833	pet_388	12001	240
4834	pet_388	10801	52
4835	pet_388	10802	144
4836	pet_388	10803	229
4837	pet_388	10901	90
4838	pet_388	10902	247
4839	pet_388	10903	394
4840	pet_388	11001	156
4841	pet_388	11002	429
4842	pet_388	11003	683
4843	pet_388	11101	156
4844	pet_388	11102	429
4845	pet_388	11103	683
4846	pet_388	11201	156
4847	pet_388	11202	429
4848	pet_388	11203	683
4849	pet_388	11301	156
4850	pet_388	11302	429
4851	pet_388	11303	683
4852	pet_388	11401	52
4853	pet_388	11402	144
4854	pet_388	11403	229
4855	pet_388	11501	90
4856	pet_388	11502	247
4857	pet_388	11503	394
4858	pet_388	11601	96
4859	pet_388	11602	264
4860	pet_388	11603	420
4861	pet_388	11701	90
4862	pet_388	11702	247
4863	pet_388	11703	394
4864	pet_388	11801	52
4865	pet_388	11802	144
4866	pet_388	11803	229
4867	pet_388	11901	52
4868	pet_388	11902	144
4869	pet_388	11903	230
4870	pet_389	10101	240
4871	pet_389	10701	52
4872	pet_389	10702	144
4873	pet_389	10703	229
4874	pet_389	10901	90
4875	pet_389	10902	247
4876	pet_389	10903	394
4877	pet_389	11001	156
4878	pet_389	11002	429
4879	pet_389	11003	683
4880	pet_389	11101	156
4881	pet_389	11102	429
4882	pet_389	11103	683
4883	pet_389	11201	156
4884	pet_389	11202	429
4885	pet_389	11203	683
4886	pet_389	11301	156
4887	pet_389	11302	429
4888	pet_389	11303	683
4889	pet_389	11401	52
4890	pet_389	11402	144
4891	pet_389	11403	229
4892	pet_389	11501	90
4893	pet_389	11502	247
4894	pet_389	11503	394
4895	pet_389	11601	96
4896	pet_389	11602	264
4897	pet_389	11603	420
4898	pet_389	11701	90
4899	pet_389	11702	247
4900	pet_389	11703	394
4901	pet_389	11801	52
4902	pet_389	11802	144
4903	pet_389	11803	229
4904	pet_389	11901	52
4905	pet_389	11902	144
4906	pet_389	11903	230
4907	pet_390	10501	240
4908	pet_390	10701	52
4909	pet_390	10702	144
4910	pet_390	10703	229
4911	pet_390	10901	90
4912	pet_390	10902	247
4913	pet_390	10903	394
4914	pet_390	11001	156
4915	pet_390	11002	429
4916	pet_390	11003	683
4917	pet_390	11101	156
4918	pet_390	11102	429
4919	pet_390	11103	683
4920	pet_390	11201	156
4921	pet_390	11202	429
4922	pet_390	11203	683
4923	pet_390	11301	156
4924	pet_390	11302	429
4925	pet_390	11303	683
4926	pet_390	11401	52
4927	pet_390	11402	144
4928	pet_390	11403	229
4929	pet_390	11501	90
4930	pet_390	11502	247
4931	pet_390	11503	394
4932	pet_390	11601	96
4933	pet_390	11602	264
4934	pet_390	11603	420
4935	pet_390	11701	90
4936	pet_390	11702	247
4937	pet_390	11703	394
4938	pet_390	11801	52
4939	pet_390	11802	144
4940	pet_390	11803	229
4941	pet_390	11901	52
4942	pet_390	11902	144
4943	pet_390	11903	230
4944	pet_394	10401	240
4945	pet_394	10801	52
4946	pet_394	10802	144
4947	pet_394	10803	229
4948	pet_394	10901	90
4949	pet_394	10902	247
4950	pet_394	10903	394
4951	pet_394	11001	156
4952	pet_394	11002	429
4953	pet_394	11003	683
4954	pet_394	11101	156
4955	pet_394	11102	429
4956	pet_394	11103	683
4957	pet_394	11201	156
4958	pet_394	11202	429
4959	pet_394	11203	683
4960	pet_394	11301	156
4961	pet_394	11302	429
4962	pet_394	11303	683
4963	pet_394	11401	52
4964	pet_394	11402	144
4965	pet_394	11403	229
4966	pet_394	11501	90
4967	pet_394	11502	247
4968	pet_394	11503	394
4969	pet_394	11601	96
4970	pet_394	11602	264
4971	pet_394	11603	420
4972	pet_394	11701	90
4973	pet_394	11702	247
4974	pet_394	11703	394
4975	pet_394	11801	52
4976	pet_394	11802	144
4977	pet_394	11803	229
4978	pet_394	11901	52
4979	pet_394	11902	144
4980	pet_394	11903	230
4981	pet_395	10101	240
4982	pet_395	10701	52
4983	pet_395	10702	144
4984	pet_395	10703	229
4985	pet_395	10901	90
4986	pet_395	10902	247
4987	pet_395	10903	394
4988	pet_395	11001	156
4989	pet_395	11002	429
4990	pet_395	11003	683
4991	pet_395	11101	156
4992	pet_395	11102	429
4993	pet_395	11103	683
4994	pet_395	11201	156
4995	pet_395	11202	429
4996	pet_395	11203	683
4997	pet_395	11301	156
4998	pet_395	11302	429
4999	pet_395	11303	683
5000	pet_395	11401	52
5001	pet_395	11402	144
5002	pet_395	11403	229
5003	pet_395	11501	90
5004	pet_395	11502	247
5005	pet_395	11503	394
5006	pet_395	11601	96
5007	pet_395	11602	264
5008	pet_395	11603	420
5009	pet_395	11701	90
5010	pet_395	11702	247
5011	pet_395	11703	394
5012	pet_395	11801	52
5013	pet_395	11802	144
5014	pet_395	11803	229
5015	pet_395	11901	52
5016	pet_395	11902	144
5017	pet_395	11903	230
5018	pet_396	10401	240
5019	pet_396	10801	52
5020	pet_396	10802	144
5021	pet_396	10803	229
5022	pet_396	10901	90
5023	pet_396	10902	247
5024	pet_396	10903	394
5025	pet_396	11001	156
5026	pet_396	11002	429
5027	pet_396	11003	683
5028	pet_396	11101	156
5029	pet_396	11102	429
5030	pet_396	11103	683
5031	pet_396	11201	156
5032	pet_396	11202	429
5033	pet_396	11203	683
5034	pet_396	11301	156
5035	pet_396	11302	429
5036	pet_396	11303	683
5037	pet_396	11401	52
5038	pet_396	11402	144
5039	pet_396	11403	229
5040	pet_396	11501	90
5041	pet_396	11502	247
5042	pet_396	11503	394
5043	pet_396	11601	96
5044	pet_396	11602	264
5045	pet_396	11603	420
5046	pet_396	11701	90
5047	pet_396	11702	247
5048	pet_396	11703	394
5049	pet_396	11801	52
5050	pet_396	11802	144
5051	pet_396	11803	229
5052	pet_396	11901	52
5053	pet_396	11902	144
5054	pet_396	11903	230
5055	pet_397	10101	240
5056	pet_397	10701	52
5057	pet_397	10702	144
5058	pet_397	10703	229
5059	pet_397	10901	90
5060	pet_397	10902	247
5061	pet_397	10903	394
5062	pet_397	11001	156
5063	pet_397	11002	429
5064	pet_397	11003	683
5065	pet_397	11101	156
5066	pet_397	11102	429
5067	pet_397	11103	683
5068	pet_397	11201	156
5069	pet_397	11202	429
5070	pet_397	11203	683
5071	pet_397	11301	156
5072	pet_397	11302	429
5073	pet_397	11303	683
5074	pet_397	11401	52
5075	pet_397	11402	144
5076	pet_397	11403	229
5077	pet_397	11501	90
5078	pet_397	11502	247
5079	pet_397	11503	394
5080	pet_397	11601	96
5081	pet_397	11602	264
5082	pet_397	11603	420
5083	pet_397	11701	90
5084	pet_397	11702	247
5085	pet_397	11703	394
5086	pet_397	11801	52
5087	pet_397	11802	144
5088	pet_397	11803	229
5089	pet_397	11901	52
5090	pet_397	11902	144
5091	pet_397	11903	230
5092	pet_398	10401	240
5093	pet_398	10701	52
5094	pet_398	10702	144
5095	pet_398	10703	229
5096	pet_398	10901	90
5097	pet_398	10902	247
5098	pet_398	10903	394
5099	pet_398	11001	156
5100	pet_398	11002	429
5101	pet_398	11003	683
5102	pet_398	11101	156
5103	pet_398	11102	429
5104	pet_398	11103	683
5105	pet_398	11201	156
5106	pet_398	11202	429
5107	pet_398	11203	683
5108	pet_398	11301	156
5109	pet_398	11302	429
5110	pet_398	11303	683
5111	pet_398	11401	52
5112	pet_398	11402	144
5113	pet_398	11403	229
5114	pet_398	11501	90
5115	pet_398	11502	247
5116	pet_398	11503	394
5117	pet_398	11601	96
5118	pet_398	11602	264
5119	pet_398	11603	420
5120	pet_398	11701	90
5121	pet_398	11702	247
5122	pet_398	11703	394
5123	pet_398	11801	52
5124	pet_398	11802	144
5125	pet_398	11803	229
5126	pet_398	11901	52
5127	pet_398	11902	144
5128	pet_398	11903	230
5129	pet_399	10301	240
5130	pet_399	10801	52
5131	pet_399	10802	144
5132	pet_399	10803	229
5133	pet_399	10901	90
5134	pet_399	10902	247
5135	pet_399	10903	394
5136	pet_399	11001	156
5137	pet_399	11002	429
5138	pet_399	11003	683
5139	pet_399	11101	156
5140	pet_399	11102	429
5141	pet_399	11103	683
5142	pet_399	11201	156
5143	pet_399	11202	429
5144	pet_399	11203	683
5145	pet_399	11301	156
5146	pet_399	11302	429
5147	pet_399	11303	683
5148	pet_399	11401	52
5149	pet_399	11402	144
5150	pet_399	11403	229
5151	pet_399	11501	90
5152	pet_399	11502	247
5153	pet_399	11503	394
5154	pet_399	11601	96
5155	pet_399	11602	264
5156	pet_399	11603	420
5157	pet_399	11701	90
5158	pet_399	11702	247
5159	pet_399	11703	394
5160	pet_399	11801	52
5161	pet_399	11802	144
5162	pet_399	11803	229
5163	pet_399	11901	52
5164	pet_399	11902	144
5165	pet_399	11903	230
5166	pet_400	10501	240
5167	pet_400	10801	52
5168	pet_400	10802	144
5169	pet_400	10803	229
5170	pet_400	10901	90
5171	pet_400	10902	247
5172	pet_400	10903	394
5173	pet_400	11001	156
5174	pet_400	11002	429
5175	pet_400	11003	683
5176	pet_400	11101	156
5177	pet_400	11102	429
5178	pet_400	11103	683
5179	pet_400	11201	156
5180	pet_400	11202	429
5181	pet_400	11203	683
5182	pet_400	11301	156
5183	pet_400	11302	429
5184	pet_400	11303	683
5185	pet_400	11401	52
5186	pet_400	11402	144
5187	pet_400	11403	229
5188	pet_400	11501	90
5189	pet_400	11502	247
5190	pet_400	11503	394
5191	pet_400	11601	96
5192	pet_400	11602	264
5193	pet_400	11603	420
5194	pet_400	11701	90
5195	pet_400	11702	247
5196	pet_400	11703	394
5197	pet_400	11801	52
5198	pet_400	11802	144
5199	pet_400	11803	229
5200	pet_400	11901	52
5201	pet_400	11902	144
5202	pet_400	11903	230
5203	pet_410	10101	240
5204	pet_410	10801	52
5205	pet_410	10802	144
5206	pet_410	10803	229
5207	pet_410	10901	90
5208	pet_410	10902	247
5209	pet_410	10903	394
5210	pet_410	11001	156
5211	pet_410	11002	429
5212	pet_410	11003	683
5213	pet_410	11101	156
5214	pet_410	11102	429
5215	pet_410	11103	683
5216	pet_410	11201	156
5217	pet_410	11202	429
5218	pet_410	11203	683
5219	pet_410	11301	156
5220	pet_410	11302	429
5221	pet_410	11303	683
5222	pet_410	11401	52
5223	pet_410	11402	144
5224	pet_410	11403	229
5225	pet_410	11501	90
5226	pet_410	11502	247
5227	pet_410	11503	394
5228	pet_410	11601	96
5229	pet_410	11602	264
5230	pet_410	11603	420
5231	pet_410	11701	90
5232	pet_410	11702	247
5233	pet_410	11703	394
5234	pet_410	11801	52
5235	pet_410	11802	144
5236	pet_410	11803	229
5237	pet_410	11901	52
5238	pet_410	11902	144
5239	pet_410	11903	230
