流水	精灵	突破等级	所需等级	人物等级	需求材料	合成需求货币	货币数量	等级上限	主动技能	被动技能	魔灵进阶出战属性列表	突破外观变化	协助奖励	战宠阵列突破属性	突破属性描述	进阶等级	突破消耗碎片数量
572	pet_345	2	40	21	item101020505349,20	1	18000000	50	skill61301,3	skill61311,3	1,600;3,60;4,60	pet_345	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3452	0	0
573	pet_345	3	50	31	item101020505349,28	1	24000000	60	skill61301,4	skill61311,4	4,80;24,260;22,260	pet_345	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3453	0	0
574	pet_345	4	60	41	item101020505349,40	1	30000000	70	skill61301,5	skill61311,5	3,80;23,260;21,260	pet_345	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3454	0	0
575	pet_345	5	70	51	item101020505349,50	1	36000000	70	skill61301,6	skill61311,6	51,400;34,400;52,400	pet_345	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3455	0	0
576	pet_346	0	0	1		0	0	30	skill61281,1	skill61291,1		pet_346		3,15;4,15;1,150;51,60	UnlockPropListDECpet_3460	0	0
577	pet_346	1	30	21	item101020505346,12	1	12000000	40	skill61281,2	skill61291,2	3,90;25,300;26,300	pet_346	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3461	0	0
578	pet_346	2	40	21	item101020505346,20	1	18000000	50	skill61281,3	skill61291,3	1,900;3,90;4,90	pet_346	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3462	0	0
579	pet_346	3	50	31	item101020505346,28	1	24000000	60	skill61281,4	skill61291,4	4,120;24,400;22,400	pet_346	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3463	0	0
580	pet_346	4	60	41	item101020505346,40	1	30000000	70	skill61281,5	skill61291,5	3,120;25,400;23,400	pet_346	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3464	0	0
581	pet_346	5	70	51	item101020505346,50	1	36000000	70	skill61281,6	skill61291,6	51,450;34,450;31,450	pet_346	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3465	0	0
582	pet_347	0	0	1		0	0	30	skill61241,1	skill61251,1		pet_347		3,15;4,15;1,150;51,60	UnlockPropListDECpet_3470	0	0
583	pet_347	1	30	21	item101020505346,12	1	12000000	40	skill61241,2	skill61251,2	3,90;25,300;26,300	pet_347	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3471	0	0
584	pet_347	2	40	21	item101020505346,20	1	18000000	50	skill61241,3	skill61251,3	1,900;3,90;4,90	pet_347	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3472	0	0
585	pet_347	3	50	31	item101020505346,28	1	24000000	60	skill61241,4	skill61251,4	4,120;24,400;22,400	pet_347	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3473	0	0
586	pet_347	4	60	41	item101020505346,40	1	30000000	70	skill61241,5	skill61251,5	3,120;25,400;23,400	pet_347	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3474	0	0
587	pet_347	5	70	51	item101020505346,50	1	36000000	70	skill61241,6	skill61251,6	51,450;34,450;31,450	pet_347	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3475	0	0
588	pet_348	0	0	1		0	0	30	skill61261,1	skill61271,1		pet_348		3,15;4,15;1,150;132,120	UnlockPropListDECpet_3480	0	0
589	pet_348	1	30	21	item101020505346,12	1	12000000	40	skill61261,2	skill61271,2	3,90;25,300;26,300	pet_348	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3481	0	0
590	pet_348	2	40	21	item101020505346,20	1	18000000	50	skill61261,3	skill61271,3	1,900;3,90;4,90	pet_348	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3482	0	0
591	pet_348	3	50	31	item101020505346,28	1	24000000	60	skill61261,4	skill61271,4	4,120;24,400;22,400	pet_348	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3483	0	0
592	pet_348	4	60	41	item101020505346,40	1	30000000	70	skill61261,5	skill61271,5	3,120;25,400;23,400	pet_348	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3484	0	0
593	pet_348	5	70	51	item101020505346,50	1	36000000	70	skill61261,6	skill61271,6	51,450;34,450;31,450	pet_348	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3485	0	0
594	pet_349	0	0	1		0	0	30	skill61321,1	skill61331,1		pet_349		3,15;4,15;1,150;52,60	UnlockPropListDECpet_3490	0	0
595	pet_349	1	30	21	item101020505353,12	1	12000000	40	skill61321,2	skill61331,2	3,60;25,200;26,200	pet_349	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3491	0	0
596	pet_349	2	40	21	item101020505353,20	1	18000000	50	skill61321,3	skill61331,3	1,600;3,60;4,60	pet_349	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3492	0	0
597	pet_349	3	50	31	item101020505353,28	1	24000000	60	skill61321,4	skill61331,4	4,80;24,260;22,260	pet_349	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3493	0	0
598	pet_349	4	60	41	item101020505353,40	1	30000000	70	skill61321,5	skill61331,5	3,80;25,260;23,260	pet_349	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3494	0	0
599	pet_349	5	70	51	item101020505353,50	1	36000000	70	skill61321,6	skill61331,6	51,400;34,400;31,400	pet_349	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3495	0	0
600	pet_350	0	0	1		0	0	30	skill61341,1	skill61351,1		pet_350		3,15;4,15;1,150;51,60	UnlockPropListDECpet_3500	0	0
601	pet_350	1	30	21	item101020505354,12	1	12000000	40	skill61341,2	skill61351,2	3,60;21,200;24,200	pet_350	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3501	0	0
602	pet_350	2	40	21	item101020505354,20	1	18000000	50	skill61341,3	skill61351,3	1,600;3,60;4,60	pet_350	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3502	0	0
603	pet_350	3	50	31	item101020505354,28	1	24000000	60	skill61341,4	skill61351,4	4,80;24,260;22,260	pet_350	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3503	0	0
604	pet_350	4	60	41	item101020505354,40	1	30000000	70	skill61341,5	skill61351,5	3,80;25,260;21,260	pet_350	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3504	0	0
605	pet_350	5	70	51	item101020505354,50	1	36000000	70	skill61341,6	skill61351,6	51,400;34,400;52,400	pet_350	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3505	0	0
606	pet_351	0	0	1		0	0	30	skill61161,1	skill61171,1		pet_351		3,15;4,15;1,150;51,120	UnlockPropListDECpet_3510	0	0
607	pet_351	1	30	21	item101020505355,12	1	12000000	40	skill61161,2	skill61171,2	3,60;21,200;24,200	pet_351	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3511	0	0
608	pet_351	2	40	21	item101020505355,20	1	18000000	50	skill61161,3	skill61171,3	1,600;3,60;4,60	pet_351	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3512	0	0
609	pet_351	3	50	31	item101020505355,28	1	24000000	60	skill61161,4	skill61171,4	4,80;24,260;22,260	pet_351	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3513	0	0
610	pet_351	4	60	41	item101020505355,40	1	30000000	70	skill61161,5	skill61171,5	3,80;23,260;21,260	pet_351	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3514	0	0
611	pet_351	5	70	51	item101020505355,50	1	36000000	70	skill61161,6	skill61171,6	51,400;34,400;52,400	pet_351	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3515	0	0
612	pet_352	0	0	1		0	0	30	skill61381,1	skill61391,1		pet_352				0	0
613	pet_352	1	30	21	item101020505346,12	1	12000000	40	skill61381,2	skill61391,2	3,90;25,300;26,300	pet_352	item100000000005,5			0	0
614	pet_352	2	40	21	item101020505346,20	1	18000000	50	skill61381,3	skill61391,3	1,900;3,90;4,90	pet_352	item100000000005,5			0	0
615	pet_352	3	50	31	item101020505346,28	1	24000000	60	skill61381,4	skill61391,4	4,120;24,400;22,400	pet_352	item100000000005,5			0	0
616	pet_352	4	60	41	item101020505346,40	1	30000000	70	skill61381,5	skill61391,5	3,120;21,400;23,400	pet_352	item100000000005,5			0	0
617	pet_352	5	70	51	item101020505346,50	1	36000000	70	skill61381,6	skill61391,6	51,450;34,450;31,450	pet_352	item100000000005,5			0	0
618	pet_353	0	0	1		0	0	30	skill61361,1	skill61371,1		pet_353				0	0
619	pet_353	1	30	21	item101020505346,12	1	12000000	40	skill61361,2	skill61371,2	3,90;25,300;26,300	pet_353	item100000000005,5			0	0
620	pet_353	2	40	21	item101020505346,20	1	18000000	50	skill61361,3	skill61371,3	1,900;3,90;4,90	pet_353	item100000000005,5			0	0
621	pet_353	3	50	31	item101020505346,28	1	24000000	60	skill61361,4	skill61371,4	4,120;24,400;22,400	pet_353	item100000000005,5			0	0
622	pet_353	4	60	41	item101020505346,40	1	30000000	70	skill61361,5	skill61371,5	3,120;25,400;23,400	pet_353	item100000000005,5			0	0
623	pet_353	5	70	51	item101020505346,50	1	36000000	70	skill61361,6	skill61371,6	51,450;34,450;52,450	pet_353	item100000000005,5			0	0
624	pet_354	0	0	1		0	0	30	skill61401,1	skill61411,1		pet_354		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3520	0	0
625	pet_354	1	30	21	item101020505358,12	1	12000000	40	skill61401,2	skill61411,2	3,60;25,200;26,200	pet_354	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3521	0	0
626	pet_354	2	40	21	item101020505358,20	1	18000000	50	skill61401,3	skill61411,3	1,600;3,60;4,60	pet_354	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3522	0	0
627	pet_354	3	50	31	item101020505358,28	1	24000000	60	skill61401,4	skill61411,4	4,80;24,260;22,260	pet_354	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3523	0	0
628	pet_354	4	60	41	item101020505358,40	1	30000000	70	skill61401,5	skill61411,5	3,80;26,260;23,260	pet_354	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3524	0	0
629	pet_354	5	70	51	item101020505358,50	1	36000000	70	skill61401,6	skill61411,6	51,400;34,400;33,400	pet_354	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3525	0	0
630	pet_355	0	0	1		0	0	30	skill61421,1	skill61431,1		pet_355		3,15;4,15;1,150;132,120	UnlockPropListDECpet_3530	0	0
631	pet_355	1	30	21	item101020505359,12	1	12000000	40	skill61421,2	skill61431,2	3,60;23,200;22,200	pet_355	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3531	0	0
632	pet_355	2	40	21	item101020505359,20	1	18000000	50	skill61421,3	skill61431,3	1,600;3,60;4,60	pet_355	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3532	0	0
633	pet_355	3	50	31	item101020505359,28	1	24000000	60	skill61421,4	skill61431,4	1,800;26,260;24,260	pet_355	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3533	0	0
634	pet_355	4	60	41	item101020505359,40	1	30000000	70	skill61421,5	skill61431,5	3,80;21,260;25,260	pet_355	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3534	0	0
635	pet_355	5	70	51	item101020505359,50	1	36000000	70	skill61421,6	skill61431,6	51,400;30,400;52,400	pet_355	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3535	0	0
636	pet_356	0	0	1		0	0	30	skill61441,1	skill61442,1		pet_356		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3540	0	0
637	pet_356	1	30	21	item101020505360,12	1	12000000	40	skill61441,2	skill61442,2	3,60;25,200;26,200	pet_356	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3541	0	0
638	pet_356	2	40	21	item101020505360,20	1	18000000	50	skill61441,3	skill61442,3	1,600;3,60;4,60	pet_356	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3542	0	0
639	pet_356	3	50	31	item101020505360,28	1	24000000	60	skill61441,4	skill61442,4	1,800;24,260;22,260	pet_356	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3543	0	0
640	pet_356	4	60	41	item101020505360,40	1	30000000	70	skill61441,5	skill61442,5	3,80;21,260;23,260	pet_356	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3544	0	0
641	pet_356	5	70	51	item101020505360,50	1	36000000	70	skill61441,6	skill61442,6	51,400;30,400;31,400	pet_356	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3545	0	0
642	pet_357	0	0	1		0	0	30	skill61461,1	skill61462,1		pet_357				0	0
643	pet_357	1	30	21	item101020505346,12	1	12000000	40	skill61461,2	skill61462,2	3,90;25,300;26,300	pet_357	item100000000005,5			0	0
644	pet_357	2	40	21	item101020505346,20	1	18000000	50	skill61461,3	skill61462,3	1,900;3,90;4,90	pet_357	item100000000005,5			0	0
645	pet_357	3	50	31	item101020505346,28	1	24000000	60	skill61461,4	skill61462,4	4,120;24,400;22,400	pet_357	item100000000005,5			0	0
646	pet_357	4	60	41	item101020505346,40	1	30000000	70	skill61461,5	skill61462,5	3,120;25,400;23,400	pet_357	item100000000005,5			0	0
647	pet_357	5	70	51	item101020505346,50	1	36000000	70	skill61461,6	skill61462,6	51,450;34,450;31,450	pet_357	item100000000005,5			0	0
648	pet_358	0	0	1		0	0	30	skill61481,1	skill61482,1		pet_358				0	0
649	pet_358	1	30	21	item1010205053464,10	1	4000000	40	skill61481,2	skill61482,2	3,90;25,300;26,300	pet_358	item100000000005,5			0	0
650	pet_358	2	40	21	item1010205053464,18	1	6000000	50	skill61481,3	skill61482,3	1,900;3,90;4,90	pet_358	item100000000005,5			0	0
651	pet_358	3	50	31	item1010205053464,26	1	8000000	60	skill61481,4	skill61482,4	4,120;24,400;22,400	pet_358	item100000000005,5			0	0
652	pet_358	4	60	41	item1010205053464,34	1	10000000	70	skill61481,5	skill61482,5	3,120;25,400;23,400	pet_358	item100000000005,5			0	0
653	pet_358	5	70	51	item1010205053464,42	1	12000000	70	skill61481,6	skill61482,6	51,450;34,450;31,450	pet_358	item100000000005,5			0	0
654	pet_359	0	0	1		0	0	30	skill61471,1	skill61472,1		pet_359				0	0
655	pet_359	1	30	21	item101020505346,12	1	12000000	40	skill61471,2	skill61472,2	3,90;25,300;26,300	pet_359	item100000000005,5			0	0
656	pet_359	2	40	21	item101020505346,20	1	18000000	50	skill61471,3	skill61472,3	1,900;3,90;4,90	pet_359	item100000000005,5			0	0
657	pet_359	3	50	31	item101020505346,28	1	24000000	60	skill61471,4	skill61472,4	4,120;24,400;22,400	pet_359	item100000000005,5			0	0
658	pet_359	4	60	41	item101020505346,40	1	30000000	70	skill61471,5	skill61472,5	3,120;25,400;23,400	pet_359	item100000000005,5			0	0
659	pet_359	5	70	51	item101020505346,50	1	36000000	70	skill61471,6	skill61472,6	51,450;34,450;31,450	pet_359	item100000000005,5			0	0
660	pet_360	0	0	1		0	0	30	skill61451,1	skill61452,1		pet_360		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3600	0	0
661	pet_360	1	30	21	item101020505364,12	1	12000000	40	skill61451,2	skill61452,2	3,60;25,200;22,200	pet_360	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3601	0	0
662	pet_360	2	40	21	item101020505364,20	1	18000000	50	skill61451,3	skill61452,3	1,600;3,60;4,60	pet_360	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3602	0	0
663	pet_360	3	50	31	item101020505364,28	1	24000000	60	skill61451,4	skill61452,4	4,80;24,260;26,260	pet_360	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3603	0	0
664	pet_360	4	60	41	item101020505364,40	1	30000000	70	skill61451,5	skill61452,5	3,80;21,260;25,260	pet_360	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3604	0	0
665	pet_360	5	70	51	item101020505364,50	1	36000000	70	skill61451,6	skill61452,6	51,400;52,400;31,400	pet_360	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3605	0	0
666	pet_361	0	0	1		0	0	30	skill61491,1	skill61492,1		pet_361		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3610	0	0
667	pet_361	1	30	21	item101020505365,12	1	12000000	40	skill61491,2	skill61492,2	3,60;21,200;24,200	pet_361	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3611	0	0
668	pet_361	2	40	21	item101020505365,20	1	18000000	50	skill61491,3	skill61492,3	1,600;3,60;4,60	pet_361	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3612	0	0
669	pet_361	3	50	31	item101020505365,28	1	24000000	60	skill61491,4	skill61492,4	4,80;22,260;26,260	pet_361	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3613	0	0
670	pet_361	4	60	41	item101020505365,40	1	30000000	70	skill61491,5	skill61492,5	3,80;23,260;25,260	pet_361	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3614	0	0
671	pet_361	5	70	51	item101020505365,50	1	36000000	70	skill61491,6	skill61492,6	51,400;52,400;35,400	pet_361	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3615	0	0
672	pet_362	0	0	1		0	0	30	skill61501,1	skill61502,1		pet_362		3,15;4,15;1,150;132,120	UnlockPropListDECpet_3620	0	0
673	pet_362	1	30	21	item101020505366,12	1	12000000	40	skill61501,2	skill61502,2	3,60;25,200;26,200	pet_362	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3621	0	0
674	pet_362	2	40	21	item101020505366,20	1	18000000	50	skill61501,3	skill61502,3	1,600;3,60;4,60	pet_362	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3622	0	0
675	pet_362	3	50	31	item101020505366,28	1	24000000	60	skill61501,4	skill61502,4	4,80;24,260;22,260	pet_362	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3623	0	0
676	pet_362	4	60	41	item101020505366,40	1	30000000	70	skill61501,5	skill61502,5	3,80;21,260;23,260	pet_362	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3624	0	0
677	pet_362	5	70	51	item101020505366,50	1	36000000	70	skill61501,6	skill61502,6	51,400;34,400;33,400	pet_362	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3625	0	0
678	pet_363	0	0	1		0	0	30	skill61511,1	skill61512,1		pet_363		3,15;4,15;1,150;51,120	UnlockPropListDECpet_3630	0	0
679	pet_363	1	30	21	item101020505367,12	1	12000000	40	skill61511,2	skill61512,2	3,60;23,200;26,200	pet_363	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3631	0	0
680	pet_363	2	40	21	item101020505367,20	1	18000000	50	skill61511,3	skill61512,3	1,600;3,60;4,60	pet_363	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3632	0	0
681	pet_363	3	50	31	item101020505367,28	1	24000000	60	skill61511,4	skill61512,4	4,80;24,260;22,260	pet_363	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3633	0	0
682	pet_363	4	60	41	item101020505367,40	1	30000000	70	skill61511,5	skill61512,5	3,80;25,260;23,260	pet_363	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3634	0	0
683	pet_363	5	70	51	item101020505367,50	1	36000000	70	skill61511,6	skill61512,6	51,400;34,400;31,400	pet_363	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3635	0	0
684	pet_364	0	0	1		0	0	30	skill61521,1	skill61522,1		pet_364		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3640	0	0
685	pet_364	1	30	21	item101020505368,12	1	12000000	40	skill61521,2	skill61522,2	3,60;21,200;24,200	pet_364	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3641	0	0
686	pet_364	2	40	21	item101020505368,20	1	18000000	50	skill61521,3	skill61522,3	1,600;3,60;4,60	pet_364	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3642	0	0
687	pet_364	3	50	31	item101020505368,28	1	24000000	60	skill61521,4	skill61522,4	4,80;26,260;22,260	pet_364	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3643	0	0
688	pet_364	4	60	41	item101020505368,40	1	30000000	70	skill61521,5	skill61522,5	3,80;25,260;21,260	pet_364	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3644	0	0
689	pet_364	5	70	51	item101020505368,50	1	36000000	70	skill61521,6	skill61522,6	51,400;34,400;52,400	pet_364	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3645	0	0
690	pet_365	0	0	1		0	0	30	skill61571,1	skill61572,1		pet_365		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3650	0	0
691	pet_365	1	30	21	item101020505369,12	1	12000000	40	skill61571,2	skill61572,2	3,60;21,200;22,200	pet_365	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3651	0	0
692	pet_365	2	40	21	item101020505369,20	1	18000000	50	skill61571,3	skill61572,3	1,600;3,60;4,60	pet_365	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3652	0	0
693	pet_365	3	50	31	item101020505369,28	1	24000000	60	skill61571,4	skill61572,4	4,80;24,260;26,260	pet_365	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3653	0	0
694	pet_365	4	60	41	item101020505369,40	1	30000000	70	skill61571,5	skill61572,5	3,80;23,260;21,260	pet_365	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3654	0	0
695	pet_365	5	70	51	item101020505369,50	1	36000000	70	skill61571,6	skill61572,6	51,400;34,400;52,400	pet_365	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3655	0	0
696	pet_366	0	0	1		0	0	30	skill61541,1	skill61542,1		pet_366		3,15;4,15;1,150;51,120		0	0
697	pet_366	1	30	21	item101020505346,12	1	12000000	40	skill61541,2	skill61542,2	3,90;25,300;24,300	pet_366	item100000000005,5	3,5;4,5;1,50;51,10		0	0
698	pet_366	2	40	21	item101020505346,20	1	18000000	50	skill61541,3	skill61542,3	1,900;3,90;4,90	pet_366	item100000000005,5	3,5;4,5;1,50;51,10		0	0
699	pet_366	3	50	31	item101020505346,28	1	24000000	60	skill61541,4	skill61542,4	4,120;26,400;22,400	pet_366	item100000000005,5	3,5;4,5;1,50;51,10		0	0
700	pet_366	4	60	41	item101020505346,40	1	30000000	70	skill61541,5	skill61542,5	3,120;21,400;23,400	pet_366	item100000000005,5	3,5;4,5;1,50;51,10		0	0
701	pet_366	5	70	51	item101020505346,50	1	36000000	70	skill61541,6	skill61542,6	51,450;34,450;31,450	pet_366	item100000000005,5	3,5;4,5;1,50;51,20		0	0
702	pet_367	0	0	1		0	0	30	skill61531,1	skill61532,1		pet_367		3,15;4,15;1,150;132,120	UnlockPropListDECpet_3670	0	0
703	pet_367	1	30	21	item101020505371,12	1	12000000	40	skill61531,2	skill61532,2	3,60;25,200;22,200	pet_367	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3671	0	0
704	pet_367	2	40	21	item101020505371,20	1	18000000	50	skill61531,3	skill61532,3	1,600;3,60;4,60	pet_367	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3672	0	0
705	pet_367	3	50	31	item101020505371,28	1	24000000	60	skill61531,4	skill61532,4	4,80;26,260;24,260	pet_367	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3673	0	0
706	pet_367	4	60	41	item101020505371,40	1	30000000	70	skill61531,5	skill61532,5	3,80;21,260;23,260	pet_367	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3674	0	0
707	pet_367	5	70	51	item101020505371,50	1	36000000	70	skill61531,6	skill61532,6	51,400;34,400;52,400	pet_367	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3675	0	0
708	pet_368	0	0	1		0	0	30	skill61561,1	skill61562,1		pet_368				0	0
709	pet_368	1	30	21	item101020505372,12	1	12000000	40	skill61561,2	skill61562,2	3,90;25,300;26,300	pet_368	item100000000005,5			0	0
710	pet_368	2	40	21	item101020505372,20	1	18000000	50	skill61561,3	skill61562,3	1,900;3,90;4,90	pet_368	item100000000005,5			0	0
711	pet_368	3	50	31	item101020505372,28	1	24000000	60	skill61561,4	skill61562,4	4,120;24,400;22,400	pet_368	item100000000005,5			0	0
712	pet_368	4	60	41	item101020505372,40	1	30000000	70	skill61561,5	skill61562,5	3,120;21,400;23,400	pet_368	item100000000005,5			0	0
713	pet_368	5	70	51	item101020505372,50	1	36000000	70	skill61561,6	skill61562,6	51,450;34,450;31,450	pet_368	item100000000005,5			0	0
714	pet_369	0	0	1		0	0	30	skill61551,1	skill61552,1		pet_369				0	0
715	pet_369	1	30	21	item101020505373,12	1	12000000	40	skill61551,2	skill61552,2	3,90;25,300;26,300	pet_369	item100000000005,5			0	0
716	pet_369	2	40	21	item101020505373,20	1	18000000	50	skill61551,3	skill61552,3	1,900;3,90;4,90	pet_369	item100000000005,5			0	0
717	pet_369	3	50	31	item101020505373,28	1	24000000	60	skill61551,4	skill61552,4	4,120;24,400;22,400	pet_369	item100000000005,5			0	0
718	pet_369	4	60	41	item101020505373,40	1	30000000	70	skill61551,5	skill61552,5	3,120;25,400;23,400	pet_369	item100000000005,5			0	0
719	pet_369	5	70	51	item101020505373,50	1	36000000	70	skill61551,6	skill61552,6	51,450;34,450;52,450	pet_369	item100000000005,5			0	0
720	pet_370	0	0	1		0	0	30	skill61401,1	skill61411,1		pet_370		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3520	0	0
721	pet_370	1	30	21	item101020505358,12	1	12000000	40	skill61401,2	skill61411,2	3,60;25,200;26,200	pet_370	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3521	0	0
722	pet_370	2	40	21	item101020505358,20	1	18000000	50	skill61401,3	skill61411,3	1,600;3,60;4,60	pet_370	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3522	0	0
723	pet_370	3	50	31	item101020505358,28	1	24000000	60	skill61401,4	skill61411,4	4,80;24,260;22,260	pet_370	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3523	0	0
724	pet_370	4	60	41	item101020505358,40	1	30000000	70	skill61401,5	skill61411,5	3,80;26,260;23,260	pet_370	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3524	0	0
725	pet_370	5	70	51	item101020505358,50	1	36000000	70	skill61401,6	skill61411,6	51,400;34,400;33,400	pet_370	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3525	0	0
726	pet_370	6	80	71	item101020505207,1	0	0	90	skill61401,6	skill61411,6	3,60;22,160;25,160	pet_370	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3561	1	25
