Key值	商店标签1	商店标签2	商品标签3	道具排序	是否珍品	商品ID	抽象ID	等级	显示等级	货币类型	指导价格	是否触发警戒提示	回收警戒线	低价警告警戒线	高价警告警戒线	复制警戒线	购买限制	生效地区,不填即为全部生效
50000227	6	9	3	4	0	item101040101045	item101040101045	0	1	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000228	6	9	4	5	0	item101040101046	item101040101046	0	1	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
72	0	8	25	26	0	item103010132001	item103010132001	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
73	0	8	26	27	0	item103010132011	item103010132011	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
74	0	8	27	28	0	item103010132021	item103010132021	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
75	0	8	28	29	0	item103010132031	item103010132031	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
76	0	8	29	30	0	item103010132101	item103010132101	0	1	2	200000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
77	0	8	30	31	0	item103010132111	item103010132111	0	1	2	200000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
78	0	8	31	32	0	item103010132201	item103010132201	0	1	2	1000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
79	0	8	32	33	0	item103010132211	item103010132211	0	1	2	1000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
80	0	8	33	34	0	item103010132221	item103010132221	0	1	2	1000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
81	0	8	34	35	0	item103010132231	item103010132231	0	1	2	1000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
82	0	8	35	36	0	item103010132301	item103010132301	0	1	2	5000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
83	0	8	36	37	0	item103010132311	item103010132311	0	1	2	5000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
84	0	8	37	38	0	item103010132321	item103010132321	0	1	2	5000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
85	0	8	38	39	0	item103010132331	item103010132331	0	1	2	5000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000601	4	8	1	1	0	item100500000108	item100500000108	0	1	2	1000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000602	4	8	2	2	0	item100500000116	item100500000116	0	1	2	1800000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000603	4	8	3	3	0	item100500000118	item100500000118	0	1	2	1800000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000604	4	8	4	4	0	item100500000111	item100500000111	0	1	2	1500000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000605	4	8	5	5	0	item100500000108	item100500000108	0	1	2	1280000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	5,6
30000606	4	8	6	6	0	item100500000123	item100500000123	0	1	2	5000000	0	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	1
30000607	4	8	7	7	0	item100500000119	item100500000119	0	1	2	1000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	6
30000608	4	8	8	5	0	item100500000129	item100500000129	0	1	2	2000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000209	6	8	0	1	0	item101040101101	item101040101101	0	1	2	100000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000210	6	8	1	6	0	item101040101102	item101040101102	0	1	2	200000	0	0,0.5;11,0.5;31,0.5	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000211	6	8	2	11	0	item101040101103	item101040101103	0	1	2	1000000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000212	6	8	3	2	0	item101040101104	item101040101104	0	1	2	100000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000213	6	8	4	7	0	item101040101105	item101040101105	0	1	2	200000	0	0,0.5;11,0.5;31,0.5	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000214	6	8	5	12	0	item101040101106	item101040101106	0	1	2	1000000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000215	6	8	6	3	0	item101040101107	item101040101107	0	1	2	100000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000216	6	8	7	8	0	item101040101108	item101040101108	0	1	2	200000	0	0,0.5;11,0.5;31,0.5	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000217	6	8	8	13	0	item101040101109	item101040101109	0	1	2	1000000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000218	6	8	9	4	0	item101040101110	item101040101110	0	1	2	100000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000219	6	8	10	9	0	item101040101111	item101040101111	0	1	2	200000	0	0,0.5;11,0.5;31,0.5	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000220	6	8	11	14	0	item101040101112	item101040101112	0	1	2	1000000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000221	6	8	12	5	0	item101040101113	item101040101113	0	1	2	100000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000222	6	8	13	10	0	item101040101114	item101040101114	0	1	2	200000	0	0,0.5;11,0.5;31,0.5	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000223	6	8	14	15	0	item101040101115	item101040101115	0	1	2	1000000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000135	7	8	1	1	0	item103015110305	item103015110305	0	1	2	12000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000136	7	8	2	2	0	item103015110408	item103015110408	0	1	2	48000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000137	7	8	3	3	0	item103015110409	item103015110409	0	1	2	24000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
86	0	7	39	39	0	item103010138001	item103010138001	0	1	2	50000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
87	0	7	40	40	0	item103010138101	item103010138101	0	1	2	500000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
88	0	7	41	41	0	item103010138111	item103010138111	0	1	2	500000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
89	0	7	42	42	0	item103010138201	item103010138201	0	1	2	2000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
90	0	7	43	43	0	item103010138301	item103010138301	0	1	2	5000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000129	4	7	0	7	0	item170000303010	item170000303010	0	1	2	120000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000130	4	7	1	8	0	item170000303020	item170000303020	0	1	2	120000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000131	4	7	2	9	0	item170000303030	item170000303030	0	1	2	120000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000132	4	7	3	10	0	item170000303040	item170000303040	0	1	2	120000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000133	4	7	4	11	0	item170000303050	item170000303050	0	1	2	120000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000134	4	7	5	1	0	item100400000101	item100400000101	0	1	2	4500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000141	4	7	6	2	0	item100400000201	item100400000201	0	1	2	13500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000142	4	7	7	3	0	item100400000301	item100400000301	0	1	2	40500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000143	4	7	8	4	0	item100400000401	item100400000401	0	1	2	121500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000183	6	7	0	7	0	item101020506002	item101020506002	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000184	6	7	7	1	0	item101020506026	item101020506026	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000185	6	7	8	2	0	item101020506028	item101020506028	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000186	6	7	9	3	0	item101020506030	item101020506030	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000187	6	7	12	4	0	item101020506036	item101020506036	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000188	6	7	13	5	0	item101020506038	item101020506038	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000189	6	7	14	6	0	item101020506040	item101020506040	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000190	6	7	2	8	0	item101020506016	item101020506016	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000191	6	7	3	9	0	item101020506018	item101020506018	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000192	6	7	4	10	0	item101020506020	item101020506020	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000193	6	7	5	11	0	item101020506022	item101020506022	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000194	6	7	15	12	0	item101020506042	item101020506042	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000195	6	7	16	13	0	item101020506044	item101020506044	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000196	6	7	17	14	0	item101020506046	item101020506046	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000197	6	7	18	15	0	item101020506048	item101020506048	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000198	6	7	19	16	0	item101020506050	item101020506050	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000199	6	7	20	17	0	item101020506052	item101020506052	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000200	6	7	21	18	0	item101020506054	item101020506054	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000201	6	7	22	19	0	item101020506056	item101020506056	0	1	2	2500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000202	6	7	10	20	0	item101020506032	item101020506032	0	1	2	4000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000203	6	7	11	21	0	item101020506034	item101020506034	0	1	2	4000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000204	6	7	23	22	0	item101020506058	item101020506058	0	1	2	4000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000205	6	7	24	23	0	item101020506062	item101020506062	0	1	2	4000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000206	6	7	25	24	0	item101020506064	item101020506064	0	1	2	4000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000207	6	7	26	25	0	item101020506066	item101020506066	0	1	2	4000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50000208	6	7	27	26	0	item101020506068	item101020506068	0	1	2	4000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000129	7	7	0	1	0	item103015110302	item103015110302	0	1	2	15000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000130	7	7	1	2	0	item103015110303	item103015110303	0	1	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000138	7	7	2	5	0	item103015110401	item103015110401	0	1	2	100000	0	0,0.5;11,0.5;31,0.5	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000139	7	7	3	6	0	item103015110402	item103015110402	0	1	2	24000	0	0,0.9;11,0.9;31,0.9	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000140	7	7	4	7	0	item103015110403	item103015110403	0	1	2	200000	0	0,0.5;11,0.5;31,0.5	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000141	7	7	5	8	0	item103015110404	item103015110404	0	1	2	32000	0	0,0.9;11,0.9;31,0.9	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000142	7	7	6	9	0	item103015110405	item103015110405	0	1	2	32000	0	0,0.9;11,0.9;31,0.9	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000143	7	7	7	10	0	item103015110406	item103015110406	0	1	2	1000000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000144	7	7	8	12	0	item103015110407	item103015110407	0	1	2	24000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000145	7	7	9	3	0	item103015110415	item103015110415	0	61	2	21000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000146	7	7	10	4	0	item103015110416	item103015110416	0	61	2	14000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000147	7	7	11	11	0	item103015110417	item103015110417	0	61	2	100000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
67	0	6	20	21	0	item103010137001	item103010137001	0	1	2	50000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
68	0	6	21	22	0	item103010137101	item103010137101	0	1	2	500000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
69	0	6	22	23	0	item103010137111	item103010137111	0	1	2	500000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
70	0	6	23	24	0	item103010137201	item103010137201	0	1	2	2000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
71	0	6	24	25	0	item103010137301	item103010137301	0	1	2	5000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000109	1	6	0	1	0	unidfequip307030430999	unidfequip307030430999	30	21	2	12000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000110	1	6	1	2	0	unidfequip307040430999	unidfequip307040430999	40	31	2	50000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000114	1	6	2	3	0	unidfequip308030430999	unidfequip308030430999	30	21	2	12000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000115	1	6	3	4	0	unidfequip308040430999	unidfequip308040430999	40	31	2	50000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000119	1	6	4	5	0	unidfequip309030430999	unidfequip309030430999	30	21	2	12000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000120	1	6	5	6	0	unidfequip309040430999	unidfequip309040430999	40	31	2	50000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000124	1	6	6	7	0	unidfequip310030430999	unidfequip310030430999	30	21	2	12000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000125	1	6	7	8	0	unidfequip310040430999	unidfequip310040430999	40	31	2	50000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001031	2	6	0	1	2	equip307040541999	3070405999	40	31	2	730000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001034	2	6	3	2	2	equip308040541999	3080405999	40	31	2	1220000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001037	2	6	6	3	2	equip309040541999	3090405999	40	31	2	1220000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001040	2	6	9	4	2	equip310040541999	3100405999	40	31	2	730000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
20000145	3	6	0	1	1	equip307030211999	3070302999	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000146	3	6	1	2	1	equip307040211999	3070402999	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000147	3	6	2	3	1	equip307050211999	3070502999	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000148	3	6	3	4	1	equip307060211999	3070602999	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000149	3	6	4	5	1	equip308030211999	3080302999	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000150	3	6	5	6	1	equip308040211999	3080402999	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000151	3	6	6	7	1	equip308050211999	3080502999	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000152	3	6	7	8	1	equip308060211999	3080602999	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000153	3	6	8	9	1	equip309030211999	3090302999	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000154	3	6	9	10	1	equip309040211999	3090402999	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000155	3	6	10	11	1	equip309050211999	3090502999	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000156	3	6	11	12	1	equip309060211999	3090602999	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000157	3	6	12	13	1	equip310030211999	3100302999	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000158	3	6	13	14	1	equip310040211999	3100402999	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
