流水	商店编号	商店分组	商店标签1	商品编号	道具排序	物品名	购买所需货币	购买价格	消耗兑换ID	消耗兑换道具数量	限购类型	限购数量	出售获得货币	出售价格	获得道具ID	获得道具数量	限售类型	限售数量	角色可见的等级	购买次数保留上限	需求公会圣器等级	需求英雄塔罗历史积分	需求活动军衔	兑换规则角标	需求家园等级	显示家园等级	地区渠道号
236	8	1	0	74	73	item130000003208	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
237	8	1	0	75	74	item130000003308	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
238	8	1	0	76	75	item130000007108	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
239	8	1	0	77	76	item130000007208	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
240	8	1	0	78	77	item130000007308	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
241	8	1	0	79	78	item130000003132	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
242	8	1	0	80	79	item130000003232	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
243	8	1	0	81	80	item130000003332	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
244	8	1	0	82	81	item130000007132	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
245	8	1	0	83	82	item130000007232	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
246	8	1	0	84	83	item130000007332	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
247	9	1	0	61	6	item8230000000208	0	0	item90000000122	6	2	5	0	0		0	0	0	999,1999	0	0	0	0		0	0	
248	9	1	0	62	7	item102020061001	0	0	item100000000056	1	2	15	0	0		0	0	0	40,999	0	0	0	0		0	0	
249	9	1	0	64	8	item8102020061003	0	0	item100000000057	80	3	1	0	0		0	0	0	40,999	0	0	0	0		0	0	
250	9	1	0	63	9	item102020061002	0	0	item100000000057	8	2	3	0	0		0	0	0	50,999	0	0	0	0		0	0	
251	9	1	0	7	10	equip301040433004	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
252	9	1	0	8	11	equip302040433004	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
253	9	1	0	9	12	equip303040433004	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
254	9	1	0	10	13	equip304040433004	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
255	9	1	0	11	14	equip305040433004	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
256	9	1	0	12	15	equip306040433004	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
257	9	1	0	13	16	item89301050430004	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
258	9	1	0	14	17	item89302050430004	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
259	9	1	0	15	18	item89303050430004	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
260	9	1	0	16	19	item89304050430004	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
261	9	1	0	17	20	item89305050430004	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
262	9	1	0	18	21	item89306050430004	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
263	9	1	0	19	22	item89301060430004	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
264	9	1	0	20	23	item89302060430004	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
265	9	1	0	21	24	item89303060430004	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
266	9	1	0	22	25	item89304060430004	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
267	9	1	0	23	26	item89305060430004	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
268	9	1	0	24	27	item89306060430004	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
269	9	1	0	25	28	item89301070430004	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
270	9	1	0	26	29	item89302070430004	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
271	9	1	0	27	30	item89303070430004	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
272	9	1	0	28	31	item89304070430004	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
273	9	1	0	29	32	item89305070430004	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
274	9	1	0	30	33	item89306070430004	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
275	9	1	0	65	34	item89301090430004	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
276	9	1	0	66	35	item89302090430004	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
277	9	1	0	67	36	item89303090430004	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
278	9	1	0	68	37	item89304090430004	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
279	9	1	0	69	38	item89305090430004	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
280	9	1	0	70	39	item89306090430004	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
281	9	1	0	42	40	item130000004102	0	0	item100000000056	6	0	0	0	0		0	0	0		0	0	0	0		0	0	
282	9	1	0	43	41	item130000004202	0	0	item100000000056	6	0	0	0	0		0	0	0		0	0	0	0		0	0	
283	9	1	0	44	42	item130000004103	0	0	item100000000056	9	0	0	0	0		0	0	0		0	0	0	0		0	0	
284	9	1	0	45	43	item130000004203	0	0	item100000000056	9	0	0	0	0		0	0	0		0	0	0	0		0	0	
285	9	1	0	31	44	item130000004104	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
286	9	1	0	32	45	item130000004304	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
287	9	1	0	33	46	item130000004204	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
288	9	1	0	34	47	item130000004105	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
289	9	1	0	35	48	item130000004205	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
290	9	1	0	36	49	item130000004106	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
291	9	1	0	37	50	item130000004306	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
292	9	1	0	38	51	item130000004206	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
293	9	1	0	39	52	item130000004107	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
294	9	1	0	40	53	item130000004307	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
295	9	1	0	41	54	item130000004207	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
296	9	1	0	57	55	item130000008102	0	0	item100000000056	6	0	0	0	0		0	0	0		0	0	0	0		0	0	
297	9	1	0	58	56	item130000008202	0	0	item100000000056	6	0	0	0	0		0	0	0		0	0	0	0		0	0	
298	9	1	0	59	57	item130000008103	0	0	item100000000056	9	0	0	0	0		0	0	0		0	0	0	0		0	0	
299	9	1	0	60	58	item130000008203	0	0	item100000000056	9	0	0	0	0		0	0	0		0	0	0	0		0	0	
300	9	1	0	46	59	item130000008104	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
301	9	1	0	47	60	item130000008304	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
302	9	1	0	48	61	item130000008204	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
303	9	1	0	49	62	item130000008105	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
304	9	1	0	50	63	item130000008205	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
305	9	1	0	51	64	item130000008106	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
306	9	1	0	52	65	item130000008306	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
307	9	1	0	53	66	item130000008206	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
308	9	1	0	54	67	item130000008107	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
309	9	1	0	55	68	item130000008307	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
310	9	1	0	56	69	item130000008207	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
311	9	1	0	71	70	item130000004108	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
312	9	1	0	72	71	item130000004208	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
313	9	1	0	73	72	item130000004308	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
314	9	1	0	74	73	item130000008108	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
315	9	1	0	75	74	item130000008208	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
316	9	1	0	76	75	item130000008308	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
317	9	1	0	77	76	item130000004132	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
318	9	1	0	78	77	item130000004232	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
319	9	1	0	79	78	item130000004332	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
320	9	1	0	80	79	item130000008132	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
321	9	1	0	81	80	item130000008232	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
322	9	1	0	82	81	item130000008332	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
323	10	1	0	46	6	item8230000000209	0	0	item90000000122	6	2	5	0	0		0	0	0	999,1999	0	0	0	0		0	0	
324	10	1	0	47	7	item102020061001	0	0	item100000000056	1	2	15	0	0		0	0	0	40,999	0	0	0	0		0	0	
325	10	1	0	49	8	item8102020061003	0	0	item100000000057	80	3	1	0	0		0	0	0	40,999	0	0	0	0		0	0	
326	10	1	0	48	9	item102020061002	0	0	item100000000057	8	2	3	0	0		0	0	0	50,999	0	0	0	0		0	0	
327	10	1	0	7	10	equip301040433005	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
328	10	1	0	8	11	equip302040433005	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
329	10	1	0	9	12	equip303040433005	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
330	10	1	0	10	13	equip304040433005	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
331	10	1	0	11	14	equip305040433005	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
332	10	1	0	12	15	equip306040433005	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
333	10	1	0	13	16	item89301050430005	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
334	10	1	0	14	17	item89302050430005	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
335	10	1	0	15	18	item89303050430005	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
336	10	1	0	16	19	item89304050430005	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
337	10	1	0	17	20	item89305050430005	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
338	10	1	0	18	21	item89306050430005	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
339	10	1	0	19	22	item89301060430005	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
340	10	1	0	20	23	item89302060430005	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
341	10	1	0	21	24	item89303060430005	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
342	10	1	0	22	25	item89304060430005	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
343	10	1	0	23	26	item89305060430005	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
344	10	1	0	24	27	item89306060430005	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
345	10	1	0	25	28	item89301070430005	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
346	10	1	0	26	29	item89302070430005	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
347	10	1	0	27	30	item89303070430005	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
348	10	1	0	28	31	item89304070430005	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
349	10	1	0	29	32	item89305070430005	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
350	10	1	0	30	33	item89306070430005	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
351	10	1	0	50	34	item89301090430005	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
352	10	1	0	51	35	item89302090430005	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
353	10	1	0	52	36	item89303090430005	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
354	10	1	0	53	37	item89304090430005	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
355	10	1	0	54	38	item89305090430005	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
356	10	1	0	55	39	item89306090430005	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
357	10	1	0	42	40	item130000005102	0	0	item100000000056	6	0	0	0	0		0	0	0		0	0	0	0		0	0	
358	10	1	0	43	41	item130000005202	0	0	item100000000056	6	0	0	0	0		0	0	0		0	0	0	0		0	0	
359	10	1	0	44	42	item130000005103	0	0	item100000000056	9	0	0	0	0		0	0	0		0	0	0	0		0	0	
360	10	1	0	45	43	item130000005203	0	0	item100000000056	9	0	0	0	0		0	0	0		0	0	0	0		0	0	
361	10	1	0	31	44	item130000005104	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
362	10	1	0	32	45	item130000005204	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
363	10	1	0	33	46	item130000005105	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
364	10	1	0	34	47	item130000005305	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
365	10	1	0	35	48	item130000005205	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
366	10	1	0	36	49	item130000005106	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
367	10	1	0	37	50	item130000005306	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
368	10	1	0	38	51	item130000005206	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
369	10	1	0	39	52	item130000005107	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
370	10	1	0	40	53	item130000005307	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
371	10	1	0	41	54	item130000005207	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
372	10	1	0	56	55	item130000005108	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
373	10	1	0	57	56	item130000005208	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
374	10	1	0	58	57	item130000005308	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
375	10	1	0	59	58	item130000005132	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
376	10	1	0	60	59	item130000005232	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
377	10	1	0	61	60	item130000005332	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
378	11	1	0	47	6	item8230000000210	0	0	item90000000122	6	2	5	0	0		0	0	0	999,1999	0	0	0	0		0	0	
379	11	1	0	48	7	item102020061001	0	0	item100000000056	1	2	15	0	0		0	0	0	40,999	0	0	0	0		0	0	
380	11	1	0	50	8	item8102020061003	0	0	item100000000057	80	3	1	0	0		0	0	0	40,999	0	0	0	0		0	0	
381	11	1	0	49	9	item102020061002	0	0	item100000000057	8	2	3	0	0		0	0	0	50,999	0	0	0	0		0	0	
382	11	1	0	7	10	equip301040433006	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
383	11	1	0	8	11	equip302040433006	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
384	11	1	0	9	12	equip303040433006	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
385	11	1	0	10	13	equip304040433006	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
386	11	1	0	11	14	equip305040433006	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
387	11	1	0	12	15	equip306040433006	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
388	11	1	0	13	16	item89301050430006	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
389	11	1	0	14	17	item89302050430006	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
390	11	1	0	15	18	item89303050430006	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
391	11	1	0	16	19	item89304050430006	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
392	11	1	0	17	20	item89305050430006	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
393	11	1	0	18	21	item89306050430006	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
394	11	1	0	19	22	item89301060430006	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
395	11	1	0	20	23	item89302060430006	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
396	11	1	0	21	24	item89303060430006	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
397	11	1	0	22	25	item89304060430006	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
398	11	1	0	23	26	item89305060430006	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
399	11	1	0	24	27	item89306060430006	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
400	11	1	0	25	28	item89301070430006	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
401	11	1	0	26	29	item89302070430006	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
402	11	1	0	27	30	item89303070430006	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
403	11	1	0	28	31	item89304070430006	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
404	11	1	0	29	32	item89305070430006	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
405	11	1	0	30	33	item89306070430006	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
406	11	1	0	51	34	item89301090430006	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
407	11	1	0	52	35	item89302090430006	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
408	11	1	0	53	36	item89303090430006	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
409	11	1	0	54	37	item89304090430006	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
410	11	1	0	55	38	item89305090430006	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
411	11	1	0	56	39	item89306090430006	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
412	11	1	0	31	40	item130000006102	0	0	item100000000056	6	0	0	0	0		0	0	0		0	0	0	0		0	0	
413	11	1	0	32	41	item130000006202	0	0	item100000000056	6	0	0	0	0		0	0	0		0	0	0	0		0	0	
414	11	1	0	33	42	item130000006103	0	0	item100000000056	9	0	0	0	0		0	0	0		0	0	0	0		0	0	
415	11	1	0	34	43	item130000006203	0	0	item100000000056	9	0	0	0	0		0	0	0		0	0	0	0		0	0	
416	11	1	0	35	44	item130000006104	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
417	11	1	0	36	45	item130000006204	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
418	11	1	0	37	46	item130000006304	0	0	item100000000056	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
419	11	1	0	38	47	item130000006105	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
420	11	1	0	39	48	item130000006205	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
421	11	1	0	40	49	item130000006305	0	0	item100000000057	24	0	0	0	0		0	0	0		0	0	0	0		0	0	
422	11	1	0	41	50	item130000006106	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
423	11	1	0	42	51	item130000006206	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
424	11	1	0	43	52	item130000006306	0	0	item100000000057	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
425	11	1	0	44	53	item130000006107	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
426	11	1	0	45	54	item130000006207	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
427	11	1	0	46	55	item130000006307	0	0	item90000000122	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
428	11	1	0	57	56	item130000006108	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
429	11	1	0	58	57	item130000006208	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
430	11	1	0	59	58	item130000006308	0	0	item90000000201	72	0	0	0	0		0	0	0		0	0	0	0		0	0	
431	11	1	0	60	59	item130000006132	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
432	11	1	0	61	60	item130000006232	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
433	11	1	0	62	61	item130000006332	0	0	item90000000201	80	0	0	0	0		0	0	0		0	0	0	0		0	0	
434	111	0	0	21	1	item91000001603	0	0	item100900001001	4000	4	1	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
435	111	0	0	22	2	item107999900013	0	0	item100900001001	2000	4	1	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
436	111	0	0	23	3	item105000000075	0	0	item100900001001	2000	4	1	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
437	111	0	0	24	4	item18000000000003	0	0	item100900001001	2	4	100	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
438	111	0	0	25	5	item18000000000016	0	0	item100900001001	200	4	10	0	0		0	0	0		0	0	0	0		0	0	
439	112	0	0	119	6	item105900000049	0	0	item100900001001	1000	4	1	0	0		0	0	0		0	0	0	0		0	0	
440	112	0	0	120	7	item8200000800003	0	0	item100900001001	130	4	5	0	0		0	0	0		0	0	0	0		0	0	
441	112	0	0	121	8	item8200000800002	0	0	item100900001001	30	4	10	0	0		0	0	0		0	0	0	0		0	0	
442	112	0	0	122	9	item8200000800001	0	0	item100900001001	8	4	10	0	0		0	0	0		0	0	0	0		0	0	
443	112	0	0	123	10	item105000000030	0	0	item100900001001	2	4	100	0	0		0	0	0		0	0	0	0		0	0	
444	112	0	0	124	11	item105000000031	0	0	item100900001001	6	4	20	0	0		0	0	0		0	0	0	0		0	0	
445	112	0	0	125	12	item105000000029	0	0	item100900001001	48	4	10	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
446	112	0	0	126	13	item91000000235	0	0	item100900001001	1440	4	1	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
447	112	0	0	127	14	item105000000073	0	0	item100900001001	200	4	5	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
448	112	0	0	128	4	item8101020504800	0	0	item100900001001	10	4	20	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
449	112	0	0	129	5	item8101020504900	0	0	item100900001001	65	4	5	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
450	112	0	0	130	15	item101040101017	0	0	item100900001001	2	4	100	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
451	112	0	0	131	16	item8103010121004	0	0	item100900001001	4	4	50	0	0		0	0	0		0	0	0	0		0	0	
452	112	0	0	132	17	item100500000001	0	0	item100900001001	2	4	30	0	0		0	0	0		0	0	0	0		0	0	
453	112	0	0	133	18	item100000000000	0	0	item100900001001	20	4	20	0	0		0	0	0		0	0	0	0		0	0	
454	112	0	0	134	19	item8103010131003	0	0	item100900001001	20	4	30	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
455	112	0	0	135	1	item8171000101061	0	0	item100900001001	50	4	10	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
456	112	0	0	136	2	item8171000101071	0	0	item100900001001	20	4	10	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
457	112	0	0	137	3	item171000101021	0	0	item100900001001	3	4	100	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
458	112	0	0	138	20	item102000020233	0	0	item100900001001	20	4	15	0	0		0	0	0		0	0	0	0		0	0	
459	112	0	0	139	21	item91000000260	0	0	item100900001001	100	4	5	0	0		0	0	0		0	0	0	0	agl_activity_red;ContractCheapItem01;204,99,19,255	0	0	
460	112	0	0	140	22	item107100042101	0	0	item100900001001	120	4	1	0	0		0	0	0		0	0	0	0		0	0	
461	112	0	0	141	23	item107100051203	0	0	item100900001001	1350	4	1	0	0		0	0	0		0	0	0	0		0	0	
462	112	0	0	142	24	item107100052203	0	0	item100900001001	2430	4	1	0	0		0	0	0		0	0	0	0		0	0	
463	112	0	0	143	25	item107300000001	0	0	item100900001001	4	4	60	0	0		0	0	0		0	0	0	0		0	0	
464	112	0	0	144	26	item107300000002	0	0	item100900001001	10	4	60	0	0		0	0	0		0	0	0	0		0	0	
465	112	0	0	145	27	item107999900003	0	0	item100900001001	24	4	20	0	0		0	0	0		0	0	0	0		0	0	
466	112	0	0	146	28	item8103010121005	0	0	item100900001001	32	0	0	0	0		0	0	0		0	0	0	0		0	0	
467	112	0	0	147	29	item107999900002	0	0	item100900001001	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
