流水id	学徒id	学徒等级	武艺属性加成	升级属性加成范围	才艺属性加成	升级属性加成范围	升级所需经验	学徒称号等级	援护技能上限
103	apprentic_1002	43	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	287	3	4
104	apprentic_1002	44	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	307	3	4
105	apprentic_1002	45	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	327	3	4
106	apprentic_1002	46	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	347	3	4
107	apprentic_1002	47	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	367	3	4
108	apprentic_1002	48	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	387	3	4
109	apprentic_1002	49	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	407	3	4
110	apprentic_1002	50	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	427	3	4
111	apprentic_1002	51	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	447	3	4
112	apprentic_1002	52	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	467	3	4
113	apprentic_1002	53	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	487	3	4
114	apprentic_1002	54	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	507	3	4
115	apprentic_1002	55	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	527	3	4
116	apprentic_1002	56	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	547	3	4
117	apprentic_1002	57	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	567	3	4
118	apprentic_1002	58	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	587	3	4
119	apprentic_1002	59	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	607	3	4
120	apprentic_1002	60	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	627	3	4
121	apprentic_1002	61	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	647	4	5
122	apprentic_1002	62	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	687	4	5
123	apprentic_1002	63	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	727	4	5
124	apprentic_1002	64	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	767	4	5
125	apprentic_1002	65	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	807	4	5
126	apprentic_1002	66	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	847	4	5
127	apprentic_1002	67	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	887	4	5
128	apprentic_1002	68	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	927	4	5
129	apprentic_1002	69	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	967	4	5
130	apprentic_1002	70	2,3	1,456,547,1666;3,48,72,1666;4,72,96,1666;32,288,345,1666;34,201,252,1666;33,273,364,1666	2,3	1,24,48,1666;2,22,45,1666;3,24,48,1666;4,24,48,1666;5,22,45,1666;6,22,45,1666	0	4	5
131	apprentic_1003	1	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	7	1	2
132	apprentic_1003	2	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	9	1	2
133	apprentic_1003	3	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	11	1	2
134	apprentic_1003	4	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	13	1	2
135	apprentic_1003	5	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	15	1	2
136	apprentic_1003	6	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	17	1	2
137	apprentic_1003	7	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	19	1	2
138	apprentic_1003	8	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	21	1	2
139	apprentic_1003	9	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	23	1	2
140	apprentic_1003	10	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	25	1	2
141	apprentic_1003	11	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	27	1	2
142	apprentic_1003	12	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	29	1	2
143	apprentic_1003	13	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	31	1	2
144	apprentic_1003	14	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	33	1	2
145	apprentic_1003	15	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	35	1	2
146	apprentic_1003	16	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	37	1	2
147	apprentic_1003	17	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	39	1	2
148	apprentic_1003	18	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	41	1	2
149	apprentic_1003	19	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	43	1	2
150	apprentic_1003	20	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	45	1	2
151	apprentic_1003	21	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	47	2	3
152	apprentic_1003	22	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	57	2	3
153	apprentic_1003	23	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	67	2	3
154	apprentic_1003	24	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	77	2	3
155	apprentic_1003	25	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	87	2	3
156	apprentic_1003	26	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	97	2	3
157	apprentic_1003	27	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	107	2	3
158	apprentic_1003	28	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	117	2	3
159	apprentic_1003	29	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	127	2	3
160	apprentic_1003	30	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	137	2	3
161	apprentic_1003	31	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	147	2	3
162	apprentic_1003	32	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	157	2	3
163	apprentic_1003	33	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	167	2	3
164	apprentic_1003	34	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	177	2	3
165	apprentic_1003	35	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	187	2	3
166	apprentic_1003	36	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	197	2	3
167	apprentic_1003	37	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	207	2	3
168	apprentic_1003	38	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	217	2	3
169	apprentic_1003	39	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	227	2	3
170	apprentic_1003	40	1,2	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	1,2	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	237	2	3
171	apprentic_1003	41	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	247	3	4
172	apprentic_1003	42	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	267	3	4
173	apprentic_1003	43	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	287	3	4
174	apprentic_1003	44	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	307	3	4
175	apprentic_1003	45	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	327	3	4
176	apprentic_1003	46	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	347	3	4
177	apprentic_1003	47	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	367	3	4
178	apprentic_1003	48	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	387	3	4
179	apprentic_1003	49	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	407	3	4
180	apprentic_1003	50	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	427	3	4
181	apprentic_1003	51	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	447	3	4
182	apprentic_1003	52	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	467	3	4
183	apprentic_1003	53	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	487	3	4
184	apprentic_1003	54	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	507	3	4
185	apprentic_1003	55	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	527	3	4
186	apprentic_1003	56	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	547	3	4
187	apprentic_1003	57	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	567	3	4
188	apprentic_1003	58	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	587	3	4
189	apprentic_1003	59	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	607	3	4
190	apprentic_1003	60	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	627	3	4
191	apprentic_1003	61	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	647	4	5
192	apprentic_1003	62	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	687	4	5
193	apprentic_1003	63	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	727	4	5
194	apprentic_1003	64	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	767	4	5
195	apprentic_1003	65	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	807	4	5
196	apprentic_1003	66	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	847	4	5
197	apprentic_1003	67	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	887	4	5
198	apprentic_1003	68	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	927	4	5
199	apprentic_1003	69	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	967	4	5
200	apprentic_1003	70	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	1007	4	5
201	apprentic_1003	71	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	1047	4	5
202	apprentic_1003	72	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	1107	4	5
203	apprentic_1003	73	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	1167	4	5
204	apprentic_1003	74	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	1227	4	5
205	apprentic_1003	75	2,3	1,608,729,1666;3,64,96,1666;4,96,128,1666;32,384,460,1666;34,268,336,1666;33,364,486,1666	2,3	1,32,64,1666;2,30,60,1666;3,32,64,1666;4,32,64,1666;5,30,60,1666;6,30,60,1666	1287	4	5
