流水	专精ID	等级	升级所需角色等级	升级消耗	属性	评分类型	值/公式	参数1	参数2	参数3	参数4	参数5
899	1011022	9	69		4,135	2	337					
900	1011022	10	71		4,150	2	375					
901	1011023	1	61		1,150	2	37					
902	1011023	2	61		1,300	2	75					
903	1011023	3	61		1,450	2	112					
904	1011023	4	61		1,600	2	150					
905	1011023	5	61		1,750	2	187					
906	1011023	6	63		1,900	2	225					
907	1011023	7	65		1,1050	2	262					
908	1011023	8	67		1,1200	2	300					
909	1011023	9	69		1,1350	2	337					
910	1011023	10	71		1,1500	2	375					
911	1011024	1	61		3,15	2	37					
912	1011024	2	61		3,30	2	75					
913	1011024	3	61		3,45	2	112					
914	1011024	4	61		3,60	2	150					
915	1011024	5	61		3,75	2	187					
916	1011024	6	63		3,90	2	225					
917	1011024	7	65		3,105	2	262					
918	1011024	8	67		3,120	2	300					
919	1011024	9	69		3,135	2	337					
920	1011024	10	71		3,150	2	375					
921	1011025	1	61		24,28	2	37					
922	1011025	2	61		24,56	2	75					
923	1011025	3	61		24,84	2	112					
924	1011025	4	61		24,112	2	150					
925	1011025	5	61		24,140	2	187					
926	1011025	6	63		24,168	2	225					
927	1011025	7	65		24,196	2	262					
928	1011025	8	67		24,224	2	300					
929	1011025	9	69		24,252	2	337					
930	1011025	10	71		24,280	2	375					
931	1011026	1	61		22,28;15,230	2	221					
932	1011026	2	61		22,56;15,260	2	283					
933	1011026	3	61		22,84;15,290	2	344					
934	1011026	4	61		22,112;15,320	2	406					
935	1011026	5	61		22,140;15,350	2	467					
936	1011026	6	63		22,168;15,380	2	529					
937	1011026	7	65		22,196;15,410	2	590					
938	1011026	8	67		22,224;15,440	2	652					
939	1011026	9	69		22,252;15,470	2	713					
940	1011026	10	71		22,280;15,500	2	775					
941	1011804	1	61		11,140;13,140	2	315					
942	1011804	2	61		11,160;13,160	2	360					
943	1011804	3	61		11,180;13,180	2	405					
944	1011804	4	61		11,200;13,200	2	450					
945	1011804	5	61		11,220;13,220	2	495					
946	1011804	6	63		11,240;13,240	2	540					
947	1011804	7	65		11,260;13,260	2	585					
948	1011804	8	67		11,280;13,280	2	630					
949	1011804	9	69		11,300;13,300	2	675					
950	1011804	10	71		11,320;13,320	2	720					
951	1011027	1	61		26,28;187,230	2	221					
952	1011027	2	61		26,56;187,260	2	283					
953	1011027	3	61		26,84;187,290	2	344					
954	1011027	4	61		26,112;187,320	2	406					
955	1011027	5	61		26,140;187,350	2	467					
956	1011027	6	63		26,168;187,380	2	529					
957	1011027	7	65		26,196;187,410	2	590					
958	1011027	8	67		26,224;187,440	2	652					
959	1011027	9	69		26,252;187,470	2	713					
960	1011027	10	71		26,280;187,500	2	775					
961	10111001	1	62		211,50	2	10					
962	10111001	2	62		211,100	2	20					
963	10111001	3	62		211,150	2	30					
964	10111001	4	62		211,200	2	40					
965	10111001	5	62		211,250	2	50					
966	10111001	6	62		211,300	2	60					
967	10111001	7	62		211,350	2	70					
968	10111001	8	62		211,400	2	80					
969	10111001	9	64		211,450	2	90					
970	10111001	10	64		211,500	2	100					
971	10111001	11	64		211,550	2	110					
972	10111001	12	66		211,600	2	120					
973	10111001	13	66		211,650	2	130					
974	10111001	14	66		211,700	2	140					
975	10111001	15	68		211,750	2	150					
976	10111001	16	68		211,800	2	160					
977	10111001	17	68		211,850	2	170					
978	10111001	18	70		211,900	2	180					
979	10111001	19	70		211,950	2	190					
980	10111001	20	70		211,1000	2	200					
981	10111002	1	62		212,150	2	10					
982	10111002	2	62		212,300	2	20					
983	10111002	3	62		212,450	2	30					
984	10111002	4	62		212,600	2	40					
985	10111002	5	62		212,750	2	50					
986	10111002	6	62		212,900	2	60					
987	10111002	7	62		212,1050	2	70					
988	10111002	8	62		212,1200	2	80					
989	10111002	9	64		212,1350	2	90					
990	10111002	10	64		212,1500	2	100					
991	10111002	11	64		212,1650	2	110					
992	10111002	12	66		212,1800	2	120					
993	10111002	13	66		212,1950	2	130					
994	10111002	14	66		212,2100	2	140					
995	10111002	15	68		212,2250	2	150					
996	10111002	16	68		212,2400	2	160					
997	10111002	17	68		212,2550	2	170					
998	10111002	18	70		212,2700	2	180					
999	10111002	19	70		212,2850	2	190					
1000	10111002	20	70		212,3000	2	200					
1001	10111003	1	62		213,100	2	10					
1002	10111003	2	62		213,200	2	20					
1003	10111003	3	62		213,300	2	30					
1004	10111003	4	62		213,400	2	40					
1005	10111003	5	62		213,500	2	50					
1006	10111003	6	62		213,600	2	60					
1007	10111003	7	62		213,700	2	70					
1008	10111003	8	62		213,800	2	80					
1009	10111003	9	64		213,900	2	90					
1010	10111003	10	64		213,1000	2	100					
1011	10111003	11	64		213,1100	2	110					
1012	10111003	12	66		213,1200	2	120					
1013	10111003	13	66		213,1300	2	130					
1014	10111003	14	66		213,1400	2	140					
1015	10111003	15	68		213,1500	2	150					
1016	10111003	16	68		213,1600	2	160					
1017	10111003	17	68		213,1700	2	170					
1018	10111003	18	70		213,1800	2	180					
1019	10111003	19	70		213,1900	2	190					
1020	10111003	20	70		213,2000	2	200					
1021	1011028	1	61		4,18	2	45					
1022	1011028	2	61		4,36	2	90					
1023	1011028	3	61		4,54	2	135					
1024	1011028	4	61		4,72	2	180					
1025	1011028	5	61		4,90	2	225					
1026	1011028	6	61		4,108	2	270					
1027	1011028	7	61		4,126	2	315					
1028	1011028	8	61		4,144	2	360					
1029	1011028	9	61		4,162	2	405					
1030	1011028	10	61		4,180	2	450					
1031	1011029	1	61		1,180	2	45					
1032	1011029	2	61		1,360	2	90					
1033	1011029	3	61		1,540	2	135					
1034	1011029	4	61		1,720	2	180					
1035	1011029	5	61		1,900	2	225					
1036	1011029	6	61		1,1080	2	270					
1037	1011029	7	61		1,1260	2	315					
1038	1011029	8	61		1,1440	2	360					
1039	1011029	9	61		1,1620	2	405					
1040	1011029	10	61		1,1800	2	450					
1041	1011030	1	61		3,18	2	45					
1042	1011030	2	61		3,36	2	90					
1043	1011030	3	61		3,54	2	135					
1044	1011030	4	61		3,72	2	180					
1045	1011030	5	61		3,90	2	225					
1046	1011030	6	61		3,108	2	270					
1047	1011030	7	61		3,126	2	315					
1048	1011030	8	61		3,144	2	360					
1049	1011030	9	61		3,162	2	405					
1050	1011030	10	61		3,180	2	450					
1051	1011031	1	61		25,32	2	45					
1052	1011031	2	61		25,64	2	90					
1053	1011031	3	61		25,96	2	135					
1054	1011031	4	61		25,128	2	180					
1055	1011031	5	61		25,160	2	225					
1056	1011031	6	61		25,192	2	270					
1057	1011031	7	61		25,224	2	315					
1058	1011031	8	61		25,256	2	360					
1059	1011031	9	61		25,288	2	405					
1060	1011031	10	61		25,320	2	450					
1061	1011032	1	61		21,32;15,230	2	229					
1062	1011032	2	61		21,64;15,260	2	298					
1063	1011032	3	61		21,96;15,290	2	367					
1064	1011032	4	61		21,128;15,320	2	436					
1065	1011032	5	61		21,160;15,350	2	505					
1066	1011032	6	61		21,192;15,380	2	574					
1067	1011032	7	61		21,224;15,410	2	643					
1068	1011032	8	61		21,256;15,440	2	712					
1069	1011032	9	61		21,288;15,470	2	781					
1070	1011032	10	61		21,320;15,500	2	850					
1071	1011805	1	63		31,210	2	210					
1072	1011805	2	63		31,240	2	240					
1073	1011805	3	63		31,270	2	270					
1074	1011805	4	63		31,300	2	300					
1075	1011805	5	63		31,330	2	330					
1076	1011805	6	63		31,360	2	360					
1077	1011805	7	63		31,390	2	390					
1078	1011805	8	63		31,420	2	420					
1079	1011805	9	63		31,450	2	450					
1080	1011805	10	63		31,480	2	480					
1081	1011034	1	65		23,32;187,230	2	229					
1082	1011034	2	65		23,64;187,260	2	298					
1083	1011034	3	65		23,96;187,290	2	367					
1084	1011034	4	65		23,128;187,320	2	436					
1085	1011034	5	65		23,160;187,350	2	505					
1086	1011034	6	65		23,192;187,380	2	574					
1087	1011034	7	65		23,224;187,410	2	643					
1088	1011034	8	65		23,256;187,440	2	712					
1089	1011034	9	65		23,288;187,470	2	781					
1090	1011034	10	65		23,320;187,500	2	850					
1091	1011035	1	67		268,100	2	10					
1092	1011035	2	67		268,200	2	20					
1093	1011035	3	67		268,300	2	30					
1094	1011035	4	67		268,400	2	40					
1095	1011035	5	67		268,500	2	50					
1096	1011035	6	67		268,600	2	60					
1097	1011035	7	67		268,700	2	70					
1098	1011035	8	67		268,800	2	80					
1099	1011035	9	67		268,900	2	90					
1100	1011035	10	67		268,1000	2	100					
1101	1011036	1	69		269,100	2	10					
1102	1011036	2	69		269,200	2	20					
1103	1011036	3	69		269,300	2	30					
1104	1011036	4	69		269,400	2	40					
1105	1011036	5	69		269,500	2	50					
1106	1011036	6	69		269,600	2	60					
1107	1011036	7	69		269,700	2	70					
1108	1011036	8	69		269,800	2	80					
1109	1011036	9	69		269,900	2	90					
1110	1011036	10	69		269,1000	2	100					
1111	1011037	1	71		270,100	2	10					
1112	1011037	2	71		270,200	2	20					
1113	1011037	3	71		270,300	2	30					
1114	1011037	4	71		270,400	2	40					
1115	1011037	5	71		270,500	2	50					
1116	1011037	6	71		270,600	2	60					
1117	1011037	7	71		270,700	2	70					
1118	1011037	8	71		270,800	2	80					
1119	1011037	9	71		270,900	2	90					
1120	1011037	10	71		270,1000	2	100					
1121	1011038	1	70		271,100	2	10					
1122	1011038	2	70		271,200	2	20					
1123	1011038	3	70		271,300	2	30					
1124	1011038	4	70		271,400	2	40					
1125	1011038	5	70		271,500	2	50					
1126	1011038	6	70		271,600	2	60					
1127	1011038	7	70		271,700	2	70					
1128	1011038	8	70		271,800	2	80					
1129	1011038	9	70		271,900	2	90					
1130	1011038	10	70		271,1000	2	100					
1131	1012007	1	1		3,12	2	30					
1132	1012007	2	1		3,24	2	60					
1133	1012007	3	1		3,36	2	90					
1134	1012007	4	11		3,48	2	120					
1135	1012007	5	21		3,60	2	150					
1136	1012007	6	31		3,72	2	180					
1137	1012007	7	41		3,84	2	210					
1138	1012007	8	51		3,96	2	240					
1139	1012007	9	61		3,108	2	270					
1140	1012007	10	71		3,120	2	300					
1141	1012008	1	1		4,12	2	30					
1142	1012008	2	1		4,24	2	60					
1143	1012008	3	1		4,36	2	90					
1144	1012008	4	11		4,48	2	120					
1145	1012008	5	21		4,60	2	150					
1146	1012008	6	31		4,72	2	180					
1147	1012008	7	41		4,84	2	210					
1148	1012008	8	51		4,96	2	240					
1149	1012008	9	61		4,108	2	270					
1150	1012008	10	71		4,120	2	300					
1151	1012009	1	1		1,120	2	30					
1152	1012009	2	1		1,240	2	60					
1153	1012009	3	1		1,360	2	90					
1154	1012009	4	11		1,480	2	120					
1155	1012009	5	21		1,600	2	150					
1156	1012009	6	31		1,720	2	180					
1157	1012009	7	41		1,840	2	210					
1158	1012009	8	51		1,960	2	240					
1159	1012009	9	61		1,1080	2	270					
1160	1012009	10	71		1,1200	2	300					
1161	1012801	1	1		83,210	2	210					
1162	1012801	2	1		83,240	2	240					
1163	1012801	3	1		83,270	2	270					
1164	1012801	4	11		83,300	2	300					
1165	1012801	5	21		83,330	2	330					
1166	1012801	6	31		83,360	2	360					
1167	1012801	7	41		83,390	2	390					
1168	1012801	8	51		83,420	2	420					
1169	1012801	9	61		83,450	2	450					
1170	1012801	10	71		83,480	2	480					
1171	1012002	1	1		23,26	2	30					
1172	1012002	2	1		23,52	2	60					
1173	1012002	3	1		23,78	2	90					
1174	1012002	4	11		23,104	2	120					
1175	1012002	5	21		23,130	2	150					
1176	1012002	6	31		23,156	2	180					
1177	1012002	7	41		23,182	2	210					
1178	1012002	8	51		23,208	2	240					
1179	1012002	9	61		23,234	2	270					
1180	1012002	10	71		23,260	2	300					
1181	1012005	1	1		24,26	2	30					
1182	1012005	2	1		24,52	2	60					
1183	1012005	3	1		24,78	2	90					
1184	1012005	4	11		24,104	2	120					
1185	1012005	5	21		24,130	2	150					
1186	1012005	6	31		24,156	2	180					
1187	1012005	7	41		24,182	2	210					
1188	1012005	8	51		24,208	2	240					
1189	1012005	9	61		24,234	2	270					
1190	1012005	10	71		24,260	2	300					
1191	1012010	1	1		2,10	2	30					
1192	1012010	2	1		2,20	2	60					
1193	1012010	3	1		2,30	2	90					
1194	1012010	4	11		2,40	2	120					
1195	1012010	5	21		2,50	2	150					
1196	1012010	6	31		2,60	2	180					
1197	1012010	7	41		2,70	2	210					
1198	1012010	8	51		2,80	2	240					
1199	1012010	9	61		2,90	2	270					
1200	1012010	10	71		2,100	2	300					
1201	1012012	1	1		3,13	2	32					
1202	1012012	2	1		3,26	2	65					
1203	1012012	3	1		3,39	2	97					
1204	1012012	4	11		3,52	2	130					
1205	1012012	5	21		3,65	2	162					
1206	1012012	6	31		3,78	2	195					
1207	1012012	7	41		3,91	2	227					
1208	1012012	8	51		3,104	2	260					
1209	1012012	9	61		3,117	2	292					
1210	1012012	10	71		3,130	2	325					
1211	1012014	1	1		1,130	2	32					
1212	1012014	2	1		1,260	2	65					
1213	1012014	3	1		1,390	2	97					
1214	1012014	4	11		1,520	2	130					
1215	1012014	5	21		1,650	2	162					
1216	1012014	6	31		1,780	2	195					
1217	1012014	7	41		1,910	2	227					
1218	1012014	8	51		1,1040	2	260					
1219	1012014	9	61		1,1170	2	292					
1220	1012014	10	71		1,1300	2	325					
1221	1012004	1	1		22,26	2	32					
1222	1012004	2	1		22,52	2	65					
1223	1012004	3	1		22,78	2	97					
1224	1012004	4	11		22,104	2	130					
1225	1012004	5	21		22,130	2	162					
1226	1012004	6	31		22,156	2	195					
1227	1012004	7	41		22,182	2	227					
1228	1012004	8	51		22,208	2	260					
1229	1012004	9	61		22,234	2	292					
1230	1012004	10	71		22,260	2	325					
1231	1012013	1	1		4,13	2	32					
1232	1012013	2	1		4,26	2	65					
1233	1012013	3	1		4,39	2	97					
1234	1012013	4	11		4,52	2	130					
1235	1012013	5	21		4,65	2	162					
1236	1012013	6	31		4,78	2	195					
1237	1012013	7	41		4,91	2	227					
1238	1012013	8	51		4,104	2	260					
1239	1012013	9	61		4,117	2	292					
1240	1012013	10	71		4,130	2	325					
1241	1012011	1	1		21,26	2	32					
1242	1012011	2	1		21,52	2	65					
1243	1012011	3	1		21,78	2	97					
1244	1012011	4	11		21,104	2	130					
1245	1012011	5	21		21,130	2	162					
1246	1012011	6	31		21,156	2	195					
1247	1012011	7	41		21,182	2	227					
1248	1012011	8	51		21,208	2	260					
1249	1012011	9	61		21,234	2	292					
1250	1012011	10	71		21,260	2	325					
1251	1012003	1	1		25,26	2	32					
1252	1012003	2	1		25,52	2	65					
1253	1012003	3	1		25,78	2	97					
1254	1012003	4	11		25,104	2	130					
1255	1012003	5	21		25,130	2	162					
1256	1012003	6	31		25,156	2	195					
1257	1012003	7	41		25,182	2	227					
1258	1012003	8	51		25,208	2	260					
1259	1012003	9	61		25,234	2	292					
1260	1012003	10	71		25,260	2	325					
1261	1012802	1	1		32,280	2	210					
1262	1012802	2	1		32,320	2	240					
1263	1012802	3	1		32,360	2	270					
1264	1012802	4	11		32,400	2	300					
1265	1012802	5	21		32,440	2	330					
1266	1012802	6	31		32,480	2	360					
1267	1012802	7	41		32,520	2	390					
1268	1012802	8	51		32,560	2	420					
1269	1012802	9	61		32,600	2	450					
1270	1012802	10	71		32,640	2	480					
1271	1012006	1	1		26,26	2	32					
1272	1012006	2	1		26,52	2	65					
1273	1012006	3	1		26,78	2	97					
1274	1012006	4	11		26,104	2	130					
1275	1012006	5	21		26,130	2	162					
1276	1012006	6	31		26,156	2	195					
1277	1012006	7	41		26,182	2	227					
1278	1012006	8	51		26,208	2	260					
1279	1012006	9	61		26,234	2	292					
1280	1012006	10	71		26,260	2	325					
1281	1012015	1	1		3,14	2	35					
1282	1012015	2	1		3,28	2	70					
1283	1012015	3	1		3,42	2	105					
1284	1012015	4	11		3,56	2	140					
1285	1012015	5	21		3,70	2	175					
1286	1012015	6	31		3,84	2	210					
1287	1012015	7	41		3,98	2	245					
1288	1012015	8	51		3,112	2	280					
1289	1012015	9	61		3,126	2	315					
1290	1012015	10	71		3,140	2	350					
1291	1012016	1	1		1,140	2	35					
1292	1012016	2	1		1,280	2	70					
1293	1012016	3	1		1,420	2	105					
1294	1012016	4	11		1,560	2	140					
1295	1012016	5	21		1,700	2	175					
1296	1012016	6	31		1,840	2	210					
1297	1012016	7	41		1,980	2	245					
1298	1012016	8	51		1,1120	2	280					
1299	1012016	9	61		1,1260	2	315					
1300	1012016	10	71		1,1400	2	350					
1301	1012017	1	1		23,28	2	35					
1302	1012017	2	1		23,56	2	70					
1303	1012017	3	1		23,84	2	105					
1304	1012017	4	11		23,112	2	140					
1305	1012017	5	21		23,140	2	175					
1306	1012017	6	31		23,168	2	210					
1307	1012017	7	41		23,196	2	245					
1308	1012017	8	51		23,224	2	280					
1309	1012017	9	61		23,252	2	315					
1310	1012017	10	71		23,280	2	350					
1311	1012018	1	1		4,14	2	35					
1312	1012018	2	1		4,28	2	70					
1313	1012018	3	1		4,42	2	105					
1314	1012018	4	11		4,56	2	140					
1315	1012018	5	21		4,70	2	175					
1316	1012018	6	31		4,84	2	210					
1317	1012018	7	41		4,98	2	245					
1318	1012018	8	51		4,112	2	280					
1319	1012018	9	61		4,126	2	315					
1320	1012018	10	71		4,140	2	350					
1321	1012019	1	1		24,28	2	35					
1322	1012019	2	1		24,56	2	70					
1323	1012019	3	1		24,84	2	105					
1324	1012019	4	11		24,112	2	140					
1325	1012019	5	21		24,140	2	175					
1326	1012019	6	31		24,168	2	210					
1327	1012019	7	41		24,196	2	245					
1328	1012019	8	51		24,224	2	280					
1329	1012019	9	61		24,252	2	315					
1330	1012019	10	71		24,280	2	350					
1331	1012020	1	1		21,28	2	35					
1332	1012020	2	1		21,56	2	70					
1333	1012020	3	1		21,84	2	105					
1334	1012020	4	11		21,112	2	140					
1335	1012020	5	21		21,140	2	175					
1336	1012020	6	31		21,168	2	210					
1337	1012020	7	41		21,196	2	245					
1338	1012020	8	51		21,224	2	280					
1339	1012020	9	61		21,252	2	315					
1340	1012020	10	71		21,280	2	350					
1341	1012803	1	1		33,280	2	210					
1342	1012803	2	1		33,320	2	240					
1343	1012803	3	1		33,360	2	270					
1344	1012803	4	11		33,400	2	300					
1345	1012803	5	21		33,440	2	330					
1346	1012803	6	31		33,480	2	360					
1347	1012803	7	41		33,520	2	390					
1348	1012803	8	51		33,560	2	420					
1349	1012803	9	61		33,600	2	450					
1350	1012803	10	71		33,640	2	480					
1351	1012021	1	1		22,28	2	35					
1352	1012021	2	1		22,56	2	70					
1353	1012021	3	1		22,84	2	105					
1354	1012021	4	11		22,112	2	140					
1355	1012021	5	21		22,140	2	175					
1356	1012021	6	31		22,168	2	210					
1357	1012021	7	41		22,196	2	245					
1358	1012021	8	51		22,224	2	280					
1359	1012021	9	61		22,252	2	315					
1360	1012021	10	71		22,280	2	350					
1361	1012022	1	61		4,15	2	37					
1362	1012022	2	61		4,30	2	75					
1363	1012022	3	61		4,45	2	112					
1364	1012022	4	61		4,60	2	150					
1365	1012022	5	61		4,75	2	187					
1366	1012022	6	63		4,90	2	225					
1367	1012022	7	65		4,105	2	262					
1368	1012022	8	67		4,120	2	300					
1369	1012022	9	69		4,135	2	337					
