流水号	星蕴ID	星蕴等级	星蕴名称	星蕴描述	星蕴类型	升级消耗	星蕴属性	觉醒星蕴属性	显示前置条件	前置星蕴	玩家所需等级	坐标	链接坐标	星蕴Icon	评分类型	值/公式
191	170001058	4	starsoulcontent_name_11	talentdes101111	1		22,54		170001050,1	170001050,1	70	2,1	1,1;2,1	skill_400601	1	6
192	170001059	0	starsoulcontent_name_3	talentdes1000024	1	640000	4,0		170001054,1	170001054,1	70	2,5	1,5;2,5	skill_60521	1	6
193	170001059	1	starsoulcontent_name_3	talentdes1000025	1	320000	4,8		170001054,1	170001054,1	70	2,5	1,5;2,5	skill_60521	1	6
194	170001059	2	starsoulcontent_name_3	talentdes10001001	1	320000	4,11		170001054,1	170001054,1	70	2,5	1,5;2,5	skill_60521	1	6
195	170001059	3	starsoulcontent_name_3	talentdes10001002	1	320000	4,14		170001054,1	170001054,1	70	2,5	1,5;2,5	skill_60521	1	6
196	170001059	4	starsoulcontent_name_3	talentdes10001003	1		4,17		170001054,1	170001054,1	70	2,5	1,5;2,5	skill_60521	1	6
197	170001060	0	ItemName_107000042102	talentdes1000026	2	item107000042102;12;1920000		1,0;3,0	170001058,1	170001058,1	70	2,2	2,1;2,2	#N/A	1	6
198	170001060	1	ItemName_107000042102	talentdes1000804	2				170001058,1	170001058,1	70	2,2	2,1;2,2	#N/A	1	6
199	170001061	0	ItemName_107000042202	talentdes1000027	2	item107000042202;12;1920000		1,0;3,0	170001052,1	170001052,1	70	2,3	1,3;2,3	#N/A	1	6
200	170001061	1	ItemName_107000042202	talentdes1011028	2				170001052,1	170001052,1	70	2,3	1,3;2,3	#N/A	1	6
201	170001062	0	ItemName_107000043302	talentdes1011029	2	item107000043302;12;1920000		1,0;3,0	170001059,1	170001059,1	70	2,6	2,5;2,6	#N/A	1	6
202	170001062	1	ItemName_107000043302	talentdes1011030	2				170001059,1	170001059,1	70	2,6	2,5;2,6	#N/A	1	6
203	170001063	0	ItemName_107000043102	talentdes1011031	2	item107000043102;12;1920000		1,0;3,0	170001056,1	170001056,1	70	2,7	1,7;2,7	#N/A	1	6
204	170001063	1	ItemName_107000043102	talentdes1011032	2				170001056,1	170001056,1	70	2,7	1,7;2,7	#N/A	1	6
205	170001064	0	starsoulcontent_name_1	talentdes1011805	1	750000		1,0;3,0	8		75	0,0	0,0;0,0	skill_60481	1	6
206	170001064	1	starsoulcontent_name_1	talentdes1011034	1			1,2000;3,200	8		75	0,0	0,0;0,0	skill_60481	1	6
207	170001065	0	starsoulcontent_name_3	talentdes1011035	1	750000	4,0		170001064,1	170001064,1	75	1,7	0,0;1,7	skill_60521	1	6
208	170001065	1	starsoulcontent_name_3	talentdes1011036	1	375000	4,8		170001064,1	170001064,1	75	1,7	0,0;1,7	skill_60521	1	6
209	170001065	2	starsoulcontent_name_3	talentdes1011037	1	375000	4,11		170001064,1	170001064,1	75	1,7	0,0;1,7	skill_60521	1	6
210	170001065	3	starsoulcontent_name_3	talentdes1011038	1	375000	4,14		170001064,1	170001064,1	75	1,7	0,0;1,7	skill_60521	1	6
211	170001065	4	starsoulcontent_name_3	talentdes101204	1	375000	4,17		170001064,1	170001064,1	75	1,7	0,0;1,7	skill_60521	1	6
212	170001065	5	starsoulcontent_name_3	talentdes101208	1		4,20		170001064,1	170001064,1	75	1,7	0,0;1,7	skill_60521	1	6
213	170001066	0	starsoulcontent_name_4	talentdes1012007	1	750000	1,0		170001065,1	170001065,1	75	1,8	1,7;1,8	skill_60561	1	6
214	170001066	1	starsoulcontent_name_4	talentdes1012008	1	375000	1,80		170001065,1	170001065,1	75	1,8	1,7;1,8	skill_60561	1	6
215	170001066	2	starsoulcontent_name_4	talentdes1012009	1	375000	1,110		170001065,1	170001065,1	75	1,8	1,7;1,8	skill_60561	1	6
216	170001066	3	starsoulcontent_name_4	talentdes1012801	1	375000	1,140		170001065,1	170001065,1	75	1,8	1,7;1,8	skill_60561	1	6
217	170001066	4	starsoulcontent_name_4	talentdes101202	1	375000	1,170		170001065,1	170001065,1	75	1,8	1,7;1,8	skill_60561	1	6
218	170001066	5	starsoulcontent_name_4	talentdes101206	1		1,200		170001065,1	170001065,1	75	1,8	1,7;1,8	skill_60561	1	6
219	170001067	0	starsoulcontent_name_2	talentdes1012002	1	750000	3,0		170001066,1	170001066,1	75	1,1	1,8;1,1	skill_60441	1	6
220	170001067	1	starsoulcontent_name_2	talentdes1012005	1	375000	3,8		170001066,1	170001066,1	75	1,1	1,8;1,1	skill_60441	1	6
221	170001067	2	starsoulcontent_name_2	talentdes1012010	1	375000	3,11		170001066,1	170001066,1	75	1,1	1,8;1,1	skill_60441	1	6
222	170001067	3	starsoulcontent_name_2	talentdes1012012	1	375000	3,14		170001066,1	170001066,1	75	1,1	1,8;1,1	skill_60441	1	6
223	170001067	4	starsoulcontent_name_2	talentdes1012014	1	375000	3,17		170001066,1	170001066,1	75	1,1	1,8;1,1	skill_60441	1	6
224	170001067	5	starsoulcontent_name_2	talentdes101205	1		3,20		170001066,1	170001066,1	75	1,1	1,8;1,1	skill_60441	1	6
225	170001068	0	starsoulcontent_name_8	talentdes1012004	1	750000	21,0		170001064,1	170001064,1	75	1,3	0,0;1,3	skill_400504	1	6
226	170001068	1	starsoulcontent_name_8	talentdes1012013	1	375000	21,27		170001064,1	170001064,1	75	1,3	0,0;1,3	skill_400504	1	6
227	170001068	2	starsoulcontent_name_8	talentdes1012011	1	375000	21,36		170001064,1	170001064,1	75	1,3	0,0;1,3	skill_400504	1	6
228	170001068	3	starsoulcontent_name_8	talentdes101207	1	375000	21,45		170001064,1	170001064,1	75	1,3	0,0;1,3	skill_400504	1	6
229	170001068	4	starsoulcontent_name_8	talentdes101209	1	375000	21,54		170001064,1	170001064,1	75	1,3	0,0;1,3	skill_400504	1	6
230	170001068	5	starsoulcontent_name_8	talentdes1012003	1		21,63		170001064,1	170001064,1	75	1,3	0,0;1,3	skill_400504	1	6
231	170001069	0	starsoulcontent_name_11	talentdes1012802	1	750000	22,0		170001068,1	170001068,1	75	1,4	1,3;1,4	skill_400601	1	6
232	170001069	1	starsoulcontent_name_11	talentdes1012006	1	375000	22,27		170001068,1	170001068,1	75	1,4	1,3;1,4	skill_400601	1	6
233	170001069	2	starsoulcontent_name_11	talentdes1012015	1	375000	22,36		170001068,1	170001068,1	75	1,4	1,3;1,4	skill_400601	1	6
234	170001069	3	starsoulcontent_name_11	talentdes1012016	1	375000	22,45		170001068,1	170001068,1	75	1,4	1,3;1,4	skill_400601	1	6
235	170001069	4	starsoulcontent_name_11	talentdes101203	1	375000	22,54		170001068,1	170001068,1	75	1,4	1,3;1,4	skill_400601	1	6
236	170001069	5	starsoulcontent_name_11	talentdes1012017	1		22,63		170001068,1	170001068,1	75	1,4	1,3;1,4	skill_400601	1	6
237	170001070	0	starsoulcontent_name_2	talentdes1012018	1	750000	3,0		170001069,1	170001069,1	75	1,5	1,4;1,5	skill_60441	1	6
238	170001070	1	starsoulcontent_name_2	talentdes1012019	1	375000	3,8		170001069,1	170001069,1	75	1,5	1,4;1,5	skill_60441	1	6
239	170001070	2	starsoulcontent_name_2	talentdes101210	1	375000	3,11		170001069,1	170001069,1	75	1,5	1,4;1,5	skill_60441	1	6
240	170001070	3	starsoulcontent_name_2	talentdes101201	1	375000	3,14		170001069,1	170001069,1	75	1,5	1,4;1,5	skill_60441	1	6
241	170001070	4	starsoulcontent_name_2	talentdes1012020	1	375000	3,17		170001069,1	170001069,1	75	1,5	1,4;1,5	skill_60441	1	6
242	170001070	5	starsoulcontent_name_2	talentdes1012803	1		3,20		170001069,1	170001069,1	75	1,5	1,4;1,5	skill_60441	1	6
243	170001071	0	starsoulcontent_name_10	talentdes1012021	1	750000	25,0		170001070,1	170001070,1	75	2,5	1,5;2,5	skill_400506	1	6
244	170001071	1	starsoulcontent_name_10	talentdes1000022	1	375000	25,27		170001070,1	170001070,1	75	2,5	1,5;2,5	skill_400506	1	6
245	170001071	2	starsoulcontent_name_10	talentdes1000023	1	375000	25,36		170001070,1	170001070,1	75	2,5	1,5;2,5	skill_400506	1	6
246	170001071	3	starsoulcontent_name_10	talentdes101211	1	375000	25,45		170001070,1	170001070,1	75	2,5	1,5;2,5	skill_400506	1	6
247	170001071	4	starsoulcontent_name_10	talentdes1000024	1	375000	25,54		170001070,1	170001070,1	75	2,5	1,5;2,5	skill_400506	1	6
248	170001071	5	starsoulcontent_name_10	talentdes1000025	1		25,63		170001070,1	170001070,1	75	2,5	1,5;2,5	skill_400506	1	6
249	170001072	0	starsoulcontent_name_3	talentdes10001001	1	750000	4,0		170001067,1	170001067,1	75	2,1	1,1;2,1	skill_60521	1	6
250	170001072	1	starsoulcontent_name_3	talentdes10001002	1	375000	4,8		170001067,1	170001067,1	75	2,1	1,1;2,1	skill_60521	1	6
251	170001072	2	starsoulcontent_name_3	talentdes10001003	1	375000	4,11		170001067,1	170001067,1	75	2,1	1,1;2,1	skill_60521	1	6
252	170001072	3	starsoulcontent_name_3	talentdes1000026	1	375000	4,14		170001067,1	170001067,1	75	2,1	1,1;2,1	skill_60521	1	6
253	170001072	4	starsoulcontent_name_3	talentdes1000804	1	375000	4,17		170001067,1	170001067,1	75	2,1	1,1;2,1	skill_60521	1	6
254	170001072	5	starsoulcontent_name_3	talentdes1000027	1		4,20		170001067,1	170001067,1	75	2,1	1,1;2,1	skill_60521	1	6
255	170001073	0	starsoulcontent_name_12	talentdes1012028	1	750000	24,0		170001072,1	170001072,1	75	2,2	2,1;2,2	skill_400109	1	6
256	170001073	1	starsoulcontent_name_12	talentdes1012029	1	375000	24,27		170001072,1	170001072,1	75	2,2	2,1;2,2	skill_400109	1	6
257	170001073	2	starsoulcontent_name_12	talentdes1012030	1	375000	24,36		170001072,1	170001072,1	75	2,2	2,1;2,2	skill_400109	1	6
258	170001073	3	starsoulcontent_name_12	talentdes1012031	1	375000	24,45		170001072,1	170001072,1	75	2,2	2,1;2,2	skill_400109	1	6
259	170001073	4	starsoulcontent_name_12	talentdes1012032	1	375000	24,54		170001072,1	170001072,1	75	2,2	2,1;2,2	skill_400109	1	6
260	170001073	5	starsoulcontent_name_12	talentdes1012805	1		24,63		170001072,1	170001072,1	75	2,2	2,1;2,2	skill_400109	1	6
261	170001074	0	ItemName_107000043103	talentdes1012034	2	item107000043103;12;2250000		1,0;3,0	170001072,1	170001072,1	75	2,8	2,1;2,8	#N/A	1	6
262	170001074	1	ItemName_107000043103	talentdes1012035	2				170001072,1	170001072,1	75	2,8	2,1;2,8	#N/A	1	6
263	170001075	0	ItemName_107000043201	talentdes1012036	2	item107000043201;12;2250000		1,0;3,0	170001071,1	170001071,1	75	2,6	2,5;2,6	#N/A	1	6
264	170001075	1	ItemName_107000043201	talentdes1012037	2				170001071,1	170001071,1	75	2,6	2,5;2,6	#N/A	1	6
265	170001076	0	ItemName_107000043301	talentdes1012038	2	item107000043301;12;2250000		1,0;3,0	170001071,1	170001071,1	75	2,4	2,5;2,4	#N/A	1	6
266	170001076	1	ItemName_107000043301	talentdes102109	2				170001071,1	170001071,1	75	2,4	2,5;2,4	#N/A	1	6
267	170001077	0	ItemName_107000051101	talentdes102102	2	item107000051101;15;2250000		1,0;3,0	170001076,1	170001076,1	75	2,3	2,4;2,3	#N/A	1	6
268	170001077	1	ItemName_107000051101	talentdes1021007	2				170001076,1	170001076,1	75	2,3	2,4;2,3	#N/A	1	6
269	170001078	0	ItemName_107000051201	talentdes1021008	2	item107000051201;15;2250000		1,0;3,0	170001074,1	170001074,1	75	2,7	2,8;2,7	#N/A	1	6
270	170001078	1	ItemName_107000051201	talentdes1021009	2				170001074,1	170001074,1	75	2,7	2,8;2,7	#N/A	1	6
271	170001079	0	starsoulcontent_name_1	talentdes1021801	1	1400000		1,0;3,0	9		75	0,0	0,0;0,0	skill_60481	1	6
272	170001079	1	starsoulcontent_name_1	talentdes102103	1			1,2500;3,250	9		75	0,0	0,0;0,0	skill_60481	1	6
273	170001080	0	starsoulcontent_name_3	talentdes102104	1	1400000	4,0		170001079,1	170001079,1	75	1,2	0,0;1,2	skill_60521	1	6
274	170001080	1	starsoulcontent_name_3	talentdes1021002	1	700000	4,8		170001079,1	170001079,1	75	1,2	0,0;1,2	skill_60521	1	6
275	170001080	2	starsoulcontent_name_3	talentdes1021005	1	700000	4,11		170001079,1	170001079,1	75	1,2	0,0;1,2	skill_60521	1	6
276	170001080	3	starsoulcontent_name_3	talentdes1021010	1	700000	4,14		170001079,1	170001079,1	75	1,2	0,0;1,2	skill_60521	1	6
277	170001080	4	starsoulcontent_name_3	talentdes1021012	1	700000	4,17		170001079,1	170001079,1	75	1,2	0,0;1,2	skill_60521	1	6
278	170001080	5	starsoulcontent_name_3	talentdes1021014	1	700000	4,20		170001079,1	170001079,1	75	1,2	0,0;1,2	skill_60521	1	6
279	170001080	6	starsoulcontent_name_3	talentdes102106	1		4,23		170001079,1	170001079,1	75	1,2	0,0;1,2	skill_60521	1	6
280	170001081	0	starsoulcontent_name_4	talentdes1021004	1	1400000	1,0		170001080,1	170001080,1	75	1,1	1,2;1,1	skill_60561	1	6
281	170001081	1	starsoulcontent_name_4	talentdes1021013	1	700000	1,80		170001080,1	170001080,1	75	1,1	1,2;1,1	skill_60561	1	6
282	170001081	2	starsoulcontent_name_4	talentdes1021011	1	700000	1,110		170001080,1	170001080,1	75	1,1	1,2;1,1	skill_60561	1	6
283	170001081	3	starsoulcontent_name_4	talentdes102110	1	700000	1,140		170001080,1	170001080,1	75	1,1	1,2;1,1	skill_60561	1	6
284	170001081	4	starsoulcontent_name_4	talentdes102107	1	700000	1,170		170001080,1	170001080,1	75	1,1	1,2;1,1	skill_60561	1	6
285	170001081	5	starsoulcontent_name_4	talentdes1021003	1	700000	1,200		170001080,1	170001080,1	75	1,1	1,2;1,1	skill_60561	1	6
286	170001081	6	starsoulcontent_name_4	talentdes1021802	1		1,230		170001080,1	170001080,1	75	1,1	1,2;1,1	skill_60561	1	6
287	170001082	0	starsoulcontent_name_2	talentdes1021006	1	1400000	3,0		170001079,1	170001079,1	75	1,8	0,0;1,8	skill_60441	1	6
288	170001082	1	starsoulcontent_name_2	talentdes1021015	1	700000	3,8		170001079,1	170001079,1	75	1,8	0,0;1,8	skill_60441	1	6
289	170001082	2	starsoulcontent_name_2	talentdes1021016	1	700000	3,11		170001079,1	170001079,1	75	1,8	0,0;1,8	skill_60441	1	6
290	170001082	3	starsoulcontent_name_2	talentdes102101	1	700000	3,14		170001079,1	170001079,1	75	1,8	0,0;1,8	skill_60441	1	6
291	170001082	4	starsoulcontent_name_2	talentdes1021017	1	700000	3,17		170001079,1	170001079,1	75	1,8	0,0;1,8	skill_60441	1	6
292	170001082	5	starsoulcontent_name_2	talentdes1021018	1	700000	3,20		170001079,1	170001079,1	75	1,8	0,0;1,8	skill_60441	1	6
293	170001082	6	starsoulcontent_name_2	talentdes1021019	1		3,23		170001079,1	170001079,1	75	1,8	0,0;1,8	skill_60441	1	6
294	170001083	0	starsoulcontent_name_13	talentdes102105	1	1400000	26,0		170001082,1	170001082,1	75	1,7	1,8;1,7	skill_60721	1	6
295	170001083	1	starsoulcontent_name_13	talentdes1021020	1	700000	26,27		170001082,1	170001082,1	75	1,7	1,8;1,7	skill_60721	1	6
296	170001083	2	starsoulcontent_name_13	talentdes1021803	1	700000	26,36		170001082,1	170001082,1	75	1,7	1,8;1,7	skill_60721	1	6
297	170001083	3	starsoulcontent_name_13	talentdes1021021	1	700000	26,45		170001082,1	170001082,1	75	1,7	1,8;1,7	skill_60721	1	6
298	170001083	4	starsoulcontent_name_13	talentdes1000022	1	700000	26,54		170001082,1	170001082,1	75	1,7	1,8;1,7	skill_60721	1	6
299	170001083	5	starsoulcontent_name_13	talentdes1000023	1	700000	26,63		170001082,1	170001082,1	75	1,7	1,8;1,7	skill_60721	1	6
300	170001083	6	starsoulcontent_name_13	talentdes102111	1		26,72		170001082,1	170001082,1	75	1,7	1,8;1,7	skill_60721	1	6
301	170001084	0	starsoulcontent_name_4	talentdes102106	1	1400000	1,0		170001083,1	170001083,1	75	2,7	1,7;2,7	skill_60561	1	6
302	170001084	1	starsoulcontent_name_4	talentdes1021004	1	700000	1,80		170001083,1	170001083,1	75	2,7	1,7;2,7	skill_60561	1	6
303	170001084	2	starsoulcontent_name_4	talentdes1021013	1	700000	1,110		170001083,1	170001083,1	75	2,7	1,7;2,7	skill_60561	1	6
304	170001084	3	starsoulcontent_name_4	talentdes101101	1	700000	1,140		170001083,1	170001083,1	75	2,7	1,7;2,7	skill_60561	1	6
305	170001084	4	starsoulcontent_name_4	talentdes101104	1	700000	1,170		170001083,1	170001083,1	75	2,7	1,7;2,7	skill_60561	1	6
306	170001084	5	starsoulcontent_name_4	talentdes1011008	1	700000	1,200		170001083,1	170001083,1	75	2,7	1,7;2,7	skill_60561	1	6
307	170001084	6	starsoulcontent_name_4	talentdes1011009	1		1,230		170001083,1	170001083,1	75	2,7	1,7;2,7	skill_60561	1	6
308	170001085	0	starsoulcontent_name_12	talentdes1011801	1	1400000	24,0		170001079,1	170001079,1	75	1,4	0,0;1,4	skill_400109	1	6
309	170001085	1	starsoulcontent_name_12	talentdes101106	1	700000	24,27		170001079,1	170001079,1	75	1,4	0,0;1,4	skill_400109	1	6
310	170001085	2	starsoulcontent_name_12	talentdes101102	1	700000	24,36		170001079,1	170001079,1	75	1,4	0,0;1,4	skill_400109	1	6
311	170001085	3	starsoulcontent_name_12	talentdes1011002	1	700000	24,45		170001079,1	170001079,1	75	1,4	0,0;1,4	skill_400109	1	6
312	170001085	4	starsoulcontent_name_12	talentdes1011005	1	700000	24,54		170001079,1	170001079,1	75	1,4	0,0;1,4	skill_400109	1	6
313	170001085	5	starsoulcontent_name_12	talentdes1011010	1	700000	24,63		170001079,1	170001079,1	75	1,4	0,0;1,4	skill_400109	1	6
314	170001085	6	starsoulcontent_name_12	talentdes1011012	1		24,72		170001079,1	170001079,1	75	1,4	0,0;1,4	skill_400109	1	6
315	170001086	0	starsoulcontent_name_2	talentdes1011014	1	1400000	3,0		170001085,1	170001085,1	75	1,5	1,4;1,5	skill_60441	1	6
316	170001086	1	starsoulcontent_name_2	talentdes101105	1	700000	3,8		170001085,1	170001085,1	75	1,5	1,4;1,5	skill_60441	1	6
317	170001086	2	starsoulcontent_name_2	talentdes1011004	1	700000	3,11		170001085,1	170001085,1	75	1,5	1,4;1,5	skill_60441	1	6
318	170001086	3	starsoulcontent_name_2	talentdes1011013	1	700000	3,14		170001085,1	170001085,1	75	1,5	1,4;1,5	skill_60441	1	6
319	170001086	4	starsoulcontent_name_2	talentdes1011011	1	700000	3,17		170001085,1	170001085,1	75	1,5	1,4;1,5	skill_60441	1	6
320	170001086	5	starsoulcontent_name_2	talentdes101103	1	700000	3,20		170001085,1	170001085,1	75	1,5	1,4;1,5	skill_60441	1	6
321	170001086	6	starsoulcontent_name_2	talentdes101108	1		3,23		170001085,1	170001085,1	75	1,5	1,4;1,5	skill_60441	1	6
322	170001087	0	starsoulcontent_name_10	talentdes1011003	1	1400000	25,0		170001086,1	170001086,1	75	2,5	1,5;2,5	skill_400506	1	6
323	170001087	1	starsoulcontent_name_10	talentdes1011802	1	700000	25,27		170001086,1	170001086,1	75	2,5	1,5;2,5	skill_400506	1	6
324	170001087	2	starsoulcontent_name_10	talentdes1011006	1	700000	25,36		170001086,1	170001086,1	75	2,5	1,5;2,5	skill_400506	1	6
325	170001087	3	starsoulcontent_name_10	talentdes1011015	1	700000	25,45		170001086,1	170001086,1	75	2,5	1,5;2,5	skill_400506	1	6
326	170001087	4	starsoulcontent_name_10	talentdes1011016	1	700000	25,54		170001086,1	170001086,1	75	2,5	1,5;2,5	skill_400506	1	6
327	170001087	5	starsoulcontent_name_10	talentdes101107	1	700000	25,63		170001086,1	170001086,1	75	2,5	1,5;2,5	skill_400506	1	6
328	170001087	6	starsoulcontent_name_10	talentdes1011017	1		25,72		170001086,1	170001086,1	75	2,5	1,5;2,5	skill_400506	1	6
329	170001088	0	ItemName_107000043202	talentdes1011018	2	item107000043202;12;4200000		1,0;3,0	170001080,1	170001080,1	75	2,2	1,2;2,2	#N/A	1	6
330	170001088	1	ItemName_107000043202	talentdes1011019	2				170001080,1	170001080,1	75	2,2	1,2;2,2	#N/A	1	6
331	170001089	0	ItemName_107000051102	talentdes101109	2	item107000051102;15;4200000		1,0;3,0	170001080,1	170001080,1	75	1,3	1,2;1,3	#N/A	1	6
332	170001089	1	ItemName_107000051102	talentdes101110	2				170001080,1	170001080,1	75	1,3	1,2;1,3	#N/A	1	6
333	170001090	0	ItemName_107000051301	talentdes1011020	2	item107000051301;15;4200000		1,0;3,0	170001081,1	170001081,1	75	2,1	1,1;2,1	#N/A	1	6
334	170001090	1	ItemName_107000051301	talentdes1011803	2				170001081,1	170001081,1	75	2,1	1,1;2,1	#N/A	1	6
335	170001091	0	ItemName_107000051202	talentdes1011021	2	item107000051202;15;4200000		1,0;3,0	170001087,1	170001087,1	75	2,4	2,5;2,4	#N/A	1	6
336	170001091	1	ItemName_107000051202	talentdes1000022	2				170001087,1	170001087,1	75	2,4	2,5;2,4	#N/A	1	6
337	170001092	0	ItemName_107000052301	talentdes1000023	2	item107000052301;15;4200000		1,0;3,0	170001084,1	170001084,1	75	2,6	2,7;2,6	#N/A	1	6
338	170001092	1	ItemName_107000052301	talentdes101111	2				170001084,1	170001084,1	75	2,6	2,7;2,6	#N/A	1	6
339	170001093	0	ItemName_107000053101	talentdes1000024	2	item107000053101;15;4200000		1,0;3,0	170001084,1	170001084,1	75	2,8	2,7;2,8	#N/A	1	6
340	170001093	1	ItemName_107000053101	talentdes1000025	2				170001084,1	170001084,1	75	2,8	2,7;2,8	#N/A	1	6
341	170001094	0	starsoulcontent_name_1	talentdes10001002	1	2000000		1,0;3,0	10		80	0,0	0,0;0,0	skill_60481	1	6
342	170001094	1	starsoulcontent_name_1	talentdes10001003	1			1,3000;3,300	10		80	0,0	0,0;0,0	skill_60481	1	6
343	170001095	0	starsoulcontent_name_3	talentdes1000026	1	2000000	4,0		170001096,1	170001096,1	80	1,1	1,2;1,1	skill_60521	1	6
344	170001095	1	starsoulcontent_name_3	talentdes1000804	1	1000000	4,8		170001096,1	170001096,1	80	1,1	1,2;1,1	skill_60521	1	6
345	170001095	2	starsoulcontent_name_3	talentdes1000027	1	1000000	4,11		170001096,1	170001096,1	80	1,1	1,2;1,1	skill_60521	1	6
346	170001095	3	starsoulcontent_name_3	talentdes1011028	1	1000000	4,14		170001096,1	170001096,1	80	1,1	1,2;1,1	skill_60521	1	6
347	170001095	4	starsoulcontent_name_3	talentdes1011029	1	1000000	4,17		170001096,1	170001096,1	80	1,1	1,2;1,1	skill_60521	1	6
348	170001095	5	starsoulcontent_name_3	talentdes1011030	1	1000000	4,20		170001096,1	170001096,1	80	1,1	1,2;1,1	skill_60521	1	6
349	170001095	6	starsoulcontent_name_3	talentdes1011031	1	1000000	4,23		170001096,1	170001096,1	80	1,1	1,2;1,1	skill_60521	1	6
350	170001095	7	starsoulcontent_name_3	talentdes1011032	1		4,26		170001096,1	170001096,1	80	1,1	1,2;1,1	skill_60521	1	6
351	170001096	0	starsoulcontent_name_4	talentdes1011805	1	2000000	1,0		170001094,1	170001094,1	80	1,2	0,0;1,2	skill_60561	1	6
352	170001096	1	starsoulcontent_name_4	talentdes1011034	1	1000000	1,80		170001094,1	170001094,1	80	1,2	0,0;1,2	skill_60561	1	6
353	170001096	2	starsoulcontent_name_4	talentdes1011035	1	1000000	1,110		170001094,1	170001094,1	80	1,2	0,0;1,2	skill_60561	1	6
354	170001096	3	starsoulcontent_name_4	talentdes1011036	1	1000000	1,140		170001094,1	170001094,1	80	1,2	0,0;1,2	skill_60561	1	6
355	170001096	4	starsoulcontent_name_4	talentdes1011037	1	1000000	1,170		170001094,1	170001094,1	80	1,2	0,0;1,2	skill_60561	1	6
356	170001096	5	starsoulcontent_name_4	talentdes1011038	1	1000000	1,200		170001094,1	170001094,1	80	1,2	0,0;1,2	skill_60561	1	6
357	170001096	6	starsoulcontent_name_4	talentdes101204	1	1000000	1,230		170001094,1	170001094,1	80	1,2	0,0;1,2	skill_60561	1	6
358	170001096	7	starsoulcontent_name_4	talentdes101208	1		1,260		170001094,1	170001094,1	80	1,2	0,0;1,2	skill_60561	1	6
359	170001097	0	starsoulcontent_name_2	talentdes1012007	1	2000000	3,0		170001096,1	170001096,1	80	1,3	1,2;1,3	skill_60441	1	6
