编号	动作编号	普攻标识	播放倍率	是否循环动作	动作编号	动作名字	前摇时间	后摇时间	结束判定帧
1676	24914112		1.000000		81	skill01	0.300000	1.500000	1.500000
1677	24914112		1.000000		82	skill02	0.900000	1.500000	1.500000
1678	24914112		0.800000		84	skill04	0.500000	3.750000	3.750000
1679	24915112	1	1.000000		100	atk01	0.400000	1.000000	1.000000
1680	24915112		1.000000		81	skill01	0.460000	0.940000	0.000000
1681	24915112		1.000000		82	skill02	0.500000	0.830000	0.000000
1682	24915112		1.000000		83	skill03	0.600000	1.730000	0.000000
1683	24915112		1.000000		84	skill04	0.560000	1.470000	1.000000
1684	24915112		1.000000		85	skill05	1.500000	1.500000	0.000000
1685	24916112	1	1.000000		100	atk01	0.800000	0.800000	0.000000
1686	24916112		1.250000		81	skill01	0.800000	0.960000	0.000000
1687	24916112		1.000000		82	skill02	0.760000	0.900000	0.000000
1688	24916112		2.000000		83	skill03	0.200000	0.580000	0.000000
1689	24916112		2.000000		97	skill0401	0.200000	1.000000	0.500000
1690	24916112		1.000000		98	skill0402	0.600000	0.800000	0.700000
1691	24916112		1.000000		85	skill05	0.000000	3.800000	3.400000
1692	24916112		1.000000		86	skill06	0.700000	0.300000	0.000000
1693	24917112	1	1.000000		100	atk01	0.400000	3.100000	1.600000
1694	24917112		1.000000		81	skill01	0.100000	1.400000	0.500000
1695	24917112		1.000000		82	skill02	0.800000	1.500000	0.800000
1696	24917112		1.000000		83	skill03	1.300000	2.700000	0.700000
1697	24917112		1.000000		97	skill0401	0.100000	0.000000	0.000000
1698	24917112		1.000000		98	skill0402	0.500000	0.000000	0.000000
1699	24917112		1.000000		99	skill0403	0.000000	3.500000	1.900000
1700	24917112		1.000000		85	skill05	0.700000	3.300000	2.700000
1701	24917112		1.000000		146	skill0701	0.700000	0.300000	0.000000
1702	24917112		1.000000		147	skill0702	0.700000	0.300000	0.000000
1703	24917112		1.000000		148	skill0703	0.700000	0.300000	0.000000
1704	24918112	1	1.000000		100	atk01	1.300000	1.000000	0.400000
1705	24918112		1.000000		91	skill0101	0.700000	0.000000	0.000000
1706	24918112		1.000000		92	skill0102	0.700000	0.000000	0.000000
1707	24918112		1.000000		93	skill0103	0.000000	0.700000	0.500000
1708	24918112		1.000000		94	skill0201	0.400000	0.000000	0.000000
1709	24918112		1.000000		95	skill0202	0.700000	0.000000	0.000000
1710	24918112		1.000000		96	skill0203	0.000000	0.500000	0.500000
1711	24918112		1.000000		83	skill03	0.700000	1.500000	1.000000
1712	24918112		1.000000		84	skill04	0.700000	1.500000	1.000000
1713	24918112		1.000000		85	skill05	1.300000	1.200000	0.400000
1714	24919112	1	2.000000		100	atk01	0.600000	0.900000	0.900000
1715	24919112		1.300000		81	skill01	0.692308	0.846154	0.846154
1716	24919112		1.600000		82	skill02	0.250000	0.687500	0.687500
1717	24919112		1.200000		83	skill03	1.333333	1.750000	1.750000
1718	24919112		1.500000		84	skill04	0.666667	0.733333	0.733333
1719	24919112		2.000000		85	skill05	0.500000	0.550000	0.550000
1720	24920112	1	1.000000		100	atk01	0.400000	0.500000	0.500000
1721	24920112	1	1.000000		101	atk02	0.400000	0.500000	0.500000
1722	24920112		1.000000		81	skill01	0.300000	0.600000	0.600000
1723	24920112		0.800000		82	skill02	0.500000	2.250000	2.250000
1724	24920112		1.000000		83	skill03	0.300000	0.500000	0.500000
1725	24920112		1.000000		84	skill04	0.400000	0.900000	0.900000
1726	24920112		1.000000		85	skill05	0.600000	0.900000	0.900000
1727	24921112	1	1.000000		100	atk01	1.000000	1.000000	1.000000
1728	24921112		0.900000		81	skill01	1.500000	1.000000	2.000000
1729	24921112		1.000000		82	skill02	1.300000	0.900000	2.500000
1730	24921112		1.000000		83	skill03	1.000000	1.000000	1.000000
1731	24921112		1.000000		84	skill04	1.000000	1.000000	1.000000
1732	24921112		1.000000		85	skill05	1.000000	1.000000	1.000000
1733	24922112	1	1.300000		100	atk01	0.538462	0.692308	0.692308
1734	24922112		1.000000		81	skill01	0.500000	1.000000	1.000000
1735	24922112		1.300000		82	skill02	0.923077	1.153846	1.153846
1736	24922112		1.000000		83	skill03	0.500000	0.900000	0.900000
1737	24922112		1.000000		84	skill04	0.600000	1.000000	1.000000
1738	13713004	1	1.000000		100	atk01	0.700000	1.300000	1.200000
1739	13713004		1.000000		91	skill0101	0.300000	0.500000	0.500000
1740	13713004		1.000000		92	skill0102	0.000000	0.000000	0.000000
1741	13713004		1.000000		93	skill0103	0.000000	0.600000	0.600000
1742	24923112	1	1.000000		100	atk01	0.200000	0.800000	0.700000
1743	24923112		1.000000		81	skill01	0.300000	0.500000	0.500000
1744	24923112		1.000000		94	skill0201	0.300000	0.600000	0.600000
1745	24923112		1.000000		95	skill0202	0.500000	0.600000	0.600000
1746	24923112		1.000000		84	skill04	0.500000	0.600000	0.600000
1747	24923112		1.000000		85	skill05	0.600000	1.000000	1.000000
1748	1000001		1.000000		110	roll01	0.050000	0.300000	0.000000
1749	1002001		1.000000		110	roll01	0.100000	0.400000	0.000000
1750	1001001		1.000000		110	roll01	0.050000	0.300000	0.000000
1751	1004001		1.000000		110	roll01	0.100000	0.400000	0.000000
1752	1003001		1.000000		110	roll01	0.050000	0.300000	0.000000
1753	1005001		1.000000		110	roll01	0.100000	0.400000	0.000000
1754	1007001		1.000000		110	roll01	0.100000	0.400000	0.000000
1755	2030002		1.000000		85	skill05	0.100000	3.000000	3.000000
1756	13028004	1	1.000000		100	atk01	0.200000	3.000000	0.700000
1757	13028004		1.000000		81	skill01	0.300000	1.500000	1.500000
1758	13028004		1.000000		82	skill02	2.000000	0.500000	2.000000
1759	13029004	1	1.000000		100	atk01	2.000000	3.000000	3.000000
1760	13029004		1.000000		81	skill01	0.200000	5.000000	5.000000
1761	13029004		1.000000		82	skill02	0.200000	3.500000	3.500000
1762	13031004	1	1.000000		100	atk01	2.000000	3.000000	3.000000
1763	12063002		1.000000		103	atk03	3.000000	2.500000	3.500000
1764	14910002	1	1.000000		100	atk01	0.400000	3.100000	1.600000
1765	14910002		1.000000		81	skill01	0.500000	1.000000	1.000000
1766	14910002		1.000000		82	skill02	1.200000	1.500000	1.500000
1767	14910002		1.000000		83	skill03	0.500000	0.900000	0.900000
1768	14910002		1.000000	1	84	skill04	0.000000	0.000000	0.000000
1769	14910002		1.000000	1	85	function02	0.000000	0.000000	0.000000
1770	14910002		1.000000	1	86	function03	0.000000	0.000000	0.000000
1771	24924112	1	1.300000		100	atk01	0.400000	0.400000	0.400000
1772	24924112		1.000000		81	skill01	0.600000	0.800000	0.800000
1773	24924112		1.000000		82	skill02	1.000000	1.300000	1.700000
1774	24924112		1.000000		83	skill03	0.500000	1.300000	1.300000
1775	24924112		1.000000		84	skill04	0.600000	1.500000	1.500000
1776	24924112		1.000000		85	skill05	0.600000	1.500000	1.500000
1777	1000001		1.000000		802	comskill01	0.000000	0.200000	0.200000
1778	1001001		1.000000		802	comskill01	0.000000	0.200000	0.200000
1779	1002001		1.000000		802	comskill01	0.000000	0.200000	0.200000
1780	1003001		1.000000		802	comskill01	0.000000	0.200000	0.200000
1781	1004001		1.000000		802	comskill01	0.000000	0.200000	0.200000
1782	1005001		1.000000		802	comskill01	0.000000	0.200000	0.200000
1783	1007001		1.000000		802	comskill01	0.000000	0.200000	0.200000
1784	24925112	1	1.300000		100	atk01	0.400000	0.400000	0.400000
1785	24925112		1.000000		81	skill01	0.600000	0.800000	0.800000
1786	24925112		1.000000		82	skill02	0.500000	1.300000	1.700000
1787	24925112		1.000000		83	skill03	0.500000	1.300000	1.300000
1788	24925112		2.000000		84	skill04	0.400000	0.750000	0.750000
1789	24925112		1.000000		85	skill05	0.600000	1.500000	1.500000
1790	50011043		1.000000		100	skill01	0.000000	2.500000	2.500000
1791	50012043		1.000000		100	skill01	0.000000	2.500000	2.500000
1792	50013043		1.000000		100	skill01	0.000000	2.500000	2.500000
1793	50014043		1.000000		100	skill01	0.000000	2.500000	2.500000
1794	50021043		1.000000		100	skill01	0.000000	2.500000	2.500000
1795	50022043		1.000000		100	skill01	0.000000	2.500000	2.500000
1796	50023043		1.000000		100	skill01	0.000000	2.500000	2.500000
1797	50024043		1.000000		100	skill01	0.000000	2.500000	2.500000
1798	50031043		1.000000		100	skill01	0.000000	2.500000	2.500000
1799	50032043		1.000000		100	skill01	0.000000	2.500000	2.500000
1800	50033043		1.000000		100	skill01	0.000000	2.500000	2.500000
1801	50034043		1.000000		100	skill01	0.000000	2.500000	2.500000
1802	50041043		1.000000		100	skill01	0.000000	2.500000	2.500000
1803	50042043		1.000000		100	skill01	0.000000	2.500000	2.500000
1804	50043043		1.000000		100	skill01	0.000000	2.500000	2.500000
1805	50044043		1.000000		100	skill01	1.000000	2.500000	2.500000
1806	50051043		1.000000		100	skill01	1.500000	3.000000	3.000000
1807	50052043		1.000000		100	skill01	1.500000	3.000000	3.000000
1808	50053043		1.000000		100	skill01	1.500000	3.000000	3.000000
1809	50054043		1.000000		100	skill01	1.500000	3.000000	3.000000
1810	50061043		1.000000		100	skill01	1.000000	2.500000	2.500000
1811	50062043		1.000000		100	skill01	1.000000	2.500000	2.500000
1812	50063043		1.000000		100	skill01	1.000000	2.500000	2.500000
1813	50064043		1.000000		100	skill01	1.000000	2.500000	2.500000
1814	50071043		1.000000		100	skill01	2.000000	2.500000	2.500000
1815	50072043		1.000000		100	skill01	2.000000	2.500000	2.500000
1816	50073043		1.000000		100	skill01	2.000000	2.500000	2.500000
1817	50074043		1.000000		100	skill01	2.000000	2.500000	2.500000
1818	50081043		1.000000		100	skill01	2.500000	4.000000	4.000000
1819	50082043		1.000000		100	skill01	2.500000	4.000000	4.000000
1820	50083043		1.000000		100	skill01	2.500000	4.000000	4.000000
1821	50084043		1.000000		100	skill01	2.500000	4.000000	4.000000
1822	23011004		1.000000		911	skill12	4.000000	4.100000	4.100000
1823	23003004		1.000000		908	skill09	2.700000	2.800000	2.800000
1824	23003004		1.000000		909	skill10	0.300000	0.400000	0.400000
1825	1000001		1.000000		816	skill0104	0.000000	1.000000	1.000000
1826	13029004		1.000000		83	skill03	2.000000	5.000000	5.000000
1827	13029004		1.000000		84	skill04	2.000000	10.000000	10.000000
1828	13028004		1.000000		83	skill03	3.000000	5.000000	5.000000
1829	13028004		1.000000		84	skill04	2.000000	6.000000	6.000000
1830	12929002		1.000000		158	skill08	0.000000	19.000000	19.000000
1831	13016004		1.000000		900	skill0501	2.000000	0.000000	0.000000
1832	13016004		1.000000	1	901	skill0502	1.300000	0.000000	0.000000
1833	13016004		0.750000		902	skill0503	0.000000	2.000000	2.000000
1834	13017045		1.000000		86	skill06	3.000000	2.600000	2.600000
1835	13017045		1.000000		909	skill10	5.000000	1.000000	1.000000
1836	13017045		1.000000		910	skill11	5.000000	1.000000	1.000000
1837	13017045		1.000000	1	907	skill08	2.000000	2.000000	2.000000
1838	13017045		1.000000		908	skill09	2.000000	5.000000	5.000000
1839	10514403		0.850000		71	function02	0.000000	0.588235	0.588235
1840	10514403		1.000000		70	function01	0.000000	0.500000	0.500000
1841	10514403		1.000000		72	function03	0.000000	0.500000	0.500000
1842	24926112	1	1.000000		100	atk01	0.400000	0.400000	0.400000
1843	24926112		1.000000		81	skill01	0.700000	1.300000	1.300000
1844	24926112		1.000000		82	skill02	1.000000	1.600000	1.700000
1845	24926112		1.700000		83	skill03	0.588235	1.352941	1.352941
1846	24926112		2.000000		84	skill04	0.350000	0.750000	0.750000
1847	24927112		1.000000		85	skill05	0.500000	6.500000	6.500000
1848	24927112	1	1.000000		100	atk01	0.400000	0.400000	0.400000
1849	24927112		1.500000		81	skill01	0.333333	1.000000	1.000000
1850	24927112		1.000000		82	skill02	0.600000	1.000000	1.000000
1851	24927112		2.000000		83	skill03	0.250000	1.250000	1.250000
1852	24927112		1.000000		84	skill04	0.700000	0.900000	0.900000
1853	24927112		1.400000		85	skill05	0.714286	3.571429	3.571429
1854	13029004		1.000000		100	atk01	1.000000	1.000000	1.000000
1855	13029004		1.000000		81	skill01	5.000000	6.000000	6.000000
1856	13029004		1.000000		94	skill0201	5.000000	5.000000	5.000000
1857	13029004		1.000000		95	skill0202	1.000000	1.000000	1.000000
1858	13029004		1.000000		84	skill04	4.000000	6.000000	6.000000
1859	13029004		1.000000		85	skill05	4.000000	5.000000	5.000000
1860	13029004		1.000000		86	skill06	3.000000	3.000000	3.000000
1861	13030004		1.000000		100	atk01	1.000000	1.000000	1.000000
1862	13030004		1.000000		81	skill01	1.000000	1.000000	1.000000
1863	13030004		1.000000		82	skill02	1.000000	1.000000	1.000000
1864	13030004		2.000000		83	skill03	1.000000	1.000000	1.000000
1865	13030004		1.000000		84	skill04	1.000000	1.000000	1.000000
1866	13031004		1.000000		81	skill01	1.000000	1.000000	1.000000
1867	13031004		1.000000		82	skill02	1.000000	1.000000	1.000000
1868	13031004		1.000000		83	skill03	1.000000	1.000000	1.000000
1869	13031004		1.000000		84	skill04	1.000000	1.000000	1.000000
1870	13031004		1.000000		85	skill05	1.000000	1.000000	1.000000
1871	13031004		1.000000		86	skill06	1.000000	1.000000	1.000000
1872	13031004		1.000000		87	skill07	1.000000	1.000000	1.000000
1873	13031004		1.000000		907	skill08	1.000000	1.000000	1.000000
1874	60001047		2.000000		100	atk01	0.500000	0.500000	0.500000
1875	60001047		0.500000		12	birth01	2.000000	2.000000	2.000000
1876	60001047		0.500000		11	die01	2.000000	2.000000	2.000000
1877	60001047		1.000000		9	walk01	1.000000	1.000000	1.000000
1878	60002047		2.000000		100	atk01	0.500000	0.500000	0.500000
1879	60002047		1.000000		81	skill01	1.000000	1.000000	1.000000
1880	60002047		0.500000		12	birth01	2.000000	2.000000	2.000000
1881	60002047		0.500000		11	die01	2.000000	2.000000	2.000000
1882	60002047		1.000000		9	walk01	1.000000	1.000000	1.000000
1883	60003047		2.000000		100	atk01	0.500000	0.500000	0.500000
1884	60003047		1.000000		81	skill01	1.000000	1.000000	1.000000
1885	60003047		0.500000		12	birth01	2.000000	2.000000	2.000000
1886	60003047		0.500000		11	die01	2.000000	2.000000	2.000000
1887	60003047		1.000000		9	walk01	1.000000	1.000000	1.000000
1888	60004047		2.000000		100	atk01	0.500000	0.500000	0.500000
1889	60004047		1.000000		81	skill01	1.000000	1.000000	1.000000
1890	60004047		0.500000		12	birth01	2.000000	2.000000	2.000000
1891	60004047		0.500000		11	die01	2.000000	2.000000	2.000000
1892	60004047		1.000000		9	walk01	1.000000	1.000000	1.000000
1893	60005047		2.000000		100	atk01	0.500000	0.500000	0.500000
1894	60005047		1.000000		81	skill01	1.000000	1.000000	1.000000
1895	60005047		0.500000		12	birth01	2.000000	2.000000	2.000000
1896	60005047		0.500000		11	die01	2.000000	2.000000	2.000000
1897	60005047		1.000000		9	walk01	1.000000	1.000000	1.000000
1898	60006047		2.000000		100	atk01	0.500000	0.500000	0.500000
1899	60006047		1.000000		81	skill01	1.000000	1.000000	1.000000
1900	60006047		0.500000		12	birth01	2.000000	2.000000	2.000000
1901	60006047		0.500000		11	die01	2.000000	2.000000	2.000000
1902	60006047		1.000000		9	walk01	1.000000	1.000000	1.000000
1903	60007047		2.000000		100	atk01	0.500000	0.500000	0.500000
1904	60007047		1.000000		81	skill01	1.000000	1.000000	1.000000
1905	60007047		0.500000		12	birth01	2.000000	2.000000	2.000000
1906	60007047		0.500000		11	die01	2.000000	2.000000	2.000000
1907	60007047		1.000000		9	walk01	1.000000	1.000000	1.000000
1908	60008047		2.000000		100	atk01	0.500000	0.500000	0.500000
1909	60008047		1.000000		81	skill01	1.000000	1.000000	1.000000
1910	60008047		0.500000		12	birth01	2.000000	2.000000	2.000000
1911	60008047		0.500000		11	die01	2.000000	2.000000	2.000000
1912	60008047		1.000000		9	walk01	1.000000	1.000000	1.000000
1913	60009047		2.000000		100	atk01	0.500000	0.500000	0.500000
1914	60009047		1.000000		81	skill01	1.000000	1.000000	1.000000
1915	60009047		0.500000		12	birth01	2.000000	2.000000	2.000000
1916	60009047		0.500000		11	die01	2.000000	2.000000	2.000000
1917	60009047		1.000000		9	walk01	1.000000	1.000000	1.000000
