流水	纹章ID	类别	品质	进阶等级	分解返还材料(不包含觉醒材料）	属性值	物品等级	物品等级描述	默认孔数	最多锁属性数量	底图	插槽坐标	未鉴定纹章ID	觉醒最大孔位数量
106	item171001020201	badge_10202	3	6	item8171000101061,31;item171000101012,40	1,5200;24,300	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060201	1
107	item171001020201	badge_10202	3	7	item8171000101061,38;item171000101012,40	1,5400;24,300	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060201	1
108	item171001020201	badge_10202	3	8	item8171000101061,46;item171000101012,40	1,5600;24,300	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060201	1
109	item171001020201	badge_10202	3	9	item8171000101061,55;item171000101012,40	1,5800;24,300	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060201	1
110	item171001020201	badge_10202	3	10	item8171000101061,65;item171000101012,40	1,6000;24,360	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060201	1
111	item171001020202	badge_10202	3	0	item8171000101061,10;item171000101012,40	1,3600;24,216	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
112	item171001020202	badge_10202	3	1	item8171000101061,11;item171000101012,40	1,3780;24,216	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
113	item171001020202	badge_10202	3	2	item8171000101061,13;item171000101012,40	1,3960;24,216	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
114	item171001020202	badge_10202	3	3	item8171000101061,16;item171000101012,40	1,4140;24,216	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
115	item171001020202	badge_10202	3	4	item8171000101061,20;item171000101012,40	1,4320;24,216	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
116	item171001020202	badge_10202	3	5	item8171000101061,25;item171000101012,40	1,4500;24,270	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
117	item171001020202	badge_10202	3	6	item8171000101061,31;item171000101012,40	1,4680;24,270	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
118	item171001020202	badge_10202	3	7	item8171000101061,38;item171000101012,40	1,4860;24,270	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
119	item171001020202	badge_10202	3	8	item8171000101061,46;item171000101012,40	1,5040;24,270	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
120	item171001020202	badge_10202	3	9	item8171000101061,55;item171000101012,40	1,5220;24,270	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
121	item171001020202	badge_10202	3	10	item8171000101061,65;item171000101012,40	1,5400;24,324	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060202	1
122	item171001020203	badge_10202	3	0	item8171000101061,10;item171000101012,40	1,3200;24,192	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
123	item171001020203	badge_10202	3	1	item8171000101061,11;item171000101012,40	1,3360;24,192	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
124	item171001020203	badge_10202	3	2	item8171000101061,13;item171000101012,40	1,3520;24,192	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
125	item171001020203	badge_10202	3	3	item8171000101061,16;item171000101012,40	1,3680;24,192	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
126	item171001020203	badge_10202	3	4	item8171000101061,20;item171000101012,40	1,3840;24,192	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
127	item171001020203	badge_10202	3	5	item8171000101061,25;item171000101012,40	1,4000;24,240	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
128	item171001020203	badge_10202	3	6	item8171000101061,31;item171000101012,40	1,4160;24,240	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
129	item171001020203	badge_10202	3	7	item8171000101061,38;item171000101012,40	1,4320;24,240	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
130	item171001020203	badge_10202	3	8	item8171000101061,46;item171000101012,40	1,4480;24,240	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
131	item171001020203	badge_10202	3	9	item8171000101061,55;item171000101012,40	1,4640;24,240	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
132	item171001020203	badge_10202	3	10	item8171000101061,65;item171000101012,40	1,4800;24,288	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060203	1
133	item171001020301	badge_10203	3	0	item8171000101061,10;item171000101012,40	1,4000;22,240	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
134	item171001020301	badge_10203	3	1	item8171000101061,11;item171000101012,40	1,4200;22,240	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
135	item171001020301	badge_10203	3	2	item8171000101061,13;item171000101012,40	1,4400;22,240	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
136	item171001020301	badge_10203	3	3	item8171000101061,16;item171000101012,40	1,4600;22,240	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
137	item171001020301	badge_10203	3	4	item8171000101061,20;item171000101012,40	1,4800;22,240	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
138	item171001020301	badge_10203	3	5	item8171000101061,25;item171000101012,40	1,5000;22,300	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
139	item171001020301	badge_10203	3	6	item8171000101061,31;item171000101012,40	1,5200;22,300	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
140	item171001020301	badge_10203	3	7	item8171000101061,38;item171000101012,40	1,5400;22,300	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
141	item171001020301	badge_10203	3	8	item8171000101061,46;item171000101012,40	1,5600;22,300	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
142	item171001020301	badge_10203	3	9	item8171000101061,55;item171000101012,40	1,5800;22,300	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
143	item171001020301	badge_10203	3	10	item8171000101061,65;item171000101012,40	1,6000;22,360	354	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060301	1
144	item171001020302	badge_10203	3	0	item8171000101061,10;item171000101012,40	1,3600;22,216	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
145	item171001020302	badge_10203	3	1	item8171000101061,11;item171000101012,40	1,3780;22,216	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
146	item171001020302	badge_10203	3	2	item8171000101061,13;item171000101012,40	1,3960;22,216	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
147	item171001020302	badge_10203	3	3	item8171000101061,16;item171000101012,40	1,4140;22,216	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
148	item171001020302	badge_10203	3	4	item8171000101061,20;item171000101012,40	1,4320;22,216	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
149	item171001020302	badge_10203	3	5	item8171000101061,25;item171000101012,40	1,4500;22,270	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
150	item171001020302	badge_10203	3	6	item8171000101061,31;item171000101012,40	1,4680;22,270	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
151	item171001020302	badge_10203	3	7	item8171000101061,38;item171000101012,40	1,4860;22,270	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
152	item171001020302	badge_10203	3	8	item8171000101061,46;item171000101012,40	1,5040;22,270	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
153	item171001020302	badge_10203	3	9	item8171000101061,55;item171000101012,40	1,5220;22,270	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
154	item171001020302	badge_10203	3	10	item8171000101061,65;item171000101012,40	1,5400;22,324	318	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060302	1
155	item171001020303	badge_10203	3	0	item8171000101061,10;item171000101012,40	1,3200;22,192	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
156	item171001020303	badge_10203	3	1	item8171000101061,11;item171000101012,40	1,3360;22,192	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
157	item171001020303	badge_10203	3	2	item8171000101061,13;item171000101012,40	1,3520;22,192	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
158	item171001020303	badge_10203	3	3	item8171000101061,16;item171000101012,40	1,3680;22,192	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
159	item171001020303	badge_10203	3	4	item8171000101061,20;item171000101012,40	1,3840;22,192	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
160	item171001020303	badge_10203	3	5	item8171000101061,25;item171000101012,40	1,4000;22,240	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
161	item171001020303	badge_10203	3	6	item8171000101061,31;item171000101012,40	1,4160;22,240	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
162	item171001020303	badge_10203	3	7	item8171000101061,38;item171000101012,40	1,4320;22,240	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
163	item171001020303	badge_10203	3	8	item8171000101061,46;item171000101012,40	1,4480;22,240	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
164	item171001020303	badge_10203	3	9	item8171000101061,55;item171000101012,40	1,4640;22,240	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
165	item171001020303	badge_10203	3	10	item8171000101061,65;item171000101012,40	1,4800;22,288	283	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060303	1
166	item171001020401	badge_10204	3	0	item8171000101061,10;item171000101012,40	1,2400;3,240	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
167	item171001020401	badge_10204	3	1	item8171000101061,11;item171000101012,40	1,2544;3,240	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
168	item171001020401	badge_10204	3	2	item8171000101061,13;item171000101012,40	1,2688;3,240	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
169	item171001020401	badge_10204	3	3	item8171000101061,16;item171000101012,40	1,2832;3,240	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
170	item171001020401	badge_10204	3	4	item8171000101061,20;item171000101012,40	1,2976;3,240	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
171	item171001020401	badge_10204	3	5	item8171000101061,25;item171000101012,40	1,3120;3,283	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
172	item171001020401	badge_10204	3	6	item8171000101061,31;item171000101012,40	1,3264;3,283	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
173	item171001020401	badge_10204	3	7	item8171000101061,38;item171000101012,40	1,3408;3,283	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
174	item171001020401	badge_10204	3	8	item8171000101061,46;item171000101012,40	1,3552;3,283	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
175	item171001020401	badge_10204	3	9	item8171000101061,55;item171000101012,40	1,3696;3,283	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
176	item171001020401	badge_10204	3	10	item8171000101061,65;item171000101012,40	1,3840;3,326	360	3	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060401	1
177	item171001020402	badge_10204	3	0	item8171000101061,10;item171000101012,40	1,2160;3,216	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
178	item171001020402	badge_10204	3	1	item8171000101061,11;item171000101012,40	1,2268;3,216	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
179	item171001020402	badge_10204	3	2	item8171000101061,13;item171000101012,40	1,2376;3,216	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
180	item171001020402	badge_10204	3	3	item8171000101061,16;item171000101012,40	1,2484;3,216	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
181	item171001020402	badge_10204	3	4	item8171000101061,20;item171000101012,40	1,2592;3,216	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
182	item171001020402	badge_10204	3	5	item8171000101061,25;item171000101012,40	1,2700;3,248	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
183	item171001020402	badge_10204	3	6	item8171000101061,31;item171000101012,40	1,2808;3,248	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
184	item171001020402	badge_10204	3	7	item8171000101061,38;item171000101012,40	1,2916;3,248	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
185	item171001020402	badge_10204	3	8	item8171000101061,46;item171000101012,40	1,3024;3,248	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
186	item171001020402	badge_10204	3	9	item8171000101061,55;item171000101012,40	1,3132;3,248	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
187	item171001020402	badge_10204	3	10	item8171000101061,65;item171000101012,40	1,3240;3,280	324	2	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060402	1
188	item171001020403	badge_10204	3	0	item8171000101061,10;item171000101012,40	1,1920;3,192	288	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060403	1
189	item171001020403	badge_10204	3	1	item8171000101061,11;item171000101012,40	1,2016;3,192	288	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060403	1
190	item171001020403	badge_10204	3	2	item8171000101061,13;item171000101012,40	1,2112;3,192	288	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060403	1
191	item171001020403	badge_10204	3	3	item8171000101061,16;item171000101012,40	1,2208;3,192	288	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060403	1
192	item171001020403	badge_10204	3	4	item8171000101061,20;item171000101012,40	1,2304;3,192	288	1	2	2	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,178	item171001060403	1
