NPC编号	对象类型	NPC类型	头像显示	描边参数	头像	名字	功能名称	名称位置	小地图标志	场景头上icon	附近显示npc	模型编号	模型缩放	挂件模型	特殊icon	动作集	随机动作列表	是否转向	圆柱高度	圆柱半径	对话显示修正	对话显示缩放	对话摄像机位置修正	对话摄像机角度修正	特殊对话摄像机位置修正	特殊对话摄像机角度修正	送礼(聚焦)摄像机位置修正	送礼(聚焦)摄像机角度修正	是否不能被其他npc选择	常驻美术特效	模型效果	阻挡信息
npc_100642	FuncNpc	1	1	1	m021_portrait01	NpcName_100642		0,1.2,0				m021|body|m021_body_t1	1.000000			2000002		1	1.150000	0.500000	-0.05,0.5,0.4	1.000000	0,0,0	0,0,0					1	34000007	20005	
npc_10065	FuncNpc	1	1	1	m021_portrait01	NpcName_10065		0,1.2,0			1	m021|body|m021_body_t1	1.000000			2000002		1	1.150000	0.500000	-0.05,0.5,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10066	FuncNpc	1	1	1	m021_portrait02	NpcName_10066		0,1.2,0			1	m021|body|m021_body_t2	1.000000			2000002		1	1.150000	0.500000	-0.05,0.5,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10067	FuncNpc	1	1	1	m021_portrait01	NpcName_10067	FunctionName_10067	0,1.2,0			1	m021|body|m021_body_t4	2.000000			2000002		1	2.300000	0.500000	-0.05,0.5,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10068	FuncNpc	1	1	1	n008_portrait01	NpcName_10068		0,1.2,0				n008|body|n008_body_t1	1.000000			3003003		1	1.970000	0.500000	-0.1,-0.1,0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10069	FuncNpc	1	1	1	n041_portrait03	NpcName_10069		0,1.2,0			1	n041|body|n041_body_t3	1.000000			2000002		1	1.740000	0.500000	0,-0.02,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10070	FuncNpc	1	1	1	n041_portrait01	NpcName_10070		0,1.2,0			1	n041|body|n041_body_t1	1.000000			2000002		1	1.740000	0.500000	0,-0.02,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10071	FuncNpc	1	1	1	n041_portrait02	NpcName_10071		0,1.2,0			1	n041|body|n041_body_t2	1.000000			2000002		1	1.740000	0.500000	0,-0.02,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10072	FuncNpc	1	1	1	n041_portrait05	NpcName_10072		0,1.2,0			1	n041|body|n041_body_t5	1.000000			2000002		1	1.740000	0.500000	0,-0.02,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10073	FuncNpc	1	1	1	n041_portrait04	NpcName_10073		0,1.2,0			1	n041|body|n041_body_t4	1.000000			3001003		1	1.740000	0.500000	0,-0.02,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10074	FuncNpc	1	1	1	m021_portrait01	NpcName_10074		0,1.2,0			1	m021|body|m021_body_t1	1.000000			2000002		1	1.150000	0.500000	-0.05,0.5,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10075	FuncNpc	4	1	1	n023_portrait01	NpcName_10075	FunctionName_10075	0,1.2,0	icon_soulmate	icon_soulmate	1	n023|body|n023_body_t1	1.000000			3004003		1	1.940000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_100751	FuncNpc	4	1	1	n023_portrait01	NpcName_10075	FunctionName_10075	0,1.2,0	icon_soulmate	icon_soulmate		n023|body|n023_body_t1	1.000000			3004003		1	1.940000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10076	FuncNpc	4	1	1	n032_portrait01	NpcName_10076	FunctionName_10076	0,1.2,0	arena_func	arena_func	1	n032|body|n032_body_t1	1.000000			3004003		1	2.600000	0.500000	-0.2,-0.2,0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10077	FuncNpc	4	1	1	n033_portrait01	NpcName_10077	FunctionName_10077	0,1.2,0			1	n033|body|n033_body_t1|parta|n033_parta_t1	1.000000			3004003		1	2.580000	0.500000	-0.1,-0.4,1	1.000000	0,0,0	0,0,0					1		0	
npc_10078	FuncNpc	4	1	1	n027_portrait01	NpcName_10078	FunctionName_10078	0,1.2,0	fashion_func	fashion_func	1	n027|body|n027_body_t1	1.000000			3003003		1	1.730000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10079	FuncNpc	4	1	1	n034_portrait01	NpcName_10079	FunctionName_10079	0,1.2,0	guildmerchant_func	guildmerchant_func	1	n034|body|n034_body_t1	1.000000			3003003		1	1.940000	0.500000	0.05,-0.1,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10080	FuncNpc	4	1	1	n034_portrait01	NpcName_10079	FunctionName_10080	0,1.2,0	icon_guildtask	icon_guildtask	1	n034|body|n034_body_t1	1.000000			3003003		1	1.940000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_100801	FuncNpc	4	1	1	c999_portrait01	NpcName_10207	FunctionName_100801	0,1.2,0	guildstore_func	guildstore_func	1	c999|weapon|c999_weapon001_t1|clothes|c999_clothes001_t1|face|c999_face001_t1|head|c999_head001_t1	1.000000			3073103		1	1.900000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_100802	FuncNpc	4	1	1	c999_portrait01	NpcName_100802		0,1.2,0			1	c999|weapon|c999_weapon001_t1|clothes|c999_clothes001_t1|face|c999_face001_t1|head|c999_head001_t1	1.000000			3073103		1	1.900000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10081	FuncNpc	4	1	1	n029_portrait01	NpcName_10042	FunctionName_10042	0,1.2,0				n029|body|n029_body_t1	1.000000			3004103		0	2.060000	0.500000	0,-0.3,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_100811	FuncNpc	4	1	1	n029_portrait01	NpcName_10042	FunctionName_10042	0,1.2,0				n029|body|n029_body_t1	1.000000			3004003		1	2.060000	0.500000	0,-0.3,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_100812	FuncNpc	4	1	1	n029_portrait01	NpcName_10042	FunctionName_10042	0,1.2,0				n029|body|n029_body_t1	1.000000			3004003		1	2.060000	0.500000	0,-0.3,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10082	FuncNpc	1	1	1	n025_portrait01	NpcName_10082	FunctionName_10082	0,1.2,0				n025|body|n025_body_t1	1.000000			3025003		1	1.550000	0.500000	0,0.3,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_100821	FuncNpc	1	1	1	n025_portrait01	NpcName_10082	FunctionName_10082	0,1.2,0				n025|body|n025_body_t1	1.000000			3025003		1	1.550000	0.500000	0,0.3,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_100822	FuncNpc	1	1	1	n025_portrait01	NpcName_10082	FunctionName_10082	0,1.2,0				n025|body|n025_body_t1	1.000000	ride_902		3025003		0	1.900000	0.500000	0,0.3,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_100823	FuncNpc	1	1	1	n025_portrait01	NpcName_10082	FunctionName_10082	0,1.2,0				n025|body|n025_body_t1	1.000000			3004003		1	1.550000	0.500000	0,0.3,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10083	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10084	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10085	FuncNpc	1	1	1	n900_portrait01	NpcName_10085	FunctionName_10085	0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_100851	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_100852	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_100853	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_100854	FuncNpc	1	1	1	m021_portrait01	NpcName_100854		0,1.2,0				m021|body|m021_body_t1	1.000000			2000002		1	1.150000	0.500000	0,0.3,0.65	1.000000	0,0,0	0,0,0					1		0	
npc_100855	FuncNpc	1	1	1	m021_portrait01	NpcName_100854		0,1.2,0				m021|body|m021_body_t1	1.000000			2000002		1	1.150000	0.500000	0,0.3,0.65	1.000000	0,0,0	0,0,0					1		0	
npc_100856	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_100857	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_100858	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_100859	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_1008510	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_1008511	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_1008512	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_1008513	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_1008514	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_1008515	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_1008516	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_1008517	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_1008518	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_1008519	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10086	FuncNpc	1	1	1	n902_portrait01	NpcName_10086		0,1.2,0				n902|body|n902_body_t1	0.800000			3001003		1	1.800000	0.500000	0,-0.4,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_100861	FuncNpc	1	1	1	n902_portrait01	NpcName_10086		0,1.2,0				n902|body|n902_body_t1	0.800000			3001003		1	1.800000	0.500000	0,-0.4,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_10087	FuncNpc	1	1	1	n008_portrait01	NpcName_10087		0,1.2,0				n008|body|n008_body_t1	1.000000			3001303		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10088	FuncNpc	1	1	1	n037_portrait03	NpcName_10088		0,1.2,0			1	n037|body|n037_body_t3	1.000000			3004003		1	1.730000	0.500000	0.05,0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10089	FuncNpc	1	1	1	n038_portrait02	NpcName_10089		0,1.2,0			1	n038|body|n038_body_t2	1.000000			3004003		1	1.980000	0.500000	0.04,-0.08,-0.1	1.000000	0,0,0	0,0,0					1		0	
npc_10090	FuncNpc	1	1	1	n040_portrait04	NpcName_10090		0,1.2,0			1	n040|body|n040_body_t4	1.000000			3003003		1	1.870000	0.500000	0,0.1,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_10091	FuncNpc	1	1	1	b012_portrait01	NpcName_10091		0,1.2,0			1	b012|body|b012_body_t1	1.000000			3003003		1	2.930000	0.500000	-0.1,-1.2,0.7	1.000000	0,0,0	0,0,0					1		0	
npc_10092	FuncNpc	1	1	1	m032_portrait02	NpcName_10092		0,1.2,0			1	m032|body|m032_body_t2	1.000000			3003003		1	1.390000	0.500000	-0.2,0.1,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_10093	FuncNpc	1	1	1	m029_portrait01	NpcName_10093		0,1.2,0			1	m029|body|m029_body_t1	1.000000			3004003		1	1.670000	0.500000	-0.1,-0.1,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_100931	FuncNpc	1	1	1	m029_portrait01	NpcName_100931		0,1.2,0				m029|body|m029_body_t1	1.000000			3004003		1	1.670000	0.500000	-0.1,-0.1,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_10094	FuncNpc	1	1	1	m030_portrait01	NpcName_10094		0,1.2,0			1	m030|body|m030_body_t1	1.000000			3004003		1	1.400000	0.500000	-0.1,-0.2,0.1	1.000000	0,0,0	0,0,0					1		0	
npc_100941	FuncNpc	1	1	1	m030_portrait01	NpcName_100941		0,1.2,0				m030|body|m030_body_t1	1.000000			3004003		1	1.400000	0.500000	-0.1,-0.2,0.1	1.000000	0,0,0	0,0,0					1		0	
npc_100942	FuncNpc	1	1	1	m030_portrait01	NpcName_100941		0,1.2,0				m030|body|m030_body_t1	1.000000			3004003		1	1.400000	0.500000	-0.1,-0.2,0.1	1.000000	0,0,0	0,0,0					1		0	
npc_10095	FuncNpc	1	1	1	n007_portrait01	NpcName_10095		0,1.2,0			1	n007|body|n007_body_t1	1.000000			3001003		1	1.580000	0.500000	0,0.55,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_10096	FuncNpc	1	1	1	n900_portrait01	NpcName_10085		0,1.2,0			1	n900|body|n900_body_t1	1.000000			3001003		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10097	FuncNpc	1	1	1	n900_portrait01	NpcName_10085	FunctionName_10085	0,1.2,0			1	n900|body|n900_body_t1	1.000000			3001003		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10098	FuncNpc	1	1	1	n901_portrait01	NpcName_10086	FunctionName_10086	0,1.2,0			1	n901|body|n901_body_t1|parta|n901_parta_t1	1.000000			3001003		1	1.970000	0.500000	0,0.3,0.65	1.000000	0,0,0	0,0,0					1		0	
npc_10099	FuncNpc	1	1	1	n008_portrait01	NpcName_10087		0,1.2,0			1	n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10100	FuncNpc	1	1	1	n901_portrait01	NpcName_10100	FunctionName_10100	0,1.2,0				n901|body|n901_body_t1|parta|n901_parta_t1	1.000000			3001003		1	1.970000	0.500000	0,0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_101001	FuncNpc	1	1	1	n901_portrait01	NpcName_10100	FunctionName_10100	0,1.2,0				n901|body|n901_body_t1|parta|n901_parta_t1	1.000000			3001003		1	1.970000	0.500000	0,0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_101002	FuncNpc	1	1	1	n901_portrait01	NpcName_10100	FunctionName_10100	0,1.2,0				n901|body|n901_body_t1|parta|n901_parta_t1	1.000000			3001003		1	1.970000	0.500000	0,0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10101	FuncNpc	1	1	1	n062_portrait01	NpcName_10101	FunctionName_10101	0,1.2,0				n062|body|n062_body_t1	1.000000			3001003		1	2.040000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_101011	FuncNpc	1	1	1	n008_portrait01	NpcName_10087		0,1.2,0				n008|body|n008_body_t1	1.000000			3001303		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10102	FuncNpc	1	1	1	n900_portrait01	NpcName_10085	FunctionName_10085	0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10103	FuncNpc	1	1	1	m021_portrait01	NpcName_10067	FunctionName_10067	0,1.2,0				m021|body|m021_body_t1	1.000000			2000002		1	1.150000	0.500000	0,0.3,0.65	1.000000	0,0,0	0,0,0					1		0	
npc_10104	FuncNpc	1	1	1	n900_portrait01	NpcName_10085	FunctionName_10085	0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10105	FuncNpc	1	1	1	n900_portrait01	NpcName_10085	FunctionName_10085	0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10106	FuncNpc	1	1	1	n901_portrait01	NpcName_10100	FunctionName_10100	0,1.2,0				n901|body|n901_body_t1|parta|n901_parta_t1	1.000000			3001003		1	1.970000	0.500000	0,0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10107	FuncNpc	1	1	1	n041_portrait05	NpcName_10069		0,1.2,0				n041|body|n041_body_t3	1.000000			2000002		1	1.740000	0.500000	0,-0.02,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10108	FuncNpc	1	1	1	n900_portrait01	NpcName_10085	FunctionName_10085	0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10109	FuncNpc	1	1	1	m033_portrait01	NpcName_10109		0,1.2,0			1	m033|body|m033_body_t1|parta|m033_parta_t1	1.000000			3004003		1	1.640000	0.500000	0,0.3,0	1.000000	0,0,0	0,0,0					1		0	
npc_10110	FuncNpc	1	1	1	n900_portrait01	NpcName_10085	FunctionName_10085	0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10111	FuncNpc	1	1	1	n900_portrait01	NpcName_10085	FunctionName_10085	0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10112	FuncNpc	1	1	1	n901_portrait01	NpcName_10100	FunctionName_10100	0,1.2,0				n901|body|n901_body_t1|parta|n901_parta_t1	1.000000			3001003		1	1.970000	0.500000	0,0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10113	FuncNpc	1	1	1	n900_portrait01	NpcName_10085	FunctionName_10085	0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_10114	FuncNpc	1	1	1	n901_portrait01	NpcName_10100	FunctionName_10100	0,1.2,0				n901|body|n901_body_t1|parta|n901_parta_t1	1.000000			3001003		1	1.970000	0.500000	0,0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10115	FuncNpc	1	1	1	n041_portrait04	NpcName_10115		0,1.2,0				n041|body|n041_body_t4	1.000000			3001003		1	1.740000	0.500000	0,-0.02,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10116	FuncNpc	1	1	1	n055_portrait01	NpcName_10029	FunctionName_10029	0,1.2,0				n055|body|n055_body_t1	1.000000			3001103		1	2.000000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_101151	FuncNpc	1	1	1				0,1.2,0					1.000000			0		0	0.000000	0.000000	0,-0.02,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_101161	FuncNpc	1	1	1				0,1.2,0					1.000000			0		0	0.000000	0.000000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10117	FuncNpc	1	1	1	n021_portrait01	NpcName_10117	FunctionName_10117	0,1.2,0	guilddonate_func	guilddonate_func	1	n021|body|n021_body_t1	1.000000			2000002		1	2.070000	0.500000	0,0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10118	FuncNpc	1	1	1	n029_portrait01	NpcName_10042	FunctionName_10042	0,1.2,0				n029|body|n029_body_t1	1.000000			3004003		1	2.060000	0.500000	0,-0.3,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10119	FuncNpc	1	1	1	n029_portrait01	NpcName_10042	FunctionName_10042	0,1.2,0				n029|body|n029_body_t1	1.000000			3004003		1	2.060000	0.500000	0,-0.3,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10120	FuncNpc	1	1	1	m001_portrait01	NpcName_10012		0,1.2,0				m001|body|m001_body_t1	1.000000			2000002		1	1.200000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_10121	FuncNpc	1	1	1	m001_portrait01	NpcName_10012		0,1.2,0				m001|body|m001_body_t1	1.000000			2000002		1	1.200000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_10122	FuncNpc	1	1	1	n007_portrait01	NpcName_10003		0,1.2,0				n007|body|n007_body_t1	1.000000			3000103		1	1.580000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_101221	FuncNpc	1	1	1	n007_portrait01	NpcName_10003		0,1.2,0				n007|body|n007_body_t1	1.000000			3000103		1	1.580000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10123	FuncNpc	1	1	1	n005_portrait01	NpcName_10007		0,1.2,0				n005|body|n005_body_t1	1.000000			3003003	60	1	1.390000	0.500000	-0.15,0.3,0	1.000000	0,0,0	0,0,0					1		0	
npc_10124	FuncNpc	1	1	1	n041_portrait01	NpcName_10004		0,1.2,0				n041|body|n041_body_t1	1.000000			3001003		0	1.740000	0.500000	0,-0.02,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10125	FuncNpc	1	1	1	n005_portrait01	NpcName_10007		0,1.2,0				n005|body|n005_body_t1	1.000000			3003003	60	1	1.390000	0.500000	-0.15,0.3,0	1.000000	0,0,0	0,0,0					1		0	
npc_10126	FuncNpc	1	1	1	m007_portrait02	NpcName_10126		0,1.2,0				m007|body|m007_body_t2	1.000000			2000012		1	2.120000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_10127	FuncNpc	1	1	1	m007_portrait01	NpcName_10127		0,1.2,0				m007|body|m007_body_t1	1.000000			2000002		1	2.120000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_10128	FuncNpc	1	1	1	n065_portrait01	NpcName_10128		0,1.2,0				n065|body|n065_body_t1	1.000000			3003003	60	1	1.940000	0.500000	-0.15,0.3,0	1.000000	0,0,0	0,0,0					1		0	
npc_10129	FuncNpc	1	1	1	m013_portrait03	name_m527		0,1.2,0				m013|body|m013_body_t1	1.000000			2000002		1	1.400000	0.500000	-0.15,0.3,0	1.000000	0,0,0	0,0,0					1		0	
npc_10130	FuncNpc	1	0	1	b004_portrait03	name_b004		0,1.2,0				b004|body|b004_body_t3	1.000000			3003004		1	4.290000	1.500000	-1,-2.2,7	1.000000	0,0,0	0,0,0					1		0	
npc_10131	FuncNpc	1	0	1	b004_portrait01	name_b004		0,1.2,0				b004|body|b004_body_t1	1.000000			3003004		1	2.290000	1.500000	-1,-2.2,7	1.000000	0,0,0	0,0,0					1		0	
npc_10132	FuncNpc	1	1	1	n066_portrait01	NpcName_10132		0,1.2,0				n066|body|n066_body_t1	1.000000			3005003		1	1.940000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_101321	FuncNpc	1	1	1	n066_portrait01	NpcName_10132		0,1.2,0				n066|body|n066_body_t1	1.000000			3005003		1	1.940000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_101322	FuncNpc	1	1	1	n066_portrait01	NpcName_10132		0,1.2,0				n066|body|n066_body_t1	1.000000			3005003		1	1.940000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_101323	FuncNpc	1	1	1	n066_portrait01	NpcName_10132		0,1.2,0				n066|body|n066_body_t1	1.000000			3005003		1	1.940000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_101324	FuncNpc	1	1	1	n066_portrait01	NpcName_10132		0,1.2,0				n066|body|n066_body_t1	1.000000			3005003		1	1.940000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10133	FuncNpc	1	1	1	m039_portrait01	name_m151		0,1.2,0				m039|body|m039_body_t1	1.000000			3004003		1	1.180000	0.500000	-0.2,0.3,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_101331	FuncNpc	1	1	1	m039_portrait01	name_m151		0,1.2,0				m039|body|m039_body_t1	1.000000			3004003		1	1.180000	0.500000	-0.2,0.3,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_101332	FuncNpc	1	1	1	m039_portrait01	name_m151		0,1.2,0				m039|body|m039_body_t1	1.000000			3004003		1	1.180000	0.500000	-0.2,0.3,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_101333	FuncNpc	1	1	1	m039_portrait01	name_m151		0,1.2,0				m039|body|m039_body_t1	1.000000			3004003		1	1.180000	0.500000	-0.2,0.3,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_101334	FuncNpc	1	1	1	m039_portrait01	name_m151		0,1.2,0				m039|body|m039_body_t1	1.000000			3004003		1	1.180000	0.500000	-0.2,0.3,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_101335	FuncNpc	1	1	1	m039_portrait01	name_m151		0,1.2,0				m039|body|m039_body_t1	1.000000			3004003		1	1.180000	0.500000	-0.2,0.3,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_10134	FuncNpc	1	1	1	m042_portrait01	name_m160		0,1.2,0			1	m042|body|m042_body_t1	1.000000			2000002		1	1.450000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_101341	FuncNpc	1	1	1	m042_portrait01	name_m160		0,1.2,0				m042|body|m042_body_t1	1.000000			2000002		1	1.450000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
