流水id	npc编号	品阶等级	当前品阶星级	属性ID	进阶消耗材料	进阶消耗银币	升阶所需玩家等级限制
1302	soldier_npc_10055	1	1	1300000050			1
1303	soldier_npc_10055	1	2	1300000051	item105000000030,10	1,20000	1
1304	soldier_npc_10055	1	3	1300000052	item105000000030,20	1,40000	1
1305	soldier_npc_10055	1	4	1300000053	item105000000030,35	1,60000	1
1306	soldier_npc_10055	1	5	1300000054	item105000000030,50	1,80000	1
1307	soldier_npc_10055	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1308	soldier_npc_10055	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1309	soldier_npc_10055	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1310	soldier_npc_10055	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1311	soldier_npc_10055	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1312	soldier_npc_10055	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1313	soldier_npc_10055	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1314	soldier_npc_10055	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1315	soldier_npc_10055	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1316	soldier_npc_10055	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1317	soldier_npc_10055	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1318	soldier_npc_10055	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1319	soldier_npc_10055	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1320	soldier_npc_10055	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1321	soldier_npc_10055	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1322	soldier_npc_10055	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1323	soldier_npc_10055	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1324	soldier_npc_10055	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1325	soldier_npc_10055	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1326	soldier_npc_10055	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1327	soldier_npc_10056	1	1	1300000050			1
1328	soldier_npc_10056	1	2	1300000051	item105000000030,10	1,20000	1
1329	soldier_npc_10056	1	3	1300000052	item105000000030,20	1,40000	1
1330	soldier_npc_10056	1	4	1300000053	item105000000030,35	1,60000	1
1331	soldier_npc_10056	1	5	1300000054	item105000000030,50	1,80000	1
1332	soldier_npc_10056	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1333	soldier_npc_10056	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1334	soldier_npc_10056	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1335	soldier_npc_10056	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1336	soldier_npc_10056	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1337	soldier_npc_10056	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1338	soldier_npc_10056	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1339	soldier_npc_10056	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1340	soldier_npc_10056	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1341	soldier_npc_10056	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1342	soldier_npc_10056	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1343	soldier_npc_10056	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1344	soldier_npc_10056	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1345	soldier_npc_10056	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1346	soldier_npc_10056	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1347	soldier_npc_10056	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1348	soldier_npc_10056	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1349	soldier_npc_10056	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1350	soldier_npc_10056	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1351	soldier_npc_10056	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1352	soldier_npc_10057	1	1	1300000050			1
1353	soldier_npc_10057	1	2	1300000051	item105000000030,10	1,20000	1
1354	soldier_npc_10057	1	3	1300000052	item105000000030,20	1,40000	1
1355	soldier_npc_10057	1	4	1300000053	item105000000030,35	1,60000	1
1356	soldier_npc_10057	1	5	1300000054	item105000000030,50	1,80000	1
1357	soldier_npc_10057	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1358	soldier_npc_10057	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1359	soldier_npc_10057	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1360	soldier_npc_10057	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1361	soldier_npc_10057	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1362	soldier_npc_10057	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1363	soldier_npc_10057	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1364	soldier_npc_10057	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1365	soldier_npc_10057	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1366	soldier_npc_10057	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1367	soldier_npc_10057	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1368	soldier_npc_10057	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1369	soldier_npc_10057	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1370	soldier_npc_10057	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1371	soldier_npc_10057	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1372	soldier_npc_10057	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1373	soldier_npc_10057	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1374	soldier_npc_10057	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1375	soldier_npc_10057	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1376	soldier_npc_10057	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1377	soldier_npc_10058	1	1	1300000050			1
1378	soldier_npc_10058	1	2	1300000051	item105000000030,10	1,20000	1
1379	soldier_npc_10058	1	3	1300000052	item105000000030,20	1,40000	1
1380	soldier_npc_10058	1	4	1300000053	item105000000030,35	1,60000	1
1381	soldier_npc_10058	1	5	1300000054	item105000000030,50	1,80000	1
1382	soldier_npc_10058	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1383	soldier_npc_10058	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1384	soldier_npc_10058	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1385	soldier_npc_10058	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1386	soldier_npc_10058	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1387	soldier_npc_10058	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1388	soldier_npc_10058	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1389	soldier_npc_10058	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1390	soldier_npc_10058	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1391	soldier_npc_10058	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1392	soldier_npc_10058	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1393	soldier_npc_10058	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1394	soldier_npc_10058	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1395	soldier_npc_10058	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1396	soldier_npc_10058	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1397	soldier_npc_10058	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1398	soldier_npc_10058	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1399	soldier_npc_10058	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1400	soldier_npc_10058	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1401	soldier_npc_10058	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1402	soldier_npc_10059	1	1	1300000050			1
1403	soldier_npc_10059	1	2	1300000051	item105000000030,10	1,20000	1
1404	soldier_npc_10059	1	3	1300000052	item105000000030,20	1,40000	1
1405	soldier_npc_10059	1	4	1300000053	item105000000030,35	1,60000	1
1406	soldier_npc_10059	1	5	1300000054	item105000000030,50	1,80000	1
1407	soldier_npc_10059	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1408	soldier_npc_10059	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1409	soldier_npc_10059	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1410	soldier_npc_10059	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1411	soldier_npc_10059	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1412	soldier_npc_10059	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1413	soldier_npc_10059	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1414	soldier_npc_10059	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1415	soldier_npc_10059	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1416	soldier_npc_10059	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1417	soldier_npc_10059	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1418	soldier_npc_10059	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1419	soldier_npc_10059	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1420	soldier_npc_10059	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1421	soldier_npc_10059	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1422	soldier_npc_10059	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1423	soldier_npc_10059	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1424	soldier_npc_10059	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1425	soldier_npc_10059	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1426	soldier_npc_10059	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
