主任务ID	主任务类型	任务二级分类	任务组	任务等级	主角等级	等级上限	限制职业	接取场景	接取NPC	接取坐标	触发范围	互斥任务	前置任务	前置任务组合类型	自动接取任务关联	判断进度条显示	鎏光特效显示	脚本接口	是否可放弃	显示图片	标题	内容	故事	任务难度	任务完成时间检查条件	世界任务内容	探索ID	副本任务标识
151610	8	0	0	0	15	110		0			0			0	1	0		task/task151610.lua	1		AcceptTaskName151610	AcceptTaskContent151610	AcceptTaskStory151610	-1			0	0
151620	8	0	0	0	15	110		0			0			0	1	0		task/task151620.lua	1		AcceptTaskName151620	AcceptTaskContent151620	AcceptTaskStory151620	-1			0	0
151630	8	0	0	0	15	110		0			0			0	1	0		task/task151630.lua	1		AcceptTaskName151630	AcceptTaskContent151630	AcceptTaskStory151630	-1			0	0
151640	8	0	0	0	15	110		0			0			0	1	0		task/task151640.lua	1		AcceptTaskName151640	AcceptTaskContent151640	AcceptTaskStory151640	-1			0	0
151650	8	0	0	0	15	110		0			0			0	1	0		task/task151650.lua	1		AcceptTaskName151650	AcceptTaskContent151650	AcceptTaskStory151650	-1			0	0
151660	8	0	0	0	15	110		0			0			0	1	0		task/task151660.lua	1		AcceptTaskName151660	AcceptTaskContent151660	AcceptTaskStory151660	-1			0	0
151670	8	0	0	0	15	110		0			0			0	1	0		task/task151670.lua	1		AcceptTaskName151670	AcceptTaskContent151670	AcceptTaskStory151670	-1			0	0
151680	8	0	0	0	15	110		0			0			0	1	0		task/task151680.lua	1		AcceptTaskName151680	AcceptTaskContent151680	AcceptTaskStory151680	-1			0	0
151710	8	0	0	0	31	110		0			0			0	1	0		task/task151710.lua	1		AcceptTaskName151710	AcceptTaskContent151710	AcceptTaskStory151710	-1			0	0
151720	8	0	0	0	31	110		0			0			0	1	0		task/task151720.lua	1		AcceptTaskName151720	AcceptTaskContent151720	AcceptTaskStory151720	-1			0	0
151730	8	0	0	0	31	110		0			0			0	1	0		task/task151730.lua	1		AcceptTaskName151730	AcceptTaskContent151730	AcceptTaskStory151730	-1			0	0
151740	8	0	0	0	31	110		0			0			0	1	0		task/task151740.lua	1		AcceptTaskName151740	AcceptTaskContent151740	AcceptTaskStory151740	-1			0	0
151810	8	0	0	0	15	110		0			0			0	1	0		task/task151810.lua	1		AcceptTaskName151810	AcceptTaskContent151810	AcceptTaskStory151810	-1			0	0
151820	8	0	0	0	15	110		0			0			0	1	0		task/task151820.lua	1		AcceptTaskName151820	AcceptTaskContent151820	AcceptTaskStory151820	-1			0	0
151830	8	0	0	0	15	110		0			0			0	1	0		task/task151830.lua	1		AcceptTaskName151830	AcceptTaskContent151830	AcceptTaskStory151830	-1			0	0
151840	8	0	0	0	15	110		0			0			0	1	0		task/task151840.lua	1		AcceptTaskName151840	AcceptTaskContent151840	AcceptTaskStory151840	-1			0	0
152010	8	0	0	0	31	110		4		8.5,6.9,33.2	0			0	1	0			1		AcceptTaskName152010	AcceptTaskContent152010	AcceptTaskStory152010	-1			0	0
152020	8	0	0	0	31	110		4		-24.8,3.7,-46.6	0			0	1	0			1		AcceptTaskName152020	AcceptTaskContent152020	AcceptTaskStory152020	-1			0	0
152030	8	0	0	0	31	110		4		30.1,4.8,-52.8	0			0	1	0			1		AcceptTaskName152030	AcceptTaskContent152030	AcceptTaskStory152030	-1			0	0
152040	8	0	0	0	31	110		4		-37.3,10.6,-83.3	0			0	1	0			1		AcceptTaskName152040	AcceptTaskContent152040	AcceptTaskStory152040	-1			0	0
152050	8	0	0	0	31	110		4		-51.1,10.7,-90.8	0			0	1	0			1		AcceptTaskName152050	AcceptTaskContent152050	AcceptTaskStory152050	-1			0	0
152310	8	0	0	0	31	110		40		-19.6,4.1,12.4	0			0	1	0		task/task152310.lua	1		AcceptTaskName152310	AcceptTaskContent152310	AcceptTaskStory152310	-1			0	0
152320	8	0	0	0	31	110		40		-32.6,1.1,-3.9	0			0	1	0		task/task152320.lua	1		AcceptTaskName152320	AcceptTaskContent152320	AcceptTaskStory152320	-1			0	0
152330	8	0	0	0	31	110		40		-10.4,1.7,34.3	0			0	1	0		task/task152330.lua	1		AcceptTaskName152330	AcceptTaskContent152330	AcceptTaskStory152330	-1			0	0
152340	8	0	0	0	31	110		40		-5.6,-0.4,-32.9	0			0	1	0		task/task152340.lua	1		AcceptTaskName152340	AcceptTaskContent152340	AcceptTaskStory152340	-1			0	0
152350	8	0	0	0	31	110		40		15.9,-1.1,-34.2	0			0	1	0		task/task152350.lua	1		AcceptTaskName152350	AcceptTaskContent152350	AcceptTaskStory152350	-1			0	0
152410	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152410.lua	1		AcceptTaskName152410	AcceptTaskContent152410	AcceptTaskStory152410	-1			0	0
152420	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152420.lua	1		AcceptTaskName152420	AcceptTaskContent152420	AcceptTaskStory152420	-1			0	0
152430	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152430.lua	1		AcceptTaskName152430	AcceptTaskContent152430	AcceptTaskStory152430	-1			0	0
152440	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152440.lua	1		AcceptTaskName152440	AcceptTaskContent152440	AcceptTaskStory152440	-1			0	0
152450	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152450.lua	1		AcceptTaskName152450	AcceptTaskContent152450	AcceptTaskStory152450	-1			0	0
152460	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152460.lua	1		AcceptTaskName152460	AcceptTaskContent152460	AcceptTaskStory152460	-1			0	0
152470	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152470.lua	1		AcceptTaskName152470	AcceptTaskContent152470	AcceptTaskStory152470	-1			0	0
152480	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152480.lua	1		AcceptTaskName152480	AcceptTaskContent152480	AcceptTaskStory152480	-1			0	0
152490	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152490.lua	1		AcceptTaskName152490	AcceptTaskContent152490	AcceptTaskStory152490	-1			0	0
152500	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152500.lua	1		AcceptTaskName152500	AcceptTaskContent152500	AcceptTaskStory152500	-1			0	0
152510	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152510.lua	1		AcceptTaskName152510	AcceptTaskContent152510	AcceptTaskStory152510	-1			0	0
152520	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152520.lua	1		AcceptTaskName152520	AcceptTaskContent152520	AcceptTaskStory152520	-1			0	0
152530	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152530.lua	1		AcceptTaskName152530	AcceptTaskContent152530	AcceptTaskStory152530	-1			0	0
152540	8	0	0	0	31	110		40		17.9,0.8,7.4	0			0	1	0		task/task152540.lua	1		AcceptTaskName152540	AcceptTaskContent152540	AcceptTaskStory152540	-1			0	0
152610	8	0	0	0	41	110		0			0			0	1	0		task/task152610.lua	1		AcceptTaskName152610	AcceptTaskContent152610	AcceptTaskStory152610	-1			0	0
152620	8	0	0	0	41	110		0			0			0	1	0		task/task152620.lua	1		AcceptTaskName152620	AcceptTaskContent152620	AcceptTaskStory152620	-1			0	0
152630	8	0	0	0	41	110		0			0			0	1	0		task/task152630.lua	1		AcceptTaskName152630	AcceptTaskContent152630	AcceptTaskStory152630	-1			0	0
152640	8	0	0	0	41	110		0			0			0	1	0		task/task152640.lua	1		AcceptTaskName152640	AcceptTaskContent152640	AcceptTaskStory152640	-1			0	0
152650	8	0	0	0	41	110		0			0			0	1	0		task/task152650.lua	1		AcceptTaskName152650	AcceptTaskContent152650	AcceptTaskStory152650	-1			0	0
152660	8	0	0	0	41	110		0			0			0	1	0		task/task152660.lua	1		AcceptTaskName152660	AcceptTaskContent152660	AcceptTaskStory152660	-1			0	0
152670	8	0	0	0	41	110		0			0			0	1	0		task/task152670.lua	1		AcceptTaskName152670	AcceptTaskContent152670	AcceptTaskStory152670	-1			0	0
152680	8	0	0	0	41	110		0			0			0	1	0		task/task152680.lua	1		AcceptTaskName152680	AcceptTaskContent152680	AcceptTaskStory152680	-1			0	0
153010	8	0	0	0	41	110		5		-51.9,3.3,-30.8	0			0	1	0			1		AcceptTaskName153010	AcceptTaskContent153010	AcceptTaskStory153010	-1			0	0
153020	8	0	0	0	41	110		5		-5.1,4.0,17.0	0			0	1	0			1		AcceptTaskName153020	AcceptTaskContent153020	AcceptTaskStory153020	-1			0	0
153030	8	0	0	0	41	110		5		7.2,4.4,-3.0	0			0	1	0			1		AcceptTaskName153030	AcceptTaskContent153030	AcceptTaskStory153030	-1			0	0
153040	8	0	0	0	41	110		5		-21.9,4.4,42.7	0			0	1	0			1		AcceptTaskName153040	AcceptTaskContent153040	AcceptTaskStory153040	-1			0	0
153050	8	0	0	0	41	110		5		-33.2,4.5,37.7	0			0	1	0			1		AcceptTaskName153050	AcceptTaskContent153050	AcceptTaskStory153050	-1			0	0
153310	8	0	0	0	40	110		40		-19.6,4.1,12.4	0			0	1	0		task/task152310.lua	1		AcceptTaskName153310	AcceptTaskContent153310	AcceptTaskStory153310	-1			0	0
153320	8	0	0	0	40	110		40		-32.6,1.1,-3.9	0			0	1	0		task/task152320.lua	1		AcceptTaskName153320	AcceptTaskContent153320	AcceptTaskStory153320	-1			0	0
153330	8	0	0	0	40	110		40		-10.4,1.7,34.3	0			0	1	0		task/task152330.lua	1		AcceptTaskName153330	AcceptTaskContent153330	AcceptTaskStory153330	-1			0	0
153340	8	0	0	0	40	110		40		-5.6,-0.4,-32.9	0			0	1	0		task/task152340.lua	1		AcceptTaskName153340	AcceptTaskContent153340	AcceptTaskStory153340	-1			0	0
153350	8	0	0	0	40	110		40		15.9,-1.1,-34.2	0			0	1	0		task/task152350.lua	1		AcceptTaskName153350	AcceptTaskContent153350	AcceptTaskStory153350	-1			0	0
153410	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153410.lua	1		AcceptTaskName153410	AcceptTaskContent153410	AcceptTaskStory153410	-1			0	0
153420	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153420.lua	1		AcceptTaskName153420	AcceptTaskContent153420	AcceptTaskStory153420	-1			0	0
153430	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153430.lua	1		AcceptTaskName153430	AcceptTaskContent153430	AcceptTaskStory153430	-1			0	0
153440	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153440.lua	1		AcceptTaskName153440	AcceptTaskContent153440	AcceptTaskStory153440	-1			0	0
153450	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153450.lua	1		AcceptTaskName153450	AcceptTaskContent153450	AcceptTaskStory153450	-1			0	0
153460	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153460.lua	1		AcceptTaskName153460	AcceptTaskContent153460	AcceptTaskStory153460	-1			0	0
153470	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153470.lua	1		AcceptTaskName153470	AcceptTaskContent153470	AcceptTaskStory153470	-1			0	0
153480	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153480.lua	1		AcceptTaskName153480	AcceptTaskContent153480	AcceptTaskStory153480	-1			0	0
153490	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153490.lua	1		AcceptTaskName153490	AcceptTaskContent153490	AcceptTaskStory153490	-1			0	0
153500	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153500.lua	1		AcceptTaskName153500	AcceptTaskContent153500	AcceptTaskStory153500	-1			0	0
153510	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153510.lua	1		AcceptTaskName153510	AcceptTaskContent153510	AcceptTaskStory153510	-1			0	0
153520	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153520.lua	1		AcceptTaskName153520	AcceptTaskContent153520	AcceptTaskStory153520	-1			0	0
153530	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153530.lua	1		AcceptTaskName153530	AcceptTaskContent153530	AcceptTaskStory153530	-1			0	0
153540	8	0	0	0	40	110		40		17.9,0.8,7.4	0			0	1	0		task/task153540.lua	1		AcceptTaskName153540	AcceptTaskContent153540	AcceptTaskStory153540	-1			0	0
153610	8	0	0	0	51	110		0			0			0	1	0		task/task153610.lua	1		AcceptTaskName153610	AcceptTaskContent153610	AcceptTaskStory153610	-1			0	0
153620	8	0	0	0	51	110		0			0			0	1	0		task/task153620.lua	1		AcceptTaskName153620	AcceptTaskContent153620	AcceptTaskStory153620	-1			0	0
153630	8	0	0	0	51	110		0			0			0	1	0		task/task153630.lua	1		AcceptTaskName153630	AcceptTaskContent153630	AcceptTaskStory153630	-1			0	0
153640	8	0	0	0	51	110		0			0			0	1	0		task/task153640.lua	1		AcceptTaskName153640	AcceptTaskContent153640	AcceptTaskStory153640	-1			0	0
154010	8	0	0	0	51	110		6		0.9,1.0,53.1	0			0	1	0			1		AcceptTaskName154010	AcceptTaskContent154010	AcceptTaskStory154010	-1			0	0
154020	8	0	0	0	51	110		6		4.4,-0.1,-13.9	0			0	1	0			1		AcceptTaskName154020	AcceptTaskContent154020	AcceptTaskStory154020	-1			0	0
154030	8	0	0	0	51	110		6		-23.9,0.1,-21.7	0			0	1	0			1		AcceptTaskName154030	AcceptTaskContent154030	AcceptTaskStory154030	-1			0	0
154040	8	0	0	0	51	110		6		-10.6,0.0,-12.0	0			0	1	0			1		AcceptTaskName154040	AcceptTaskContent154040	AcceptTaskStory154040	-1			0	0
154050	8	0	0	0	51	110		6		47.1,-5.2,-59.2	0			0	1	0			1		AcceptTaskName154050	AcceptTaskContent154050	AcceptTaskStory154050	-1			0	0
154310	8	0	0	0	50	110		40		-19.6,4.1,12.4	0			0	1	0		task/task152310.lua	1		AcceptTaskName154310	AcceptTaskContent154310	AcceptTaskStory154310	-1			0	0
154320	8	0	0	0	50	110		40		-32.6,1.1,-3.9	0			0	1	0		task/task152320.lua	1		AcceptTaskName154320	AcceptTaskContent154320	AcceptTaskStory154320	-1			0	0
154330	8	0	0	0	50	110		40		-10.4,1.7,34.3	0			0	1	0		task/task152330.lua	1		AcceptTaskName154330	AcceptTaskContent154330	AcceptTaskStory154330	-1			0	0
154340	8	0	0	0	50	110		40		-5.6,-0.4,-32.9	0			0	1	0		task/task152340.lua	1		AcceptTaskName154340	AcceptTaskContent154340	AcceptTaskStory154340	-1			0	0
154350	8	0	0	0	50	110		40		15.9,-1.1,-34.2	0			0	1	0		task/task152350.lua	1		AcceptTaskName154350	AcceptTaskContent154350	AcceptTaskStory154350	-1			0	0
154410	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154410.lua	1		AcceptTaskName154410	AcceptTaskContent154410	AcceptTaskStory154410	-1			0	0
154420	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154420.lua	1		AcceptTaskName154420	AcceptTaskContent154420	AcceptTaskStory154420	-1			0	0
154430	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154430.lua	1		AcceptTaskName154430	AcceptTaskContent154430	AcceptTaskStory154430	-1			0	0
154440	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154440.lua	1		AcceptTaskName154440	AcceptTaskContent154440	AcceptTaskStory154440	-1			0	0
154450	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154450.lua	1		AcceptTaskName154450	AcceptTaskContent154450	AcceptTaskStory154450	-1			0	0
154460	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154460.lua	1		AcceptTaskName154460	AcceptTaskContent154460	AcceptTaskStory154460	-1			0	0
154470	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154470.lua	1		AcceptTaskName154470	AcceptTaskContent154470	AcceptTaskStory154470	-1			0	0
154480	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154480.lua	1		AcceptTaskName154480	AcceptTaskContent154480	AcceptTaskStory154480	-1			0	0
154490	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154490.lua	1		AcceptTaskName154490	AcceptTaskContent154490	AcceptTaskStory154490	-1			0	0
154500	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154500.lua	1		AcceptTaskName154500	AcceptTaskContent154500	AcceptTaskStory154500	-1			0	0
154510	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154510.lua	1		AcceptTaskName154510	AcceptTaskContent154510	AcceptTaskStory154510	-1			0	0
154520	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154520.lua	1		AcceptTaskName154520	AcceptTaskContent154520	AcceptTaskStory154520	-1			0	0
154530	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154530.lua	1		AcceptTaskName154530	AcceptTaskContent154530	AcceptTaskStory154530	-1			0	0
154540	8	0	0	0	50	110		40		17.9,0.8,7.4	0			0	1	0		task/task154540.lua	1		AcceptTaskName154540	AcceptTaskContent154540	AcceptTaskStory154540	-1			0	0
154610	8	0	0	0	61	110		0			0			0	1	0		task/task154610.lua	1		AcceptTaskName154610	AcceptTaskContent154610	AcceptTaskStory154610	-1			0	0
154620	8	0	0	0	61	110		0			0			0	1	0		task/task154620.lua	1		AcceptTaskName154620	AcceptTaskContent154620	AcceptTaskStory154620	-1			0	0
154630	8	0	0	0	61	110		0			0			0	1	0		task/task154630.lua	1		AcceptTaskName154630	AcceptTaskContent154630	AcceptTaskStory154630	-1			0	0
154640	8	0	0	0	61	110		0			0			0	1	0		task/task154640.lua	1		AcceptTaskName154640	AcceptTaskContent154640	AcceptTaskStory154640	-1			0	0
155010	8	0	0	0	61	110		7		16.9,2.9,10.8	0			0	1	0			1		AcceptTaskName155010	AcceptTaskContent155010	AcceptTaskStory155010	-1			0	0
155020	8	0	0	0	61	110		7		59.4,-0.8,-3.2	0			0	1	0			1		AcceptTaskName155020	AcceptTaskContent155020	AcceptTaskStory155020	-1			0	0
155030	8	0	0	0	61	110		7		54.2,-0.8,-47.3	0			0	1	0			1		AcceptTaskName155030	AcceptTaskContent155030	AcceptTaskStory155030	-1			0	0
155040	8	0	0	0	61	110		7		0.6,-0.5,-0.3	0			0	1	0			1		AcceptTaskName155040	AcceptTaskContent155040	AcceptTaskStory155040	-1			0	0
155050	8	0	0	0	61	110		7		55.9,-0.8,-26.3	0			0	1	0			1		AcceptTaskName155050	AcceptTaskContent155050	AcceptTaskStory155050	-1			0	0
155310	8	0	0	0	60	110		40		-19.6,4.1,12.4	0			0	1	0		task/task152310.lua	1		AcceptTaskName155310	AcceptTaskContent155310	AcceptTaskStory155310	-1			0	0
155320	8	0	0	0	60	110		40		-32.6,1.1,-3.9	0			0	1	0		task/task152320.lua	1		AcceptTaskName155320	AcceptTaskContent155320	AcceptTaskStory155320	-1			0	0
155330	8	0	0	0	60	110		40		-10.4,1.7,34.3	0			0	1	0		task/task152330.lua	1		AcceptTaskName155330	AcceptTaskContent155330	AcceptTaskStory155330	-1			0	0
155340	8	0	0	0	60	110		40		-5.6,-0.4,-32.9	0			0	1	0		task/task152340.lua	1		AcceptTaskName155340	AcceptTaskContent155340	AcceptTaskStory155340	-1			0	0
155350	8	0	0	0	60	110		40		15.9,-1.1,-34.2	0			0	1	0		task/task152350.lua	1		AcceptTaskName155350	AcceptTaskContent155350	AcceptTaskStory155350	-1			0	0
155410	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155410.lua	1		AcceptTaskName155410	AcceptTaskContent155410	AcceptTaskStory155410	-1			0	0
155420	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155420.lua	1		AcceptTaskName155420	AcceptTaskContent155420	AcceptTaskStory155420	-1			0	0
155430	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155430.lua	1		AcceptTaskName155430	AcceptTaskContent155430	AcceptTaskStory155430	-1			0	0
155440	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155440.lua	1		AcceptTaskName155440	AcceptTaskContent155440	AcceptTaskStory155440	-1			0	0
155450	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155450.lua	1		AcceptTaskName155450	AcceptTaskContent155450	AcceptTaskStory155450	-1			0	0
155460	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155460.lua	1		AcceptTaskName155460	AcceptTaskContent155460	AcceptTaskStory155460	-1			0	0
155470	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155470.lua	1		AcceptTaskName155470	AcceptTaskContent155470	AcceptTaskStory155470	-1			0	0
155480	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155480.lua	1		AcceptTaskName155480	AcceptTaskContent155480	AcceptTaskStory155480	-1			0	0
155490	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155490.lua	1		AcceptTaskName155490	AcceptTaskContent155490	AcceptTaskStory155490	-1			0	0
155500	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155500.lua	1		AcceptTaskName155500	AcceptTaskContent155500	AcceptTaskStory155500	-1			0	0
155510	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155510.lua	1		AcceptTaskName155510	AcceptTaskContent155510	AcceptTaskStory155510	-1			0	0
155520	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155520.lua	1		AcceptTaskName155520	AcceptTaskContent155520	AcceptTaskStory155520	-1			0	0
155530	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155530.lua	1		AcceptTaskName155530	AcceptTaskContent155530	AcceptTaskStory155530	-1			0	0
155540	8	0	0	0	60	110		40		17.9,0.8,7.4	0			0	1	0		task/task155540.lua	1		AcceptTaskName155540	AcceptTaskContent155540	AcceptTaskStory155540	-1			0	0
156610	8	0	0	0	71	110		0			0			0	1	0		task/task156610.lua	1		AcceptTaskName156610	AcceptTaskContent156610	AcceptTaskStory156610	-1			0	0
156620	8	0	0	0	71	110		0			0			0	1	0		task/task156620.lua	1		AcceptTaskName156620	AcceptTaskContent156620	AcceptTaskStory156620	-1			0	0
156630	8	0	0	0	71	110		0			0			0	1	0		task/task156630.lua	1		AcceptTaskName156630	AcceptTaskContent156630	AcceptTaskStory156630	-1			0	0
156640	8	0	0	0	71	110		0			0			0	1	0		task/task156640.lua	1		AcceptTaskName156640	AcceptTaskContent156640	AcceptTaskStory156640	-1			0	0
156650	8	0	0	0	71	110		0			0			0	1	0		task/task156650.lua	1		AcceptTaskName156650	AcceptTaskContent156650	AcceptTaskStory156650	-1			0	0
156660	8	0	0	0	71	110		0			0			0	1	0		task/task156660.lua	1		AcceptTaskName156660	AcceptTaskContent156660	AcceptTaskStory156660	-1			0	0
156670	8	0	0	0	71	110		0			0			0	1	0		task/task156670.lua	1		AcceptTaskName156670	AcceptTaskContent156670	AcceptTaskStory156670	-1			0	0
156680	8	0	0	0	71	110		0			0			0	1	0		task/task156680.lua	1		AcceptTaskName156680	AcceptTaskContent156680	AcceptTaskStory156680	-1			0	0
156010	8	0	0	0	71	110		8		-84.3,8.5,-5.8	0			0	1	0			1		AcceptTaskName156010	AcceptTaskContent156010	AcceptTaskStory156010	-1			0	0
156020	8	0	0	0	71	110		8		-19.1,13.1,43.3	0			0	1	0			1		AcceptTaskName156020	AcceptTaskContent156020	AcceptTaskStory156020	-1			0	0
156030	8	0	0	0	71	110		8		-16.4,-0.3,-38.8	0			0	1	0			1		AcceptTaskName156030	AcceptTaskContent156030	AcceptTaskStory156030	-1			0	0
156040	8	0	0	0	71	110		8		-42.2,4.5,-22.1	0			0	1	0			1		AcceptTaskName156040	AcceptTaskContent156040	AcceptTaskStory156040	-1			0	0
156050	8	0	0	0	71	110		8		49.5,2.7,-55.3	0			0	1	0			1		AcceptTaskName156050	AcceptTaskContent156050	AcceptTaskStory156050	-1			0	0
156310	8	0	0	0	70	110		40		-19.6,4.1,12.4	0			0	1	0		task/task152310.lua	1		AcceptTaskName156310	AcceptTaskContent156310	AcceptTaskStory156310	-1			0	0
156320	8	0	0	0	70	110		40		-32.6,1.1,-3.9	0			0	1	0		task/task152320.lua	1		AcceptTaskName156320	AcceptTaskContent156320	AcceptTaskStory156320	-1			0	0
156330	8	0	0	0	70	110		40		-10.4,1.7,34.3	0			0	1	0		task/task152330.lua	1		AcceptTaskName156330	AcceptTaskContent156330	AcceptTaskStory156330	-1			0	0
156340	8	0	0	0	70	110		40		-5.6,-0.4,-32.9	0			0	1	0		task/task152340.lua	1		AcceptTaskName156340	AcceptTaskContent156340	AcceptTaskStory156340	-1			0	0
156350	8	0	0	0	70	110		40		15.9,-1.1,-34.2	0			0	1	0		task/task152350.lua	1		AcceptTaskName156350	AcceptTaskContent156350	AcceptTaskStory156350	-1			0	0
156410	8	0	0	0	70	110		40		17.9,0.8,7.4	0			0	1	0		task/task156410.lua	1		AcceptTaskName156410	AcceptTaskContent156410	AcceptTaskStory156410	-1			0	0
156420	8	0	0	0	70	110		40		17.9,0.8,7.4	0			0	1	0		task/task156420.lua	1		AcceptTaskName156420	AcceptTaskContent156420	AcceptTaskStory156420	-1			0	0
156430	8	0	0	0	70	110		40		17.9,0.8,7.4	0			0	1	0		task/task156430.lua	1		AcceptTaskName156430	AcceptTaskContent156430	AcceptTaskStory156430	-1			0	0
156440	8	0	0	0	70	110		40		17.9,0.8,7.4	0			0	1	0		task/task156440.lua	1		AcceptTaskName156440	AcceptTaskContent156440	AcceptTaskStory156440	-1			0	0
156450	8	0	0	0	70	110		40		17.9,0.8,7.4	0			0	1	0		task/task156450.lua	1		AcceptTaskName156450	AcceptTaskContent156450	AcceptTaskStory156450	-1			0	0
156460	8	0	0	0	70	110		40		17.9,0.8,7.4	0			0	1	0		task/task156460.lua	1		AcceptTaskName156460	AcceptTaskContent156460	AcceptTaskStory156460	-1			0	0
156470	8	0	0	0	70	110		40		17.9,0.8,7.4	0			0	1	0		task/task156470.lua	1		AcceptTaskName156470	AcceptTaskContent156470	AcceptTaskStory156470	-1			0	0
156480	8	0	0	0	70	110		40		17.9,0.8,7.4	0			0	1	0		task/task156480.lua	1		AcceptTaskName156480	AcceptTaskContent156480	AcceptTaskStory156480	-1			0	0
156490	8	0	0	0	70	110		40		17.9,0.8,7.4	0			0	1	0		task/task156490.lua	1		AcceptTaskName156490	AcceptTaskContent156490	AcceptTaskStory156490	-1			0	0
156500	8	0	0	0	70	110		40		17.9,0.8,7.4	0			0	1	0		task/task156500.lua	1		AcceptTaskName156500	AcceptTaskContent156500	AcceptTaskStory156500	-1			0	0
