编号	类型	图纸ID	图纸数量	分组标签	排序	合成道具	合成数量	合成需求货币	货币数量	需求材料1	材料1数量	材料1等级	需求材料2	材料2数量	材料2等级	需求材料3	材料3数量	材料3等级	需求材料4	材料4数量	材料4等级	需求材料5	材料5数量	材料5等级
9301080430006	1	item9301070430006	2	6	1331	equip301080443006	1	1	100000	equip301070443006	1	3	item103015110415	16	1	item108100103153	64	1	item108100102106	128	1		0	0
9302080430006	1	item9302070430006	2	6	1332	equip302080443006	1	1	100000	equip302070443006	1	3	item103015110416	6	1	item108100103053	24	1	item108100101206	48	1		0	0
9303080430006	1	item9303070430006	2	6	1333	equip303080443006	1	1	100000	equip303070443006	1	3	item103015110415	6	1	item108100103153	24	1	item108100102106	48	1		0	0
9304080430006	1	item9304070430006	2	6	1334	equip304080443006	1	1	100000	equip304070443006	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9305080430006	1	item9305070430006	2	6	1335	equip305080443006	1	1	100000	equip305070443006	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9306080430006	1	item9306070430006	2	6	1336	equip306080443006	1	1	100000	equip306070443006	1	3	item103015110416	4	1	item108100103053	16	1	item108100101206	32	1		0	0
9301090430001	1	item9301090430001	1	7	1401	equip301090443001	1	1	100000	equip301080443001	1	3	item103015110415	19	1	item108100103154	64	1	item108100102107	128	1		0	0
9302090430001	1	item9302090430001	1	7	1402	equip302090443001	1	1	100000	equip302080443001	1	3	item103015110416	7	1	item108100103054	24	1	item108100101207	48	1		0	0
9303090430001	1	item9303090430001	1	7	1403	equip303090443001	1	1	100000	equip303080443001	1	3	item103015110415	7	1	item108100103154	24	1	item108100102107	48	1		0	0
9304090430001	1	item9304090430001	1	7	1404	equip304090443001	1	1	100000	equip304080443001	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9305090430001	1	item9305090430001	1	7	1405	equip305090443001	1	1	100000	equip305080443001	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9306090430001	1	item9306090430001	1	7	1406	equip306090443001	1	1	100000	equip306080443001	1	3	item103015110416	5	1	item108100103054	16	1	item108100101207	32	1		0	0
9301090430002	1	item9301090430002	1	7	1407	equip301090443002	1	1	100000	equip301080443002	1	3	item103015110415	19	1	item108100103154	64	1	item108100102107	128	1		0	0
9302090430002	1	item9302090430002	1	7	1408	equip302090443002	1	1	100000	equip302080443002	1	3	item103015110416	7	1	item108100103054	24	1	item108100101207	48	1		0	0
9303090430002	1	item9303090430002	1	7	1409	equip303090443002	1	1	100000	equip303080443002	1	3	item103015110415	7	1	item108100103154	24	1	item108100102107	48	1		0	0
9304090430002	1	item9304090430002	1	7	1410	equip304090443002	1	1	100000	equip304080443002	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9305090430002	1	item9305090430002	1	7	1411	equip305090443002	1	1	100000	equip305080443002	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9306090430002	1	item9306090430002	1	7	1412	equip306090443002	1	1	100000	equip306080443002	1	3	item103015110416	5	1	item108100103054	16	1	item108100101207	32	1		0	0
9301090430003	1	item9301090430003	1	7	1413	equip301090443003	1	1	100000	equip301080443003	1	3	item103015110415	19	1	item108100103154	64	1	item108100102107	128	1		0	0
9302090430003	1	item9302090430003	1	7	1414	equip302090443003	1	1	100000	equip302080443003	1	3	item103015110416	7	1	item108100103054	24	1	item108100101207	48	1		0	0
9303090430003	1	item9303090430003	1	7	1415	equip303090443003	1	1	100000	equip303080443003	1	3	item103015110415	7	1	item108100103154	24	1	item108100102107	48	1		0	0
9304090430003	1	item9304090430003	1	7	1416	equip304090443003	1	1	100000	equip304080443003	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9305090430003	1	item9305090430003	1	7	1417	equip305090443003	1	1	100000	equip305080443003	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9306090430003	1	item9306090430003	1	7	1418	equip306090443003	1	1	100000	equip306080443003	1	3	item103015110416	5	1	item108100103054	16	1	item108100101207	32	1		0	0
9301090430004	1	item9301090430004	1	7	1419	equip301090443004	1	1	100000	equip301080443004	1	3	item103015110415	19	1	item108100103154	64	1	item108100102107	128	1		0	0
9302090430004	1	item9302090430004	1	7	1420	equip302090443004	1	1	100000	equip302080443004	1	3	item103015110416	7	1	item108100103054	24	1	item108100101207	48	1		0	0
9303090430004	1	item9303090430004	1	7	1421	equip303090443004	1	1	100000	equip303080443004	1	3	item103015110415	7	1	item108100103154	24	1	item108100102107	48	1		0	0
9304090430004	1	item9304090430004	1	7	1422	equip304090443004	1	1	100000	equip304080443004	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9305090430004	1	item9305090430004	1	7	1423	equip305090443004	1	1	100000	equip305080443004	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9306090430004	1	item9306090430004	1	7	1424	equip306090443004	1	1	100000	equip306080443004	1	3	item103015110416	5	1	item108100103054	16	1	item108100101207	32	1		0	0
9301090430005	1	item9301090430005	1	7	1425	equip301090443005	1	1	100000	equip301080443005	1	3	item103015110415	19	1	item108100103154	64	1	item108100102107	128	1		0	0
9302090430005	1	item9302090430005	1	7	1426	equip302090443005	1	1	100000	equip302080443005	1	3	item103015110416	7	1	item108100103054	24	1	item108100101207	48	1		0	0
9303090430005	1	item9303090430005	1	7	1427	equip303090443005	1	1	100000	equip303080443005	1	3	item103015110415	7	1	item108100103154	24	1	item108100102107	48	1		0	0
9304090430005	1	item9304090430005	1	7	1428	equip304090443005	1	1	100000	equip304080443005	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9305090430005	1	item9305090430005	1	7	1429	equip305090443005	1	1	100000	equip305080443005	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9306090430005	1	item9306090430005	1	7	1430	equip306090443005	1	1	100000	equip306080443005	1	3	item103015110416	5	1	item108100103054	16	1	item108100101207	32	1		0	0
9301090430006	1	item9301090430006	1	7	1431	equip301090443006	1	1	100000	equip301080443006	1	3	item103015110415	19	1	item108100103154	64	1	item108100102107	128	1		0	0
9302090430006	1	item9302090430006	1	7	1432	equip302090443006	1	1	100000	equip302080443006	1	3	item103015110416	7	1	item108100103054	24	1	item108100101207	48	1		0	0
9303090430006	1	item9303090430006	1	7	1433	equip303090443006	1	1	100000	equip303080443006	1	3	item103015110415	7	1	item108100103154	24	1	item108100102107	48	1		0	0
9304090430006	1	item9304090430006	1	7	1434	equip304090443006	1	1	100000	equip304080443006	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9305090430006	1	item9305090430006	1	7	1435	equip305090443006	1	1	100000	equip305080443006	1	3	item103015110416	9	1	item108100103054	32	1	item108100101207	64	1		0	0
9306090430006	1	item9306090430006	1	7	1436	equip306090443006	1	1	100000	equip306080443006	1	3	item103015110416	5	1	item108100103054	16	1	item108100101207	32	1		0	0
9301100430001	1	item9301090430001	2	8	1501	equip301100443001	1	1	100000	equip301090443001	1	3	item103015110415	24	1	item108100103154	64	1	item108100102108	128	1		0	0
9302100430001	1	item9302090430001	2	8	1502	equip302100443001	1	1	100000	equip302090443001	1	3	item103015110416	9	1	item108100103054	24	1	item108100101208	48	1		0	0
9303100430001	1	item9303090430001	2	8	1503	equip303100443001	1	1	100000	equip303090443001	1	3	item103015110415	9	1	item108100103154	24	1	item108100102108	48	1		0	0
9304100430001	1	item9304090430001	2	8	1504	equip304100443001	1	1	100000	equip304090443001	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9305100430001	1	item9305090430001	2	8	1505	equip305100443001	1	1	100000	equip305090443001	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9306100430001	1	item9306090430001	2	8	1506	equip306100443001	1	1	100000	equip306090443001	1	3	item103015110416	6	1	item108100103054	16	1	item108100101208	32	1		0	0
9301100430002	1	item9301090430002	2	8	1507	equip301100443002	1	1	100000	equip301090443002	1	3	item103015110415	24	1	item108100103154	64	1	item108100102108	128	1		0	0
9302100430002	1	item9302090430002	2	8	1508	equip302100443002	1	1	100000	equip302090443002	1	3	item103015110416	9	1	item108100103054	24	1	item108100101208	48	1		0	0
9303100430002	1	item9303090430002	2	8	1509	equip303100443002	1	1	100000	equip303090443002	1	3	item103015110415	9	1	item108100103154	24	1	item108100102108	48	1		0	0
9304100430002	1	item9304090430002	2	8	1510	equip304100443002	1	1	100000	equip304090443002	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9305100430002	1	item9305090430002	2	8	1511	equip305100443002	1	1	100000	equip305090443002	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9306100430002	1	item9306090430002	2	8	1512	equip306100443002	1	1	100000	equip306090443002	1	3	item103015110416	6	1	item108100103054	16	1	item108100101208	32	1		0	0
9301100430003	1	item9301090430003	2	8	1513	equip301100443003	1	1	100000	equip301090443003	1	3	item103015110415	24	1	item108100103154	64	1	item108100102108	128	1		0	0
9302100430003	1	item9302090430003	2	8	1514	equip302100443003	1	1	100000	equip302090443003	1	3	item103015110416	9	1	item108100103054	24	1	item108100101208	48	1		0	0
9303100430003	1	item9303090430003	2	8	1515	equip303100443003	1	1	100000	equip303090443003	1	3	item103015110415	9	1	item108100103154	24	1	item108100102108	48	1		0	0
9304100430003	1	item9304090430003	2	8	1516	equip304100443003	1	1	100000	equip304090443003	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9305100430003	1	item9305090430003	2	8	1517	equip305100443003	1	1	100000	equip305090443003	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9306100430003	1	item9306090430003	2	8	1518	equip306100443003	1	1	100000	equip306090443003	1	3	item103015110416	6	1	item108100103054	16	1	item108100101208	32	1		0	0
9301100430004	1	item9301090430004	2	8	1519	equip301100443004	1	1	100000	equip301090443004	1	3	item103015110415	24	1	item108100103154	64	1	item108100102108	128	1		0	0
9302100430004	1	item9302090430004	2	8	1520	equip302100443004	1	1	100000	equip302090443004	1	3	item103015110416	9	1	item108100103054	24	1	item108100101208	48	1		0	0
9303100430004	1	item9303090430004	2	8	1521	equip303100443004	1	1	100000	equip303090443004	1	3	item103015110415	9	1	item108100103154	24	1	item108100102108	48	1		0	0
9304100430004	1	item9304090430004	2	8	1522	equip304100443004	1	1	100000	equip304090443004	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9305100430004	1	item9305090430004	2	8	1523	equip305100443004	1	1	100000	equip305090443004	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9306100430004	1	item9306090430004	2	8	1524	equip306100443004	1	1	100000	equip306090443004	1	3	item103015110416	6	1	item108100103054	16	1	item108100101208	32	1		0	0
9301100430005	1	item9301090430005	2	8	1525	equip301100443005	1	1	100000	equip301090443005	1	3	item103015110415	24	1	item108100103154	64	1	item108100102108	128	1		0	0
9302100430005	1	item9302090430005	2	8	1526	equip302100443005	1	1	100000	equip302090443005	1	3	item103015110416	9	1	item108100103054	24	1	item108100101208	48	1		0	0
9303100430005	1	item9303090430005	2	8	1527	equip303100443005	1	1	100000	equip303090443005	1	3	item103015110415	9	1	item108100103154	24	1	item108100102108	48	1		0	0
9304100430005	1	item9304090430005	2	8	1528	equip304100443005	1	1	100000	equip304090443005	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9305100430005	1	item9305090430005	2	8	1529	equip305100443005	1	1	100000	equip305090443005	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9306100430005	1	item9306090430005	2	8	1530	equip306100443005	1	1	100000	equip306090443005	1	3	item103015110416	6	1	item108100103054	16	1	item108100101208	32	1		0	0
9301100430006	1	item9301090430006	2	8	1531	equip301100443006	1	1	100000	equip301090443006	1	3	item103015110415	24	1	item108100103154	64	1	item108100102108	128	1		0	0
9302100430006	1	item9302090430006	2	8	1532	equip302100443006	1	1	100000	equip302090443006	1	3	item103015110416	9	1	item108100103054	24	1	item108100101208	48	1		0	0
9303100430006	1	item9303090430006	2	8	1533	equip303100443006	1	1	100000	equip303090443006	1	3	item103015110415	9	1	item108100103154	24	1	item108100102108	48	1		0	0
9304100430006	1	item9304090430006	2	8	1534	equip304100443006	1	1	100000	equip304090443006	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9305100430006	1	item9305090430006	2	8	1535	equip305100443006	1	1	100000	equip305090443006	1	3	item103015110416	11	1	item108100103054	32	1	item108100101208	64	1		0	0
9306100430006	1	item9306090430006	2	8	1536	equip306100443006	1	1	100000	equip306090443006	1	3	item103015110416	6	1	item108100103054	16	1	item108100101208	32	1		0	0
9301110430001	1	item9301090430001	3	9	1601	equip301110443001	1	1	100000	equip301100443001	1	3	item103015110415	31	1	item108100103154	64	1	item108100102109	128	1		0	0
9302110430001	1	item9302090430001	3	9	1602	equip302110443001	1	1	100000	equip302100443001	1	3	item103015110416	11	1	item108100103054	24	1	item108100101209	48	1		0	0
9303110430001	1	item9303090430001	3	9	1603	equip303110443001	1	1	100000	equip303100443001	1	3	item103015110415	11	1	item108100103154	24	1	item108100102109	48	1		0	0
9304110430001	1	item9304090430001	3	9	1604	equip304110443001	1	1	100000	equip304100443001	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9305110430001	1	item9305090430001	3	9	1605	equip305110443001	1	1	100000	equip305100443001	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9306110430001	1	item9306090430001	3	9	1606	equip306110443001	1	1	100000	equip306100443001	1	3	item103015110416	7	1	item108100103054	16	1	item108100101209	32	1		0	0
9301110430002	1	item9301090430002	3	9	1607	equip301110443002	1	1	100000	equip301100443002	1	3	item103015110415	31	1	item108100103154	64	1	item108100102109	128	1		0	0
9302110430002	1	item9302090430002	3	9	1608	equip302110443002	1	1	100000	equip302100443002	1	3	item103015110416	11	1	item108100103054	24	1	item108100101209	48	1		0	0
9303110430002	1	item9303090430002	3	9	1609	equip303110443002	1	1	100000	equip303100443002	1	3	item103015110415	11	1	item108100103154	24	1	item108100102109	48	1		0	0
9304110430002	1	item9304090430002	3	9	1610	equip304110443002	1	1	100000	equip304100443002	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9305110430002	1	item9305090430002	3	9	1611	equip305110443002	1	1	100000	equip305100443002	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9306110430002	1	item9306090430002	3	9	1612	equip306110443002	1	1	100000	equip306100443002	1	3	item103015110416	7	1	item108100103054	16	1	item108100101209	32	1		0	0
9301110430003	1	item9301090430003	3	9	1613	equip301110443003	1	1	100000	equip301100443003	1	3	item103015110415	31	1	item108100103154	64	1	item108100102109	128	1		0	0
9302110430003	1	item9302090430003	3	9	1614	equip302110443003	1	1	100000	equip302100443003	1	3	item103015110416	11	1	item108100103054	24	1	item108100101209	48	1		0	0
9303110430003	1	item9303090430003	3	9	1615	equip303110443003	1	1	100000	equip303100443003	1	3	item103015110415	11	1	item108100103154	24	1	item108100102109	48	1		0	0
9304110430003	1	item9304090430003	3	9	1616	equip304110443003	1	1	100000	equip304100443003	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9305110430003	1	item9305090430003	3	9	1617	equip305110443003	1	1	100000	equip305100443003	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9306110430003	1	item9306090430003	3	9	1618	equip306110443003	1	1	100000	equip306100443003	1	3	item103015110416	7	1	item108100103054	16	1	item108100101209	32	1		0	0
9301110430004	1	item9301090430004	3	9	1619	equip301110443004	1	1	100000	equip301100443004	1	3	item103015110415	31	1	item108100103154	64	1	item108100102109	128	1		0	0
9302110430004	1	item9302090430004	3	9	1620	equip302110443004	1	1	100000	equip302100443004	1	3	item103015110416	11	1	item108100103054	24	1	item108100101209	48	1		0	0
9303110430004	1	item9303090430004	3	9	1621	equip303110443004	1	1	100000	equip303100443004	1	3	item103015110415	11	1	item108100103154	24	1	item108100102109	48	1		0	0
9304110430004	1	item9304090430004	3	9	1622	equip304110443004	1	1	100000	equip304100443004	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9305110430004	1	item9305090430004	3	9	1623	equip305110443004	1	1	100000	equip305100443004	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9306110430004	1	item9306090430004	3	9	1624	equip306110443004	1	1	100000	equip306100443004	1	3	item103015110416	7	1	item108100103054	16	1	item108100101209	32	1		0	0
9301110430005	1	item9301090430005	3	9	1625	equip301110443005	1	1	100000	equip301100443005	1	3	item103015110415	31	1	item108100103154	64	1	item108100102109	128	1		0	0
9302110430005	1	item9302090430005	3	9	1626	equip302110443005	1	1	100000	equip302100443005	1	3	item103015110416	11	1	item108100103054	24	1	item108100101209	48	1		0	0
9303110430005	1	item9303090430005	3	9	1627	equip303110443005	1	1	100000	equip303100443005	1	3	item103015110415	11	1	item108100103154	24	1	item108100102109	48	1		0	0
9304110430005	1	item9304090430005	3	9	1628	equip304110443005	1	1	100000	equip304100443005	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9305110430005	1	item9305090430005	3	9	1629	equip305110443005	1	1	100000	equip305100443005	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9306110430005	1	item9306090430005	3	9	1630	equip306110443005	1	1	100000	equip306100443005	1	3	item103015110416	7	1	item108100103054	16	1	item108100101209	32	1		0	0
9301110430006	1	item9301090430006	3	9	1631	equip301110443006	1	1	100000	equip301100443006	1	3	item103015110415	31	1	item108100103154	64	1	item108100102109	128	1		0	0
9302110430006	1	item9302090430006	3	9	1632	equip302110443006	1	1	100000	equip302100443006	1	3	item103015110416	11	1	item108100103054	24	1	item108100101209	48	1		0	0
9303110430006	1	item9303090430006	3	9	1633	equip303110443006	1	1	100000	equip303100443006	1	3	item103015110415	11	1	item108100103154	24	1	item108100102109	48	1		0	0
9304110430006	1	item9304090430006	3	9	1634	equip304110443006	1	1	100000	equip304100443006	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9305110430006	1	item9305090430006	3	9	1635	equip305110443006	1	1	100000	equip305100443006	1	3	item103015110416	14	1	item108100103054	32	1	item108100101209	64	1		0	0
9306110430006	1	item9306090430006	3	9	1636	equip306110443006	1	1	100000	equip306100443006	1	3	item103015110416	7	1	item108100103054	16	1	item108100101209	32	1		0	0
9307050541999	4		0	3	2001	equip307050541999	1	1	300000	equip307040541999	1	3	item103015110408	2	1	item103015110409	16	1	item108100102203	32	1	item108100103252	16	1
9308050541999	4		0	3	2002	equip308050541999	1	1	300000	equip308040541999	1	3	item103015110408	3	1	item103015110409	24	1	item108100102203	48	1	item108100103252	24	1
9309050541999	4		0	3	2003	equip309050541999	1	1	300000	equip309040541999	1	3	item103015110408	3	1	item103015110409	24	1	item108100102203	48	1	item108100103252	24	1
9310050541999	4		0	3	2004	equip310050541999	1	1	300000	equip310040541999	1	3	item103015110408	2	1	item103015110409	16	1	item108100102203	32	1	item108100103252	16	1
9307050541998	4		0	3	2005	equip307050541998	1	1	300000	equip307040541998	1	3	item103015110411	40	1	item108100102203	40	1	item108100103252	20	1		0	0
9308050541998	4		0	3	2006	equip308050541998	1	1	300000	equip308040541998	1	3	item103015110411	40	1	item108100102203	40	1	item108100103252	20	1		0	0
9309050541998	4		0	3	2007	equip309050541998	1	1	300000	equip309040541998	1	3	item103015110411	40	1	item108100102203	40	1	item108100103252	20	1		0	0
9310050541998	4		0	3	2008	equip310050541998	1	1	300000	equip310040541998	1	3	item103015110411	40	1	item108100102203	40	1	item108100103252	20	1		0	0
9307050430999	4	item9307050430999	1	3	2013	equip307050433999	1	1	150000	equip307040433999	1	3	item103015110305	6	1	item108100103252	8	1	item108100102203	20	1		0	0
9310050430999	4	item9310050430999	1	3	2014	equip310050433999	1	1	150000	equip310040433999	1	3	item103015110305	6	1	item108100103252	8	1	item108100102203	20	1		0	0
9308050430999	4	item9308050430999	1	3	2015	equip308050433999	1	1	150000	equip308040433999	1	3	item103015110305	12	1	item108100103252	12	1	item108100102203	30	1		0	0
9309050430999	4	item9309050430999	1	3	2016	equip309050433999	1	1	150000	equip309040433999	1	3	item103015110305	12	1	item108100103252	12	1	item108100102203	30	1		0	0
9307060541999	4		0	4	3001	equip307060541999	1	1	300000	equip307050541999	1	3	item103015110408	4	1	item103015110409	32	1	item108100102204	64	1	item108100103252	32	1
9308060541999	4		0	4	3002	equip308060541999	1	1	300000	equip308050541999	1	3	item103015110408	6	1	item103015110409	48	1	item108100102204	96	1	item108100103252	48	1
9309060541999	4		0	4	3003	equip309060541999	1	1	300000	equip309050541999	1	3	item103015110408	6	1	item103015110409	48	1	item108100102204	96	1	item108100103252	48	1
9310060541999	4		0	4	3004	equip310060541999	1	1	300000	equip310050541999	1	3	item103015110408	4	1	item103015110409	32	1	item108100102204	64	1	item108100103252	32	1
9307060541998	4		0	4	3005	equip307060541998	1	1	300000	equip307050541998	1	3	item103015110411	80	1	item108100102204	80	1	item108100103252	40	1		0	0
9308060541998	4		0	4	3006	equip308060541998	1	1	300000	equip308050541998	1	3	item103015110411	80	1	item108100102204	80	1	item108100103252	40	1		0	0
9309060541998	4		0	4	3007	equip309060541998	1	1	300000	equip309050541998	1	3	item103015110411	80	1	item108100102204	80	1	item108100103252	40	1		0	0
9310060541998	4		0	4	3008	equip310060541998	1	1	300000	equip310050541998	1	3	item103015110411	80	1	item108100102204	80	1	item108100103252	40	1		0	0
9307060430999	4	item9307060430999	1	4	3013	equip307060433999	1	1	150000	equip307050433999	1	3	item103015110305	12	1	item108100103252	12	1	item108100102204	30	1		0	0
9310060430999	4	item9310060430999	1	4	3014	equip310060433999	1	1	150000	equip310050433999	1	3	item103015110305	12	1	item108100103252	12	1	item108100102204	30	1		0	0
9308060430999	4	item9308060430999	1	4	3015	equip308060433999	1	1	150000	equip308050433999	1	3	item103015110305	18	1	item108100103252	18	1	item108100102204	45	1		0	0
9309060430999	4	item9309060430999	1	4	3016	equip309060433999	1	1	150000	equip309050433999	1	3	item103015110305	18	1	item108100103252	18	1	item108100102204	45	1		0	0
9307070541999	4		0	5	4001	equip307070541999	1	1	300000	equip307060541999	1	3	item103015110408	6	1	item103015110409	48	1	item108100102205	64	1	item108100103253	32	1
9308070541999	4		0	5	4002	equip308070541999	1	1	300000	equip308060541999	1	3	item103015110408	9	1	item103015110409	72	1	item108100102205	96	1	item108100103253	48	1
9309070541999	4		0	5	4003	equip309070541999	1	1	300000	equip309060541999	1	3	item103015110408	9	1	item103015110409	72	1	item108100102205	96	1	item108100103253	48	1
9310070541999	4		0	5	4004	equip310070541999	1	1	300000	equip310060541999	1	3	item103015110408	6	1	item103015110409	48	1	item108100102205	64	1	item108100103253	32	1
9307070541998	4		0	5	4005	equip307070541998	1	1	300000	equip307060541998	1	3	item103015110411	80	1	item108100102205	80	1	item108100103253	40	1		0	0
9308070541998	4		0	5	4006	equip308070541998	1	1	300000	equip308060541998	1	3	item103015110411	80	1	item108100102205	80	1	item108100103253	40	1		0	0
9309070541998	4		0	5	4007	equip309070541998	1	1	300000	equip309060541998	1	3	item103015110411	80	1	item108100102205	80	1	item108100103253	40	1		0	0
9310070541998	4		0	5	4008	equip310070541998	1	1	300000	equip310060541998	1	3	item103015110411	80	1	item108100102205	80	1	item108100103253	40	1		0	0
9307070430999	4	item9307070430999	1	5	4013	equip307070443999	1	1	150000	equip307060433999	1	3	item103015110305	18	1	item108100103253	18	1	item108100102205	45	1		0	0
9310070430999	4	item9310070430999	1	5	4014	equip310070443999	1	1	150000	equip310060433999	1	3	item103015110305	18	1	item108100103253	18	1	item108100102205	45	1		0	0
9308070430999	4	item9308070430999	1	5	4015	equip308070443999	1	1	150000	equip308060433999	1	3	item103015110305	24	1	item108100103253	27	1	item108100102205	68	1		0	0
9309070430999	4	item9309070430999	1	5	4016	equip309070443999	1	1	150000	equip309060433999	1	3	item103015110305	24	1	item108100103253	27	1	item108100102205	68	1		0	0
9307080541999	4		0	6	5001	equip307080541999	1	1	300000	equip307070541999	1	3	item103015110408	6	1	item103015110409	48	1	item108100102206	64	1	item108100103253	32	1
9308080541999	4		0	6	5002	equip308080541999	1	1	300000	equip308070541999	1	3	item103015110408	9	1	item103015110409	72	1	item108100102206	96	1	item108100103253	48	1
9309080541999	4		0	6	5003	equip309080541999	1	1	300000	equip309070541999	1	3	item103015110408	9	1	item103015110409	72	1	item108100102206	96	1	item108100103253	48	1
9310080541999	4		0	6	5004	equip310080541999	1	1	300000	equip310070541999	1	3	item103015110408	6	1	item103015110409	48	1	item108100102206	64	1	item108100103253	32	1
9307080541998	4		0	6	5005	equip307080541998	1	1	300000	equip307070541998	1	3	item103015110411	80	1	item108100102206	80	1	item108100103253	40	1		0	0
9308080541998	4		0	6	5006	equip308080541998	1	1	300000	equip308070541998	1	3	item103015110411	80	1	item108100102206	80	1	item108100103253	40	1		0	0
9309080541998	4		0	6	5007	equip309080541998	1	1	300000	equip309070541998	1	3	item103015110411	80	1	item108100102206	80	1	item108100103253	40	1		0	0
9310080541998	4		0	6	5008	equip310080541998	1	1	300000	equip310070541998	1	3	item103015110411	80	1	item108100102206	80	1	item108100103253	40	1		0	0
9307080430999	4	item9307070430999	2	6	5013	equip307080443999	1	1	150000	equip307070443999	1	3	item103015110305	18	1	item108100103253	12	1	item108100102206	30	1		0	0
9310080430999	4	item9310070430999	2	6	5014	equip310080443999	1	1	150000	equip310070443999	1	3	item103015110305	18	1	item108100103253	12	1	item108100102206	30	1		0	0
9308080430999	4	item9308070430999	2	6	5015	equip308080443999	1	1	150000	equip308070443999	1	3	item103015110305	24	1	item108100103253	18	1	item108100102206	68	1		0	0
9309080430999	4	item9309070430999	2	6	5016	equip309080443999	1	1	150000	equip309070443999	1	3	item103015110305	24	1	item108100103253	18	1	item108100102206	68	1		0	0
9307090541999	4		0	7	6001	equip307090541999	1	1	300000	equip307080541999	1	3	item103015110408	7	1	item103015110409	57	1	item108100102207	64	1	item108100103254	32	1
9308090541999	4		0	7	6002	equip308090541999	1	1	300000	equip308080541999	1	3	item103015110408	10	1	item103015110409	86	1	item108100102207	96	1	item108100103254	48	1
9309090541999	4		0	7	6003	equip309090541999	1	1	300000	equip309080541999	1	3	item103015110408	10	1	item103015110409	86	1	item108100102207	96	1	item108100103254	48	1
9310090541999	4		0	7	6004	equip310090541999	1	1	300000	equip310080541999	1	3	item103015110408	7	1	item103015110409	57	1	item108100102207	64	1	item108100103254	32	1
9307090541998	4		0	7	6005	equip307090541998	1	1	300000	equip307080541998	1	3	item103015110411	96	1	item108100102207	80	1	item108100103254	40	1		0	0
9308090541998	4		0	7	6006	equip308090541998	1	1	300000	equip308080541998	1	3	item103015110411	96	1	item108100102207	80	1	item108100103254	40	1		0	0
9309090541998	4		0	7	6007	equip309090541998	1	1	300000	equip309080541998	1	3	item103015110411	96	1	item108100102207	80	1	item108100103254	40	1		0	0
9310090541998	4		0	7	6008	equip310090541998	1	1	300000	equip310080541998	1	3	item103015110411	96	1	item108100102207	80	1	item108100103254	40	1		0	0
9307090430999	4	item9307090430999	1	7	6013	equip307090443999	1	1	150000	equip307080443999	1	3	item103015110305	21	1	item108100103254	12	1	item108100102207	30	1		0	0
9310090430999	4	item9310090430999	1	7	6014	equip310090443999	1	1	150000	equip310080443999	1	3	item103015110305	28	1	item108100103254	18	1	item108100102207	68	1		0	0
9308090430999	4	item9308090430999	1	7	6015	equip308090443999	1	1	150000	equip308080443999	1	3	item103015110305	28	1	item108100103254	18	1	item108100102207	68	1		0	0
