怪物编号	对象类型	动作集	名字	功能名称	种族编号	模型编号	怪物头像	小地图图标	脚本编号	仇恨模式编号	怪物种类	怪物属性类型	属性匹配	世界等级匹配	属性值ID	普通技能	怪物技能	怪物等级	发射点偏移	模型缩放	阻挡信息	旋转	更新AI攻击目标的时间间隔	待机移动速度偏移	战斗移动速度偏移	怪物出场描述	是否显示阴影	触发范围	随机移动半径	是否保持追击	最大追击范围	经验值	死亡特效	死亡慢镜头	死亡程序效果	出场动作	出场美术特效ID	出场程序特效	出场特殊效果	常驻美术特效	常驻头顶标记	怪物说话模组	小地图红点显示	名称血条常驻显示	对话显示修正	对话显示缩放	隐藏进战斗感叹号	元素附体属性
monster10203004	MonsterNpc	2027002	name_incident_3004	monsterfunc_incident	2	m908|body|m908_body_t4	m908_portrait04			1002	2	2	0	0	111030033	skill20220	skill20221,skill20222,skill20223,skill20224	33		1.500000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	120007	0	0	0	120005	0	0			0	1	2	0,0,0	1.000000	0	0
monster10203005	MonsterNpc	2014002	name_incident_3005	monsterfunc_incident	2	m909|body|m909_body_t3	m909_portrait03			1002	2	2	0	0	111030033	skill20070	skill20071,skill20076,skill20074,skill20075	33		1.500000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	120007	0	0	0	120005	0	0			0	1	2	0,0,0	1.000000	0	0
monster10204001	MonsterNpc	2037002	name_incident_4001	monsterfunc_incident	9	m028|body|m028_body_t10	m028_portrait10			1002	2	1	0	0	101010042	skill20350	skill20351	42		1.500000			1	-4.200000	-2.000000		0	10.000000	3.000000	0	1000.000000	0	120007	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster10204002	MonsterNpc	2040002	name_incident_4002	monsterfunc_incident	2	m031|body|m031_body_t3	r001_portrait05			1002	1	1	0	0	101010042	skill20380		42		1.500000			1	-3.000000	-2.000000		0	7.000000	5.000000	1	1000.000000	0	120007	0	0	0	120005	0	0	20153		0	1	2	0,0,0	1.000000	0	0
monster10204003	MonsterNpc	2039002	name_incident_4003	monsterfunc_incident	1	m030|body|m030_body_t4	m030_portrait04			1002	1	1	0	0	101010042	skill20370	skill20371	42		1.500000			1	-3.000000	-2.000000		0	10.000000	3.000000	1	1000.000000	0	120007	0	0	0	120005	0	0			0	1	2	0,0,0	1.000000	0	0
monster10204004	MonsterNpc	2043002	name_incident_4004	monsterfunc_incident	2	m916|body|m916_body_t2	m916_portrait02			1002	2	2	0	0	111030043	skill20430	skill20436,skill20433,skill20434,skill20435	43		1.500000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	120007	0	0	0	120005	0	0			0	1	2	0,0,0	1.000000	0	0
monster10204005	MonsterNpc	2042002	name_incident_4005	monsterfunc_incident	5	m915|body|m915_body_t2	m915_portrait02			1002	2	2	0	0	111030043	skill20420	skill20421,skill20426,skill20424,skill20425,skill30000	43		1.200000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	120007	0	0	0	120005	0	0			0	1	2	0,0,0	1.000000	0	0
monster10205001	MonsterNpc	2057002	name_incident_5001	monsterfunc_incident	1	m039|body|m039_body_t10	m039_portrait10			1002	1	1	0	0	101010056	skill20470		56		1.500000			1	-3.000000	-2.000000		0	10.000000	3.000000	0	1000.000000	0	120007	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster10205002	MonsterNpc	2064002	name_incident_5002	monsterfunc_incident	4	m034|body|m034_body_t10	m034_portrait10			1002	1	1	0	0	101010056	skill20580		56		1.500000			1	-3.000000	-2.000000		0	10.000000	3.000000	0	1000.000000	0	120007	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster10205003	MonsterNpc	2059002	name_incident_5003	monsterfunc_incident	9	m041|body|m041_body_t10	m041_portrait10			1002	1	1	0	0	101010056	skill20490		56		1.500000			1	-3.000000	-2.000000		0	10.000000	3.000000	0	1000.000000	0	120007	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster10205004	MonsterNpc	2060002	name_incident_5004	monsterfunc_incident	1	m042|body|m042_body_t10|parta|m042_parta_t10	m042_portrait10			1002	2	1	0	0	101010056	skill20510	skill20511	56		1.500000			1	-3.000000	-2.000000		0	10.000000	3.000000	0	1000.000000	0	120007	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster10205005	MonsterNpc	2062002	name_incident_5005	monsterfunc_incident	1	m923|body|m923_body_t2	m923_portrait02			1002	2	2	0	0	111030058	skill20530	skill20534,skill20535,skill20536	58		1.200000			1	-3.000000	-2.000000		0	10.000000	4.000000	0	1000.000000	0	120007	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000100	MonsterNpc	3012004	name_b010		4	b010|body|b010_body_t1|parta|b010_parta_t1	b010_portrait01			1003	3	3	203050	0	301010001	skill201001,skill201002	skill201005	26		1.000000			1	0.000000	0.500000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000101	MonsterNpc	3003004	name_b004		1	b004|body|b004_body_t3	b004_portrait03			1003	3	3	201050	0	301010001	skill30400	skill30401_ord,skill30402_ord,skill30404_ord,skill30405_ord,skill30414_ord,skill30000,skill30001	15		1.000000			1	0.000000	0.500000	name_des_m30000380	0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	2			0	1	0	0,0,0	1.000000	0	0
monster10000102	MonsterNpc	3002004	name_b901		4	b901|body|b901_body_t1|parta|b901_parta_t1|partb|b901_partb_t1|partc|b901_partc_t1	b901_portrait01			1003	4	3	0	0	410000001	skill30300		25		1.000000			1	0.000000	0.500000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	0	0	0,0,0	1.000000	0	0
monster10000103	MonsterNpc	1002001			0	c001|face|c001_face001_t1|head|c001_head003_t1|clothes|c001_clothes502_t1|weapon|c001_weapon006_t1|parta|c001_parta001_t1	JobPotrait_sp01			1003	12	0	0	0	101010009	skill101120,skill101121,skill101122	skill901205	20		1.000000			1	-0.500000	-0.500000		0	15.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000104	MonsterNpc	1001001			0	c002|face|c002_face001_t1|head|c002_head002_t1|bottoms|c002_bottoms002_t1|clothes|c002_clothes002_t1|shoulder|c002_shoulder002_t1|weapon|c002_weapon002_t1	JobPotrait_sp02			1003	12	0	0	0	101010009	skill101110,skill101111,skill101112	skill901101,skill901102,skill901104,skill901107,skill901108,skill901109	20		1.000000			1	-0.500000	-0.500000		0	15.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000105	MonsterNpc	1000001			0	c003|face|c003_face001_t1|head|c003_head004_t1|clothes|c003_clothes502_t1|weapon|c003_weapon006_t1	JobPotrait_sp03			1003	12	0	0	0	101010009	skill101100,skill101101,skill101102	skill901001,skill901002,skill901003,skill901004,skill901005,skill901006	20		1.000000			1	-0.500000	-0.500000		0	15.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000106	MonsterNpc	1003001			0	c004|face|c004_face001_t1|head|c004_head002_t1|bottoms|c004_bottoms002_t1|clothes|c004_clothes002_t1|shoulder|c004_shoulder002_t1|weapon|c004_weapon002_t1	JobPotrait_sp04			1003	12	0	0	0	101010009	skill101130,skill101131,skill101132	skill901301,skill901302,skill901303,skill901304,skill901305,skill901306,skill901307	20		1.000000			1	-0.500000	-0.500000		0	15.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000107	MonsterNpc	1004001			0	c005|face|c005_face001_t1|head|c005_head001_t1|bottoms|c005_bottoms002_t1|clothes|c005_clothes002_t1|shoulder|c005_shoulder002_t1|parta|c005_parta001_t1|weapon|c005_weapon002_t1	JobPotrait_sp05			1003	12	0	0	0	101010009	skill101140,skill101141,skill101142	skill901401,skill901402,skill901403,skill901404,skill901405,skill901406	20		1.000000			1	-0.500000	-0.500000		0	15.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000108	MonsterNpc	1005001			0	c006|face|c006_face001_t1|head|c006_head001_t1|bottoms|c006_bottoms001_t1|clothes|c006_clothes001_t1|shoulder|c006_shoulder001_t1|weapon|c006_weapon001_t1	JobPotrait_sp06			1003	12	0	0	0	101010009		skill901502,skill901503,skill901504,skill901505,skill901507,skill901508,skill901509,skill901510	20		1.000000			1	-0.500000	-0.500000		0	15.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000109	MonsterNpc	1002001			0	c001|face|c001_face001_t1|head|c001_head001_t1|bottoms|c001_bottoms003_t1|clothes|c001_clothes003_t1|shoulder|c001_shoulder003_t1|parta|c001_parta001_t1|weapon|c001_weapon003_t1	JobPotrait_sp01			1003	12	0	0	0	101010009	skill101120,skill101121	skill901206,skill901207,skill901208,skill901209,skill901211,skill900001	20		1.000000			1	-0.500000	-0.500000		0	15.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000110	MonsterNpc	1001001			0	c002|face|c002_face001_t1|head|c002_head005_t1|clothes|c002_clothes501_t1|weapon|c002_weapon005_t1	JobPotrait_sp02			1003	12	0	0	0	101010009	skill101110,skill101111	skill901110,skill901111,skill901112,skill901113,skill901114,skill901116,skill900002	20		1.000000			1	-0.500000	-0.500000		0	15.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000111	MonsterNpc	1000001			0	c003|face|c003_face001_t1|head|c003_head003_t1|bottoms|c003_bottoms003_t1|clothes|c003_clothes003_t1|shoulder|c003_shoulder003_t1|weapon|c003_weapon003_t1	JobPotrait_sp03			1003	12	0	0	0	101010009	skill101100,skill101101	skill901008,skill901009,skill901010,skill901012,skill901016,skill900003	20		1.000000			1	-0.500000	-0.500000		0	15.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000112	MonsterNpc	1003001			0	c004|face|c004_face001_t1|head|c004_head003_t1|bottoms|c004_bottoms003_t1|clothes|c004_clothes003_t1|shoulder|c004_shoulder003_t1|weapon|c004_weapon003_t1	JobPotrait_sp04			1003	12	0	0	0	101010009	skill101130,skill101131	skill901308,skill901309,skill901310,skill901311,skill901313,skill900004	20		1.000000			1	-0.500000	-0.500000		0	15.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000113	MonsterNpc	1004001			0	c005|face|c005_face001_t1|head|c005_head002_t1|parta|c005_parta501_t1|clothes|c005_clothes501_t1|weapon|c005_weapon005_t1	JobPotrait_sp05			1003	12	0	0	0	101010009	skill101140,skill101141	skill901407,skill901408,skill901410,skill901411,skill901412,skill900005	20		1.000000			1	-0.500000	-0.500000		0	15.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000114	MonsterNpc	1005001			0	c006|face|c006_face001_t1|head|c006_head001_t1|bottoms|c006_bottoms001_t1|clothes|c006_clothes001_t1|shoulder|c006_shoulder001_t1|weapon|c006_weapon001_t1	JobPotrait_sp06			1003	12	0	0	0	101010009		skill901502,skill901503,skill901504,skill901505,skill901507,skill901508,skill901509,skill901510	20		1.000000			1	-0.500000	-0.500000		0	15.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	3	0	0,0,0	1.000000	0	0
monster10000115	MonsterNpc	2068002	name_m145		6	m921|body|m921_body_t1	m921_portrait01			1003	3	3	0	0	101010003	skill20650	skill20651,skill20652,skill20653	3		1.500000			1	-3.000000	1.500000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000116	MonsterNpc	3003004	name_b004		1	b004|body|b004_body_t3	b004_portrait03			1003	3	3	0	0	303050016	skill30400	skill30401_ord,skill30402_ord,skill30404_ord,skill30405_ord,skill30414_ord,skill30000,skill30001	21		1.000000			1	0.000000	0.500000	name_des_m30000380	0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000117	MonsterNpc	3003004	name_b004		1	b004|body|b004_body_t3	b004_portrait03			1003	3	3	0	0	303050016	skill30400	skill30401_ord,skill30402_ord,skill30404_ord,skill30405_ord,skill30414_ord,skill30000,skill30001	21		1.000000			1	0.000000	0.500000	name_des_m30000380	0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000118	MonsterNpc	3000004	name_b001		1	b001|body|b001_body_t1	b001_portrait01			1003	3	3	0	0	301050016	skill30100,skill30101	skill30102_ord,skill30103_ord,skill30104_ord,skill30105_ord,skill30108_ord,skill30001	25		1.300000			1	0.000000	0.500000	name_des_m30000180	0	10.000000	5.000000	1	1000.000000	0	0	0	0	12	110018	0	4			0	1	0	0,0,0	1.000000	0	0
monster10000119	MonsterNpc	3000004	name_b001		1	b001|body|b001_body_t1	b001_portrait01			1003	3	3	0	0	101010028	skill30100,skill30101	skill30102_ord,skill30103_ord,skill30104_ord,skill30105_ord,skill30108_ord,skill30001	28		1.300000			1	0.000000	0.500000	name_des_m30000180	0	10.000000	5.000000	1	1000.000000	0	0	0	0	12	110018	0	4			0	1	0	0,0,0	1.000000	0	0
monster10000120	MonsterNpc	3001004	name_b003		3	b003|body|b003_body_t1	b003_portrait01			1003	3	3	0	0	301050016	skill30200,skill30201	skill30202_ord,skill30203_ord,skill30204_ord,skill30205_ord,skill30000	20		1.000000			1	0.000000	1.500000	name_des_m30000282	0	15.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	3			0	1	0	0,0,0	1.000000	0	0
monster10000121	MonsterNpc	3001004	name_b003		3	b003|body|b003_body_t1	b003_portrait01			1003	3	3	0	0	303050025	skill30200,skill30201	skill30202_ord,skill30203_ord,skill30204_ord,skill30205_ord,skill30000	24		1.000000			1	0.000000	1.500000	name_des_m30000282	0	15.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	3			0	1	0	0,0,0	1.000000	0	0
monster10000122	MonsterNpc	3003004	name_b004		1	b004|body|b004_body_t3	b004_portrait03			1003	3	3	0	0	303050016	skill30400	skill30401_ord,skill30402_ord,skill30404_ord,skill30405_ord,skill30414_ord,skill30000,skill30001	15		1.000000			1	0.000000	0.500000	name_des_m30000380	0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	2			0	1	0	0,0,0	1.000000	0	0
monster10000123	MonsterNpc	3003004	name_b004		1	b004|body|b004_body_t3	b004_portrait03			1003	3	3	0	0	303050016	skill30400	skill30401_ord,skill30402_ord,skill30404_ord,skill30405_ord,skill30414_ord,skill30000,skill30001	21		1.000000			1	0.000000	0.500000	name_des_m30000380	0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	2			0	1	0	0,0,0	1.000000	0	0
monster10000124	MonsterNpc	3007014	name_b004_test		4	b701|body|b701_body_t1|parta|b701_parta_t1	b701_portrait01			1003	3	3	0	0	400110024	skill30500	skill30502,skill30503,skill30504	30		1.000000			1	0.000000	0.500000		0	25.000000	4.000000	0	150.000000	0	0	0	0	0	0	100002	0			0	1	0	0,0,0	1.000000	0	0
monster10000125	MonsterNpc	3008004	name_b012		4	b012|body|b012_body_t1	b012_portrait01			1003	3	3	0	0	301010001	skill30600	skill30601_ord,skill30602_ord,skill30603_ord	30		1.100000			1	0.000000	1.500000	name_des_m30000480	0	5.000000	4.000000	1	1000.000000	0	0	0	0	0	0	0	7			0	1	0	0,0,0	1.000000	0	0
monster10000126	MonsterNpc	3008004	name_b012		4	b012|body|b012_body_t1	b012_portrait01			1003	3	3	0	0	303050036	skill30600	skill30601_ord,skill30602_ord,skill30603_ord	38		1.100000			1	0.000000	1.500000	name_des_m30000480	0	5.000000	4.000000	1	1000.000000	0	0	0	0	0	0	0	7			0	1	0	0,0,0	1.000000	0	0
monster10000127	MonsterNpc	3003004	name_b004		1	b004|body|b004_body_t3	b004_portrait03			0	3	3	0	0	303050016	skill30400		21		1.000000			1	0.000000	0.500000	name_des_m30000380	0	8.000000	10.000000	0	5.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000128	MonsterNpc	2000002	name_m001_fairy		1	m001|body|m001_body_t1	m001_portrait01			0	17	1	0	0	101010003	skill20100		3	0,0.52,0.8	0.800000			1	-3.000000	-2.000000		0	10.000000	4.000000	0	20.000000	0	0	0	0	0	0	0	0		item_101020504101	0	1	0	0,0,0	1.000000	0	0
monster10000129	MonsterNpc	2004002	name_m016_fairy		1	m006|body|m006_body_t1	m006_portrait01			0	17	2	0	0	101010003	skill20700	skill20701,skill20702	3		0.800000			1	-3.000000	-2.000000		0	10.000000	4.000000	0	20.000000	0	0	0	0	0	0	0	0		item_101020504102	0	1	0	0,0,0	1.000000	0	0
monster10000130	MonsterNpc	2000012	name_m073		2	m909|body|m909_body_t1	m909_portrait01			1002	1	2	0	0	101010003	skill20070	skill20071,skill20072,skill20073	1		0.600000			1	-3.000000	-2.000000		0	10.000000	4.000000	0	20.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000131	MonsterNpc	2051002	name_b007		4	b007|body|b007_body_t1	b007_portrait01			1003	20	3	0	0	310020011	skill200004	skill200005,skill200006,skill200007	30		1.500000			1	0.000000	1.500000		0	40.000000	5.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000132	MonsterNpc	3000004	name_b001		1	b001|body|b001_body_t1	b001_portrait01			1003	3	3	0	0	101010028	skill30100,skill30101	skill30102_fishking,skill30103_fishking,skill30104_fishking,skill30105_fishking,skill30108_fishking,skill30110_fishking	41		1.300000			1	0.000000	0.500000	name_des_m30000180	0	10.000000	5.000000	1	20.000000	0	0	1	0	12	110018	0	4			0	1	0	0,0,0	1.000000	0	0
monster10000133	MonsterNpc	2057002	name_m205	FunctionName_10075	1	m929|body|m929_body_t1	m929_portrait01		npc/yucun/treasure_devil_1001.lua	1002	7	1	0	0	101010003	skill20660	skill20661,skill20663	3		1.200000			1	-3.000000	-2.000000		0	10.000000	4.000000	1	40.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000134	MonsterNpc	2004002	name_m016		1	m006|body|m006_body_t1	m006_portrait01			1002	2	2	0	0	101010028	skill20700	skill20701,skill20702	28		1.000000			1	-3.000000	-2.000000		0	20.000000	1.000000	0	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000135	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	1	1	0	0	101010031	skill20190		31		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	1	50.000000	30	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000136	MonsterNpc	2000002	name_m001		1	m001|body|m001_body_t1	m001_portrait01			1002	1	1	0	0	101010012	skill20100		12	0,0.65,1	1.000000			1	-3.000000	-2.000000		0	15.000000	4.000000	0	20.000000	10	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000137	MonsterNpc	2000002	name_m001		1	m001|body|m001_body_t1	m001_portrait01			1002	1	1	0	0	101010012	skill20100		12	0,0.65,1	1.000000			1	-3.000000	-2.000000		0	15.000000	4.000000	0	20.000000	10	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000138	MonsterNpc	2008002	name_m019		1	m007|body|m007_body_t1	m007_portrait01			1002	2	2	0	0	111030018	skill20800	skill20801,skill20802	18		1.200000			1	-3.000000	-2.000000		0	20.000000	1.000000	0	20.000000	20	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000139	MonsterNpc	2051002	name_b007		4	b007|body|b007_body_t1	b007_portrait01			1003	20	3	0	0	310020011	skill200004	skill200005,skill200006,skill200007	30		1.500000			1	0.000000	1.500000		0	40.000000	5.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000140	MonsterNpc	2051002	name_b007		4	b007|body|b007_body_t1	b007_portrait01			1003	20	3	0	0	310020011	skill200004	skill200005,skill200006,skill200007	30		1.500000			1	0.000000	1.500000		0	40.000000	5.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000141	MonsterNpc	3014004	name_b902_t2		4	b902|body|b902_body_t2|parta|b902_parta_t2	b902_portrait02			1003	20	3	0	0	400152201	skill30900	skill30901,skill30902,skill30901_plus,skill30902_plus	60		1.500000			1	1.000000	2.000000		0	10.000000	5.000000	1	20.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000142	MonsterNpc	3014004	name_b902_t2		4	b902|body|b902_body_t2|parta|b902_parta_t2	b902_portrait02			1003	20	3	0	0	400152202	skill30900	skill30901,skill30902,skill30901_plus,skill30902_plus	60		1.500000			1	1.000000	2.000000		0	10.000000	5.000000	1	20.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000143	MonsterNpc	3014004	name_b902_t2		4	b902|body|b902_body_t2|parta|b902_parta_t2	b902_portrait02			1003	20	3	0	0	400152203	skill30900	skill30901,skill30902,skill30901_plus,skill30902_plus	60		1.500000			1	1.000000	2.000000		0	10.000000	5.000000	1	20.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000144	MonsterNpc	2044002	name_m118		1	m033|body|m033_body_t1|parta|m033_parta_t1	m033_portrait01			1002	25	1	401020	0	400191103	skill20410		60		1.000000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	20.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000145	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	24	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000146	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	24	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000147	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	23	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000148	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	23	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000149	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	23	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000150	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	23	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000151	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	23	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000152	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	23	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000153	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	23	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000154	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	23	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster10000155	MonsterNpc	2025002	name_m064		1	m024|body|m024_body_t1|parta|m024_parta_t1	m024_portrait01			1003	23	1	3002990	0	301990030	skill20190		20		1.000000			1	-5.000000	-5.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
