特色属性ID	六维1	六维2	六维3	六维4	六维5	六维6	属性id	六维1显示	六维2显示	六维3显示	六维4显示	六维5显示	六维6显示	特色属性语言包	特色属性参数	觉醒属性语言包	觉醒属性参数	战力评分
3001011	78	17	17	12	12	12		18	17	17	12	12	12	CharacteristicLang3001	60,70			60
3001012	78	17	17	17	12	12		18	17	17	17	12	12	CharacteristicLang3001	60,70			60
3001013	78	17	17	17	17	12		18	17	17	17	17	12	CharacteristicLang3001	60,70			60
3001014	78	17	17	17	17	17		18	17	17	17	17	17	CharacteristicLang3001	60,70			60
3001015	91	20	20	20	20	20		21	20	20	20	20	20	CharacteristicLang3001	70,80			70
3001016	97	20	20	20	20	20		27	20	20	20	20	20	CharacteristicLang3001	70,80			70
3001017	97	26	20	20	20	20		27	26	20	20	20	20	CharacteristicLang3001	70,80			70
3001018	97	26	26	20	20	20		27	26	26	20	20	20	CharacteristicLang3001	70,80			70
3001019	97	26	26	26	20	20		27	26	26	26	20	20	CharacteristicLang3001	70,80			70
3001020	97	26	26	26	26	20		27	26	26	26	26	20	CharacteristicLang3001	70,80			70
3001021	97	26	26	26	26	26		27	26	26	26	26	26	CharacteristicLang3001	70,80			70
3001022	111	30	30	30	30	30		31	30	30	30	30	30	CharacteristicLang3001	80,100			80
3001023	118	30	30	30	30	30		38	30	30	30	30	30	CharacteristicLang3001	80,100			80
3001024	118	37	30	30	30	30		38	37	30	30	30	30	CharacteristicLang3001	80,100			80
3001025	118	37	37	30	30	30		38	37	37	30	30	30	CharacteristicLang3001	80,100			80
3001026	118	37	37	37	30	30		38	37	37	37	30	30	CharacteristicLang3001	80,100			80
3001027	118	37	37	37	37	30		38	37	37	37	37	30	CharacteristicLang3001	80,100			80
3001028	118	37	37	37	37	37		38	37	37	37	37	37	CharacteristicLang3001	80,100			80
3001029	143	42	42	42	42	42		43	42	42	42	42	42	CharacteristicLangMax3001	100			100
3001030	202	51	51	51	51	51		52	51	51	51	51	51	CharacteristicLangMax3001	100	AwakeLang3001	50	200
3002001	6	57	6	6	6	6		6	7	6	6	6	6	CharacteristicLang3002	50,60			50
3002002	10	57	6	6	6	6		10	7	6	6	6	6	CharacteristicLang3002	50,60			50
3002003	10	61	6	6	6	6		10	11	6	6	6	6	CharacteristicLang3002	50,60			50
3002004	10	61	10	6	6	6		10	11	10	6	6	6	CharacteristicLang3002	50,60			50
3002005	10	61	10	10	6	6		10	11	10	10	6	6	CharacteristicLang3002	50,60			50
3002006	10	61	10	10	10	6		10	11	10	10	10	6	CharacteristicLang3002	50,60			50
3002007	10	61	10	10	10	10		10	11	10	10	10	10	CharacteristicLang3002	50,60			50
3002008	12	73	12	12	12	12		12	13	12	12	12	12	CharacteristicLang3002	60,70			60
3002009	17	73	12	12	12	12		17	13	12	12	12	12	CharacteristicLang3002	60,70			60
3002010	17	78	12	12	12	12		17	18	12	12	12	12	CharacteristicLang3002	60,70			60
3002011	17	78	17	12	12	12		17	18	17	12	12	12	CharacteristicLang3002	60,70			60
3002012	17	78	17	17	12	12		17	18	17	17	12	12	CharacteristicLang3002	60,70			60
3002013	17	78	17	17	17	12		17	18	17	17	17	12	CharacteristicLang3002	60,70			60
3002014	17	78	17	17	17	17		17	18	17	17	17	17	CharacteristicLang3002	60,70			60
3002015	20	91	20	20	20	20		20	21	20	20	20	20	CharacteristicLang3002	70,80			70
3002016	26	91	20	20	20	20		26	21	20	20	20	20	CharacteristicLang3002	70,80			70
3002017	26	97	20	20	20	20		26	27	20	20	20	20	CharacteristicLang3002	70,80			70
3002018	26	97	26	20	20	20		26	27	26	20	20	20	CharacteristicLang3002	70,80			70
3002019	26	97	26	26	20	20		26	27	26	26	20	20	CharacteristicLang3002	70,80			70
3002020	26	97	26	26	26	20		26	27	26	26	26	20	CharacteristicLang3002	70,80			70
3002021	26	97	26	26	26	26		26	27	26	26	26	26	CharacteristicLang3002	70,80			70
3002022	30	111	30	30	30	30		30	31	30	30	30	30	CharacteristicLang3002	80,100			80
3002023	37	111	30	30	30	30		37	31	30	30	30	30	CharacteristicLang3002	80,100			80
3002024	37	118	30	30	30	30		37	38	30	30	30	30	CharacteristicLang3002	80,100			80
3002025	37	118	37	30	30	30		37	38	37	30	30	30	CharacteristicLang3002	80,100			80
3002026	37	118	37	37	30	30		37	38	37	37	30	30	CharacteristicLang3002	80,100			80
3002027	37	118	37	37	37	30		37	38	37	37	37	30	CharacteristicLang3002	80,100			80
3002028	37	118	37	37	37	37		37	38	37	37	37	37	CharacteristicLang3002	80,100			80
3002029	42	143	42	42	42	42		42	43	42	42	42	42	CharacteristicLangMax3002	100			100
3002030	51	202	51	51	51	51		51	52	51	51	51	51	CharacteristicLangMax3002	100	AwakeLang3002	50	200
3003001	6	6	57	6	6	6		6	6	7	6	6	6	CharacteristicLang3003	50,60			50
3003002	10	6	57	6	6	6		10	6	7	6	6	6	CharacteristicLang3003	50,60			50
3003003	10	10	57	6	6	6		10	10	7	6	6	6	CharacteristicLang3003	50,60			50
3003004	10	10	61	6	6	6		10	10	11	6	6	6	CharacteristicLang3003	50,60			50
3003005	10	10	61	10	6	6		10	10	11	10	6	6	CharacteristicLang3003	50,60			50
3003006	10	10	61	10	10	6		10	10	11	10	10	6	CharacteristicLang3003	50,60			50
3003007	10	10	61	10	10	10		10	10	11	10	10	10	CharacteristicLang3003	50,60			50
3003008	12	12	73	12	12	12		12	12	13	12	12	12	CharacteristicLang3003	60,70			60
3003009	17	12	73	12	12	12		17	12	13	12	12	12	CharacteristicLang3003	60,70			60
3003010	17	17	73	12	12	12		17	17	13	12	12	12	CharacteristicLang3003	60,70			60
3003011	17	17	78	12	12	12		17	17	18	12	12	12	CharacteristicLang3003	60,70			60
3003012	17	17	78	17	12	12		17	17	18	17	12	12	CharacteristicLang3003	60,70			60
3003013	17	17	78	17	17	12		17	17	18	17	17	12	CharacteristicLang3003	60,70			60
3003014	17	17	78	17	17	17		17	17	18	17	17	17	CharacteristicLang3003	60,70			60
3003015	20	20	91	20	20	20		20	20	21	20	20	20	CharacteristicLang3003	70,80			70
3003016	26	20	91	20	20	20		26	20	21	20	20	20	CharacteristicLang3003	70,80			70
3003017	26	26	91	20	20	20		26	26	21	20	20	20	CharacteristicLang3003	70,80			70
3003018	26	26	97	20	20	20		26	26	27	20	20	20	CharacteristicLang3003	70,80			70
3003019	26	26	97	26	20	20		26	26	27	26	20	20	CharacteristicLang3003	70,80			70
3003020	26	26	97	26	26	20		26	26	27	26	26	20	CharacteristicLang3003	70,80			70
3003021	26	26	97	26	26	26		26	26	27	26	26	26	CharacteristicLang3003	70,80			70
3003022	30	30	111	30	30	30		30	30	31	30	30	30	CharacteristicLang3003	80,100			80
3003023	37	30	111	30	30	30		37	30	31	30	30	30	CharacteristicLang3003	80,100			80
3003024	37	37	111	30	30	30		37	37	31	30	30	30	CharacteristicLang3003	80,100			80
3003025	37	37	118	30	30	30		37	37	38	30	30	30	CharacteristicLang3003	80,100			80
3003026	37	37	118	37	30	30		37	37	38	37	30	30	CharacteristicLang3003	80,100			80
3003027	37	37	118	37	37	30		37	37	38	37	37	30	CharacteristicLang3003	80,100			80
3003028	37	37	118	37	37	37		37	37	38	37	37	37	CharacteristicLang3003	80,100			80
3003029	42	42	143	42	42	42		42	42	43	42	42	42	CharacteristicLangMax3003	100			100
3003030	51	51	202	51	51	51		51	51	52	51	51	51	CharacteristicLangMax3003	100	AwakeLang3003	50	200
3004001	6	6	6	57	6	6		6	6	6	7	6	6	CharacteristicLang3004	50,60			50
3004002	10	6	6	57	6	6		10	6	6	7	6	6	CharacteristicLang3004	50,60			50
3004003	10	10	6	57	6	6		10	10	6	7	6	6	CharacteristicLang3004	50,60			50
3004004	10	10	10	57	6	6		10	10	10	7	6	6	CharacteristicLang3004	50,60			50
3004005	10	10	10	61	6	6		10	10	10	11	6	6	CharacteristicLang3004	50,60			50
3004006	10	10	10	61	10	6		10	10	10	11	10	6	CharacteristicLang3004	50,60			50
3004007	10	10	10	61	10	10		10	10	10	11	10	10	CharacteristicLang3004	50,60			50
3004008	12	12	12	73	12	12		12	12	12	13	12	12	CharacteristicLang3004	60,70			60
3004009	17	12	12	73	12	12		17	12	12	13	12	12	CharacteristicLang3004	60,70			60
3004010	17	17	12	73	12	12		17	17	12	13	12	12	CharacteristicLang3004	60,70			60
3004011	17	17	17	73	12	12		17	17	17	13	12	12	CharacteristicLang3004	60,70			60
3004012	17	17	17	78	12	12		17	17	17	18	12	12	CharacteristicLang3004	60,70			60
3004013	17	17	17	78	17	12		17	17	17	18	17	12	CharacteristicLang3004	60,70			60
3004014	17	17	17	78	17	17		17	17	17	18	17	17	CharacteristicLang3004	60,70			60
3004015	20	20	20	91	20	20		20	20	20	21	20	20	CharacteristicLang3004	70,80			70
3004016	26	20	20	91	20	20		26	20	20	21	20	20	CharacteristicLang3004	70,80			70
3004017	26	26	20	91	20	20		26	26	20	21	20	20	CharacteristicLang3004	70,80			70
3004018	26	26	26	91	20	20		26	26	26	21	20	20	CharacteristicLang3004	70,80			70
3004019	26	26	26	97	20	20		26	26	26	27	20	20	CharacteristicLang3004	70,80			70
3004020	26	26	26	97	26	20		26	26	26	27	26	20	CharacteristicLang3004	70,80			70
3004021	26	26	26	97	26	26		26	26	26	27	26	26	CharacteristicLang3004	70,80			70
3004022	30	30	30	111	30	30		30	30	30	31	30	30	CharacteristicLang3004	80,100			80
3004023	37	30	30	111	30	30		37	30	30	31	30	30	CharacteristicLang3004	80,100			80
3004024	37	37	30	111	30	30		37	37	30	31	30	30	CharacteristicLang3004	80,100			80
3004025	37	37	37	111	30	30		37	37	37	31	30	30	CharacteristicLang3004	80,100			80
3004026	37	37	37	118	30	30		37	37	37	38	30	30	CharacteristicLang3004	80,100			80
3004027	37	37	37	118	37	30		37	37	37	38	37	30	CharacteristicLang3004	80,100			80
3004028	37	37	37	118	37	37		37	37	37	38	37	37	CharacteristicLang3004	80,100			80
3004029	42	42	42	143	42	42		42	42	42	43	42	42	CharacteristicLangMax3004	100			100
3004030	51	51	51	202	51	51		51	51	51	52	51	51	CharacteristicLangMax3004	100	AwakeLang3004	50	200
3005001	6	6	6	6	57	6		6	6	6	6	7	6	CharacteristicLang3005	50,60			50
3005002	10	6	6	6	57	6		10	6	6	6	7	6	CharacteristicLang3005	50,60			50
3005003	10	10	6	6	57	6		10	10	6	6	7	6	CharacteristicLang3005	50,60			50
3005004	10	10	10	6	57	6		10	10	10	6	7	6	CharacteristicLang3005	50,60			50
3005005	10	10	10	10	57	6		10	10	10	10	7	6	CharacteristicLang3005	50,60			50
3005006	10	10	10	10	61	6		10	10	10	10	11	6	CharacteristicLang3005	50,60			50
3005007	10	10	10	10	61	10		10	10	10	10	11	10	CharacteristicLang3005	50,60			50
3005008	12	12	12	12	73	12		12	12	12	12	13	12	CharacteristicLang3005	60,70			60
3005009	17	12	12	12	73	12		17	12	12	12	13	12	CharacteristicLang3005	60,70			60
3005010	17	17	12	12	73	12		17	17	12	12	13	12	CharacteristicLang3005	60,70			60
3005011	17	17	17	12	73	12		17	17	17	12	13	12	CharacteristicLang3005	60,70			60
3005012	17	17	17	17	73	12		17	17	17	17	13	12	CharacteristicLang3005	60,70			60
3005013	17	17	17	17	78	12		17	17	17	17	18	12	CharacteristicLang3005	60,70			60
3005014	17	17	17	17	78	17		17	17	17	17	18	17	CharacteristicLang3005	60,70			60
3005015	20	20	20	20	91	20		20	20	20	20	21	20	CharacteristicLang3005	70,80			70
3005016	26	20	20	20	91	20		26	20	20	20	21	20	CharacteristicLang3005	70,80			70
3005017	26	26	20	20	91	20		26	26	20	20	21	20	CharacteristicLang3005	70,80			70
3005018	26	26	26	20	91	20		26	26	26	20	21	20	CharacteristicLang3005	70,80			70
3005019	26	26	26	26	91	20		26	26	26	26	21	20	CharacteristicLang3005	70,80			70
3005020	26	26	26	26	97	20		26	26	26	26	27	20	CharacteristicLang3005	70,80			70
3005021	26	26	26	26	97	26		26	26	26	26	27	26	CharacteristicLang3005	70,80			70
3005022	30	30	30	30	111	30		30	30	30	30	31	30	CharacteristicLang3005	80,100			80
3005023	37	30	30	30	111	30		37	30	30	30	31	30	CharacteristicLang3005	80,100			80
3005024	37	37	30	30	111	30		37	37	30	30	31	30	CharacteristicLang3005	80,100			80
3005025	37	37	37	30	111	30		37	37	37	30	31	30	CharacteristicLang3005	80,100			80
3005026	37	37	37	37	111	30		37	37	37	37	31	30	CharacteristicLang3005	80,100			80
3005027	37	37	37	37	118	30		37	37	37	37	38	30	CharacteristicLang3005	80,100			80
3005028	37	37	37	37	118	37		37	37	37	37	38	37	CharacteristicLang3005	80,100			80
3005029	42	42	42	42	143	42		42	42	42	42	43	42	CharacteristicLangMax3005	100			100
3005030	51	51	51	51	202	51		51	51	51	51	52	51	CharacteristicLangMax3005	100	AwakeLang3005	50	200
3006001	6	6	6	6	6	57		6	6	6	6	6	7	CharacteristicLang3006	50,60			50
3006002	10	6	6	6	6	57		10	6	6	6	6	7	CharacteristicLang3006	50,60			50
3006003	10	10	6	6	6	57		10	10	6	6	6	7	CharacteristicLang3006	50,60			50
3006004	10	10	10	6	6	57		10	10	10	6	6	7	CharacteristicLang3006	50,60			50
3006005	10	10	10	10	6	57		10	10	10	10	6	7	CharacteristicLang3006	50,60			50
3006006	10	10	10	10	10	57		10	10	10	10	10	7	CharacteristicLang3006	50,60			50
3006007	10	10	10	10	10	61		10	10	10	10	10	11	CharacteristicLang3006	50,60			50
3006008	12	12	12	12	12	73		12	12	12	12	12	13	CharacteristicLang3006	60,70			60
3006009	17	12	12	12	12	73		17	12	12	12	12	13	CharacteristicLang3006	60,70			60
3006010	17	17	12	12	12	73		17	17	12	12	12	13	CharacteristicLang3006	60,70			60
3006011	17	17	17	12	12	73		17	17	17	12	12	13	CharacteristicLang3006	60,70			60
3006012	17	17	17	17	12	73		17	17	17	17	12	13	CharacteristicLang3006	60,70			60
3006013	17	17	17	17	17	73		17	17	17	17	17	13	CharacteristicLang3006	60,70			60
3006014	17	17	17	17	17	78		17	17	17	17	17	18	CharacteristicLang3006	60,70			60
3006015	20	20	20	20	20	91		20	20	20	20	20	21	CharacteristicLang3006	70,80			70
3006016	26	20	20	20	20	91		26	20	20	20	20	21	CharacteristicLang3006	70,80			70
3006017	26	26	20	20	20	91		26	26	20	20	20	21	CharacteristicLang3006	70,80			70
3006018	26	26	26	20	20	91		26	26	26	20	20	21	CharacteristicLang3006	70,80			70
3006019	26	26	26	26	20	91		26	26	26	26	20	21	CharacteristicLang3006	70,80			70
3006020	26	26	26	26	26	91		26	26	26	26	26	21	CharacteristicLang3006	70,80			70
3006021	26	26	26	26	26	97		26	26	26	26	26	27	CharacteristicLang3006	70,80			70
3006022	30	30	30	30	30	111		30	30	30	30	30	31	CharacteristicLang3006	80,100			80
3006023	37	30	30	30	30	111		37	30	30	30	30	31	CharacteristicLang3006	80,100			80
3006024	37	37	30	30	30	111		37	37	30	30	30	31	CharacteristicLang3006	80,100			80
3006025	37	37	37	30	30	111		37	37	37	30	30	31	CharacteristicLang3006	80,100			80
3006026	37	37	37	37	30	111		37	37	37	37	30	31	CharacteristicLang3006	80,100			80
3006027	37	37	37	37	37	111		37	37	37	37	37	31	CharacteristicLang3006	80,100			80
3006028	37	37	37	37	37	118		37	37	37	37	37	38	CharacteristicLang3006	80,100			80
3006029	42	42	42	42	42	143		42	42	42	42	42	43	CharacteristicLangMax3006	100			100
3006030	51	51	51	51	51	202		51	51	51	51	51	52	CharacteristicLangMax3006	100	AwakeLang3006	50	200
3007001	7	6	7	7	6	7		7	6	7	7	6	7	CharacteristicLang3007	1,2			30
3007002	11	6	7	7	6	7		11	6	7	7	6	7	CharacteristicLang3007	1,2			30
3007003	11	10	7	7	6	7		11	10	7	7	6	7	CharacteristicLang3007	1,2			30
3007004	11	10	11	7	6	7		11	10	11	7	6	7	CharacteristicLang3007	1,2			30
3007005	11	10	11	11	6	7		11	10	11	11	6	7	CharacteristicLang3007	1,2			30
3007006	11	10	11	11	10	7		11	10	11	11	10	7	CharacteristicLang3007	1,2			30
3007007	11	10	11	11	10	11		11	10	11	11	10	11	CharacteristicLang3007	1,2			30
3007008	13	12	13	13	12	13		13	12	13	13	12	13	CharacteristicLang3007	2,3			60
3007009	18	12	13	13	12	13		18	12	13	13	12	13	CharacteristicLang3007	2,3			60
3007010	18	17	13	13	12	13		18	17	13	13	12	13	CharacteristicLang3007	2,3			60
3007011	18	17	18	13	12	13		18	17	18	13	12	13	CharacteristicLang3007	2,3			60
3007012	18	17	18	18	12	13		18	17	18	18	12	13	CharacteristicLang3007	2,3			60
3007013	18	17	18	18	17	13		18	17	18	18	17	13	CharacteristicLang3007	2,3			60
3007014	18	17	18	18	17	18		18	17	18	18	17	18	CharacteristicLang3007	2,3			60
3007015	21	20	21	21	20	21		21	20	21	21	20	21	CharacteristicLang3007	3,4			90
3007016	27	20	21	21	20	21		27	20	21	21	20	21	CharacteristicLang3007	3,4			90
3007017	27	26	21	21	20	21		27	26	21	21	20	21	CharacteristicLang3007	3,4			90
3007018	27	26	27	21	20	21		27	26	27	21	20	21	CharacteristicLang3007	3,4			90
3007019	27	26	27	27	20	21		27	26	27	27	20	21	CharacteristicLang3007	3,4			90
3007020	27	26	27	27	26	21		27	26	27	27	26	21	CharacteristicLang3007	3,4			90
3007021	27	26	27	27	26	27		27	26	27	27	26	27	CharacteristicLang3007	3,4			90
3007022	31	30	31	31	30	31		31	30	31	31	30	31	CharacteristicLang3007	4,5			120
3007023	38	30	31	31	30	31		38	30	31	31	30	31	CharacteristicLang3007	4,5			120
3007024	38	37	31	31	30	31		38	37	31	31	30	31	CharacteristicLang3007	4,5			120
3007025	38	37	38	31	30	31		38	37	38	31	30	31	CharacteristicLang3007	4,5			120
3007026	38	37	38	38	30	31		38	37	38	38	30	31	CharacteristicLang3007	4,5			120
3007027	38	37	38	38	37	31		38	37	38	38	37	31	CharacteristicLang3007	4,5			120
3007028	38	37	38	38	37	38		38	37	38	38	37	38	CharacteristicLang3007	4,5			120
3007029	43	42	43	43	42	43		43	42	43	43	42	43	CharacteristicLangMax3007	5			150
3007030	52	51	52	52	51	52	3,20	52	51	52	52	51	52	CharacteristicLangMax3007	5	AwakeLang3007	20	300
3008001	7	7	6	6	7	7		7	7	6	6	7	7	CharacteristicLang3008	1,2			30
3008002	11	7	6	6	7	7		11	7	6	6	7	7	CharacteristicLang3008	1,2			30
3008003	11	11	6	6	7	7		11	11	6	6	7	7	CharacteristicLang3008	1,2			30
3008004	11	11	10	6	7	7		11	11	10	6	7	7	CharacteristicLang3008	1,2			30
3008005	11	11	10	10	7	7		11	11	10	10	7	7	CharacteristicLang3008	1,2			30
3008006	11	11	10	10	11	7		11	11	10	10	11	7	CharacteristicLang3008	1,2			30
3008007	11	11	10	10	11	11		11	11	10	10	11	11	CharacteristicLang3008	1,2			30
3008008	13	13	12	12	13	13		13	13	12	12	13	13	CharacteristicLang3008	2,3			60
3008009	18	13	12	12	13	13		18	13	12	12	13	13	CharacteristicLang3008	2,3			60
3008010	18	18	12	12	13	13		18	18	12	12	13	13	CharacteristicLang3008	2,3			60
3008011	18	18	17	12	13	13		18	18	17	12	13	13	CharacteristicLang3008	2,3			60
3008012	18	18	17	17	13	13		18	18	17	17	13	13	CharacteristicLang3008	2,3			60
3008013	18	18	17	17	18	13		18	18	17	17	18	13	CharacteristicLang3008	2,3			60
3008014	18	18	17	17	18	18		18	18	17	17	18	18	CharacteristicLang3008	2,3			60
3008015	21	21	20	20	21	21		21	21	20	20	21	21	CharacteristicLang3008	3,4			90
3008016	27	21	20	20	21	21		27	21	20	20	21	21	CharacteristicLang3008	3,4			90
3008017	27	27	20	20	21	21		27	27	20	20	21	21	CharacteristicLang3008	3,4			90
3008018	27	27	26	20	21	21		27	27	26	20	21	21	CharacteristicLang3008	3,4			90
3008019	27	27	26	26	21	21		27	27	26	26	21	21	CharacteristicLang3008	3,4			90
3008020	27	27	26	26	27	21		27	27	26	26	27	21	CharacteristicLang3008	3,4			90
3008021	27	27	26	26	27	27		27	27	26	26	27	27	CharacteristicLang3008	3,4			90
3008022	31	31	30	30	31	31		31	31	30	30	31	31	CharacteristicLang3008	4,5			120
3008023	38	31	30	30	31	31		38	31	30	30	31	31	CharacteristicLang3008	4,5			120
3008024	38	38	30	30	31	31		38	38	30	30	31	31	CharacteristicLang3008	4,5			120
3008025	38	38	37	30	31	31		38	38	37	30	31	31	CharacteristicLang3008	4,5			120
3008026	38	38	37	37	31	31		38	38	37	37	31	31	CharacteristicLang3008	4,5			120
3008027	38	38	37	37	38	31		38	38	37	37	38	31	CharacteristicLang3008	4,5			120
3008028	38	38	37	37	38	38		38	38	37	37	38	38	CharacteristicLang3008	4,5			120
3008029	43	43	42	42	43	43		43	43	42	42	43	43	CharacteristicLangMax3008	5			150
3008030	52	52	51	51	52	52	4,20	52	52	51	51	52	52	CharacteristicLangMax3008	5	AwakeLang3008	20	300
3009001	6	7	7	7	7	6		6	7	7	7	7	6	CharacteristicLang3009	10,20			30
3009002	10	7	7	7	7	6		10	7	7	7	7	6	CharacteristicLang3009	10,20			30
3009003	10	11	7	7	7	6		10	11	7	7	7	6	CharacteristicLang3009	10,20			30
3009004	10	11	11	7	7	6		10	11	11	7	7	6	CharacteristicLang3009	10,20			30
3009005	10	11	11	11	7	6		10	11	11	11	7	6	CharacteristicLang3009	10,20			30
3009006	10	11	11	11	11	6		10	11	11	11	11	6	CharacteristicLang3009	10,20			30
3009007	10	11	11	11	11	10		10	11	11	11	11	10	CharacteristicLang3009	10,20			30
3009008	12	13	13	13	13	12		12	13	13	13	13	12	CharacteristicLang3009	20,30			60
3009009	17	13	13	13	13	12		17	13	13	13	13	12	CharacteristicLang3009	20,30			60
3009010	17	18	13	13	13	12		17	18	13	13	13	12	CharacteristicLang3009	20,30			60
3009011	17	18	18	13	13	12		17	18	18	13	13	12	CharacteristicLang3009	20,30			60
3009012	17	18	18	18	13	12		17	18	18	18	13	12	CharacteristicLang3009	20,30			60
3009013	17	18	18	18	18	12		17	18	18	18	18	12	CharacteristicLang3009	20,30			60
3009014	17	18	18	18	18	17		17	18	18	18	18	17	CharacteristicLang3009	20,30			60
3009015	20	21	21	21	21	20		20	21	21	21	21	20	CharacteristicLang3009	30,40			90
3009016	26	21	21	21	21	20		26	21	21	21	21	20	CharacteristicLang3009	30,40			90
3009017	26	27	21	21	21	20		26	27	21	21	21	20	CharacteristicLang3009	30,40			90
3009018	26	27	27	21	21	20		26	27	27	21	21	20	CharacteristicLang3009	30,40			90
3009019	26	27	27	27	21	20		26	27	27	27	21	20	CharacteristicLang3009	30,40			90
3009020	26	27	27	27	27	20		26	27	27	27	27	20	CharacteristicLang3009	30,40			90
3009021	26	27	27	27	27	26		26	27	27	27	27	26	CharacteristicLang3009	30,40			90
3009022	30	31	31	31	31	30		30	31	31	31	31	30	CharacteristicLang3009	40,50			120
3009023	37	31	31	31	31	30		37	31	31	31	31	30	CharacteristicLang3009	40,50			120
3009024	37	38	31	31	31	30		37	38	31	31	31	30	CharacteristicLang3009	40,50			120
3009025	37	38	38	31	31	30		37	38	38	31	31	30	CharacteristicLang3009	40,50			120
3009026	37	38	38	38	31	30		37	38	38	38	31	30	CharacteristicLang3009	40,50			120
3009027	37	38	38	38	38	30		37	38	38	38	38	30	CharacteristicLang3009	40,50			120
3009028	37	38	38	38	38	37		37	38	38	38	38	37	CharacteristicLang3009	40,50			120
3009029	42	43	43	43	43	42		42	43	43	43	43	42	CharacteristicLangMax3009	50			150
3009030	51	52	52	52	52	51	1,200	51	52	52	52	52	51	CharacteristicLangMax3009	50	AwakeLang3009	200	300
3010001	7	7	7	7	7	7		7	7	7	7	7	7	CharacteristicLang3010	50,60			100
3010002	11	7	7	7	7	7		11	7	7	7	7	7	CharacteristicLang3010	50,60			100
3010003	11	11	7	7	7	7		11	11	7	7	7	7	CharacteristicLang3010	50,60			100
3010004	11	11	11	7	7	7		11	11	11	7	7	7	CharacteristicLang3010	50,60			100
3010005	11	11	11	11	7	7		11	11	11	11	7	7	CharacteristicLang3010	50,60			100
3010006	11	11	11	11	11	7		11	11	11	11	11	7	CharacteristicLang3010	50,60			100
3010007	11	11	11	11	11	11		11	11	11	11	11	11	CharacteristicLang3010	50,60			100
3010008	13	13	13	13	13	13		13	13	13	13	13	13	CharacteristicLang3010	60,70			120
3010009	18	13	13	13	13	13		18	13	13	13	13	13	CharacteristicLang3010	60,70			120
3010010	18	18	13	13	13	13		18	18	13	13	13	13	CharacteristicLang3010	60,70			120
3010011	18	18	18	13	13	13		18	18	18	13	13	13	CharacteristicLang3010	60,70			120
3010012	18	18	18	18	13	13		18	18	18	18	13	13	CharacteristicLang3010	60,70			120
3010013	18	18	18	18	18	13		18	18	18	18	18	13	CharacteristicLang3010	60,70			120
3010014	18	18	18	18	18	18		18	18	18	18	18	18	CharacteristicLang3010	60,70			120
3010015	21	21	21	21	21	21		21	21	21	21	21	21	CharacteristicLang3010	70,80			140
3010016	27	21	21	21	21	21		27	21	21	21	21	21	CharacteristicLang3010	70,80			140
3010017	27	27	21	21	21	21		27	27	21	21	21	21	CharacteristicLang3010	70,80			140
3010018	27	27	27	21	21	21		27	27	27	21	21	21	CharacteristicLang3010	70,80			140
3010019	27	27	27	27	21	21		27	27	27	27	21	21	CharacteristicLang3010	70,80			140
3010020	27	27	27	27	27	21		27	27	27	27	27	21	CharacteristicLang3010	70,80			140
3010021	27	27	27	27	27	27		27	27	27	27	27	27	CharacteristicLang3010	70,80			140
3010022	31	31	31	31	31	31		31	31	31	31	31	31	CharacteristicLang3010	80,100			160
