特效编号	特效分类	特效优先级	对象绑点	对象的对象绑点	缩放方式	缩放比例	持续特效资源	持续特效时间	特效消失方式	特效消失开始时间点	旋转角偏移	是否使用固定旋转角偏移	固定旋转角偏移	偏移位置	是否头顶UI特效	是否普攻特效	持续特效是否循环播放	链接方式	自适应屏幕尺寸缩放	特效音效	阵营变色特效
324	5	200	0	0	0	1,1,1	starchild_skill06_iceburst	1.300000	0	0.000000								0	0		0
325	5	200	0	0	0	1,1,1	c003_skill05new	1.000000	0	0.000000								0	0		0
326	5	200	0	0	0	1,1,1	c003_skill05new_bullet	10000.000000	0	0.000000				0,1,-4				0	0		0
327	5	200	19	19	0	1,1,1	starchild_skill02_link	10000.000000	0	0.000000								0	0		0
328	5	200	0	0	0	1,1,1	starchild_skill02_hit	0.700000	0	0.000000								0	0		0
329	5	200	0	0	0	3,1.2,3	starchild_skill03	1.700000	0	0.000000								0	0		0
330	5	200	0	0	0	1.5,1.5,1.5	starchild_skill03_buff	10000.000000	0	0.000000								0	0		0
331	5	200	0	0	0	1,1,1	starchild_skill08	10000.000000	0	0.000000								0	0		0
332	5	200	0	0	0	1,1,1	starchild_skill08end	1.200000	0	0.000000								0	0		0
333	5	200	0	0	0	1,1,1	starchild_skill09	10000.000000	0	0.000000								0	0		0
334	5	200	0	0	0	1,1,1	starchild_skill09end	1.200000	0	0.000000								0	0		0
335	5	200	0	0	0	1,1,1	starchild_skill10_area	1.000000	0	0.000000								0	0		0
336	5	200	0	0	0	1,1,1	starchild_skill14	1.800000	0	0.000000								0	0		0
337	5	200	0	0	0	1,1,1	starchild_skill15	10000.000000	0	0.000000								0	0		0
338	5	200	0	0	0	1,1,1	starchild_skill16	10000.000000	0	0.000000								0	0		0
339	5	200	0	0	0	1,1,1	starchild_skill16_end	1.300000	0	0.000000								0	0		0
340	5	200	0	0	0	1,1,1	starchild_skill17_bullet	10000.000000	0	0.000000								0	0		0
341	5	200	0	0	0	1,1,1	starchild_skill17_hit	0.600000	0	0.000000								0	0		0
342	5	200	19	19	0	1,1,1	starchild_skill19	10000.000000	0	0.000000								0	0		0
343	5	200	0	0	0	1,1,1	starchild_skill01_end	1.500000	0	0.000000								0	0		0
344	5	200	0	0	0	0.4,0.4,0.4	starchild_skill07_angel	10000.000000	0	0.000000				0,0.5,-1				0	0		0
345	5	200	0	0	0	0.4,0.4,0.4	starchild_skill07_angel_end	1.300000	0	0.000000				0,0.5,-1				0	0		0
346	5	200	0	0	0	1,1,1	starchild_skill07_area	10000.000000	0	0.000000								0	0		0
347	5	200	0	0	0	1,1,1	starchild_skill07_burst	0.500000	0	0.000000								0	0		0
348	5	200	0	0	0	1,1,1	starchild_skill07_protect	10000.000000	0	0.000000								0	0		0
349	5	200	0	0	0	1,1,1	starchild_skill11	10000.000000	0	0.000000								0	0		0
350	5	200	0	0	0	1,1,1	starchild_skill11end	4.000000	0	0.000000								0	0		0
351	5	200	0	0	0	1,1,1	starchild_skill12_area	3.000000	0	0.000000								0	0		0
352	5	200	0	0	0	1,1,1	starchild_skill13	1.700000	0	0.000000								0	0		0
353	5	200	0	0	0	1,1,1	starchild_skill18_shield	10000.000000	0	0.000000								0	0		0
354	5	200	0	0	0	1,1,1	starchild_skill18_hit	1.500000	0	0.000000								0	0		0
355	5	200	0	0	0	1,1,1	starchild_skill20	10000.000000	0	0.000000				0,0.5,-1				0	0		0
356	5	200	0	0	0	1,1,1	starchild_skill20_hit	1.800000	0	0.000000								0	0		0
357	5	200	0	0	0	0.4,0.4,0.4	starchild_skill21_fake	10000.000000	0	0.000000				0,0.5,-1				0	0		0
358	5	200	0	0	0	0.4,0.4,0.4	starchild_skill21_fake_end	1.500000	0	0.000000				0,0.5,-1				0	0		0
359	5	200	0	0	0	0.4,0.4,0.4	starchild_skill21_real	10000.000000	0	0.000000				0,0.5,-1				0	0		0
360	5	200	0	0	0	0.4,0.4,0.4	starchild_skill21_real_end	1.500000	0	0.000000				0,0.5,-1				0	0		0
361	5	200	0	0	0	1,1,1	starchild_skill22_hit	0.800000	0	0.000000								0	0		0
362	5	200	0	0	0	1,1,1	starchild_skill22	1.500000	0	0.000000								0	0		0
363	5	200	0	0	0		c005_skill07_jump	0.700000	0	0.000000								0	0	0,4570	0
364	5	200	0	0	0		c005_skill07_shoot	1.300000	0	0.000000								0	0		0
365	5	100	55	0	0		juqing_jiasu1	10000.000000	0	0.000000								0	0		0
366	5	200	0	0	0	1,1,1	c002_skill0201	10000.000000	0	0.000000								0	0		0
367	5	200	0	0	0	1,1,1	c002_skill0202_laser	0.900000	0	0.000000								0	0		0
368	6	1	0	0	0		c003_atk01_jian_xzz	10000.000000	2	0.000000						1		0	0		0
369	6	1	0	0	0		c003_atk01_xzz	0.800000	0	0.000000						1		0	0		0
370	8	1	2	0	0		c003_atk01_hit_xzz	0.800000	2	0.000000								0	0		0
371	6	1	0	0	0		c002_atk01_shu_xzz	10000.000000	0	0.000000						1		0	0		0
372	6	1	0	0	0		c002_atk01_xzz	10000.000000	2	0.000000						1		0	0		0
373	8	1	2	0	0		c002_atk01_hit_xzz	0.800000	2	0.000000								0	0		0
374	6	1	0	0	0		c001_atk03_xzz	0.800000	0	0.000000						1		0	0		0
375	6	1	0	0	0		c001_atk02_xzz	0.800000	2	0.000000						1		0	0		0
376	6	1	0	0	0		c001_atk01_xzz	0.800000	0	0.000000						1		0	0		0
377	6	1	0	0	0		c004_atk01_trail_xzz	10000.000000	2	0.000000						1		0	0		0
378	6	1	0	0	0		c004_atk01_xzz	10000.000000	2	0.000000						1		0	0		0
379	8	1	2	0	0		c004_atk01_hit_xzz	0.600000	0	0.000000								0	0		0
380	6	1	0	0	0		c005_atk01_xzz	0.700000	2	0.000000						1		0	0		0
381	6	1	0	0	0		c005_atk02_xzz	0.700000	0	0.000000						1		0	0		0
382	6	1	0	0	0		c005_atk03_xzz	1.000000	2	0.000000						1		0	0		0
383	5	200	0	0	0		c001_skill05c_rep01	2.000000	0	0.000000								0	0	0,4131	0
384	5	200	0	0	0		c002_skill03_di_ex01	21.000000	1	20.000000								0	0	0,4491	1
385	5	200	0	0	0		c003_skill06_jyy_ex01	21.000000	1	20.000000								0	0	0,4251	1
386	5	200	0	0	0		c004_skill01_ex01	2.000000	0	0.000000								0	0		0
387	5	200	0	0	0		c005_skill08_ex01	1.700000	0	0.000000								0	0		0
388	5	200	0	0	0		c006_skill07_ex01	2.000000	0	0.000000								0	0		0
389	7	200	2	0	0		c001_skill05c_hit_ex01	1.000000	0	0.000000								0	0		0
390	5	200	0	0	0		c002_skill03_ex01	2.400000	0	0.000000								0	0	0,4490	0
391	5	200	0	0	0		c003_skill06_dajian_ex01	1.100000	0	0.000000								0	0	0,4250	0
392	5	200	0	0	0		c003_skill01_ju_ex01	1.700000	0	0.000000								0	0	0,4210	0
393	5	200	0	0	0		c003_skill01_sanshe_ex01	10000.000000	2	1.000000								0	0		0
394	5	1	2	0	0		c003_skill01_hit_ex01	0.800000	0	0.000000								0	0		0
395	5	100	0	0	0		c006_skill04_ex01	1.100000	0	0.000000								0	0	0,4640	0
396	5	200	0	0	0		c006_skill04_ball_ex01	41.000000	1	40.000000				0,1,0				0	0		0
397	5	100	0	0	0		c006_skill04_ball_1_ex01	10000.000000	0	0.000000				0,1,0			1	0	0	0,4641	0
398	5	100	9	0	0		c001_skill13_guge_ex01	1.800000	0	0.000000								0	0	0,4160	0
399	5	200	0	0	0		c001_skill13_ex01	1.800000	0	0.000000								0	0		0
400	5	200	0	0	0	0.58,0.58,0.58	c001_skill13_dao_ex01	0.900000	0	0.000000								0	0	0,4161	0
401	5	200	0	0	0	1,1,1	c001_skill13_shield_ex01	10000.000000	0	0.000000				0,1,0				0	0		0
402	5	200	0	0	0		c005_skill07_shoot_ex01	1.400000	0	0.000000								0	0		0
403	5	200	0	0	0		c005_skill07_chadi_ex01	19.000000	0	0.000000								0	0		0
404	5	200	0	0	0		c005_skill07_hit_ex01	0.800000	0	0.000000								0	0		0
405	5	200	0	0	0		c005_skill07_back_ex01	10000.000000	0	0.000000								0	0		0
406	5	200	0	0	0		c004_skill04_ex01	20.000000	1	19.000000								0	0	0,4330	1
407	7	1	2	0	0		c004_skill04_hit_ex01	0.600000	0	0.000000								0	0		0
408	7	1	0	0	0		c004_skill04_heal_ex01	1.000000	0	0.000000								0	0		0
409	5	200	0	0	0		c002_skill09_fire_ex01	1.400000	0	0.000000								0	0	0,4441	1
410	5	200	0	0	0		c002_skill09_ground_ex01	10000.000000	0	0.000000								0	0		1
411	5	100	0	0	0		c003_skill02_disappear_ex01	2.000000	0	0.000000								0	0	0,4220	0
412	5	100	1	0	0		c003_skill02_dandao_ex01	0.800000	0	0.000000								0	0		0
413	7	1	2	0	0		c003_skill02_hit_ex01	1.100000	0	0.000000								0	0	0,4221	0
414	5	1	0	0	0		c003_skill02_jian_ex01	10000.000000	2	0.000000							1	0	0		0
415	5	100	0	0	0		c003_skill02_ju_ex1	1.200000	0	0.000000								0	0		0
416	5	100	19	0	0		c006_skill02_dun_ex01	1.500000	0	0.000000								0	0		0
417	7	100	0	0	0		c006_skill02_hit_ex01	1.300000	0	0.000000								0	0	0,4620	0
418	5	100	0	0	0		c001_skill09_ex01	20.000000	1	19.799999								0	0	0,4190	0
419	5	100	14	0	0		c002_skill10_ex01	20.000000	1	19.000000								0	0		0
420	5	200	0	0	0		c002_skill10_up_ex01	1.500000	0	0.000000								0	0		0
421	7	100	0	0	0		c002_skill10_down_ex01	1.300000	0	0.000000								0	0	0,4450	0
422	5	200	0	0	0		c004_skill07_ex01	1.500000	0	0.000000								0	0	0,4350	0
423	5	200	0	0	0		c004_skill07_path_ex01	1.000000	0	0.000000								0	0		0
424	5	100	0	0	0		c005_skill01_huahen_ex01	1.000000	0	0.000000								0	0	0,4510	0
425	5	200	0	0	0		c005_skill01_dart_ex01	99999.000000	0	0.000000								0	0		0
426	5	200	0	0	0		c005_skill01_buff_ex01	20.000000	1	19.000000								0	0		0
427	5	200	0	0	0		c001_skill12_ex01	1.600000	0	0.000000								0	0	0,4150	0
428	5	100	0	0	0		c002_skill04_fireju_ex01	1.200000	0	0.000000								0	0	0,4410	0
429	5	100	0	0	0		c002_skill04_firezidan_ex01	10000.000000	0	0.000000								0	0	0,4411	0
430	7	1	2	0	0		c002_skill04_firehit_ex01	1.300000	0	0.000000								0	0		0
431	5	200	0	0	0		c003_skill09_zhuanshen_ex01	1.800000	0	0.000000								0	0	0,4260	0
432	7	100	0	0	0		c003_skill09_hit_ex01	1.100000	0	0.000000								0	0	0,4261	0
433	5	1	0	0	0		c003_skill09_bullet_ex01	10000.000000	2	0.000000							1	0	0		0
434	7	100	2	0	0		c004_skill08_balance_ex01	2.800000	0	0.000000								0	0	0,4311	0
435	5	100	0	0	0		c005_skill02_flash01_ex01	1.000000	0	0.000000								0	0	0,4520	0
436	5	100	0	0	0		c005_skill02_flash02_ex01	1.000000	0	0.000000								0	0		0
437	5	100	0	0	0		c005_skill02_dg_ex01	0.700000	0	0.000000								0	0	0,4521	0
438	5	100	0	0	0		c006_skill01_ex01	1.000000	0	0.000000								0	0	0,4610	0
439	5	200	0	0	0		c006_skill01_dun_ex01	99999.000000	0	0.000000							1	0	0		0
440	7	100	2	0	0		c006_skill01_hit_ex01	1.000000	0	0.000000								0	0	0,4611	0
441	5	100	47	0	0		c006_skill01guge_ex01	0.800000	0	0.000000								0	0		0
442	5	200	0	0	0		c001_skill01_ju_ex01	1.400000	0	0.000000								0	0	0,4110	0
443	5	200	0	0	0		c002_skill08_in_ex01	1.000000	0	0.000000								0	0	0,4430	0
444	5	200	0	0	0		c002_skill08_fengbao _ex01	1.200000	0	0.000000								0	0		0
445	5	200	0	0	0		c003_skill03_ct_ex01	1.500000	0	0.000000								0	0	0,4230	0
446	7	200	2	0	0		c003_skill03_hit _ex01	1.100000	0	0.000000								0	0		0
447	5	200	0	0	0		c004_skill02_qiu_ex01	10000.000000	2	0.000000								0	0		0
448	5	200	0	0	0		c004_skill02_light_ex01	10000.000000	0	0.000000								0	0	0,4310	0
449	5	200	0	0	0		c004_skill02_nolight_ex01	1.200000	0	0.000000								0	0		0
450	7	200	2	0	0		c004_skill02_cure_ex01	0.700000	0	0.000000								0	0	0,4311	0
451	5	200	2	0	0	1,1,1	c004_skill02_shield_ex01	10000.000000	0	0.000000								0	0		0
452	5	200	0	0	0		c005_skill05_ci_ex01	0.900000	0	0.000000								0	0	0,4550	0
453	5	200	0	0	0		c006_skill03_ex01	2.100000	0	0.000000								0	0	0,4630	0
454	5	200	0	0	0		c006_skill03_buff_ex01	10000.000000	0	0.000000							1	0	0		0
455	5	100	0	0	0		c001_skill06_ex01	2.300000	0	0.000000								0	0	0,4140	0
456	7	1	2	0	0		c001_skill06_hit_ex01	1.000000	0	0.000000								0	0		0
457	5	1	0	0	0		c001_skill06_bullet _ex01	10000.000000	0	0.000000								0	0		0
458	5	100	0	0	0		c002_skill07_g_ex01	1.500000	0	0.000000								0	0	0,4420	0
459	7	1	2	0	0		c002_skill10_aohit _ex01	0.600000	0	0.000000								0	0		0
460	5	100	0	0	0		c003_skill05_ex01	20.500000	0	0.000000								0	0	0,4240	0
461	7	1	2	0	0		c004_skill02_cure_ex02	1.300000	0	0.000000								0	0	0,4311	0
462	5	200	0	0	0		c004_skill03_ex01	1.500000	0	0.000000								0	0	0,4320	0
463	5	200	0	0	0		c005_skill06_1_ex01	1.100000	0	0.000000								0	0	0,4580	0
464	5	200	0	0	0		c005_skill06_ex01	1.350000	0	0.000000								0	0		0
465	5	200	0	0	0		c006_skill05_ex01	10000.000000	0	0.000000							1	0	0		0
466	5	200	0	0	0		wp_skill_sanit_respond	10000.000000	0	0.000000								0	0		0
467	5	200	0	0	0		p013_skill0101	10000.000000	0	0.000000								0	0		0
468	5	200	0	0	0		wp_skill_Slime_thunder	6.000000	0	0.000000				0,0,0				0	0		0
469	5	200	0	0	0	1,1,1	starchild_skill23	21.000000	1	20.000000								0	0		0
470	5	200	0	0	0	1,1,1	starchild_skill23_explode	2.000000	0	0.000000								0	0		0
471	5	200	0	0	0		moling_b705_skill01_bullet	10000.000000	2	0.000000	0,90,0							0	0		0
472	7	200	0	0	0		moling_b705_skill01_hit	0.900000	0	0.000000								0	0		0
473	5	200	0	0	0		wp_b704_skill01_area	3.000000	0	0.000000								0	0	0,4420	0
474	5	200	0	0	0		wp_b704_skill01_explode	1.000000	0	0.000000								0	0	0,4420	0
475	5	200	0	0	0		wp_b704_skill01_hide	0.800000	0	0.000000								0	0	0,4420	0
476	5	200	0	0	0	1,1,1	starchild_skill24	1.800000	0	0.000000								0	0		0
477	5	200	0	0	0		magic_skill01	9999.000000	0	0.000000				0,1,0				0	0		0
478	5	200	0	0	0		magic_skill02	9999.000000	0	0.000000				0,1,0				0	0		0
479	5	200	0	0	0		gem_skill01	9999.000000	0	0.000000								0	0		0
480	5	200	0	0	0		gem_skill02	20.000000	0	0.000000								0	0		0
481	5	200	0	0	0		gem_skill03	0.850000	0	0.000000								0	0		0
482	5	200	0	0	0		gem_skill04	1.000000	0	0.000000								0	0		0
483	5	200	0	0	0		gem_skill05	1.000000	0	0.000000								0	0		0
484	5	200	0	0	0		gem_skill06	1.500000	0	0.000000								0	0		0
485	2	999	0	0	0		starchild_skill25	4.650000	0	0.000000								0	0		0
486	5	200	0	0	0		magic_skill03	9999.000000	0	0.000000				0,3.2,0				0	0		0
487	5	200	0	0	0		c001_skill04_ex1	6.800000	0	0.000000								0	0	0.7,4172	0
488	5	100	9	0	0		c001_skill04guge_ex1	10000.000000	0	0.000000							1	0	0		0
489	5	200	0	0	0		c002_skill01_zhuti_ex1	2.800000	0	0.000000								0	0	0,4480	0
490	5	100	1	0	0		c002_skill01_hand_ex1	20.000000	0	0.000000							1	0	0		0
491	5	100	0	0	0		c003_skill04_ex1	1.500000	0	0.000000								0	0	0,4280	0
492	7	100	0	0	0		c003_skill04_ju_ex1	1000.000000	2	0.000000								0	0		0
493	7	1	2	0	0		c003_skill03_hit_ex1	1.000000	0	0.000000								0	0		0
494	5	100	52	0	0		c004_skill11_wuqi_ex1	1.500000	0	0.000000								0	0		0
495	5	200	0	0	0		c004_skill11_ex1	2.500000	0	0.000000								0	0	0,4390	0
496	5	100	0	0	0		c004_skill11_cast_ex1	1.500000	0	0.000000								0	0		0
497	5	100	0	0	0		c005_skill03_light_ex1	2.000000	0	0.000000								0	0	0,4530	0
498	5	200	0	0	0		c005_skill03_shanbi_ex1	10000.000000	0	0.000000								0	0		0
499	5	200	0	0	0		c005_skill03_aoe_ex1	4.000000	0	0.000000								0	0	0.7,4172	0
500	5	100	0	0	0		c006_skill09_ex1	1.000000	0	0.000000								0	0		0
501	5	200	0	0	0		c006_skill09_1_ex1	1.000000	0	0.000000								0	0	0,4690	0
502	5	200	0	0	0		c006_skill09_aoe_ex1	4.000000	0	0.000000	0,90,0							0	0	0.7,4172	0
503	5	200	0	0	0		c006_skill09_aoe2_ex1	4.000000	0	0.000000								0	0		0
504	5	200	0	0	0		c003_skill04_aim_ex1	2.000000	0	0.000000				0,1,0				0	0		0
505	5	200	0	0	0		c003_skill03_hit2_ex1	1.000000	0	0.000000				0,-1,0				0	0	0.7,4172	0
506	5	200	0	0	0		starchild_skill26_1	2.000000	0	0.000000				0,1,0				0	0		0
507	5	200	0	0	0		starchild_skill26_2	2.000000	0	0.000000				0,1,0				0	0		0
508	5	200	0	0	0		starchild_skill26_3	2.000000	0	0.000000				0,1,0				0	0		0
509	5	200	0	0	0		starchild_skill26_4	2.000000	0	0.000000				0,1,0				0	0		0
510	5	200	0	0	0		starchild_skill26_5	2.000000	0	0.000000				0,1,0				0	0		0
511	5	200	0	0	0		starchild_skill26_6	2.000000	0	0.000000				0,1,0				0	0		0
512	5	200	0	0	0		starchild_skill26_7	2.000000	0	0.000000				0,1,0				0	0		0
513	5	200	0	0	0		starchild_skill27_bullet	3.000000	0	0.000000				0,-3.5,0				0	0		0
514	5	200	0	0	0		starchild_skill27_hit	1.000000	0	0.000000								0	0		0
515	5	200	0	0	0		starchild_skill27_shield	10000.000000	0	0.000000								0	0		0
516	5	200	0	0	0		magic_skill04_1	3.000000	0	0.000000				0,2,0				0	0		0
517	5	200	0	0	0		magic_skill04_2	3.000000	0	0.000000				0,2,0				0	0		0
518	5	200	0	0	0		magic_skill04_3	3.000000	0	0.000000				0,2,0				0	0		0
519	5	200	0	0	0		magic_skill04_4	3.000000	0	0.000000				0,2,0				0	0		0
520	5	200	0	0	0		magic_skill04_5	3.000000	0	0.000000				0,2,0				0	0		0
521	5	200	0	0	0		magic_skill04_6	3.000000	0	0.000000				0,2,0				0	0		0
522	5	200	0	0	0		c002_skill07_g_ex	2.000000	0	0.000000								0	0		0
523	5	200	0	0	0		magic_skill05_1	10000.000000	0	0.000000								0	0		0
524	5	200	0	0	0		magic_skill05_2	10000.000000	0	0.000000								0	0		0
525	5	200	0	0	0		starchild_skill28_aoe_1	10000.000000	0	0.000000								0	0		0
526	5	200	0	0	0		starchild_skill28_aoe_2	3.500000	0	0.000000								0	0		0
527	5	200	163	0	0		starchild_skill28_hit	2.000000	0	0.000000								0	0		0
528	5	200	0	0	0		magic_skill06	10000.000000	0	0.000000				0,1,0				0	0		0
529	5	200	0	0	0		starchild_skill30_aoe_01	11.000000	0	0.000000								0	0		0
530	5	200	0	0	0		starchild_skill30_aoe_02	1.500000	0	0.000000								0	0		0
531	5	200	0	0	0		magic_skill07	10000.000000	0	0.000000								0	0		0
532	5	200	0	0	0	0.55,0.55,0.55	c002_skill11_chain_ex01	9999.000000	0	0.000000								0	0		0
533	5	200	0	0	0		c002_skill11_hand_ex1	1.000000	0	0.000000								0	0		0
534	5	200	0	0	0		c002_skill11_ex_aoe01	1.000000	0	0.000000								0	0		0
535	5	200	0	0	0		c001_skill03_ex1	3.000000	0	0.000000								0	0		0
536	5	200	0	0	0		c001_skill03_ex_buff01	10.000000	0	0.000000								0	0		0
537	5	200	0	0	0		c003_skill08_buff01	1.500000	0	0.000000								0	0		0
538	5	200	0	0	0		c003_skill08_ex_buff01	2.000000	0	0.000000								0	0		0
539	5	200	0	0	0		c003_skill08_ex_bullet01	9999.000000	0	0.000000								0	0		0
540	5	200	0	0	0		c003_skill08_ex_hit01	1.000000	0	0.000000								0	0		0
541	5	200	0	0	0		c003_skill08_ex_buff02	9999.000000	0	0.000000								0	0		0
542	5	200	0	0	0		c003_skill08_ex_hit02	2.000000	0	0.000000								0	0		0
543	5	200	0	0	0		c004_skill08_ex_buff01	9999.000000	0	0.000000								0	0		0
544	5	200	0	0	0		c004_skill08_ex_buff02	9999.000000	0	0.000000								0	0		0
545	5	200	0	0	0		c005_skill04_ex_buff01	2.000000	0	0.000000								0	0		0
546	5	200	19	0	0		c005_skill04_ex_path	9999.000000	0	0.000000								0	0		0
547	5	200	0	0	0		c005_skill04_ex_hit01	3.000000	0	0.000000								0	0		0
548	5	200	0	0	0		c006_skill08_ex_buff01	3.000000	0	0.000000								0	0		0
549	5	200	0	0	0		c006_skill08_ex_line	9999.000000	0	0.000000								0	0		0
550	5	200	0	0	0		c004_skill08_ex_buff02	1.000000	0	0.000000								0	0		0
551	5	200	0	0	0		c002_skill03_di_ex02	2.000000	0	0.000000								0	0		0
552	5	200	0	0	0		c002_skill03_aoe01	2.000000	0	0.000000								0	0		0
553	5	200	0	0	0		c002_overload_signal	9999.000000	0	0.000000								0	0		0
554	5	200	0	0	0		c002_skill10_aoe01	1.500000	0	0.000000								0	0		0
555	5	200	0	0	0		c002_skill10_ex_aoe01	1.500000	0	0.000000								0	0		0
556	5	200	0	0	0		magic_armor_006_buff02	9999.000000	0	0.000000								0	0		0
557	5	200	0	0	0		magic_armor_006_hit	1.500000	0	0.000000								0	0		0
558	5	200	8	0	0		magic_armor_006_buff01_1	9999.000000	0	0.000000								0	0		0
559	5	200	7	0	0		magic_armor_006_buff01_2	9999.000000	0	0.000000								0	0		0
1000	1	100	0	0	0		click_eff	1.000000	0	0.000000								0	0		0
1001	6	100	0	0	0		n029_atk01	10000.000000	2	0.000000								0	0		0
1002	8	1	2	0	0		n029_atk01_hit	0.700000	0	0.000000								0	0		0
1003	6	100	0	0	0		n029_atk03	10000.000000	2	0.000000								0	0		0
1004	5	100	0	0	0		n029_skill01	1.600000	0	0.000000								0	0		0
1005	5	1	0	0	0		n029_skill02	2.200000	0	0.000000								0	0		0
1006	5	200	0	0	0		n029_skill03_fire	2.400000	0	0.000000								0	0	0,4441	1
1007	5	200	0	0	0		n029_skill03_ground	20.000000	1	19.000000								0	0		1
1008	5	100	0	0	0		n029_skill05	1.600000	0	0.000000								0	0		0
1009	5	100	0	0	0		n029_skill05_ground	10000.000000	0	0.000000				0,0.2,0				0	0		0
1010	5	100	0	0	0		n029_skill05_end	2.200000	0	0.000000				0,0.2,0				0	0		0
1011	6	100	0	0	0		n052_atk01new	1.000000	0	0.000000						1		0	0		0
1012	8	1	2	0	0		n052_atk01_hit	1.000000	0	0.000000								0	0		0
1013	5	200	0	0	0		n052_skill03new	1.500000	0	0.000000								0	0	0.7,4172	0
1014	5	200	0	0	0		n052_skill01new	0.500000	0	0.000000								0	0		0
1015	5	200	0	0	0		n052_skill01new_1	1.000000	0	0.000000								0	0		0
1016	5	200	0	0	0		n052_skill04	0.500000	0	0.000000								0	0		0
1017	5	200	0	0	0		n052_skill04_ground	1.500000	0	0.000000				0,0.2,0				0	0		0
1018	5	1	0	0	0		n052_skill05	1.000000	0	0.000000								0	0		0
1019	6	1	0	0	0		n052_skill05_bullet	10000.000000	0	0.000000				0,0.2,0				0	0		0
1020	5	1	0	0	0		n052_skill05_explode	1.000000	0	0.000000				0,0.2,0				0	0		0
1021	5	100	0	0	0		n054_atk01new	1.200000	0	0.000000								0	0		0
1022	8	1	2	0	0		n054_atk01new_hit	0.500000	0	0.000000								0	0		0
1023	5	100	0	0	0		n054_skill0201	20.000000	1	19.799999				0,0.2,0				0	0	0,4190	0
1024	5	200	0	0	0		n054_skill03	1.800000	0	0.000000				0,0.2,0				0	0	0.7,4172	0
1025	5	100	0	0	0		n054_skill05	1.300000	0	0.000000								0	0	0,4180	0
1026	5	100	0	0	0		n054_skill06	1.500000	0	0.000000								0	0		0
1027	6	1	0	0	0		n056_atk_02new	10000.000000	0	0.000000				0,0.2,0				0	0		0
1028	6	1	0	0	0		n056_atk_02_trail	1.000000	0	0.000000								0	0		0
1029	5	200	0	0	0		n056_skill06	10000.000000	0	0.000000								0	0		0
1030	5	200	0	0	0		n056_skill07	1.500000	0	0.000000								0	0		0
1031	5	200	0	0	0		n056_skill0301	10.000000	0	0.000000								0	0		0
1032	5	200	0	0	0		n056_skill0301_bullet	100000.000000	0	0.000000								0	0		0
1033	7	1	0	0	0		n056_skill0301_hit	1.000000	0	0.000000								0	0		0
1034	5	200	0	0	0		n056_skill0401_bullet	10000.000000	0	0.000000								0	0		0
1035	7	1	0	0	0		n056_skill0401_hit	1.000000	0	0.000000								0	0		0
1036	5	200	0	0	0		n056_skill05	2.000000	0	0.000000				0,3,0				0	0		0
1037	5	200	0	0	0		n056_skill0401	10.000000	0	0.000000								0	0		0
1038	6	1	0	0	0		n057_atk01new	0.700000	0	0.000000						1		0	0		0
1039	6	1	0	0	0		n057_atk01_arrow	10000.000000	2	0.000000								0	0		0
1040	8	1	2	0	0		n057_atk01_hit	0.600000	0	0.000000								0	0		0
1041	5	1	0	0	0		n057_skill01new	1.100000	0	0.000000								0	0	0,4210	0
1042	5	200	0	0	0		n057_skill02new	1.500000	0	0.000000								0	0		0
1043	5	1	0	0	0		n057_skill02new_arrow	10000.000000	2	0.000000								0	0		0
1044	5	100	0	0	0		n057_skill04	1.700000	0	0.000000								0	0	0,4220	0
1045	5	100	0	0	0		n057_skill04_arrow	10000.000000	0	0.000000								0	0		0
1046	5	100	0	0	0		n057_skill05	1.000000	0	0.000000								0	0		0
1047	5	100	0	0	0		n057_skill05_arrow	10000.000000	0	0.000000								0	0		0
1048	5	100	0	0	0		n057_skill05_explode	1.500000	0	0.000000								0	0		0
1049	5	100	0	0	0		n057_skill06	9.000000	0	0.000000								0	0	0,4240	0
1050	5	100	0	0	0		n052_skill06	10000.000000	0	0.000000								0	0		0
1051	5	200	0	0	0		soldier901_skill01	1.800000	0	0.000000				0,0.2,0				0	0		0
1052	5	200	0	0	0		soldier901_skill01_ground	1.100000	0	0.000000				0,0.2,0				0	0		0
1053	5	200	0	0	0		soldier901_skill02	2.000000	0	0.000000				0,0.2,0				0	0		0
