ID	所属组合图鉴ID	星级	消耗	获得属性	获得巅峰点	增加评分
1862	50000098	2	115016,1;103040,1	51,40;1,120	13	70
1863	50000098	3	115016,1;103040,1	51,40;1,120	13	70
1864	50000098	4	115016,1;103040,1	51,20;1,60	13	35
1865	50000098	5	115016,1;103040,1	51,20;1,60	13	35
1866	50000099	1	115016,1;103038,1	52,60;1,180	13	105
1867	50000099	2	115016,1;103038,1	52,40;1,120	13	70
1868	50000099	3	115016,1;103038,1	52,40;1,120	13	70
1869	50000099	4	115016,1;103038,1	52,20;1,60	13	35
1870	50000099	5	115016,1;103038,1	52,20;1,60	13	35
1871	50000100	1	115014,1;103035,1	175,60;25,60	13	90
1872	50000100	2	115014,1;103035,1	175,40;25,40	13	60
1873	50000100	3	115014,1;103035,1	175,40;25,40	13	60
1874	50000100	4	115014,1;103035,1	175,20;25,20	13	30
1875	50000100	5	115014,1;103035,1	175,20;25,20	13	30
1876	50000101	1	115014,1;105021,1;105022,1;103037,1	12,30;13,30;11,30	29	135
1877	50000101	2	115014,1;105021,1;105022,1;103037,1	12,20;13,20;11,20	29	90
1878	50000101	3	115014,1;105021,1;105022,1;103037,1	12,20;13,20;11,20	29	90
1879	50000101	4	115014,1;105021,1;105022,1;103037,1	12,10;13,10;11,10	29	45
1880	50000101	5	115014,1;105021,1;105022,1;103037,1	12,10;13,10;11,10	29	45
1881	50000102	1	115017,1;115010,1;115012,1;115011,1	12,60;13,60;11,90	40	315
1882	50000102	2	115017,1;115010,1;115012,1;115011,1	12,40;13,40;11,60	40	210
1883	50000102	3	115017,1;115010,1;115012,1;115011,1	12,40;13,40;11,60	40	210
1884	50000102	4	115017,1;115010,1;115012,1;115011,1	12,20;13,20;11,30	40	105
1885	50000102	5	115017,1;115010,1;115012,1;115011,1	12,20;13,20;11,30	40	105
1886	10000071	1	102046,1	4,2	2	6
1887	10000071	2	102046,1	4,1	2	4
1888	10000071	3	102046,1	4,1	2	4
1889	10000071	4	102046,1	4,1	2	2
1890	10000071	5	102046,1	4,1	2	2
1891	10000072	1	102047,1	1,18	2	6
1892	10000072	2	102047,1	1,12	2	4
1893	10000072	3	102047,1	1,12	2	4
1894	10000072	4	102047,1	1,6	2	2
1895	10000072	5	102047,1	1,6	2	2
1896	10000073	1	102048,1	3,2	2	6
1897	10000073	2	102048,1	3,1	2	4
1898	10000073	3	102048,1	3,1	2	4
1899	10000073	4	102048,1	3,1	2	2
1900	10000073	5	102048,1	3,1	2	2
1901	10000074	1	102049,1	1,18	2	6
1902	10000074	2	102049,1	1,12	2	4
1903	10000074	3	102049,1	1,12	2	4
1904	10000074	4	102049,1	1,6	2	2
1905	10000074	5	102049,1	1,6	2	2
1906	10000075	1	102050,1	4,2	2	6
1907	10000075	2	102050,1	4,1	2	4
1908	10000075	3	102050,1	4,1	2	4
1909	10000075	4	102050,1	4,1	2	2
1910	10000075	5	102050,1	4,1	2	2
1911	10000076	1	102051,1	4,2	2	6
1912	10000076	2	102051,1	4,1	2	4
1913	10000076	3	102051,1	4,1	2	4
1914	10000076	4	102051,1	4,1	2	2
1915	10000076	5	102051,1	4,1	2	2
1916	10000077	1	102052,1	3,2	2	6
1917	10000077	2	102052,1	3,1	2	4
1918	10000077	3	102052,1	3,1	2	4
1919	10000077	4	102052,1	3,1	2	2
1920	10000077	5	102052,1	3,1	2	2
1921	10000078	1	102053,1	1,18	2	6
1922	10000078	2	102053,1	1,12	2	4
1923	10000078	3	102053,1	1,12	2	4
1924	10000078	4	102053,1	1,6	2	2
1925	10000078	5	102053,1	1,6	2	2
1926	10000079	1	102049,1;102051,1	1,18;4,2	4	9
1927	10000079	2	102049,1;102051,1	1,12;4,1	4	6
1928	10000079	3	102049,1;102051,1	1,12;4,1	4	6
1929	10000079	4	102049,1;102051,1	1,6;4,1	4	3
1930	10000079	5	102049,1;102051,1	1,6;4,1	4	3
1931	10000080	1	102048,1;102050,1	3,2;4,2	4	9
1932	10000080	2	102048,1;102050,1	3,1;4,1	4	6
1933	10000080	3	102048,1;102050,1	3,1;4,1	4	6
1934	10000080	4	102048,1;102050,1	3,1;4,1	4	3
1935	10000080	5	102048,1;102050,1	3,1;4,1	4	3
1936	10000081	1	102051,1;102047,1	1,18;22,6	4	9
1937	10000081	2	102051,1;102047,1	1,12;22,4	4	6
1938	10000081	3	102051,1;102047,1	1,12;22,4	4	6
1939	10000081	4	102051,1;102047,1	1,6;22,2	4	3
1940	10000081	5	102051,1;102047,1	1,6;22,2	4	3
1941	10000082	1	102046,1;102050,1;102048,1	23,8;24,8	6	13
1942	10000082	2	102046,1;102050,1;102048,1	23,6;24,6	6	8
1943	10000082	3	102046,1;102050,1;102048,1	23,6;24,6	6	8
1944	10000082	4	102046,1;102050,1;102048,1	23,3;24,3	6	4
1945	10000082	5	102046,1;102050,1;102048,1	23,3;24,3	6	4
1946	10000083	1	102050,1;102048,1;102052,1	21,8;22,8	6	13
1947	10000083	2	102050,1;102048,1;102052,1	21,6;22,6	6	8
1948	10000083	3	102050,1;102048,1;102052,1	21,6;22,6	6	8
1949	10000083	4	102050,1;102048,1;102052,1	21,3;22,3	6	4
1950	10000083	5	102050,1;102048,1;102052,1	21,3;22,3	6	4
1951	10000084	1	102049,1;102051,1;102053,1	22,10;1,24	6	13
1952	10000084	2	102049,1;102051,1;102053,1	22,6;1,16	6	9
1953	10000084	3	102049,1;102051,1;102053,1	22,6;1,16	6	9
1954	10000084	4	102049,1;102051,1;102053,1	22,3;1,8	6	4
1955	10000084	5	102049,1;102051,1;102053,1	22,3;1,8	6	4
1956	10000085	1	102049,1;102053,1;102046,1	25,10;1,24	6	13
1957	10000085	2	102049,1;102053,1;102046,1	25,6;1,16	6	9
1958	10000085	3	102049,1;102053,1;102046,1	25,6;1,16	6	9
1959	10000085	4	102049,1;102053,1;102046,1	25,3;1,8	6	4
1960	10000085	5	102049,1;102053,1;102046,1	25,3;1,8	6	4
1961	10000086	1	102048,1;102049,1;102050,1;102051,1;102047,1;102053,1	3,2;4,2;1,24;22,10	12	25
1962	10000086	2	102048,1;102049,1;102050,1;102051,1;102047,1;102053,1	3,2;4,2;1,16;22,6	12	17
1963	10000086	3	102048,1;102049,1;102050,1;102051,1;102047,1;102053,1	3,2;4,2;1,16;22,6	12	17
1964	10000086	4	102048,1;102049,1;102050,1;102051,1;102047,1;102053,1	3,1;4,1;1,8;22,3	12	8
1965	10000086	5	102048,1;102049,1;102050,1;102051,1;102047,1;102053,1	3,1;4,1;1,8;22,3	12	8
1966	20000069	1	103045,1	3,5	3	12
1967	20000069	2	103045,1	3,3	3	8
1968	20000069	3	103045,1	3,3	3	8
1969	20000069	4	103045,1	3,2	3	4
1970	20000069	5	103045,1	3,2	3	4
1971	20000070	1	103046,1	1,48	3	12
1972	20000070	2	103046,1	1,32	3	8
1973	20000070	3	103046,1	1,32	3	8
1974	20000070	4	103046,1	1,16	3	4
1975	20000070	5	103046,1	1,16	3	4
1976	20000071	1	103047,1	4,5	3	12
1977	20000071	2	103047,1	4,3	3	8
1978	20000071	3	103047,1	4,3	3	8
1979	20000071	4	103047,1	4,2	3	4
1980	20000071	5	103047,1	4,2	3	4
1981	20000072	1	103048,1	24,15	3	11
1982	20000072	2	103048,1	24,10	3	8
1983	20000072	3	103048,1	24,10	3	8
1984	20000072	4	103048,1	24,5	3	4
1985	20000072	5	103048,1	24,5	3	4
1986	20000073	1	103049,1	22,15	3	11
1987	20000073	2	103049,1	22,10	3	8
1988	20000073	3	103049,1	22,10	3	8
1989	20000073	4	103049,1	22,5	3	4
1990	20000073	5	103049,1	22,5	3	4
1991	20000074	1	103050,1	26,15	3	11
1992	20000074	2	103050,1	26,10	3	8
1993	20000074	3	103050,1	26,10	3	8
1994	20000074	4	103050,1	26,5	3	4
1995	20000074	5	103050,1	26,5	3	4
1996	20000075	1	103051,1	23,15	3	11
1997	20000075	2	103051,1	23,10	3	8
1998	20000075	3	103051,1	23,10	3	8
1999	20000075	4	103051,1	23,5	3	4
2000	20000075	5	103051,1	23,5	3	4
2001	20000076	1	103052,1	25,15	3	11
2002	20000076	2	103052,1	25,10	3	8
2003	20000076	3	103052,1	25,10	3	8
2004	20000076	4	103052,1	25,5	3	4
2005	20000076	5	103052,1	25,5	3	4
2006	20000077	1	103045,1;103049,1	1,36;3,4	6	18
2007	20000077	2	103045,1;103049,1	1,24;3,2	6	12
2008	20000077	3	103045,1;103049,1	1,24;3,2	6	12
2009	20000077	4	103045,1;103049,1	1,12;3,1	6	6
2010	20000077	5	103045,1;103049,1	1,12;3,1	6	6
2011	20000078	1	103046,1;103052,1	1,36;4,4	6	18
2012	20000078	2	103046,1;103052,1	1,24;4,2	6	12
2013	20000078	3	103046,1;103052,1	1,24;4,2	6	12
2014	20000078	4	103046,1;103052,1	1,12;4,1	6	6
2015	20000078	5	103046,1;103052,1	1,12;4,1	6	6
2016	20000079	1	103048,1;103051,1	3,4;4,4	6	18
2017	20000079	2	103048,1;103051,1	3,2;4,2	6	12
2018	20000079	3	103048,1;103051,1	3,2;4,2	6	12
2019	20000079	4	103048,1;103051,1	3,1;4,1	6	6
2020	20000079	5	103048,1;103051,1	3,1;4,1	6	6
2021	20000080	1	103047,1;103050,1	12,6;13,6	6	18
2022	20000080	2	103047,1;103050,1	12,4;13,4	6	12
2023	20000080	3	103047,1;103050,1	12,4;13,4	6	12
2024	20000080	4	103047,1;103050,1	12,2;13,2	6	6
2025	20000080	5	103047,1;103050,1	12,2;13,2	6	6
2026	20000081	1	103052,1;103047,1	13,6;11,6	6	18
2027	20000081	2	103052,1;103047,1	13,4;11,4	6	12
2028	20000081	3	103052,1;103047,1	13,4;11,4	6	12
2029	20000081	4	103052,1;103047,1	13,2;11,2	6	6
2030	20000081	5	103052,1;103047,1	13,2;11,2	6	6
2031	20000082	1	103045,1;103050,1	131,9;132,9	6	18
2032	20000082	2	103045,1;103050,1	131,6;132,6	6	12
2033	20000082	3	103045,1;103050,1	131,6;132,6	6	12
2034	20000082	4	103045,1;103050,1	131,3;132,3	6	6
2035	20000082	5	103045,1;103050,1	131,3;132,3	6	6
2036	20000083	1	103045,1;103046,1;103048,1;103049,1;103051,1;103052,1	84,30;76,30	18	60
2037	20000083	2	103045,1;103046,1;103048,1;103049,1;103051,1;103052,1	84,20;76,20	18	40
2038	20000083	3	103045,1;103046,1;103048,1;103049,1;103051,1;103052,1	84,20;76,20	18	40
2039	20000083	4	103045,1;103046,1;103048,1;103049,1;103051,1;103052,1	84,10;76,10	18	20
2040	20000083	5	103045,1;103046,1;103048,1;103049,1;103051,1;103052,1	84,10;76,10	18	20
2041	20000084	1	103045,1;103046,1;103049,1;103051,1	26,18;24,18;21,18	12	41
2042	20000084	2	103045,1;103046,1;103049,1;103051,1	26,12;24,12;21,12	12	27
2043	20000084	3	103045,1;103046,1;103049,1;103051,1	26,12;24,12;21,12	12	27
2044	20000084	4	103045,1;103046,1;103049,1;103051,1	26,6;24,6;21,6	12	14
2045	20000084	5	103045,1;103046,1;103049,1;103051,1	26,6;24,6;21,6	12	14
2046	30000070	1	104046,1	3,10	5	24
2047	30000070	2	104046,1	3,6	5	16
2048	30000070	3	104046,1	3,6	5	16
2049	30000070	4	104046,1	3,3	5	8
2050	30000070	5	104046,1	3,3	5	8
2051	30000071	1	104042,1	4,10	5	24
2052	30000071	2	104042,1	4,6	5	16
2053	30000071	3	104042,1	4,6	5	16
2054	30000071	4	104042,1	4,3	5	8
2055	30000071	5	104042,1	4,3	5	8
2056	30000072	1	104043,1	1,96	5	24
2057	30000072	2	104043,1	1,64	5	16
2058	30000072	3	104043,1	1,64	5	16
2059	30000072	4	104043,1	1,32	5	8
2060	30000072	5	104043,1	1,32	5	8
2061	30000073	1	104044,1	4,10	5	24
2062	30000073	2	104044,1	4,6	5	16
2063	30000073	3	104044,1	4,6	5	16
2064	30000073	4	104044,1	4,3	5	8
2065	30000073	5	104044,1	4,3	5	8
2066	30000074	1	104045,1	1,96	5	24
2067	30000074	2	104045,1	1,64	5	16
2068	30000074	3	104045,1	1,64	5	16
2069	30000074	4	104045,1	1,32	5	8
2070	30000074	5	104045,1	1,32	5	8
2071	30000075	1	104043,1;104044,1	32,18;33,18	10	36
2072	30000075	2	104043,1;104044,1	32,12;33,12	10	24
2073	30000075	3	104043,1;104044,1	32,12;33,12	10	24
2074	30000075	4	104043,1;104044,1	32,6;33,6	10	12
2075	30000075	5	104043,1;104044,1	32,6;33,6	10	12
2076	30000076	1	104045,1;104046,1	21,24;1,60	10	33
2077	30000076	2	104045,1;104046,1	21,16;1,40	10	22
2078	30000076	3	104045,1;104046,1	21,16;1,40	10	22
2079	30000076	4	104045,1;104046,1	21,8;1,20	10	11
2080	30000076	5	104045,1;104046,1	21,8;1,20	10	11
2081	30000077	1	104042,1;104044,1	3,7;4,7	10	33
2082	30000077	2	104042,1;104044,1	3,4;4,4	10	22
2083	30000077	3	104042,1;104044,1	3,4;4,4	10	22
2084	30000077	4	104042,1;104044,1	3,2;4,2	10	11
2085	30000077	5	104042,1;104044,1	3,2;4,2	10	11
2086	30000078	1	104043,1;104042,1	173,30;174,30	10	36
2087	30000078	2	104043,1;104042,1	173,20;174,20	10	24
2088	30000078	3	104043,1;104042,1	173,20;174,20	10	24
2089	30000078	4	104043,1;104042,1	173,10;174,10	10	12
2090	30000078	5	104043,1;104042,1	173,10;174,10	10	12
2091	30000079	1	104042,1;104045,1;104043,1;104046,1	1,180;34,12;35,12	20	69
2092	30000079	2	104042,1;104045,1;104043,1;104046,1	1,120;34,8;35,8	20	46
2093	30000079	3	104042,1;104045,1;104043,1;104046,1	1,120;34,8;35,8	20	46
2094	30000079	4	104042,1;104045,1;104043,1;104046,1	1,60;34,4;35,4	20	23
2095	30000079	5	104042,1;104045,1;104043,1;104046,1	1,60;34,4;35,4	20	23
2096	40000069	1	105023,1	11,30	8	45
2097	40000069	2	105023,1	11,20	8	30
2098	40000069	3	105023,1	11,20	8	30
2099	40000069	4	105023,1	11,10	8	15
2100	40000069	5	105023,1	11,10	8	15
2101	40000070	1	105024,1	12,30	8	45
2102	40000070	2	105024,1	12,20	8	30
2103	40000070	3	105024,1	12,20	8	30
2104	40000070	4	105024,1	12,10	8	15
2105	40000070	5	105024,1	12,10	8	15
2106	40000071	1	105025,1	13,30	8	45
2107	40000071	2	105025,1	13,20	8	30
2108	40000071	3	105025,1	13,20	8	30
2109	40000071	4	105025,1	13,10	8	15
2110	40000071	5	105025,1	13,10	8	15
2111	40000072	1	105026,1	30,48	8	48
2112	40000072	2	105026,1	30,32	8	32
2113	40000072	3	105026,1	30,32	8	32
2114	40000072	4	105026,1	30,16	8	16
2115	40000072	5	105026,1	30,16	8	16
2116	40000073	1	105027,1	31,48	8	48
2117	40000073	2	105027,1	31,32	8	32
2118	40000073	3	105027,1	31,32	8	32
2119	40000073	4	105027,1	31,16	8	16
2120	40000073	5	105027,1	31,16	8	16
2121	40000074	1	115019,1	51,90	10	90
2122	40000074	2	115019,1	51,60	10	60
2123	40000074	3	115019,1	51,60	10	60
2124	40000074	4	115019,1	51,30	10	30
2125	40000074	5	115019,1	51,30	10	30
2126	40000075	1	115018,1	52,90	10	90
2127	40000075	2	115018,1	52,60	10	60
2128	40000075	3	115018,1	52,60	10	60
2129	40000075	4	115018,1	52,30	10	30
2130	40000075	5	115018,1	52,30	10	30
2131	40000076	1	115019,1;115018,1	184,30;185,30	20	135
2132	40000076	2	115019,1;115018,1	184,20;185,20	20	90
2133	40000076	3	115019,1;115018,1	184,20;185,20	20	90
2134	40000076	4	115019,1;115018,1	184,10;185,10	20	45
2135	40000076	5	115019,1;115018,1	184,10;185,10	20	45
2136	40000077	1	105026,1;105027,1	22,30;31,24	16	47
2137	40000077	2	105026,1;105027,1	22,20;31,16	16	31
2138	40000077	3	105026,1;105027,1	22,20;31,16	16	31
2139	40000077	4	105026,1;105027,1	22,10;31,8	16	16
2140	40000077	5	105026,1;105027,1	22,10;31,8	16	16
2141	40000078	1	105023,1;115018,1	1,180;33,60	18	105
2142	40000078	2	105023,1;115018,1	1,120;33,40	18	70
2143	40000078	3	105023,1;115018,1	1,120;33,40	18	70
2144	40000078	4	105023,1;115018,1	1,60;33,20	18	35
2145	40000078	5	105023,1;115018,1	1,60;33,20	18	35
2146	40000079	1	105024,1;105025,1	24,30;33,24	16	47
2147	40000079	2	105024,1;105025,1	24,20;33,16	16	31
2148	40000079	3	105024,1;105025,1	24,20;33,16	16	31
2149	40000079	4	105024,1;105025,1	24,10;33,8	16	16
2150	40000079	5	105024,1;105025,1	24,10;33,8	16	16
2151	40000080	1	105023,1;105025,1	3,10;1,96	16	48
2152	40000080	2	105023,1;105025,1	3,6;1,64	16	32
2153	40000080	3	105023,1;105025,1	3,6;1,64	16	32
2154	40000080	4	105023,1;105025,1	3,3;1,32	16	16
2155	40000080	5	105023,1;105025,1	3,3;1,32	16	16
2156	40000081	1	115019,1;105024,1	1,180;32,60	18	105
2157	40000081	2	115019,1;105024,1	1,120;32,40	18	70
2158	40000081	3	115019,1;105024,1	1,120;32,40	18	70
2159	40000081	4	115019,1;105024,1	1,60;32,20	18	35
2160	40000081	5	115019,1;105024,1	1,60;32,20	18	35
2161	40000082	1	115019,1;115018,1;105025,1	184,60;131,30;132,30	28	240
2162	40000082	2	115019,1;115018,1;105025,1	184,40;131,20;132,20	28	160
2163	40000082	3	115019,1;115018,1;105025,1	184,40;131,20;132,20	28	160
2164	40000082	4	115019,1;115018,1;105025,1	184,20;131,10;132,10	28	80
2165	40000082	5	115019,1;115018,1;105025,1	184,20;131,10;132,10	28	80
2166	50000103	1	115018,1;103049,1	4,36;26,30	13	113
2167	50000103	2	115018,1;103049,1	4,24;26,20	13	75
2168	50000103	3	115018,1;103049,1	4,24;26,20	13	75
2169	50000103	4	115018,1;103049,1	4,12;26,10	13	38
2170	50000103	5	115018,1;103049,1	4,12;26,10	13	38
2171	50000104	1	103047,1;104044,1	3,12	8	30
2172	50000104	2	103047,1;104044,1	3,8	8	20
2173	50000104	3	103047,1;104044,1	3,8	8	20
2174	50000104	4	103047,1;104044,1	3,4	8	10
2175	50000104	5	103047,1;104044,1	3,4	8	10
2176	50000105	1	102052,1;103050,1	3,7	5	18
2177	50000105	2	102052,1;103050,1	3,5	5	12
2178	50000105	3	102052,1;103050,1	3,5	5	12
2179	50000105	4	102052,1;103050,1	3,2	5	6
2180	50000105	5	102052,1;103050,1	3,2	5	6
2181	50000106	1	103045,1;104046,1	34,12;35,12	8	24
2182	50000106	2	103045,1;104046,1	34,8;35,8	8	16
2183	50000106	3	103045,1;104046,1	34,8;35,8	8	16
2184	50000106	4	103045,1;104046,1	34,4;35,4	8	8
2185	50000106	5	103045,1;104046,1	34,4;35,4	8	8
2186	50000107	1	104043,1;105024,1;103045,1	35,18;33,18;31,18	16	54
2187	50000107	2	104043,1;105024,1;103045,1	35,12;33,12;31,12	16	36
2188	50000107	3	104043,1;105024,1;103045,1	35,12;33,12;31,12	16	36
2189	50000107	4	104043,1;105024,1;103045,1	35,6;33,6;31,6	16	18
2190	50000107	5	104043,1;105024,1;103045,1	35,6;33,6;31,6	16	18
2191	50000108	1	105024,1;102051,1;102047,1	132,30;52,30	12	60
2192	50000108	2	105024,1;102051,1;102047,1	132,20;52,20	12	40
2193	50000108	3	105024,1;102051,1;102047,1	132,20;52,20	12	40
2194	50000108	4	105024,1;102051,1;102047,1	132,10;52,10	12	20
2195	50000108	5	105024,1;102051,1;102047,1	132,10;52,10	12	20
2196	50000109	1	105027,1;105026,1;105024,1	11,36;12,30;13,36	24	153
2197	50000109	2	105027,1;105026,1;105024,1	11,24;12,20;13,24	24	102
2198	50000109	3	105027,1;105026,1;105024,1	11,24;12,20;13,24	24	102
2199	50000109	4	105027,1;105026,1;105024,1	11,12;12,10;13,12	24	51
2200	50000109	5	105027,1;105026,1;105024,1	11,12;12,10;13,12	24	51
2201	50000110	1	102052,1;103050,1;103047,1;104044,1	23,18;25,18	13	27
2202	50000110	2	102052,1;103050,1;103047,1;104044,1	23,12;25,12	13	18
2203	50000110	3	102052,1;103050,1;103047,1;104044,1	23,12;25,12	13	18
2204	50000110	4	102052,1;103050,1;103047,1;104044,1	23,6;25,6	13	9
2205	50000110	5	102052,1;103050,1;103047,1;104044,1	23,6;25,6	13	9
2206	50000111	1	104046,1;105023,1;115019,1;115018,1	185,120;206,60	33	270
2207	50000111	2	104046,1;105023,1;115019,1;115018,1	185,80;206,40	33	180
2208	50000111	3	104046,1;105023,1;115019,1;115018,1	185,80;206,40	33	180
2209	50000111	4	104046,1;105023,1;115019,1;115018,1	185,40;206,20	33	90
2210	50000111	5	104046,1;105023,1;115019,1;115018,1	185,40;206,20	33	90
2211	50000112	1	105024,1;104045,1;103046,1;103049,1	34,36;35,48	19	84
2212	50000112	2	105024,1;104045,1;103046,1;103049,1	34,24;35,32	19	56
2213	50000112	3	105024,1;104045,1;103046,1;103049,1	34,24;35,32	19	56
2214	50000112	4	105024,1;104045,1;103046,1;103049,1	34,12;35,16	19	28
2215	50000112	5	105024,1;104045,1;103046,1;103049,1	34,12;35,16	19	28
2216	50000113	1	102046,1;102053,1;102049,1;103048,1;103052,1	1,3;3,3;4,3	12	16
2217	50000113	2	102046,1;102053,1;102049,1;103048,1;103052,1	1,2;3,2;4,2	12	11
2218	50000113	3	102046,1;102053,1;102049,1;103048,1;103052,1	1,2;3,2;4,2	12	11
2219	50000113	4	102046,1;102053,1;102049,1;103048,1;103052,1	1,1;3,1;4,1	12	5
2220	50000113	5	102046,1;102053,1;102049,1;103048,1;103052,1	1,1;3,1;4,1	12	5
2221	50000114	1	102052,1;103050,1;103047,1;104044,1;105026,1;105027,1	184,30;52,30	29	120
2222	50000114	2	102052,1;103050,1;103047,1;104044,1;105026,1;105027,1	184,20;52,20	29	80
2223	50000114	3	102052,1;103050,1;103047,1;104044,1;105026,1;105027,1	184,20;52,20	29	80
2224	50000114	4	102052,1;103050,1;103047,1;104044,1;105026,1;105027,1	184,10;52,10	29	40
2225	50000114	5	102052,1;103050,1;103047,1;104044,1;105026,1;105027,1	184,10;52,10	29	40
2226	50000115	1	115020,1	3,36	10	90
2227	50000115	2	115020,1	3,24	10	60
2228	50000115	3	115020,1	3,24	10	60
2229	50000115	4	115020,1	3,12	10	30
2230	50000115	5	115020,1	3,12	10	30
2231	50000116	1	115020,1;115014,1	12,60;32,60	20	150
2232	50000116	2	115020,1;115014,1	12,40;32,40	20	100
2233	50000116	3	115020,1;115014,1	12,40;32,40	20	100
2234	50000116	4	115020,1;115014,1	12,20;32,20	20	50
2235	50000116	5	115020,1;115014,1	12,20;32,20	20	50
2236	50000117	1	115020,1;105003,1;105007,1	3,30;51,30	26	105
2237	50000117	2	115020,1;105003,1;105007,1	3,20;51,20	26	70
2238	50000117	3	115020,1;105003,1;105007,1	3,20;51,20	26	70
2239	50000117	4	115020,1;105003,1;105007,1	3,10;51,10	26	35
2240	50000117	5	115020,1;105003,1;105007,1	3,10;51,10	26	35
2241	50000118	1	115020,1;115010,1;115012,1;115011,1	12,60;13,60;11,90	40	315
2242	50000118	2	115020,1;115010,1;115012,1;115011,1	12,40;13,40;11,60	40	210
2243	50000118	3	115020,1;115010,1;115012,1;115011,1	12,40;13,40;11,60	40	210
2244	50000118	4	115020,1;115010,1;115012,1;115011,1	12,20;13,20;11,30	40	105
2245	50000118	5	115020,1;115010,1;115012,1;115011,1	12,20;13,20;11,30	40	105
