音效编号	主体	播放时长	延迟	权重	组别	背景音乐音量缩放	背景音乐优先级	背景音乐段落循环	背景音乐段落循环
100167	event:/Guide1/sound_lead_167	0.000000	0.000000	0	4000	0.000000	0		
100168	event:/Guide/sound_lead_168	0.000000	0.000000	0	4000	0.000000	0		
4170300	event:/Task5/task4_17_03	0.000000	0.000000	0	4000	0.000000	0		
4180100	event:/Task5/task4_18_01	0.000000	0.000000	0	4000	0.000000	0		
4190200	event:/Task5/task4_19_02	0.000000	0.000000	0	4000	0.000000	0		
4210200	event:/Task5/task4_21_02	0.000000	0.000000	0	4000	0.000000	0		
4210400	event:/Task5/task4_21_04	0.000000	0.000000	0	4000	0.000000	0		
4230400	event:/Task5/task4_23_04	0.000000	0.000000	0	4000	0.000000	0		
4270100	event:/Task5/task4_27_01	0.000000	0.000000	0	4000	0.000000	0		
4270200	event:/Task5/task4_27_02	0.000000	0.000000	0	4000	0.000000	0		
4280200	event:/Task5/task4_28_02	0.000000	0.000000	0	4000	0.000000	0		
4280300	event:/Task5/task4_28_03	0.000000	0.000000	0	4000	0.000000	0		
4350200	event:/Task5/task4_35_02	0.000000	0.000000	0	4000	0.000000	0		
4370200	event:/Task5/task4_37_02	0.000000	0.000000	0	4000	0.000000	0		
4380100	event:/Task5/task4_38_01	0.000000	0.000000	0	4000	0.000000	0		
4380300	event:/Task5/task4_38_03	0.000000	0.000000	0	4000	0.000000	0		
4410100	event:/Task5/task4_41_01	0.000000	0.000000	0	4000	0.000000	0		
4410200	event:/Task5/task4_41_02	0.000000	0.000000	0	4000	0.000000	0		
4410300	event:/Task5/task4_41_03	0.000000	0.000000	0	4000	0.000000	0		
3050100	event:/Task6/task3_05_01	0.000000	0.000000	0	4000	0.000000	0		
3050200	event:/Task6/task3_05_02	0.000000	0.000000	0	4000	0.000000	0		
3100100	event:/Task6/task3_10_01	0.000000	0.000000	0	4000	0.000000	0		
3100200	event:/Task6/task3_10_02	0.000000	0.000000	0	4000	0.000000	0		
3100300	event:/Task6/task3_10_03	0.000000	0.000000	0	4000	0.000000	0		
3110100	event:/Task6/task3_11_01	0.000000	0.000000	0	4000	0.000000	0		
3110200	event:/Task6/task3_11_02	0.000000	0.000000	0	4000	0.000000	0		
3110300	event:/Task6/task3_11_03	0.000000	0.000000	0	4000	0.000000	0		
3270100	event:/Task6/task3_27_01	0.000000	0.000000	0	4000	0.000000	0		
3270300	event:/Task6/task3_27_03	0.000000	0.000000	0	4000	0.000000	0		
3460200	event:/Task6/task3_46_02	0.000000	0.000000	0	4000	0.000000	0		
3460400	event:/Task6/task3_46_04	0.000000	0.000000	0	4000	0.000000	0		
3470100	event:/Task6/task3_47_01	0.000000	0.000000	0	4000	0.000000	0		
3510100	event:/Task6/task3_51_01	0.000000	0.000000	0	4000	0.000000	0		
3510200	event:/Task6/task3_51_02	0.000000	0.000000	0	4000	0.000000	0		
3530100	event:/Task6/task3_53_01	0.000000	0.000000	0	4000	0.000000	0		
4030100	event:/Task6/task4_03_01	0.000000	0.000000	0	4000	0.000000	0		
4030200	event:/Task6/task4_03_02	0.000000	0.000000	0	4000	0.000000	0		
4060100	event:/Task6/task4_06_01	0.000000	0.000000	0	4000	0.000000	0		
4060200	event:/Task6/task4_06_02	0.000000	0.000000	0	4000	0.000000	0		
4090100	event:/Task6/task4_09_01	0.000000	0.000000	0	4000	0.000000	0		
4090300	event:/Task6/task4_09_03	0.000000	0.000000	0	4000	0.000000	0		
4120100	event:/Task6/task4_12_01	0.000000	0.000000	0	4000	0.000000	0		
4120300	event:/Task6/task4_12_03	0.000000	0.000000	0	4000	0.000000	0		
4150100	event:/Task6/task4_15_01	0.000000	0.000000	0	4000	0.000000	0		
4160200	event:/Task6/task4_16_02	0.000000	0.000000	0	4000	0.000000	0		
4160300	event:/Task6/task4_16_03	0.000000	0.000000	0	4000	0.000000	0		
4190100	event:/Task6/task4_19_01	0.000000	0.000000	0	4000	0.000000	0		
4230100	event:/Task6/task4_23_01	0.000000	0.000000	0	4000	0.000000	0		
4230200	event:/Task6/task4_23_02	0.000000	0.000000	0	4000	0.000000	0		
4250100	event:/Task6/task4_25_01	0.000000	0.000000	0	4000	0.000000	0		
4250200	event:/Task6/task4_25_02	0.000000	0.000000	0	4000	0.000000	0		
4400200	event:/Task6/task4_40_02	0.000000	0.000000	0	4000	0.000000	0		
3040300	event:/Task7/task3_04_03	0.000000	0.000000	0	4000	0.000000	0		
3170100	event:/Task7/task3_17_01	0.000000	0.000000	0	4000	0.000000	0		
3170200	event:/Task7/task3_17_02	0.000000	0.000000	0	4000	0.000000	0		
3190100	event:/Task7/task3_19_01	0.000000	0.000000	0	4000	0.000000	0		
3190200	event:/Task7/task3_19_02	0.000000	0.000000	0	4000	0.000000	0		
3200100	event:/Task7/task3_20_01	0.000000	0.000000	0	4000	0.000000	0		
3200200	event:/Task7/task3_20_02	0.000000	0.000000	0	4000	0.000000	0		
3240100	event:/Task7/task3_24_01	0.000000	0.000000	0	4000	0.000000	0		
3240200	event:/Task7/task3_24_02	0.000000	0.000000	0	4000	0.000000	0		
3260100	event:/Task7/task3_26_01	0.000000	0.000000	0	4000	0.000000	0		
3260200	event:/Task7/task3_26_02	0.000000	0.000000	0	4000	0.000000	0		
3260400	event:/Task7/task3_26_04	0.000000	0.000000	0	4000	0.000000	0		
3270200	event:/Task7/task3_27_02	0.000000	0.000000	0	4000	0.000000	0		
3280200	event:/Task7/task3_28_02	0.000000	0.000000	0	4000	0.000000	0		
3290100	event:/Task7/task3_29_01	0.000000	0.000000	0	4000	0.000000	0		
3290200	event:/Task7/task3_29_02	0.000000	0.000000	0	4000	0.000000	0		
3380100	event:/Task7/task3_38_01	0.000000	0.000000	0	4000	0.000000	0		
3380200	event:/Task7/task3_38_02	0.000000	0.000000	0	4000	0.000000	0		
3380300	event:/Task7/task3_38_03	0.000000	0.000000	0	4000	0.000000	0		
3410100	event:/Task7/task3_41_01	0.000000	0.000000	0	4000	0.000000	0		
3410200	event:/Task7/task3_41_02	0.000000	0.000000	0	4000	0.000000	0		
3420100	event:/Task7/task3_42_01	0.000000	0.000000	0	4000	0.000000	0		
3430100	event:/Task7/task3_43_01	0.000000	0.000000	0	4000	0.000000	0		
3440100	event:/Task7/task3_44_01	0.000000	0.000000	0	4000	0.000000	0		
3440200	event:/Task7/task3_44_02	0.000000	0.000000	0	4000	0.000000	0		
3440300	event:/Task7/task3_44_03	0.000000	0.000000	0	4000	0.000000	0		
3450300	event:/Task7/task3_45_03	0.000000	0.000000	0	4000	0.000000	0		
3460100	event:/Task7/task3_46_01	0.000000	0.000000	0	4000	0.000000	0		
3460300	event:/Task7/task3_46_03	0.000000	0.000000	0	4000	0.000000	0		
3480100	event:/Task7/task3_48_01	0.000000	0.000000	0	4000	0.000000	0		
3490100	event:/Task7/task3_49_01	0.000000	0.000000	0	4000	0.000000	0		
3490200	event:/Task7/task3_49_02	0.000000	0.000000	0	4000	0.000000	0		
3490300	event:/Task7/task3_49_03	0.000000	0.000000	0	4000	0.000000	0		
3520100	event:/Task7/task3_52_01	0.000000	0.000000	0	4000	0.000000	0		
3540300	event:/Task7/task3_54_03	0.000000	0.000000	0	4000	0.000000	0		
3550100	event:/Task7/task3_55_01	0.000000	0.000000	0	4000	0.000000	0		
3560100	event:/Task7/task3_56_01	0.000000	0.000000	0	4000	0.000000	0		
3560200	event:/Task7/task3_56_02	0.000000	0.000000	0	4000	0.000000	0		
3570100	event:/Task7/task3_57_01	0.000000	0.000000	0	4000	0.000000	0		
3570200	event:/Task7/task3_57_02	0.000000	0.000000	0	4000	0.000000	0		
3580100	event:/Task7/task3_58_01	0.000000	0.000000	0	4000	0.000000	0		
3590200	event:/Task7/task3_59_02	0.000000	0.000000	0	4000	0.000000	0		
3590300	event:/Task7/task3_59_03	0.000000	0.000000	0	4000	0.000000	0		
3600200	event:/Task7/task3_60_02	0.000000	0.000000	0	4000	0.000000	0		
3610200	event:/Task7/task3_61_02	0.000000	0.000000	0	4000	0.000000	0		
3620200	event:/Task7/task3_62_02	0.000000	0.000000	0	4000	0.000000	0		
3620400	event:/Task7/task3_62_04	0.000000	0.000000	0	4000	0.000000	0		
3630400	event:/Task7/task3_63_04	0.000000	0.000000	0	4000	0.000000	0		
4010100	event:/Task7/task4_01_01	0.000000	0.000000	0	4000	0.000000	0		
4140100	event:/Task7/task4_14_01	0.000000	0.000000	0	4000	0.000000	0		
4140200	event:/Task7/task4_14_02	0.000000	0.000000	0	4000	0.000000	0		
4150200	event:/Task7/task4_15_02	0.000000	0.000000	0	4000	0.000000	0		
4150300	event:/Task7/task4_15_03	0.000000	0.000000	0	4000	0.000000	0		
4160100	event:/Task7/task4_16_01	0.000000	0.000000	0	4000	0.000000	0		
4170100	event:/Task7/task4_17_01	0.000000	0.000000	0	4000	0.000000	0		
4170200	event:/Task7/task4_17_02	0.000000	0.000000	0	4000	0.000000	0		
3050300	event:/Task8/task3_05_03	0.000000	0.000000	0	4000	0.000000	0		
3060100	event:/Task8/task3_06_01	0.000000	0.000000	0	4000	0.000000	0		
3060200	event:/Task8/task3_06_02	0.000000	0.000000	0	4000	0.000000	0		
3070200	event:/Task8/task3_07_02	0.000000	0.000000	0	4000	0.000000	0		
3120100	event:/Task8/task3_12_01	0.000000	0.000000	0	4000	0.000000	0		
3120200	event:/Task8/task3_12_02	0.000000	0.000000	0	4000	0.000000	0		
3140200	event:/Task8/task3_14_02	0.000000	0.000000	0	4000	0.000000	0		
3150100	event:/Task8/task3_15_01	0.000000	0.000000	0	4000	0.000000	0		
3150200	event:/Task8/task3_15_02	0.000000	0.000000	0	4000	0.000000	0		
3250100	event:/Task8/task3_25_01	0.000000	0.000000	0	4000	0.000000	0		
3250200	event:/Task8/task3_25_02	0.000000	0.000000	0	4000	0.000000	0		
3260300	event:/Task8/task3_26_03	0.000000	0.000000	0	4000	0.000000	0		
3260500	event:/Task8/task3_26_05	0.000000	0.000000	0	4000	0.000000	0		
3280100	event:/Task8/task3_28_01	0.000000	0.000000	0	4000	0.000000	0		
3280300	event:/Task8/task3_28_03	0.000000	0.000000	0	4000	0.000000	0		
3280400	event:/Task8/task3_28_04	0.000000	0.000000	0	4000	0.000000	0		
3310100	event:/Task8/task3_31_01	0.000000	0.000000	0	4000	0.000000	0		
3320100	event:/Task8/task3_32_01	0.000000	0.000000	0	4000	0.000000	0		
3320200	event:/Task8/task3_32_02	0.000000	0.000000	0	4000	0.000000	0		
3340200	event:/Task8/task3_34_02	0.000000	0.000000	0	4000	0.000000	0		
3450100	event:/Task8/task3_45_01	0.000000	0.000000	0	4000	0.000000	0		
3450200	event:/Task8/task3_45_02	0.000000	0.000000	0	4000	0.000000	0		
3450400	event:/Task8/task3_45_04	0.000000	0.000000	0	4000	0.000000	0		
3580200	event:/Task8/task3_58_02	0.000000	0.000000	0	4000	0.000000	0		
3590100	event:/Task8/task3_59_01	0.000000	0.000000	0	4000	0.000000	0		
3600100	event:/Task8/task3_60_01	0.000000	0.000000	0	4000	0.000000	0		
3600300	event:/Task8/task3_60_03	0.000000	0.000000	0	4000	0.000000	0		
3610100	event:/Task8/task3_61_01	0.000000	0.000000	0	4000	0.000000	0		
3610300	event:/Task8/task3_61_03	0.000000	0.000000	0	4000	0.000000	0		
3620100	event:/Task8/task3_62_01	0.000000	0.000000	0	4000	0.000000	0		
3620300	event:/Task8/task3_62_03	0.000000	0.000000	0	4000	0.000000	0		
4020100	event:/Task8/task4_02_01	0.000000	0.000000	0	4000	0.000000	0		
4020200	event:/Task8/task4_02_02	0.000000	0.000000	0	4000	0.000000	0		
4040100	event:/Task8/task4_04_01	0.000000	0.000000	0	4000	0.000000	0		
4040200	event:/Task8/task4_04_02	0.000000	0.000000	0	4000	0.000000	0		
4050100	event:/Task8/task4_05_01	0.000000	0.000000	0	4000	0.000000	0		
4050200	event:/Task8/task4_05_02	0.000000	0.000000	0	4000	0.000000	0		
4060300	event:/Task8/task4_06_03	0.000000	0.000000	0	4000	0.000000	0		
4060400	event:/Task8/task4_06_04	0.000000	0.000000	0	4000	0.000000	0		
4060500	event:/Task8/task4_06_05	0.000000	0.000000	0	4000	0.000000	0		
4070100	event:/Task8/task4_07_01	0.000000	0.000000	0	4000	0.000000	0		
4070200	event:/Task8/task4_07_02	0.000000	0.000000	0	4000	0.000000	0		
4070300	event:/Task8/task4_07_03	0.000000	0.000000	0	4000	0.000000	0		
4080100	event:/Task8/task4_08_01	0.000000	0.000000	0	4000	0.000000	0		
4080200	event:/Task8/task4_08_02	0.000000	0.000000	0	4000	0.000000	0		
4090200	event:/Task8/task4_09_02	0.000000	0.000000	0	4000	0.000000	0		
4100100	event:/Task8/task4_10_01	0.000000	0.000000	0	4000	0.000000	0		
4100200	event:/Task8/task4_10_02	0.000000	0.000000	0	4000	0.000000	0		
4110100	event:/Task8/task4_11_01	0.000000	0.000000	0	4000	0.000000	0		
4110200	event:/Task8/task4_11_02	0.000000	0.000000	0	4000	0.000000	0		
4120200	event:/Task8/task4_12_02	0.000000	0.000000	0	4000	0.000000	0		
4120400	event:/Task8/task4_12_04	0.000000	0.000000	0	4000	0.000000	0		
4130100	event:/Task8/task4_13_01	0.000000	0.000000	0	4000	0.000000	0		
4130200	event:/Task8/task4_13_02	0.000000	0.000000	0	4000	0.000000	0		
4130300	event:/Task8/task4_13_03	0.000000	0.000000	0	4000	0.000000	0		
3080100	event:/Task9/task3_08_01	0.000000	0.000000	0	4000	0.000000	0		
3080300	event:/Task9/task3_08_03	0.000000	0.000000	0	4000	0.000000	0		
3170300	event:/Task9/task3_17_03	0.000000	0.000000	0	4000	0.000000	0		
3180100	event:/Task9/task3_18_01	0.000000	0.000000	0	4000	0.000000	0		
3180200	event:/Task9/task3_18_02	0.000000	0.000000	0	4000	0.000000	0		
3300100	event:/Task9/task3_30_01	0.000000	0.000000	0	4000	0.000000	0		
3300200	event:/Task9/task3_30_02	0.000000	0.000000	0	4000	0.000000	0		
3330100	event:/Task9/task3_33_01	0.000000	0.000000	0	4000	0.000000	0		
3330200	event:/Task9/task3_33_02	0.000000	0.000000	0	4000	0.000000	0		
3330300	event:/Task9/task3_33_03	0.000000	0.000000	0	4000	0.000000	0		
3360100	event:/Task9/task3_36_01	0.000000	0.000000	0	4000	0.000000	0		
3360200	event:/Task9/task3_36_02	0.000000	0.000000	0	4000	0.000000	0		
3370100	event:/Task9/task3_37_01	0.000000	0.000000	0	4000	0.000000	0		
3370200	event:/Task9/task3_37_02	0.000000	0.000000	0	4000	0.000000	0		
3370300	event:/Task9/task3_37_03	0.000000	0.000000	0	4000	0.000000	0		
3540100	event:/Task9/task3_54_01	0.000000	0.000000	0	4000	0.000000	0		
3540200	event:/Task9/task3_54_02	0.000000	0.000000	0	4000	0.000000	0		
3630100	event:/Task9/task3_63_01	0.000000	0.000000	0	4000	0.000000	0		
3630200	event:/Task9/task3_63_02	0.000000	0.000000	0	4000	0.000000	0		
3630300	event:/Task9/task3_63_03	0.000000	0.000000	0	4000	0.000000	0		
3640100	event:/Task9/task3_64_01	0.000000	0.000000	0	4000	0.000000	0		
3640200	event:/Task9/task3_64_02	0.000000	0.000000	0	4000	0.000000	0		
3650100	event:/Task9/task3_65_01	0.000000	0.000000	0	4000	0.000000	0		
3650200	event:/Task9/task3_65_02	0.000000	0.000000	0	4000	0.000000	0		
4200100	event:/Task9/task4_20_01	0.000000	0.000000	0	4000	0.000000	0		
4200200	event:/Task9/task4_20_02	0.000000	0.000000	0	4000	0.000000	0		
4200300	event:/Task9/task4_20_03	0.000000	0.000000	0	4000	0.000000	0		
4210100	event:/Task9/task4_21_01	0.000000	0.000000	0	4000	0.000000	0		
4210300	event:/Task9/task4_21_03	0.000000	0.000000	0	4000	0.000000	0		
4210500	event:/Task9/task4_21_05	0.000000	0.000000	0	4000	0.000000	0		
4220100	event:/Task9/task4_22_01	0.000000	0.000000	0	4000	0.000000	0		
4220200	event:/Task9/task4_22_02	0.000000	0.000000	0	4000	0.000000	0		
4230300	event:/Task9/task4_23_03	0.000000	0.000000	0	4000	0.000000	0		
4240100	event:/Task9/task4_24_01	0.000000	0.000000	0	4000	0.000000	0		
4240200	event:/Task9/task4_24_02	0.000000	0.000000	0	4000	0.000000	0		
4240300	event:/Task9/task4_24_03	0.000000	0.000000	0	4000	0.000000	0		
4260100	event:/Task9/task4_26_01	0.000000	0.000000	0	4000	0.000000	0		
4260200	event:/Task9/task4_26_02	0.000000	0.000000	0	4000	0.000000	0		
4260300	event:/Task9/task4_26_03	0.000000	0.000000	0	4000	0.000000	0		
4330100	event:/Task9/task4_33_01	0.000000	0.000000	0	4000	0.000000	0		
4330200	event:/Task9/task4_33_02	0.000000	0.000000	0	4000	0.000000	0		
4330300	event:/Task9/task4_33_03	0.000000	0.000000	0	4000	0.000000	0		
4400100	event:/Task9/task4_40_01	0.000000	0.000000	0	4000	0.000000	0		
4400300	event:/Task9/task4_40_03	0.000000	0.000000	0	4000	0.000000	0		
3040100	event:/Task10/task3_04_01	0.000000	0.000000	0	4000	0.000000	0		
3040200	event:/Task10/task3_04_02	0.000000	0.000000	0	4000	0.000000	0		
3080200	event:/Task10/task3_08_02	0.000000	0.000000	0	4000	0.000000	0		
3090100	event:/Task10/task3_09_01	0.000000	0.000000	0	4000	0.000000	0		
3130100	event:/Task10/task3_13_01	0.000000	0.000000	0	4000	0.000000	0		
3130200	event:/Task10/task3_13_02	0.000000	0.000000	0	4000	0.000000	0		
3160100	event:/Task10/task3_16_01	0.000000	0.000000	0	4000	0.000000	0		
3160200	event:/Task10/task3_16_02	0.000000	0.000000	0	4000	0.000000	0		
3160300	event:/Task10/task3_16_03	0.000000	0.000000	0	4000	0.000000	0		
3220100	event:/Task10/task3_22_01	0.000000	0.000000	0	4000	0.000000	0		
3220200	event:/Task10/task3_22_02	0.000000	0.000000	0	4000	0.000000	0		
3220300	event:/Task10/task3_22_03	0.000000	0.000000	0	4000	0.000000	0		
3350100	event:/Task10/task3_35_01	0.000000	0.000000	0	4000	0.000000	0		
3350200	event:/Task10/task3_35_02	0.000000	0.000000	0	4000	0.000000	0		
3390100	event:/Task10/task3_39_01	0.000000	0.000000	0	4000	0.000000	0		
3390200	event:/Task10/task3_39_02	0.000000	0.000000	0	4000	0.000000	0		
3390300	event:/Task10/task3_39_03	0.000000	0.000000	0	4000	0.000000	0		
3400100	event:/Task10/task3_40_01	0.000000	0.000000	0	4000	0.000000	0		
3400200	event:/Task10/task3_40_02	0.000000	0.000000	0	4000	0.000000	0		
3400300	event:/Task10/task3_40_03	0.000000	0.000000	0	4000	0.000000	0		
3400400	event:/Task10/task3_40_04	0.000000	0.000000	0	4000	0.000000	0		
3500100	event:/Task10/task3_50_01	0.000000	0.000000	0	4000	0.000000	0		
3500200	event:/Task10/task3_50_02	0.000000	0.000000	0	4000	0.000000	0		
3500300	event:/Task10/task3_50_03	0.000000	0.000000	0	4000	0.000000	0		
4280100	event:/Task10/task4_28_01	0.000000	0.000000	0	4000	0.000000	0		
4280400	event:/Task10/task4_28_04	0.000000	0.000000	0	4000	0.000000	0		
4290100	event:/Task10/task4_29_01	0.000000	0.000000	0	4000	0.000000	0		
4290200	event:/Task10/task4_29_02	0.000000	0.000000	0	4000	0.000000	0		
4290300	event:/Task10/task4_29_03	0.000000	0.000000	0	4000	0.000000	0		
4300100	event:/Task10/task4_30_01	0.000000	0.000000	0	4000	0.000000	0		
4300200	event:/Task10/task4_30_02	0.000000	0.000000	0	4000	0.000000	0		
4300300	event:/Task10/task4_30_03	0.000000	0.000000	0	4000	0.000000	0		
4310100	event:/Task10/task4_31_01	0.000000	0.000000	0	4000	0.000000	0		
4320100	event:/Task10/task4_32_01	0.000000	0.000000	0	4000	0.000000	0		
4320200	event:/Task10/task4_32_02	0.000000	0.000000	0	4000	0.000000	0		
4340100	event:/Task10/task4_34_01	0.000000	0.000000	0	4000	0.000000	0		
4340200	event:/Task10/task4_34_02	0.000000	0.000000	0	4000	0.000000	0		
4350100	event:/Task10/task4_35_01	0.000000	0.000000	0	4000	0.000000	0		
4360100	event:/Task10/task4_36_01	0.000000	0.000000	0	4000	0.000000	0		
4360200	event:/Task10/task4_36_02	0.000000	0.000000	0	4000	0.000000	0		
4370100	event:/Task10/task4_37_01	0.000000	0.000000	0	4000	0.000000	0		
4380200	event:/Task10/task4_38_02	0.000000	0.000000	0	4000	0.000000	0		
4380400	event:/Task10/task4_38_04	0.000000	0.000000	0	4000	0.000000	0		
4380500	event:/Task10/task4_38_05	0.000000	0.000000	0	4000	0.000000	0		
4390100	event:/Task10/task4_39_01	0.000000	0.000000	0	4000	0.000000	0		
4390200	event:/Task10/task4_39_02	0.000000	0.000000	0	4000	0.000000	0		
4390300	event:/Task10/task4_39_03	0.000000	0.000000	0	4000	0.000000	0		
4390400	event:/Task10/task4_39_04	0.000000	0.000000	0	4000	0.000000	0		
4390500	event:/Task10/task4_39_05	0.000000	0.000000	0	4000	0.000000	0		
3070100	event:/Task11/task3_07_01	0.000000	0.000000	0	4000	0.000000	0		
3140100	event:/Task11/task3_14_01	0.000000	0.000000	0	4000	0.000000	0		
3140300	event:/Task11/task3_14_03	0.000000	0.000000	0	4000	0.000000	0		
3210100	event:/Task11/task3_21_01	0.000000	0.000000	0	4000	0.000000	0		
3230100	event:/Task11/task3_23_01	0.000000	0.000000	0	4000	0.000000	0		
3230200	event:/Task11/task3_23_02	0.000000	0.000000	0	4000	0.000000	0		
3230300	event:/Task11/task3_23_03	0.000000	0.000000	0	4000	0.000000	0		
3340100	event:/Task11/task3_34_01	0.000000	0.000000	0	4000	0.000000	0		
3340200	event:/Task11/task3_34_02	0.000000	0.000000	0	4000	0.000000	0		
3340300	event:/Task11/task3_34_03	0.000000	0.000000	0	4000	0.000000	0		
27021	event:/Task5/task_1020027021	0.000000	0.000000	0	4000	0.000000	0		
27022	event:/Task5/task_1020027022	0.000000	0.000000	0	4000	0.000000	0		
27026	event:/Task5/task_1020027026	0.000000	0.000000	0	4000	0.000000	0		
180302	event:/Task6/task_101001803002	0.000000	0.000000	0	4000	0.000000	0		
180304	event:/Task6/task_101001803004	0.000000	0.000000	0	4000	0.000000	0		
180305	event:/Task6/task_101001803005	0.000000	0.000000	0	4000	0.000000	0		
21011	event:/Task6/task_1010021011	0.000000	0.000000	0	4000	0.000000	0		
21012	event:/Task6/task_1010021012	0.000000	0.000000	0	4000	0.000000	0		
21013	event:/Task6/task_1010021013	0.000000	0.000000	0	4000	0.000000	0		
27011	event:/Task6/task_1020027011	0.000000	0.000000	0	4000	0.000000	0		
27013	event:/Task6/task_1020027013	0.000000	0.000000	0	4000	0.000000	0		
27014	event:/Task6/task_1020027014	0.000000	0.000000	0	4000	0.000000	0		
27023	event:/Task6/task_1020027023	0.000000	0.000000	0	4000	0.000000	0		
27024	event:/Task6/task_1020027024	0.000000	0.000000	0	4000	0.000000	0		
27025	event:/Task6/task_1020027025	0.000000	0.000000	0	4000	0.000000	0		
28031	event:/Task6/task_1020028031	0.000000	0.000000	0	4000	0.000000	0		
28032	event:/Task6/task_1020028032	0.000000	0.000000	0	4000	0.000000	0		
28033	event:/Task6/task_1020028033	0.000000	0.000000	0	4000	0.000000	0		
180201	event:/Task8/task_101001802001	0.000000	0.000000	0	4000	0.000000	0		
180203	event:/Task8/task_101001802003	0.000000	0.000000	0	4000	0.000000	0		
180101	event:/Task9/task_101001801001	0.000000	0.000000	0	4000	0.000000	0		
180102	event:/Task9/task_101001801002	0.000000	0.000000	0	4000	0.000000	0		
180103	event:/Task9/task_101001801003	0.000000	0.000000	0	4000	0.000000	0		
220201	event:/Task9/task_101002202001	0.000000	0.000000	0	4000	0.000000	0		
220203	event:/Task9/task_101002202003	0.000000	0.000000	0	4000	0.000000	0		
220205	event:/Task9/task_101002202005	0.000000	0.000000	0	4000	0.000000	0		
5251	event:/Task6/npc_10508_od_01	0.000000	0.000000	0	4000	0.000000	0		
5252	event:/Task6/npc_10090_od_01	0.000000	0.000000	0	4000	0.000000	0		
5253	event:/Task6/npc_10091_od_01	0.000000	0.000000	0	4000	0.000000	0		
5254	event:/Task6/npc_10093_od_01	0.000000	0.000000	0	4000	0.000000	0		
5255	event:/Task6/npc_10094_od_01	0.000000	0.000000	0	4000	0.000000	0		
5256	event:/Task6/npc_10501_od_01	0.000000	0.000000	0	4000	0.000000	0		
5257	event:/Task6/npc_10502_od_01	0.000000	0.000000	0	4000	0.000000	0		
5258	event:/Task6/npc_10503_od_01	0.000000	0.000000	0	4000	0.000000	0		
5259	event:/Task6/npc_10505_od_01	0.000000	0.000000	0	4000	0.000000	0		
5260	event:/Task8/ npc_10507_od_01	0.000000	0.000000	0	4000	0.000000	0		
5261	event:/Task8/npc_10088_od_01	0.000000	0.000000	0	4000	0.000000	0		
5262	event:/Task8/npc_10089_od_01	0.000000	0.000000	0	4000	0.000000	0		
5263	event:/Task9/npc_10095_od_01	0.000000	0.000000	0	4000	0.000000	0		
5264	event:/Task10/npc_10509_od_01	0.000000	0.000000	0	4000	0.000000	0		
5265	event:/Task10/npc_10510_od_01	0.000000	0.000000	0	4000	0.000000	0		
139	event:/Novice/right_tick	0.000000	0.000000	0	0	0.000000	0		
140	event:/Novice/dong	0.000000	0.000000	0	0	0.000000	0		
141	event:/Novice/sweep_floor	0.000000	0.000000	0	0	0.000000	0		
142	event:/Novice/fishing_01	0.000000	0.000000	0	0	0.000000	0		
143	event:/Novice/fishing_02	0.000000	0.000000	0	0	0.000000	0		
144	event:/Novice/read_book	0.000000	0.000000	0	0	0.000000	0		
145	event:/Novice/clear	0.000000	0.000000	0	0	0.000000	0		
146	event:/Novice/seaway_01	0.000000	0.000000	0	1100	0.000000	0		
147	event:/Novice/seaway_02	0.000000	0.000000	0	1100	0.000000	0		
148	event:/Novice/seapay_01	0.000000	0.000000	0	0	0.000000	0		
600	event:/Novice/stimu_atk	0.000000	0.000000	0	0	0.000000	0		
601	event:/Novice/dudu_atk	0.000000	0.000000	0	0	0.000000	0		
602	event:/Novice/baitouhuan_atk	0.000000	0.000000	0	0	0.000000	0		
603	event:/Novice/freeze	0.000000	0.000000	0	0	0.000000	0		
604	event:/Novice/magic_buff	0.000000	0.000000	0	0	0.000000	0		
605	event:/Novice/wood_atk	0.000000	0.000000	0	0	0.000000	0		
606	event:/Novice/xuangui_buff	0.000000	0.000000	0	0	0.000000	0		
607	event:/Novice/skill_bmzs	0.000000	0.000000	0	0	0.000000	0		
608	event:/Novice/lightning_01	0.000000	0.000000	0	0	0.000000	0		
609	event:/Novice/water_cannon	0.000000	0.000000	0	0	0.000000	0		
610	event:/Novice/beach_guardian	0.000000	0.000000	0	0	0.000000	0		
611	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
612	event:/Novice1/boom_001	0.000000	0.000000	0	0	0.000000	0		
613	event:/Novice1/boban_skill	0.000000	0.000000	0	0	0.000000	0		
614	event:/Novice/qinling_skill	0.000000	0.000000	0	0	0.000000	0		
615	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
616	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
617	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
618	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
619	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
620	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
621	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
622	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
623	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
624	event:/UI/sound_common_btn	0.000000	0.000000	0	0	0.000000	0		
