编号	解锁	显示ID	排序	类型	可视等级	解锁条件	特殊条件参数	奖励冒险币	增加属性	介绍	出现场景	坐标	UI界面模型倍数	UI界面模型位置	捕捉怪物	怪物情报分析	征服之路组合	装备套装分类	爱好解锁条件类型	爱好解锁参数	爱好道具	海报链接	小传解锁条件类型	小传解锁参数	小传内容	获取魔灵的道具	普通副本名	普通首领技能	英雄副本名	英雄首领技能	地区渠道号	冒险点数
200067	baby_101	baby_101	3200	2	1	2		2		MonsterDes_10002003			1.300000					0	0							item101020504006						200
200068	baby_105	baby_105	3204	2	1	2		2		MonsterDes_10002003			1.300000					0	0							item101020504006						300
200069	baby_111	baby_111	3201	2	1	2		2		MonsterDes_10004004			1.300000					0	0							item101020504007						200
200070	baby_115	baby_115	3205	2	1	2		2		MonsterDes_10004004			1.300000					0	0							item101020504007						300
200071	baby_121	baby_121	3202	2	1	2		2		MonsterDes_10002002			1.100000					0	0							item101020504008						200
200072	baby_125	baby_125	3206	2	1	2		2		MonsterDes_10002002			1.100000					0	0							item101020504008						300
200073	baby_131	baby_131	3203	2	1	2		2		MonsterDes_10002006			1.200000					0	0							item101020504009						200
200074	baby_134	baby_134	3207	2	1	2		2		MonsterDes_10002006			1.200000					0	0							item101020504009						300
200075	baby_135	baby_135	3208	2	1	2		2		BabyFairy_135			0.900000					0	0							item101020508418						300
200080	pet_201	pet_201	1316	2	1	2		2		Des_pet_201	6	50.6, -5.0, -59.2	0.900000		monster10306003			0	0							item101020503062						300
200081	pet_202	pet_202	1420	2	1	2		2		Des_pet_202	6	50.6, -5.0, -59.2	0.900000		monster10306003			0	0							item101020503126						600
200082	pet_329	pet_329	1421	2	1	2		2		Des_pet_329			1.000000					0	0							item101020503060						600
200083	ride_128	ride_128	2406	2	1	2		2		Des_ride_128			0.700000					0	0							item101020507219						600
200084	ride_130	ride_130	2407	2	1	2		2		Des_ride_130			1.000000					0	0							item101020507321						600
200085	pet_331	pet_331	1422	2	1	2		2		Des_pet_331			0.800000					0	0							item101020503063						600
200086	ride_131	ride_131	2408	2	1	2		2		Des_ride_131			1.000000					0	0							item101020507322						600
200087	ride_132	ride_132	2409	2	1	2		2		Des_ride_132			1.000000					0	0							item101020507323						600
200088	ride_133	ride_133	2410	2	1	2		2		Des_ride_133			0.500000					0	0							item101020507324						600
200089	ride_134	ride_134	2411	2	1	2		2		Des_ride_134			0.500000	0;0.2;0				0	0							item101020507325						600
200090	ride_129	ride_129	2412	2	1	2		2		Des_ride_129			0.700000					0	0							item101020507320						600
200091	ride_136	ride_136	2413	2	1	2		2		Des_ride_136			0.450000					0	0							item101020507327						600
200094	ride_137	ride_137	2414	2	1	2		2		Des_ride_137			0.700000	0;0.15;0				0	0							item101020507328						600
200093	ride_138	ride_138	2415	2	1	2		2		Des_ride_138			1.000000					0	0							item101020507329						600
200095	ride_139	ride_139	2416	2	1	2		2		Des_ride_139			0.500000					0	0							item101020507330					1	600
200096	ride_140	ride_140	2417	2	1	2		2		Des_ride_140			0.700000					0	0							item101020507331					1	600
200097	ride_141	ride_141	2418	2	1	2		2		Des_ride_141			1.000000					0	0							item101020507332						600
200098	ride_142	ride_142	2419	2	1	2		2		Des_ride_142			0.500000	0;0;1				0	0							item101020507333						600
200099	ride_143	ride_143	2420	2	1	2		2		Des_ride_143			0.500000					0	0							item101020507334						600
200109	pet_203	pet_203	1317	2	1	2		2		Des_pet_203	7	67.5,-0.8,-20.5	0.750000		monster10307001			0	0							item101020503079						300
200110	pet_204	pet_204	1423	2	1	2		2		Des_pet_204	7	67.5,-0.8,-20.5	0.750000		monster10307001			0	0							item101020503127						600
200111	ride_144	ride_144	2421	2	1	2		2		Des_ride_144			0.420000					0	0							item101020507335						600
200112	ride_145	ride_145	2422	2	1	2		2		Des_ride_145			0.500000					0	0							item101020507336						600
200113	ride_146	ride_146	2423	2	1	2		2		Des_ride_146			0.530000					0	0							item101020507337						600
200114	ride_147	ride_147	2424	2	1	2		2		Des_ride_147			0.900000					0	0							item101020507338						600
200115	pet_337	pet_337	1509	2	1	2		2		Des_pet_337			0.750000					0	0							item101020503086						1000
200116	ride_148	ride_148	2425	2	1	2		2		Des_ride_148			0.900000					0	0							item101020507339						600
200117	ride_149	ride_149	2426	2	1	2		2		Des_ride_149			0.900000					0	0							item101020507340						600
200118	ride_150	ride_150	2427	2	1	2		2		Des_ride_150			0.600000					0	0							item101020507341						600
200119	ride_151	ride_151	2428	2	1	2		2		Des_ride_151			0.600000					0	0							item101020507342						600
200120	ride_152	ride_152	2308	2	1	2		2		Des_ride_152			0.900000					0	0							item101020507343						600
200121	ride_153	ride_153	2429	2	1	2		2		Des_ride_153			0.900000					0	0							item101020507344						600
200122	pet_338	pet_338	1424	2	1	2		2		Des_pet_338			1.000000					0	0							item101020503093						600
200123	ride_154	ride_154	2430	2	1	2		2		Des_ride_154			0.700000					0	0							item101020507345						600
200124	ride_155	ride_155	2431	2	1	2		2		Des_ride_155			0.700000					0	0							item101020507346						600
200125	ride_156	ride_156	2432	2	1	2		2		Des_ride_156			0.700000					0	0							item101020507347						600
200126	pet_339	pet_339	1510	2	1	2		2		Des_pet_339			1.200000					0	0							item101020503097						1000
200127	ride_157	ride_157	2433	2	1	2		2		Des_ride_157			0.700000					0	0							item101020507348						600
200128	pet_340	pet_340	1511	2	1	2		2		Des_pet_340			0.900000					0	0							item101020503099					4	1000
200129	pet_341	pet_341	1512	2	1	2		2		Des_pet_341			0.800000					0	0							item101020503100					4	1000
200130	ride_158	ride_158	2434	2	1	2		2		Des_ride_158			0.700000					0	0							item101020507349					4	600
200131	ride_159	ride_159	2309	2	1	2		2		Des_ride_159			0.700000					0	0							item101020507350						600
200132	ride_160	ride_160	2435	2	1	2		2		Des_ride_160			0.700000					0	0							item101020507351						600
200133	pet_342	pet_342	1515	2	1	2		2		Des_pet_342			0.700000					0	0							item101020514004					1	1000
200134	pet_343	pet_343	1516	2	1	2		2		Des_pet_343			0.700000					0	0							item101020514005					1	1000
270001	pet_205	pet_205	1425	2	1	2		2		Des_pet_205			1.000000					0	0							item101020503083					5	1000
280001	pet_335	pet_335	1513	2	1	2		2		Des_pet_335			1.000000					0	0							item101020503081					4	1000
290001	pet_333	pet_333	1514	2	1	2		2		Des_pet_333			0.800000					0	0							item101020503069					2	1000
200135	pet_344	pet_344	1515	2	1	2		2		Des_pet_344			0.700000					0	0							item101020514006						1000
200137	pet_345	pet_345	1516	2	1	2		2		Des_pet_345			0.700000					0	0							item101020514007						1000
290002	ride_135	ride_135	2436	2	1	2		2		Des_ride_135			0.700000	0;0.15;0				0	0							item101020507326					2	1000
200136	ride_161	ride_161	2437	2	1	2		2		Des_ride_161			0.600000					0	0							item101020507352						600
200138	ride_162	ride_162	2501	2	1	2		2		Des_ride_162			0.380000	-0.25;-0.45;0				0	0							item101020507353						600
200139	ride_163	ride_163	2438	2	1	2		2		Des_ride_163			0.450000					0	0							item101020507354						600
200140	pet_346	pet_346	1517	2	1	2		2		Des_pet_346			0.700000					0	0							item101020514008					1	1000
200141	pet_347	pet_347	1518	2	1	2		2		Des_pet_347			0.700000					0	0							item101020514009					1	1000
200142	pet_348	pet_348	1519	2	1	2		2		Des_pet_348			0.700000					0	0							item101020514010					1	1000
200143	pet_349	pet_349	1520	2	1	2		2		Des_pet_349			1.000000					0	0							item101020514011						1000
200144	pet_350	pet_350	1521	2	1	2		2		Des_pet_350			0.800000					0	0							item101020514012						1000
200145	pet_351	pet_351	1522	2	1	2		2		Des_pet_351			1.300000					0	0							item101020514013						1000
200146	ride_164	ride_164	2502	2	1	2		2		Des_ride_164			0.450000					0	0							item101020507355						600
200147	ride_165	ride_165	2503	2	1	2		2		Des_ride_165			0.450000					0	0							item101020507356						600
200148	ride_166	ride_166	2504	2	1	2		2		Des_ride_166			0.330000					0	0							item101020507357						600
200149	ride_167	ride_167	2439	2	1	2		2		Des_ride_167			0.700000					0	0							item101020507357						600
200150	pet_352	pet_352	1523	2	1	2		2		Des_pet_352			1.000000					0	0							item101020514014					-1	1000
200151	pet_353	pet_353	1524	2	1	2		2		Des_pet_353			1.000000					0	0							item101020514015					-1	1000
200152	ride_168	ride_168	2440	2	1	2		2		Des_ride_168			0.450000					0	0							item101020507359						600
200153	ride_169	ride_169	2441	2	1	2		2		Des_ride_169			0.450000					0	0							item101020507360						600
200154	ride_170	ride_170	2442	2	1	2		2		Des_ride_170			0.450000					0	0							item101020507361						600
200155	ride_171	ride_171	2443	2	1	2		2		Des_ride_171			0.450000					0	0							item101020507362						600
200156	ride_172	ride_172	2505	2	1	2		2		Des_ride_172			0.400000					0	0							item101020507363						600
200157	ride_173	ride_173	2444	2	1	2		2		Des_ride_173			0.450000					0	0							item101020507364						600
200158	pet_354	pet_354	1523	2	1	2		2		Des_pet_354			0.800000					0	0							item101020514016						1000
200159	pet_355	pet_355	1524	2	1	2		2		Des_pet_355			0.800000					0	0							item101020514017						1000
200160	ride_174	ride_174	2506	2	1	2		2		Des_ride_174			0.650000					0	0							item101020507365						600
200161	ride_175	ride_175	2507	2	1	2		2		Des_ride_175			0.400000					0	0							item101020507366						600
200162	ride_176	ride_176	2445	2	1	2		2		Des_ride_176			0.400000					0	0							item101020507367						600
200163	ride_177	ride_177	2508	2	1	2		2		Des_ride_177			0.580000					0	0							item101020507368					1	600
200164	pet_356	pet_356	1525	2	1	2		2		Des_pet_356			0.700000					0	0							item101020514018						1000
200165	ride_178	ride_178	2509	2	1	2		2		Des_ride_178			0.225000					0	0							item101020507369						600
200166	ride_179	ride_179	2510	2	1	2		2		Des_ride_179			0.225000					0	0							item101020507370						600
200167	pet_357	pet_357	1526	2	1	2		2		Des_pet_357			0.850000					0	0							item101020514019					1	1000
200168	pet_358	pet_358	1527	2	1	2		2		Des_pet_358			0.850000					0	0							item101020514020					1	1000
200169	pet_359	pet_359	1528	2	1	2		2		Des_pet_359			0.850000					0	0							item101020514021					1	1000
200170	pet_360	pet_360	1529	2	1	2		2		Des_pet_360			0.850000					0	0							item101020514022						1000
200171	ride_180	ride_180	2511	2	1	2		2		Des_ride_180			0.350000					0	0							item101020507371						600
200172	ride_181	ride_181	2512	2	1	2		2		Des_ride_181			0.400000					0	0							item101020507372						600
200173	ride_182	ride_182	2513	2	1	2		2		Des_ride_182			0.700000					0	0							item101020507373						600
200174	pet_361	pet_361	1530	2	1	2		2		Des_pet_361			1.200000					0	0							item101020514023						1000
200175	ride_183	ride_183	2514	2	1	2		2		Des_ride_183			0.350000					0	0							item101020507374						600
200176	ride_184	ride_184	2515	2	1	2		2		Des_ride_184			0.700000	-0.5;0;2				0	0							item101020507375						600
200177	ride_185	ride_185	2516	2	1	2		2		Des_ride_185			0.400000	0;0.2;0				0	0							item101020507376						600
200178	pet_362	pet_362	1531	2	1	2		2		Des_pet_362			0.850000					0	0							item101020514024						1000
200179	ride_186	ride_186	2517	2	1	2		2		Des_ride_186			0.400000	0;-0.8;0				0	0							item101020507377						600
200180	pet_363	pet_363	1532	2	1	2		2		Des_pet_363			0.850000					0	0							item101020514025						1000
200181	pet_364	pet_364	1533	2	1	2		2		Des_pet_364			0.850000					0	0							item101020514026						1000
200182	pet_365	pet_365	1534	2	1	2		2		Des_pet_365			1.000000					0	0							item101020514027						1000
200183	pet_372	pet_372	1548	2	1	2		2		Des_pet_372			0.800000	0;0.1;0				0	0							item101020514032						1000
200184	ride_187	ride_187	2518	2	1	2		2		Des_ride_187			0.480000	0.15;-0.8;1.2				0	0							item101020507378						600
200185	ride_188	ride_188	2519	2	1	2		2		Des_ride_188			0.520000	0.15;-0.8;1.2				0	0							item101020507379						600
200187	pet_314	pet_314	1535	2	1	2		2		Des_pet_313			1.000000					0	0													1200
200188	pet_316	pet_316	1536	2	1	2		2		Des_pet_315			1.000000					0	0													1200
200189	pet_318	pet_318	1537	2	1	2		2		Des_pet_317			1.000000					0	0													1200
200190	pet_320	pet_320	1538	2	1	2		2		Des_pet_319			1.000000					0	0													1200
200191	pet_322	pet_322	1539	2	1	2		2		Des_pet_321			1.550000					0	0													1200
200192	pet_324	pet_324	1540	2	1	2		2		Des_pet_323			1.000000					0	0													1200
200193	ride_189	ride_189	2520	2	1	2		2		Des_ride_189			0.300000	0;-1.2;1.8				0	0							item101020507380					5	600
200194	ride_190	ride_190	2521	2	1	2		2		Des_ride_190			0.400000	0;-0.1;0				0	0							item101020507381						600
200195	ride_191	ride_191	2522	2	1	2		2		Des_ride_191			0.300000	0;0;0.5				0	0							item101020507382						600
200196	ride_192	ride_192	2523	2	1	2		2		Des_ride_192			0.600000					0	0							item101020507383						600
200197	ride_193	ride_193	2524	2	1	2		2		Des_ride_193			0.450000					0	0							item101020507384						600
200198	ride_194	ride_194	2525	2	1	2		2		Des_ride_194			0.000000	0;-0.8;0				0	0							item101020507385						600
200199	ride_195	ride_195	2526	2	1	2		2		Des_ride_195			0.500000	0;-0.2;0				0	0							item101020507386						600
200200	pet_366	pet_366	1541	2	1	2		2		Des_pet_366			0.000000					0	0							item101020514028						1000
200201	pet_367	pet_367	1542	2	1	2		2		Des_pet_367			0.900000					0	0							item101020514029						1000
200202	pet_368	pet_368	1543	2	1	2		2		Des_pet_368			0.900000					0	0							item101020514030					5	1000
200203	pet_369	pet_369	1544	2	1	2		2		Des_pet_369			0.800000					0	0							item101020514031					5	1000
200204	ride_196	ride_196	2527	2	1	2		2		Des_ride_196			0.450000					0	0							item101020507387						600
200205	ride_197	ride_197	2528	2	1	2		2		Des_ride_197			0.500000	0;0;0.5				0	0							item101020507388						600
200206	pet_310	pet_310	1545	2	1	2		2		Des_pet_309			1.000000					0	0													1200
200207	pet_370	pet_370	1546	2	1	2		2		Des_pet_354			0.800000					0	0													1200
200208	pet_371	pet_371	1547	2	1	2		2		Des_pet_355			0.800000					0	0													1200
200209	ride_198	ride_198	2529	2	1	2		2		Des_ride_198			0.700000					0	0							item101020507389					5	600
200210	ride_199	ride_199	2530	2	1	2		2		Des_ride_199			0.800000					0	0							item101020507390					5	600
200211	ride_200	ride_200	2531	2	1	2		2		Des_ride_200			0.600000					0	0							item101020507391						600
200212	ride_201	ride_201	2532	2	1	2		2		Des_ride_201			0.330000					0	0							item101020507392						600
200213	ride_202	ride_202	2533	2	1	2		2		Des_ride_202			0.450000					0	0							item101020507393					5	600
200214	ride_203	ride_203	2534	2	1	2		2		Des_ride_203			0.220000					0	0							item101020507394						600
200215	ride_204	ride_204	2535	2	1	2		2		Des_ride_204			0.800000					0	0							item101020507395						600
200216	ride_205	ride_205	2536	2	1	2		2		Des_ride_205			0.450000					0	0							item101020507396						600
200217	ride_206	ride_206	2537	2	1	2		2		Des_ride_206			0.350000					0	0							item101020507397						600
200218	pet_373	pet_373	1549	2	1	2		2		Des_pet_373			1.200000					0	0							item101020514033						1000
200219	pet_374	pet_374	1550	2	1	2		2		Des_pet_374			1.200000					0	0							item101020514034						1000
200220	pet_375	pet_375	1551	2	1	2		2		Des_pet_375			0.850000					0	0							item101020514035						1000
200221	pet_376	pet_376	1552	2	1	2		2		Des_pet_376			0.850000	0;0.1;0				0	0							item101020514036						1000
200222	pet_377	pet_377	1553	2	1	2		2		Des_pet_377			1.200000					0	0							item101020514037						1000
200223	ride_207	ride_207	2538	2	1	2		2		Des_ride_207			0.300000					0	0							item101020507507						600
200224	ride_208	ride_208	2539	2	1	2		2		Des_ride_208			0.400000					0	0							item101020507508						600
200225	ride_209	ride_209	2540	2	1	2		2		Des_ride_209			0.500000	0.2;0;0				0	0							item101020507509						600
200226	ride_210	ride_210	2541	2	1	2		2		Des_ride_210			0.750000	-0.25;-0.2;0				0	0							item101020507510						600
200227	ride_211	ride_211	2542	2	1	2		2		Des_ride_211			0.500000					0	0							item101020507511					1	600
200228	pet_378	pet_378	1554	2	1	2		2		Des_pet_345			0.700000					0	0							item101020514007						1000
200229	pet_379	pet_379	1555	2	1	2		2		Des_pet_351			1.300000					0	0							item101020514013						1000
200230	pet_380	pet_380	1556	2	1	2		2		Des_pet_339			1.200000					0	0							item101020503097						1000
200231	pet_381	pet_381	1557	2	1	2		2		Des_pet_337			0.750000					0	0							item101020503086						1000
200232	pet_382	pet_382	1558	2	1	2		2		Des_pet_344			0.700000					0	0							item101020514006						1000
200233	pet_383	pet_383	1559	2	1	2		2		Des_pet_349			1.000000					0	0							item101020514011						1000
200234	ride_212	ride_212	2543	2	1	2		2		Des_ride_212			0.550000	0;0.25;0				0	0							item101020507512						600
200237	ride_213	ride_213	2544	2	1	2		2		Des_ride_213			0.750000	0;-2.5;6.5				0	0							item101020507513						600
200238	ride_214	ride_214	2545	2	1	2		2		Des_ride_214			0.450000	0;0.1;0				0	0							item101020507514						600
200239	pet_385	pet_385	1560	2	1	2		2		Des_pet_385			0.900000	0;0;0				0	0							item101020514038					5	1000
200240	pet_386	pet_386	1561	2	1	2		2		Des_pet_386			0.600000	-0.1;-0.1;0.4				0	0							item101020514039					5	1000
200241	ride_215	ride_215	2546	2	1	2		2		Des_ride_215			0.350000	0;-0.2;0				0	0							item101020514555						600
200242	ride_216	ride_216	2547	2	1	2		2		Des_ride_216			0.700000	-0.1;0;0				0	0							item101020514556						600
200243	ride_217	ride_217	2548	2	1	2		2		Des_ride_217			0.250000					0	0							item101020514557						600
200244	ride_218	ride_218	2549	2	1	2		2		Des_ride_218			0.650000					0	0							item101020514558						600
200245	pet_387	pet_387	1562	2	1	2		2		Des_pet_387			0.900000	0;0;0				0	0							item101020514040						1000
200246	ride_219	ride_219	2550	2	1	2		2		Des_ride_219			0.530000					0	0							item101020507520					5	600
200247	ride_220	ride_220	2551	2	1	2		2		Des_ride_220			0.600000	-0.2;0;0				0	0							item101020507521					5	600
200248	pet_388	pet_388	1563	2	1	2		2		Des_pet_360			0.850000					0	0							item101020514022						1000
200249	pet_389	pet_389	1564	2	1	2		2		Des_pet_362			0.850000					0	0							item101020514024						1000
200250	pet_390	pet_390	1565	2	1	2		2		Des_pet_364			0.850000					0	0							item101020514026						1000
200251	ride_221	ride_221	1566	2	1	2		2		Des_ride_221			0.350000	0;0.2;0				0	0							item101020507522						600
200252	ride_222	ride_222	1567	2	1	2		2		Des_ride_222			0.700000	0;0.1;0				0	0							item101020507523						600
200253	ride_223	ride_223	1568	2	1	2		2		Des_ride_223			0.600000	0;0;0				0	0							item101020507524						600
200254	ride_224	ride_224	1569	2	1	2		2		Des_ride_224			0.600000					0	0							item101020507525						600
200255	ride_225	ride_225	1570	2	1	2		2		Des_ride_225			0.200000					0	0							item101020507526						600
200256	pet_391	pet_391	1571	2	1	2		2		Des_pet_391			0.700000	0;0;0				0	0							item101020514041						1000
200257	pet_392	pet_392	1426	2	1	2		2		Des_pet_392			0.800000	0;0;0				0	0							item101020514042						600
200258	ride_226	ride_226	1572	2	1	2		2		Des_ride_226			0.500000					0	0							item101020507527						600
200259	ride_227	ride_227	1573	2	1	2		2		Des_ride_227			0.300000					0	0							item101020507528						600
200260	pet_393	pet_393	1574	2	1	2		2		Des_pet_393			1.000000	0;0;0				0	0							item101020514043						1000
200261	ride_228	ride_228	1575	2	1	2		2		Des_ride_228			0.500000					0	0							item101020507529						600
200262	ride_229	ride_229	1576	2	1	2		2		Des_ride_229			0.300000					0	0							item101020507530						600
